country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Ukraine,1907,18301,KIREYEVKA,6,161,180,51.603943197666,32.584704442084,"Hoard of few kilos of denarii. Only 6 coins are known: Hadrian, Antoninus Pius 4, Lucilla.","Local museum, Sosnitski, Ukraine (inv.no. 1447-1452).",II century
Netherlands,2004,9993,RAALTE 2004 1,2,117,138,52.3796,6.2727,2 denarii of Hadrian (AD 117-138).,NA,II century
Romania,1979,2608,BRAD,23,160,161,46.094,22.868,23 denarii: Vespasian - Antoninus Pius (AD 160-161).,"Museum of Dacian and Roman Civilisation, Deva, Romania",II century
Germany,1872,17270,THÜLE,10,175,192,52.963323,7.918203,"Ten denarii (Vespasian - Commodus), found in 1872 during peat digging. Two thereof arrived in the Oldenburg archive; an additional three were noted in 1905 in private possession.",NA,II century
Bulgaria,1978,2681,SILISTRA 1978,35,161,162,44.121,27.259,35 denarii: Mark Antony - Marcus Aurelius (AD 161-162).,"History Museum, Silistra, Bulgaria; Inv.nos. 6059-6093",II century
Russia,2008,18567,KOPORIE 2008 2,12,140,144,59.7086,29.0691,"12 coins: 1 denarius, 11 sestertiiTrajan - Marcus Aurelius (AD 161-180). Found 800 m westward from the hoard Koropie 2008 1. Together were found a bronze brooch and a horn shape bronze ring","Laboratory of Archeology, Historical Sociology and Cultural Heritage, Faculty of Sociology, St. Petersburg State University, Russia",II century
Germany,1938,17101,GEILENKIRCHEN-LINNICH,35,186,187,50.968396,6.113817,"The coins were found in 1938/39 during excavation works on the west wall in the region of Geilenkirchen-Linnich (Kreis Jülich). 14 of the coins were lost. The remaining 21 ones are sestertii, ranging from Trajan to Commodus. All are very worn.",NA,II century
Netherlands,1999,9921,HOENDERBOS,9,181,181,51.6439,5.6197,9 sestertii: Hadrian - Commodus (AD 181).,Private collection,II century
Spain,1960,12882,RABAL,86,119,120,41.847676366576,-7.4403051936419,Unknown originally number of coins. 86 bronze coins: Tiberius - Hadrian (AD 119-120).,"Museo Arqueológico Provincial de Orense, Spain; private collections of M. Taborda and X. Taborda",II century
Armenia,1955,17473,GAṘNI [ԳԱՌՆԻ] 1955,48,185,191,40.1195,44.723,"A hoard of 48 denarii, ranging from Vespasian to Commodus, discovered in the fortress of Gaṙni in 1955.",History Museum of Armenia,II century
France,2009,12965,MESNEUX - SITE 9,343,193,196,49.219,3.96,"343 bronze coins: 337 sestertii, 6 dupondii: Galba - Septimius Severus (AD 193-196). Weight:8205.03 g.","Saint-Remi History Museum, Reims, France; inv. nos. B-C",II century
Bulgaria,1895,10500,YAGNILO 1895,250,161,180,43.382,27.3238,2500-3000 denarii. 250 pieces were bought by the National Museum in Sofia: Vespasian - Marcus Aurelius (AD 161-180).,"National History Museum, Sofia (250 coins)",II century
Ukraine,2021,20718,POLTAVA REGION 2021,10,180,192,49.7208122793,33.7496120281,"A small hoard of 10 Roman imperial denarii: Hadrian – Commodus (AD 193-211) was discovered by a treasure hunter in March 2021 somewhere in Poltava region. Information about the find and photos of the coins were published on the Ukrainian treasure hunter forum Violity, March 18, 2021. The finder reported that the coins were discovered “in one pit”. The further fate of the hoard is unknown.",NA,II century
Italy,1884,9295,CASTELNUOVO VAL DI CECINA - SAN BERNARDINO,102,112,114,43.21,10.905,"102 coins found with the remains of a textile bag: 94 sestertii, 7 dupondii, 1 as: Galba - Trajan (AD 112-114).",NA,II century
Israel,2002,8472,HAR YSHAI CAVE,8,132,136,31.452225076871,35.384799336223,The hoard comprised 8 bronze coins of the Second Jewish Revolt (AD 132-136) found with traces of a leather bag.,NA,II century
Israel,2003,7726,AKKO-PTOLEMAIS 2003,46,118,118,32.924304526069,35.083627726053,The hoard comprised 46 tetradrachms dated between AD 60/1 and AD 118.,Israel Antiquities Authority (IAA 106202-106247),II century
Germany,1878,8187,BLIESEN,4,140,144,49.496,7.111,Towards the end of October 1878 three aurei were discovered in Bliesen between the Church of St. Remigius and the Rhine road. These date from Vespasian to Antoninus Pius. The coins are now in the collection of the Munzkabinett im Rheinischen Landesmuseum. A fourth aureus in the possession of this museum has been associated with the Bliesen hoard. It dates to the reign of Vespasian (72/3) and was acquired from the Bliesen area.,"Rheinisches Landesmuseum, Trier, Germany (inv.nos. 864-866)",II century
Netherlands,1889,9905,GRONINGEN 1889,8,187,188,53.232,6.563,8 sestertii: Antoninus Pius - Commodus (AD 191-192).,Groninger Museum (GRM find X) 1964/XII-63/1-7 en 63a (no. 7),II century
Switzerland,1843,6432,BAAR ZG 1843-1860,6,119,122,47.2,8.544,"Six (or more?) Roman gold coins found on a field. First, three were found by labourers in 1845: Domitian (1 coin) and Hadrian (2 coins). Then came a report that ""two years ago"" two aurei of Vespasian had been found in the same field, and probably more, thrown out by the labourers as brass items. In 1860 another gold coin found in the same field was reported. - The 3 aurei found in 1845 were described in detail and documented in sealing wax (lost) and later copied in drawings (preserved).",NA,II century
Ukraine,1878,18209,CHERNITSA,340,180,192,50.4758,27.4843,Hoard of 340 denarii were found with a bronze cauldron. Together was a silver ring.,"The State Hermitage Museum, St. Petersburg, Russia",II century
Poland,1910,16213,KOPKI,2,119,122,50.409357,22.305585,"Hoard of unknown number of denarii. Only two pieces are known: Trajan, Hadrian.",NA,II century
Russia,1960,18414,KRASNOBATAR,89,170,170,45.08579489918,37.791082735009,"Hoard of 89 gold stateri of the Bosporan kings: Sauromates I - 3, Cotys II - 6, Rhoemetalkes - 11, Eupator - 69.",NA,II century
Bulgaria,1966,12162,CHIRPAN,6,161,180,42.1985,25.3259,"Unknown initial number of coins. 6 pieces entered the museum collection in Plovdiv: Vespasian 1, Nerva 1, Hadrian 1, Antoninus Pius 1, Faustina I 1, Marcus Aurelius 1.","Museum of Archaeology, Plovdiv, Bulgaria; inv.no. 2429",II century
France,1896,7126,ANOST,6,169,169,47.065,4.113,The hoard comprised 4 copper-alloy statues and 2 copper-alloy vessels. One of the copper-alloy vessels contained 6 bronze coins of Marcus Aurelius and Divus Lucius Verus. One coin was lost.,NA,II century
Bulgaria,1904,10475,VARNA 1904,31,161,180,43.2301,28.0108,31 denarii found in a ceramic vessel inside a mound: Vespasian - Marcus Aurelius (AD 161-180).,NA,II century
France,1848,5752,ACLOU,50,138,161,49.166,0.706,"The hoard comprised 50 Roman coins which were thought to be bronzes. There is no further information on denominational composition. It was found on communal heathland and pasture, at a very shallow depth. The majority of the coins were collected together by M. Auvray, mayor of Aclou.",M. Auvray,II century
Netherlands,1990,13959,NEDERWETTEN 1990,21,138,161,51.49,5.518,"Hoard of 21 sestertii. Among them coins of Domitian, Nerva, Hadrianus and Antoninus Pius (AD 138).",NA,II century
Ukraine,1882,18236,KRYLOV,2000,161,180,49.0631,33.1808,"Hoard of around 2,000 denarii. 90 denarii entered the University Museum in Kyiv: Nero - Marcus Aurelius (AD 161-180).","University Museum, Kyiv, Ukraine (90 coins)",II century
Bulgaria,1965,10419,RAZVIGOROVO,514,138,161,43.396,26.841,514 denarii found in a ceramic vessel: Augustus - Antoninus Pius (AD 138-161).,NA,II century
Belgium,1896,8267,PEER,23,117,138,51.133,5.454,23 denarii: Republic (L. Thorius Balbus) - Hadrian (AD 117-138).,NA,II century
"England, United Kingdom",1922,1182,ALLERTON BYWATER,296,164,180,53.737781,-1.3799122,"A hoard of 296 denarii (Mark Antony - Marcus Aurelius), found by a grave-digger in Allerton Bywater churchyard.",Hull City Museum (part); British Museum (part),II century
"England, United Kingdom",1760,1618,RUDCHESTER,485,148,168,54.997436,-1.813958,"15 aurei and 470 denarii, ranging from the Republican period to Marcus Aurelius, found by a labourer at work in Rudchester grounds, while digging up the foundation of an old fence in 1766.",NA,II century
Israel,1952,7690,WADI MURABBA'AT,227,119,122,31.588,35.373,"The hoard comprised at least 227 silver coins: 119 Nabatean denarii, 14 provincial tetradrachms of Antioch, 5 didrachms reattributed to Antioch (Trajan), 5 tridrachms and 33 drachms of Trjan reattributed to an Arabian mint, and 51 imperial denarii, down to AD 122.","Israel Antiquities Authority (108), Ecole Biblique, Amman Museum",II century
Denmark,1906,13126,TESTRUP TEGLVÆRK,9,191,191,56.067,10.134,Eight denarii found at Testrup Teglværk with fragments of a clay pot. One additional denarius was found nearby also with fragments from a clay pot. The finds may represent a series of sacrifices.,National Museum of Denmark,II century
Czech Republic,1870,15957,DERFLE,3,114,117,49.051272,17.480989,"3 coins, of which one aureus of Trajan (AD 114-117).",Private collection.,II century
"England, United Kingdom",2000,719,"PLANTATION PLACE, FENCHURCH STREET",43,174,174,51.503293,-0.085155684,"This hoard of 43 aurei, ranging from Nero to Marcus Aurelius, was discovered in June 2000 during the archaeological excavation at Plantation Place, Fenchurch Street, in the City of London. The coins were discovered in situ within a uniform context of silty brick-earth with organic inclusions. The absence of coins of Commodus suggests a deposition date probably no later than AD 180.",NA,II century
Austria,1800,13120,WIEN 1800 - RENNWEG,1446,177,192,48.193089,16.392007,"1,446 denarii found during construction activity: Republic - Marcus Aurelius/Commodus (AD 177-192).","Münzkabinett, Kunsthistorischen Museum, Vienna, Austria (964 coins)",II century
"Israel, Palestinian Territories",1967,8466,IDNA 1967,25,132,136,31.557,34.979,"25 coins? ""Medium-sized hoard. Allegedly Bar Kokhba silver and bronze together with Syrian tetradrachms and Roman denarii"" (Mildenberg 1984, 56).",Dispersed,II century
Italy,1929,13803,GONNOSCODINA,314,180,192,39.699425,8.836997,Hoard of 314 large Roman imperial bronze coins: Trajan - Commodus (AD 180-192).,"National Museum, Cagliari, Italy, in 1913",II century
"England, United Kingdom",1806,7,BATH (TRINITY COURT),86,138,161,51.383491,-2.360627,"In 1806, on the south-west side of Trinity Court, near the Turnpike Road, a hoard of nearly one hundred Roman coins was found. 79 of them were listed, ranging from the Republican period to Trajan. A few days after, a medal of Nero, and one of Antoninus Pius were found on the same spot. The Republican coins were certainly silver, but the metal of the others is uncertain.",NA,II century
Romania,2012,18913,ADAMCLISI 2012,36,169,170,44.059750856156,27.947745548689,Unknown original number of coins. 36 denarii were recovered: Trajan - Marcus Aurelius (AD 169-170).,"Local Museum Adamclisi, Romania",II century
Belgium,1948,8534,STRÉPY-BRACQUEGNIES,6,147,175,50.4727,4.1226,6 sestertii: Domitian - Antoninus Pius/Marcus Aurelius for Faustina II (AD 145-175).,NA,II century
"Scotland, United Kingdom",1781,620,PITCULLO,19,177,192,56.362187,-2.9508708,"A group of 19 Roman silver coins (of the Emperors Nero, Domitian, Trajan, Hadrian, Antoninus Pius, Marcus Aurelius, Commodus, and the Empress Faustina), found while ploughing at Pitcullo in Fife, presented to the Society of Antiquaries of Scotland in 1781. The 19 coins have not been located in NMAS, Edinburgh",NA,II century
Hungary,2009,16617,KOMÁROM-SZŐNY 2009,4,121,122,47.733475,18.156686,"Purse(?) of four sestertii: Trajan 2, Hadrian I 2 (AD 121-122) found near a wall in the area of the civil town.","Klapka György Museum (Komárom), Hungary (inv.nos. 2009. K17.098.1-4)",II century
Ukraine,2021,18662,DMYTRIVKA,10,163,164,46.643109697967,31.718167102267,"Ten Roman imperial denarii were found in the vicinity of ancient Olbia, to the west of Adzhigolskaya Balka, near the villages of Dmitrivka and Ivanivka (the exact location is not known). The coins have been identified by V. Stolba and U. Peter from photographs. The cirent location of the hoard is unknown.",unknown,II century
Belgium,1802,8536,TERALFENE,2,138,161,50.892,4.099,"2 aurei: Nero, Antoninus Pius .",NA,II century
Bosnia-Herzegovina,1899,16146,BUGOJNO - SURROUNDINGS,70,180,183,44.056581,17.449016,40 denarii and 30 sestertii ranging from Domitian to Commodus (Crispina).,ZM Sarajevo,II century
France,1839,11687,RIBÉCOURT-DRESLINCOURT 1839-1856,2,161,169,49.511,2.923,"Two aurei depicting Lucius Verus (AD 161-169). No description. Callu-Loriot record these coins as single finds, however, same findspot, same coin issuer (quite rare).","Old collections: Beguery, Noyon; Peigne-Delacourt",II century
France,1959,7048,DOUE,18,192,192,48.865,3.164,"The hoard comprised 18 denarii, sestertii, dupondii and asses dating to the second century AD. TAF interprets the hoard as the contents of a purse lost when the building was demolished.",NA,II century
Spain,1913,17969,SALVATERRA DE MIÑO,24,140,140,42.083330946478,-8.5002666801214,Hoard of 40 bronze coins found with a ceramic vessel. Only 24 coins were documented: Nero - Antoninus Pius (AD 140).,NA,II century
Ukraine,2020,20651,POLTAVA REGION 2020,12,180,192,49.7208122793,33.7496120281,"A small hoard of 12 Roman Imperial denarii: Trajan - Commodus (AD 180-192) was discovered by a treasure hunter in early summer 2020. According to the finder the coins were found in a “small area” and represent “the contents of a purse”. The further fate of the coins is unknown: Trajan (1), Antoninus Pius (4), Marcus Aurelius (4), Commodus (1), unknown (2).",NA,II century
"England, United Kingdom",1888,2341,WANBOROUGH(?),22,138,192,51.536552,-1.7130393,"A concealed hoard of 22 aurei of 'Nero, Hadrian and the Antonines' found c. 1888. It is believed that the hoard was from Wanborough / Durocornovium, but this is not certain.",NA,II century
Austria,1926,2848,WALLERN IM BURGENLAND,116,157,158,47.729,16.934,"The hoard comprised 116 silver coins: 111 denarii, 1 denarius serratus, 2 quinarii, 2 drachms: Republic - Antoninus Pius (AD 157-158). Found in a ceramic vessel with a terra sigillata bowl serving as a lid.","Landesmuseum Burgenland, Eisenstadt, Austria (inv.no. 226)",II century
Belarus,2010,20999,TSIAPY,28,191,192,53.691373443191,24.463800815609,Hoard of uncertain number of imperial denarii found while metal detecting. 28 coins were presented to the museum: Hadrian - Commodus (AD 191-192).,"Grodno State Historical and Archaeological Museum, Belarus",II century
Romania,1977,16318,GHERĂIEȘTII NOI,271,184,185,47.051801,26.79431,271 denarii found with a ceramic vessel: Nero – Commodus (AD 184-185).,"History Museum, Piatra Neamț, Romania (Inv.no. 5978)",II century
Sweden,1834,15539,BRINGSARVE 1834,124,186,189,57.49378,18.199226,124 denarii: Vespasian - Commodus (AD 186-189); silver weight: 43.80 g. (16 coins).,"Swedish History Museum, Stockholm (inv.no. 664)",II century
Switzerland,1656,6656,NEUCHÂTEL NE 1656,2,117,138,46.996,6.938,"Three coins of Hadrian found in a tomb (1 aureus and 2 denarii), but the information does not look trustworthy and the coins are not preserved.",No coins preserved,II century
Romania,1900,2609,BARBURA,80,165,165,46.005,22.9,80 denarii from Mark Anthony to Marcus Aurelius with a tpq of AD 165.,NA,II century
Austria,1885,6144,ALTHOFEN,109,161,180,46.87,14.477,"180 sestertii, for 109 the issuers are known: Vespasian - Marcus Aurelius (AD 161-180).","Kärntner Landsmannschaft, Klagenfurt (95 coins); 5 in Prfratbesitz; Museum St. Veit an der Glan (12 coins); 5 private collection, Austria",II century
France,1845,5882,FOUGEROLLES-DU-PLESSIS,150,180,192,48.475,-0.981,"The hoard comprised '100s of bronze coins (150 coins according to Angot). The majority were of Trajan, Hadrian and of Antoninus Pius. In the 1860s, the vicar of Fougerolles, Charles Pointeau, examined 72 coins and Chevallier acquired 'a good number, all large bronzes of Trajan to Commodus'. It has therefore been assumed that this hoard was made up of sestertii.",NA,II century
Ukraine,1954,18247,KRYACHKOVKA 1957,31,187,188,50.298376682126,32.310455579327,31 denarii found in a silo at the site of the Cherniakyv Culture: Vespasian - Commodus (AD 180-192). Together were found two silver loops.,"Institute of Archaeology of the Academy of Sciences, Kyiv, Ukraine (11 coins, 1 loop); School museum, Davydovka, Ukraine",II century
"England, United Kingdom",1847,14616,OLD CLEEVE,8,117,138,51.097074,-3.3866231,"""In 1847 a small pot containing 8 Roman coins - a silver denarius of Trajan and 7 bronze coins, including one of Trajan - was found in cutting through a hedge or earth bank on the boundary between the parishes of Upton and Withiel Florey. Two of the coins are in the Spencer G Perceval collection"" (Pastscape)",NA,II century
Bulgaria,1947,10303,ALFATAR 1947,52,138,161,43.9459,27.2859,Unknown number of denarii. V. Haralanov studied 52 pieces: Hadrian - Antoninus Pius (AD 138-161).,NA,II century
Germany,1912,16710,MÜHLACKER-DÜRRMENZ,22,161,180,48.949104,8.850427,"The 22 coins (sestertii, Trajan - Marcus Aurelius) are the remnants derived from a hoard of at least five pounds from a meadow (Eckenweiher) where Roman villas have been found. The find is labelled as 'Kollektivfund' in FMRD.",NA,II century
Switzerland,1990,9814,"SCHLEITHEIM SH-HEBSACK 1990, TOMB 569B",3,138,161,47.745,8.486,"Found during excavations, in an early medieval cemetery. Tomb 569B: inhumation, male; among grave goods 3 (?) Aes coins, part of the ""Tascheninhalt"".",Kantonsarchäologie Schaffhausen,II century
Portugal,1886,17583,MOURE,5,117,138,41.652477174291,-8.4971963251396,"Hoard of an unknown number of Roman imperial bronze coins found with a ceramic vessel. Only 5 sestertii produced some information: Augustus 1, Nero 2, Hadrian 1, 1 broken.",Dispersed,II century
Switzerland,2019,16175,PRATTELN BL 2019,304,181,182,47.5099,7.6959,"A hoard of 304 silver coins (303 denarii and 1 drachm), ranging from Nero to Commodus, found in summer 2019 (with 6 additional coins found in 2020) on the Adlerberg, near Pratteln.",Archäologie Baselland,II century
Israel,1970,13310,UPPER GALILEE,22,158,159,33.005,35.469,"The hoard comprised 22 aurei (70 ca.-158-159 AD) found most likely between the West Bank, Upper Galilee and the Golan.",NA,II century
Romania,1948,16315,COSTEȘTI,171,180,192,47.235022,26.932095,"Hoard of 171 denarii, only 139 were recorded: Nero – Commodus (AD 180-192).","Museum Complex Iași, Romania (121 coins); National History Museum, Bucharest, Romania (50 coins)",II century
Spain,1956,12877,MONTESEIRO,105,112,114,43.114,-6.98,107 denarii found with a bronze vessel: Republic - Trajan (AD 112-114).,"Museo Arqueológico Provincial de Lugo, Spain",II century
Romania,1969,2954,ITEȘTI,272,193,194,46.654,26.862,272 denarii: Tiberius - Septimius Severus (AD 193-194); silver weight: 813.04 g,"Complexul Muzeal ""Iulian Antonescu"", Bacău, Romania; inv.nos. 7008-7236",II century
Netherlands,1985,10030,VECHTEN 1985,15,138,161,52.058,5.162,"15 sestertii, dupondii, asses: Augustus-Antoninus Pius (AD 138-161).",Private collection,II century
France,1756,5623,LENS 1756,20,161,180,50.42893,2.83183,The hoard comprised '20 coins of which the most recent was an issue of Marcus Aurelius' The hoard was discovered by peat cutters.,NA,II century
Greece,2006,6902,PELLA WEST CEMETERY 2006 (KER. 23),2,147,161,40.763,22.526,"A hoard of two Antonine sestertii and several items of gold jewellery, found in grave 23 in the western cemetery of Pella.",NA,II century
Hungary,1900,5248,MOCSOLÁD,1243,163,176,46.05,18.27,"1243 silver coins: 1241 denarii, 2 drachmas: Republic - Marcus Aurelius (AD 164)",NA,II century
Greece,1987,6888,SEVASTI 1987 GRAVE 7,5,138,161,40.359,22.544,"The hoard comprised 6 Roman Provincial coins: Dion (2 Trajan, 1 Hadrian), Thessalonica (1 Trajan, 1 pseudo-autonomous Antoninus Pius), found in grave 7 in Sevasti.","Archaeological museum, Thessaloniki",II century
Sweden,1888,15585,HAVOR,121,194,195,57.191204,18.313522,121 denarii: Vespasian - Septimius Severus (AD 194-195); silver weight: 322.18 g.,"Swedish History Museum, Stockholm (inv.no. 8404)",II century
Bulgaria,1971,12056,PLOVDIV 1971 A,4,180,192,42.135,24.745,"4 silver denarii: Hadrian (Sabina), Marcus Aurelius, Faustina II, Commodus (AD 180-192).","Museum of Archaeology, Plovdiv, Bulgaria; inv. no. 2562",II century
Czech Republic,1921,15874,NEBOVIDY 1921,5,117,138,49.989687000000004,15.216286,"Group of 5 coins: Tiberius (Divus Augustus) as, Claudius I as, Nero 1 denarius, 1 sestertius, Hadrian sestertius (AD 117-138).","Regional museum, Kolín, Czech Republic",II century
Romania,1976,5260,BUTOIEȘTI,550,181,191,44.585,23.378,(c. 550) 165 denarii found with a ceramic vessel: Nero - Commodus (AD 181-191).,"Muzeul Olteniei, Craiova, Romania",II century
Romania,1921,2596,DÎMBĂU,200,141,143,46.318,24.232,Around 200 denarii. Recovered 135 denarii found with metal vessel: Nero - Antoninus Pius (AD 141-143).,"National History Museum of Romania, Bucharest, Romania",II century
Sweden,1878,15542,STORA TOLLBY,2,161,180,57.625917,18.546656,2 denarii - Antoninus Pius for Diva Faustina I and Marcus Aurelius found together with 4 gold bracteates.,"Swedish History Museum, Stockholm (inv.no. 6130)",II century
"England, United Kingdom",1878,2165,SOUTH SHIELDS 1878,132,191,192,54.996285,-1.4388217,"A hoard of 10 aurei and 120+ denarii, found in 1878 near the Roman fort. The closure date of this hoard is AD 192. However the penultimate coin is an issue of 185 and a seven year gap between the terminal issues is unusual. In the event the hoard is listed as closing with RIC 241, with the caveat that the last coin may be a site find rather than a hoard item (P.J. Casey).",NA,II century
Belgium,1850,6178,WORTEGEM,28,138,161,50.853,3.513,28 sestertii: Hadrian - Antoninus Pius (AD 138-161).,"Collection E.C. Lefèvre, Brugge, Belgium, in 1851 (28 coins)",II century
Netherlands,2014,12580,DEN HAAG 2014,107,161,180,52.0498,4.347,"107 denarii were found in a ceramic vessel together with 6 silver bracelets (3 pairs), a plated silver brooch and glass beads. No further informationn",NA,II century
Romania,1980,16284,ROMULA 1980,5,138,161,44.172776,24.394511,Five denarii found together: Vespasian – Antoninus Pius (AD 138-161).,"Museum of Oltenia, Craiova, Romania",II century
France,1932,5915,LES ULMES,3000,181,192,47.22,-0.18,"The hoard comprised 60kg of sestertii mixed with some middle bronzes (2,500-3000 coins). Only 26 sestertii and 1 dupondius were preserved: Trajan - Commodus (AD 98-117). The hoard was found by a worker, planting a vineyard.","History Museum, Louresse-Rochemenier, France (10 coins); finder (17 coins)",II century
Romania,1853,2604,TIBODU,763,167,167,46.349,25.311,826 coins found with a ceramic vessel. 763 denarii were: Republic - Marcus Aurelius (AD 167). The hoard was entirely recovered but not published accurate.,NA,II century
"Scotland, United Kingdom",1902,557,KIRKINTILLOCH 1902,13,140,144,55.9392401,-4.1561656,"During the excavation of the Antonine Wall fort on the Bar Hill, a hoard of 13 denarii (Mark Antony - Marcus Aurelius Caesar) was found at the bottom of a well. Most of them were imitations, 10 of them were cast of pure tin. Only two of the coins, of Mark Antony and of Vespasian, were genuine struck denarii of silver. One coin, of Hadrian, seemed to be of some alloy of copper, and the remaining 10 coins were cast, of almost pure tin, with no trace of alloy. Of these tin coins, five, of Trajan, seemed to have come from the same moulds, and three others, also of Trajan, seemed to have come from the same moulds. It has been suggested that these were shams expressly manufactured for devotional purposes (throwing of money into wells from superstitious motives).","Hunterian Museum, Glasgow (12 coins)",II century
Poland,2016,13491,PÓŁWIEŚ,112,194,195,53.8495,19.5718,112 denarii: Vespasian - Septimius Severus (AD 194-195).,"Museum, Ostróda, Poland",II century
"England, United Kingdom",1963,14899,DONCASTER BOWERS FOLD,41,117,138,53.520589,-1.1417622,"About 40 AR denarii found during construction of Bowers Fold redevelopment in 1963. The hoard was unreported and dispersed, two coins of Hadrian bought by Doncaster Museum.",NA,II century
Sweden,1918,15620,VARVSHOLMEN,5,172,173,56.669292,16.377053,"Five denarii: Vespasian, Hadrian, Antoninus Pius, Marcus Aurelius, Marcus Aurelius (Faustina II Augusta) (AD 172-173).","Swedish History Museum, Stockholm (inv.no. 16085)",II century
Luxembourg,1971,12817,MERTERT,10,177,177,49.7,6.481,10 coins found together in a tomb (purse?): Domitian -Marcus Aurelius (AD 177).,NA,II century
"Israel, Palestinian Territories",1993,8053,CAVE OF THE SANDAL 1993 B,7,125,128,31.873432962438,35.431284221019,"The hoard(?) comprised a ""cluster"" of 7 silver coins - 4 denarii, 1 plated denarius, 1 drachm - deposited during the Second Jewish Revolt (AD 132-136).",NA,II century
Austria,1985,2856,NEUNKIRCHEN,175,166,180,47.717,16.083,"175 silver coins: 173 denarii, 1 quinarius and 1 drachm: Republic - Marcus Aurelius (AD 161-180).","Stadtmuseum, Neunkirchen (165 coins), private collection? (10 coins), Austria; lost (unknown no.)",II century
Romania,2005,16021,MANGALIA 2005,15,134,138,43.8148,28.5605,Hoard of 15 imperial denarii found with a jug in an inhumation grave: Nero - Hadrian (AD 134-138).,NA,II century
Germany,1900,16538,SAMENHEIM,100,145,147,49.05285,10.746608,"A Roman coin hoard of 80-100 denarii was unearthed in Samenheim. The precise find location and circumstances are not further ascertainable. The bulk of the find is lost. Only 20 denarii, ranging from Nero to Hadrian, now part of a private collection, are preserved. It is possible that these 20 coins may represent the full chronological coverage of the original find.",NA,II century
Georgia,1930,16059,NOSIRI,18,138,161,42.260933,42.116558,"18 Cappadocian silver coins (didrachms, drachms and hemidrachms), sold to the museum of Zugdid by a farmer in the 1930s. The coins range from Vespasian to Antoninus Pius (AD 138-161), with 10 specimens being illegible. The coins were examined by Zograf in 1937.","National Museum Georgia, Tbilisi",II century
France,1804,5563,LOCQUIGNOL 1804,602,180,192,50.1983,3.718039,"According to Carlier, the hoard filled a hat(!) and is likely to have originally comprised at least 600 pieces.Although originally comprising more than 600 coins, the hoard was quickly dispersed. The forest administration confiscated 98 coins, Carlier bought approximately 300, the brothers Gérin took 40, while Demonteville, the librarian of Douai, took 100 sestertii, 5 or 6 'middle bronze' and 12 silver coins: Tiberius (Divus Augustus) - Commodus) (AD 181-190).",NA,II century
Denmark,1950,20013,ILLERUP,199,187,188,56.053032,9.932549,"199 denarii found at wetland deposit. Not one hoard, but a collection of several all deposited together. The earliest known contexts for Imperial denarii in Scandinavia are the Illerup weapon sacrifice dated by dendrochronology to c. 210 AD.",NA,II century
Russia,1780,18206,YELETS,40,180,192,52.624482189016,38.505625650039,Unknown originally number of coins. 40 coins were documented: Trajan - Commodus (AD 180-192).,"Private collection G.V. Novitski, Moscow",II century
Poland,1909,13699,PRUSZCZ GDAŃSKI 1,85,184,184,54.259404,18.650407,85 sestertii found with a ceramic vessel within a burial ground of the Wielbark Culture: Hadrian - Commodus (AD 184).,"National Museum Gdańsk, Poland",II century
"England, United Kingdom",1958,955,VERULAMIUM (INSULA XIV),50,112,117,51.750308,-0.36447182,"50 denarii ranging from the 2nd century BC Republic coins to Trajan, and including one plated specimen, found in a wooden building from the late 2nd century AD.","Verulamium Museum, St. Albans",II century
Serbia,1946,2781,GROCKA,149,168,180,44.67,20.717,"149 silver coins: 1 republican denarius, 147 imperial denarii, 1 drachm: Mark Antony - Marcus Aurelius (AD 168)","National Museum Belgrade, Serbia (149 coins) - 1981",II century
Portugal,1936,17584,VALE DE SAN PEDRO,70,117,138,41.9061,-7.8977,70 denarii found with a ceramic vessel: Augustus - Hadrian.,NA,II century
Turkey,1977,20969,ERYTHRAI,13,193,194,38.382841626675,26.480602543243,"13 silver coins: 10 denari, 3 cistophori: Domitian - Septimius Severus (AD 193-194). Found with traces of a textile bag.",NA,II century
Belgium,1801,6149,DIKKELVENNE,100,169,169,50.919,3.687,(over 100) 3 sestertii: Hadrian - Marcus Aurelius (Divus Lucius Verus) (AD 169).,"Collection De Bast (3 coins), in 1808",II century
"Syria, Turkey",1890,5435,DIYARBAKIR (MARDIN),302,161,180,37.3068,40.7483,"A large hoard of gold coins (ca. 8 kg), found 40 km south of Mardin in 1890. Gnecchi also reports gold ingots, though Regling doubts this. The hoard was dispersed, but 302 aurei (Nero - Marcus Aurelius) have been published by Regling.","Arkeoloji Müzeleri, Istanbul (part, 302 coins)",II century
Denmark,2014,20017,HILLESTED,97,193,194,54.753096023119,11.446998986087,Denarius hoard consisting of 97 denarii found through metal detectoring and excavation. Vespasian to Antoninus Pius.,NA,II century
Belgium,1985,8513,MONT-SAINTE-GENEVIÈVE,23,193,197,50.375,4.239,"21 sestertii, 1 dupondius and 1 AE (copper or brass) found in the neighborhoud of a Roman building next to some clay sources.",NA,II century
Georgia,1940,18758,MTSKHETA 1940 2,6,117,138,41.846495,44.71702,"Six gold Roman coins found in a burial: Vespasian 1, Trajan 1, Hadrian 4.",Uncertain,II century
France,1929,7072,VARENNES-SUR-SEINE,20,161,161,48.376,2.929,NA,NA,II century
