creators,title,description,geoContext,minDate,maxDate,latitude,longitude
S.T. Parker,Zoara,"An ancient place, cited: BAtlas 71 A3 Zoara",Ghor es-Safi,-30,640,31.027273,35.4818175
"F.T. Hiebert, P.L. Kohl",Sar Rustaq,"An ancient place, cited: BAtlas 99 D2 Sar Rustaq","Sar Rustaq, Diwar-i Kafir/Diwar-i Tang AFG",300,640,37.108064,69.934237
"H.S. Sivan, R.W. Mathisen",Mansle,"An ancient place, cited: BAtlas 14 F3 Mansle",Mansle,-30,640,45.867886882,0.176127267151
"Jr., F.H. Stanley, R.C. Knapp",Ebora,"A Roman city with likely Celtic roots and a long, subsequent architectural history, the historic center of modern Évora in Portugal was added to the UNESCO World Heritage List in 1986.",Évora POR,-30,2100,38.5717285,-7.9084865
R. Müller Wollermann,Magdola,"An ancient place, cited: BAtlas 75 D2 Magdola",Kom el-Nihas,-330,640,29.132354,30.588404
"M. Pearce, R. Peretto, P. Tozzi",Mons Silicis,"An ancient place, cited: BAtlas 40 B2 Mons Silicis",Monselice,-30,640,45.239638,11.750443
David Braund,Kainepolis,"Major city of Armenia. Inhabited since the Neolithic Period, the city was capital of the Arsacid Kingdom of Armenia from 120-330 CE, and became a major religious center with the construction of Etchmiadzin Cathedral in the early 4th century.",Echmiadzin/Valarshapat ARM,-330,2100,40.176099,44.292264
T. Drew Bear,Araukome,"An ancient place, cited: BAtlas 62 D3 Araukome",Eymir?,300,640,39.154577,30.040127
G. Wagner,Ain Borek,"An ancient place, cited: BAtlas 79 D4 Ain Borek",Ain Borek,-30,640,24.601213,30.771849
"L. Quilici, S. Quilici Gigli",Castrimoenium,A Latin settlement that became a Roman municipium.,Marino,-30,640,41.769809,12.658524
A. Bernand,Xois,"Ancient Xois was located on an island that was formed by the Sebennytic and Phatnitic branches of the Nile. It became the capital of its own nome, the Xoite nome.",Sakha,-30,640,31.108961,30.93728
"M. Šašel Kos, P. Kos",Scardona,"An ancient place, cited: BAtlas 20 C6 Scardona",Skradin CRO,-330,2100,43.817746,15.922959
"J. Fossey, J. Morin",Skarpheia,"An ancient place, cited: BAtlas 55 D3 Skarpheia",Molos?,-750,640,38.809093,22.66380685
T. Drew Bear,Babdalai,"An ancient place, cited: BAtlas 62 C4 Babdalai",Hacım,-30,640,38.543079,29.538588
D. Rupp,Makaria,"An ancient place, cited: BAtlas 72 D2 Makaria",Akanthou-Moules CYX,-750,640,35.3621995,33.6572345
"J. Kunow, C. Haselgrove",‘Pontes Caldis’,"An ancient place, cited: BAtlas 11 D2 ‘Pontes Caldis’",Escaupont,-30,640,50.421832,3.561866
A.S. Esmonde Cleary,Ischalis?,"Ischalis? is mentioned by Ptolemy, but its precise location remains debated. One possible location is the 'Charterhouse Roman town' site, while another is at Gatcombe, Somerset.",Charterhouse-on-Mendip,-30,2100,51.305512,-2.698015
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Tell Abu Sarifa,"An ancient place, cited: BAtlas 93 B1 Tell Abu Sarifa","Tell Abu Sarifa, IRQ",-30,640,32.270349,45.19802
C. Foss,Kromna,"Kromna was a Milesian apoikía located on the Paphlagonian coast of the Black Sea, the modern Tekkeönü.",Tekeönü,-750,640,41.838242,32.651063
A.S. Esmonde Cleary,Bourne,"An ancient place, cited: BAtlas 8 G2 Bourne",Bourne,-30,640,52.768139,-0.377168
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Colchis,"An ancient place, cited: BAtlas 89 B2 Colchis",Yukarı Huh,-30,640,38.52585,39.228819
S.E. Kroll,Balanrot,"An ancient place, cited: BAtlas 90 D1 Balanrot",Pushkino? AZE,300,640,39.458333,48.545
"M. Šašel Kos, P. Kos",Argyruntum,"An ancient place, cited: BAtlas 20 C5 Argyruntum",Starigrad CRO,-330,640,44.295052,15.440271
"L. Quilici, S. Quilici Gigli",Tibur,"A Sabine town, 30 km east-north-east of Rome, Tibur was the seat of the Tiburtine Sibyl.",Tivoli,-750,2099,41.963602,12.79818
"H.S. Sivan, R.W. Mathisen",*Solonacum?,"An ancient place, cited: BAtlas 14 F1 *Solonacum?",Saunay,300,640,47.602336,0.971242
H. Bender,Turicum,"An ancient place, cited: BAtlas 19 A2 Turicum",Zürich SWI,-30,2100,47.371022,8.539374
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",KS954,"An ancient place, cited: BAtlas 93 E1 KS954",KS954,-30,640,32.191495,48.682422
"M. Roaf, St J. Simpson",Zindan/Dastagird?,"An ancient place, cited: BAtlas 91 F4 Zindan/Dastagird?",Zindan,300,640,33.897044,44.652757
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Singara,"An ancient place, cited: BAtlas 89 D4 Singara",Balad Sinjar IRQ,-6200,2000,36.321337,41.859566
"J.P. Brown, E.M. Meyers",Samoulis?,"An ancient place, cited: BAtlas 69 D3 Samoulis?",Simlin SYR,-30,640,33.039317,36.098538
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Col. Narbo Martius,Col. Narbo Martius (modern Narbonne) was established in Gaul in 118 B.C. as a Roman colony.,Narbonne FRA,-750,2100,43.1836165,3.004203
R. Müller Wollermann,Palosis,"An ancient place, cited: BAtlas 75 D3 Palosis",Bilhasa,-30,640,28.675965,30.798219
"A. Hausleiter, M. Roaf, E.J. Keall",KS391,"An ancient place, cited: BAtlas 92 D4 KS391",KS391,300,640,32.347129,48.226407
A.S. Esmonde Cleary,Venta,"Venta was a Roman town in what is now Wales. Established ca. A.D. 75, Venta served as an administrative and mercantile center for the defeated Silures tribe.",Caerwent,-30,640,51.61112,-2.768044
"I.E.M. Edlund Berry, A.M. Small",Blera?,"An ancient place, cited: BAtlas 45 E3 Blera?",Iesce,-750,640,40.743803,16.64295
"J. Fossey, J. Morin",Physkeis,"An ancient place, cited: BAtlas 55 C4 Physkeis",Phournos Malandrino,-750,640,38.448897,22.246744
E.N. Borza,Aphrodisias/Col. Flaviopolis,"An ancient place, cited: BAtlas 51 H3 Aphrodisias/Col. Flaviopolis",Thracian Chersonese TKY,-330,640,40.538708,26.834645
S. Loseby,Ugernum,Ugernum was a waypoint on the Via Domitia located on the right bank of the Rhodanus fl.,Beaucaire,-750,2100,43.811154,4.635555
"J. Kunow, C. Haselgrove",Rouphiniana?,"An ancient place, cited: BAtlas 11 I3 Rouphiniana?",Eisenberg GER,-30,640,49.5550286,8.0783287
E. Bertrand,Vivarium,"An ancient place, cited: BAtlas 17 D5 Vivarium",Viviers,-30,640,44.4821575,4.6896365
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Mac(h)arta/Tiberioupolis/Monokarton,"An ancient place, cited: BAtlas 89 C3 Mac(h)arta/Tiberioupolis/Monokarton",Kızıltepe,300,640,37.1924595,40.587565
D.J. Mattingly,Tacape,Tacape (modern Gabès) was a commercial city located on the Lesser Syrtis.,Gabes TUN,-330,640,33.88643,10.109445
E. Bertrand,Lunna,"An ancient place, cited: BAtlas 17 D1 Lunna",near Belleville-sur-Saône,-30,640,46.094027,4.740069
E.N. Borza,Razlovci,"An ancient place, cited: BAtlas 50 C1 Razlovci","Razlovci, fortified settlement MAC",300,640,41.898625,22.759669
"P. Kos, M. Šašel Kos",Plana,"An ancient place, cited: BAtlas 20 F7 Plana",Plana near Bileća BOS,-30,640,42.966309,18.403282
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Consoranni,"An ancient place, cited: BAtlas 25 G2 Consoranni",St-Lizier-en-Couserans FRA,-330,2100,43.00174,1.138354
S. Mitchell,Doara,"An ancient place, cited: BAtlas 63 E4 Doara",Duvarlı,300,640,38.2088935,34.424339
"C. Foss, S. Mitchell",Trebendai,"An ancient place, cited: BAtlas 65 C5 Trebendai",Gürses,-30,640,36.269278,29.930819
"C. Foss, S. Mitchell, G. Reger",Argiza,"An ancient place, cited: BAtlas 56 E2 Argiza",Pazarköy,-30,640,39.843503,27.409336
G.D. Woolf,Mathay,"An ancient place, cited: BAtlas 18 D2 Mathay",Mathay,-330,640,47.437005,6.786054
"C. Haselgrove, J. Kunow",Zähringer-Burgberg,"An ancient place, cited: BAtlas 11 H4 Zähringer-Burgberg","Zähringer-Burgberg, GER",300,640,48.023314,7.858793
"J. Keenan, S.E. Sidebotham, T. Wilfong",Contra Ombos,"An ancient place, cited: BAtlas 80 B5 Contra Ombos",Bimban,-30,640,24.314258,32.887541
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Torre Gachero,"An ancient place, cited: BAtlas 25 F5 Torre Gachero","Torre Gachero, Valderrobres",-550,640,40.87548,0.155717
R. Müller Wollermann,Parembole,"An ancient place, cited: BAtlas 75 E2 Parembole",el-Burumbul,300,640,29.311376,31.238111
"E.J. Keall, M. Roaf",Qal'eh Tokhmaq,"An ancient place, cited: BAtlas 96 C2 Qal'eh Tokhmaq",Qal'eh Tokhmaq,-550,640,37.1314,54.2733
D.J. Mattingly,Saniat Gebril,"An ancient place, cited: BAtlas 36 C5 Saniat Gebril",Saniat Gebril,-30,640,26.641438,13.143928
"St J. Simpson, F. Hiebert, P.L. Kohl",Iasonion,"An ancient place, cited: BAtlas 98 C3 Iasonion",Yarim tepe? TKM,-30,640,35.911919,62.686893
"J. Keenan, S.E. Sidebotham, T. Wilfong",Kab Marfu'a,"An ancient place, cited: BAtlas 80 F4 Kab Marfu'a",Kab Marfu'a,-30,640,24.507867,34.759658
A. Bernand,Taposiris Megale,A Ptolemaic city and temple built by Ptolemy II between 280 and 270 BC.,Abu Sir,-30,2100,30.9461265,29.519114
R.J.A. Wilson,Entella,"Entella was an ancient city in the interior of Sicily, situated on the left bank of the river Hypsas.",Rocca d’Entella,-750,2100,37.7739772,13.1249825
S. Mitchell,Cybistra,"An ancient place, cited: BAtlas 66 E1 Cybistra",Ereğli,-1000,640,37.589731,34.1527925
E.N. Borza,Negrevo,"An ancient place, cited: BAtlas 50 C1 Negrevo","Negrevo, settlement and mines MAC",300,640,41.780501,22.86489
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Flaviobriga,"An ancient place, cited: BAtlas 25 B2 Flaviobriga",Castro Urdiales,-330,640,43.382784,-3.219572
D.J. Mattingly,*Aves,"An ancient place, cited: BAtlas 35 B1 *Aves",ed Debdaba? el-Hamma? TUN,-30,640,33.883602,9.79452
"J.P. Brown, P.-L. Gatier",Arca/Herakleia en Phoinike/Caesarea ad Libanum,"An ancient place, cited: BAtlas 68 B4 Arca/Herakleia en Phoinike/Caesarea ad Libanum",Arqa LEB,-330,640,34.533092,36.0428025
E.N. Borza,Thasos (settlement),Greeks from Paros founded a colony on Thasos in the middle of the seventh century B.C.,Thasos,-750,640,40.78201,24.717535
R.B. Hitchner,Henchir-Sidi-Abd-el-Azziz,"An ancient place, cited: BAtlas 32 F4 Henchir-Sidi-Abd-el-Azziz",Henchir-Sidi-Abd-el-Azziz,-30,640,36.465074,10.048976
M. Roaf,Bam,"An ancient settlement in Iran, whose remains today are known as The Citadel of Bam (arg-e Bam). Located in the modern city of Bam, arg-e Bam was added to the UNESCO World Heritage List in 2004.",IRN,-1200,2000,29.1156331155,58.3691478143
S. Loseby,Agatha,"Agatha (modern Agde), also known as Agatha Tyche, was a colonial foundation of ca. 525 B.C. The colony was founded by Phocaean Greeks from Massilia.",Agde,-750,2100,43.305832,3.473132
"C. Foss, G. Reger, S. Mitchell",Plagia,"An ancient place, cited: BAtlas 56 C3 Plagia","Plagia, on Lesbos GRE",-330,640,39.001619,26.368424
M.U. Erdosy,Arachosiorum Oppidum/Alexandria,"An ancient place, cited: BAtlas 6 B3 Arachosiorum Oppidum/Alexandria",Kalat-e-Ghilzai? AFG,-1200,2000,33.498616,68.388483
D.J. Mattingly,Gasr Khuraybah,"An ancient place, cited: BAtlas 38 C1 Gasr Khuraybah",Gasr Khuraybah,-30,640,32.861157,21.915368
M. Drew Bear,Antinoopolis,"An ancient city in Egypt established by Hadrian in A.D. 122 in honor of Antinous. The city stood on the east bank of the Nile, opposite Hermopolis.",Sheik Ibada,-30,640,27.8105625,30.8810025
D. Rupp,Teratsia/Akhini,"An ancient place, cited: BAtlas 72 B3 Teratsia/Akhini","Akhini, Kouklia",-750,640,34.686781,32.583355
David Braund,Kotais,"An ancient place, cited: BAtlas 88 A2 Kotais",Kutaisi,-550,640,42.2636535,42.705819
T. Drew Bear,Mossyna,"An ancient place, cited: BAtlas 62 B5 Mossyna",.6 mile NE Sazak,-30,640,38.095586,29.298552
"P. Kos, M. Šašel Kos",Bassiana,"An ancient place, cited: BAtlas 20 D2 Bassiana",Sárvár HUN,-30,640,47.254062,16.935227
"J.P. Brown, E.M. Meyers",Asicha,"An ancient place, cited: BAtlas 69 D3 Asicha",Umm el-'Osij SYR,-30,640,33.061161,36.075679
"St J. Simpson, F. Hiebert, P.L. Kohl",Durnali,"An ancient place, cited: BAtlas 98 C1 Durnali","Durnali, TKM",-30,640,37.847176,62.125393
"L. Quilici, S. Quilici Gigli",Varia,Varia (modern Vicovaro) was a settlement of the Sabines.,Vicovaro,-330,640,42.018193,12.896194
R.B. Hitchner,Tunes,Tunes was a Libyan city in Africa Proconsularis. Rome prevailed in a land battle south of Tunes in 256 BC during the First Punic War.,Tunis,-330,640,36.79923,10.171649
"J.P. Brown, P.-L. Gatier",Zebed,"An ancient place, cited: BAtlas 68 E2 Zebed",Zebed,300,640,35.85723,37.732749
"L. Quilici, S. Quilici Gigli",Ficulea,Ficulea was an ancient city of Latium situated between Rome and Nomentum.,Marco Simone vecchio,-750,640,41.996708,12.619129
W.V. Harris,Numana,Numana was a settlement of ancient Picenum located south of Ancona.,Numana,-750,640,43.511271,13.62142
"Jr., F.H. Stanley, R.C. Knapp",Ulia (Fidentia),"An ancient place, cited: BAtlas 26 F4 Ulia (Fidentia)",Montemayor,-330,640,37.648657,-4.698889
"J.P. Brown, E.M. Meyers",Qazrin,"An ancient place, cited: BAtlas 69 C4 Qazrin","Qazrin, SYR",-30,640,32.991709,35.689426
D.J. Mattingly,Apis,"An ancient place, cited: None",Zawiet Umm el-Rakham,-750,640,31.398216,27.042137
"M. Roaf, E.J. Keall",[Jurjan]/G(o)urgan?,"An ancient place, cited: BAtlas 96 D2 [Jurjan]/G(o)urgan?",Barrington Atlas grid 96 D2,-30,640,37.232558,55.1454375
"H.S. Sivan, R.W. Mathisen",Vieux-Poitiers,A Gallo-Roman settlement founded on a Celtic oppidum,"Vieux-Poitiers, Cm. Naintré",-330,2100,46.761759,0.512508
"M. Šašel Kos, P. Kos",Aenona,"An ancient place, cited: BAtlas 20 C5 Aenona",Nin CRO,-330,640,44.2435845,15.1847195
David Braund,Monastiri,"An ancient place, cited: BAtlas 88 B2 Monastiri",Monastiri,-30,640,42.375752,43.894928
S. Mitchell,Korama,"A settlement in Cappadocia located among ""fairy chimney"" rock formations.",Göreme,300,640,38.6552105,34.753616
R.B. Hitchner,Tac(...),"An ancient place, cited: BAtlas 32 D4 Tac(...)",SE Musti,-30,640,36.33085,9.175157
S.T. Parker,Areopolis,"An ancient place, cited: BAtlas 71 B3 Areopolis",er-Rabba,-330,640,31.272021,35.736
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Tell Hassake,"An ancient place, cited: BAtlas 89 C4 Tell Hassake","Tell Hassake, SYR",-750,640,36.53344,40.7352
R.B. Hitchner,Novae Aquilianae?,"An ancient place, cited: BAtlas 32 D3 Novae Aquilianae?",Sidi-Ali-Djebini,-30,640,36.640531,9.024258
S.T. Parker,Valtha,"An ancient place, cited: BAtlas 71 B2 Valtha",Khirbet Tahunet el-Wala,-30,640,31.554249,35.772658
"A. Hausleiter, M. Roaf, R. Wenke",Yazd-i Khast,"An ancient place, cited: BAtlas 94 C2 Yazd-i Khast",Yazd-i Khast,-30,640,31.510974,52.124596
R.J.A. Wilson,Campanaio di Montallegro,"Campanaio di Montallegro was located in the territory of Heraclea Minoa, some 25 km west of Agrigento.","Campanaio di Montallegro, agricultural village",-330,640,37.392609,13.347505
S. Mitchell,Garsaura/Col. Claudia Archelais/Koloneia,"Originally known as Garsaura, this place was a key settlement of the strategia of Garsaouritis. King Archelaus refounded it and named it after himself. Under the Roman emperor Claudius the site received colonial status. The settlement is located at an oasis to the southeast of Tuz Gölü and some 225 km south of Ancyra.",Aksaray,-330,2100,38.378381,34.033375
C. Foss,Dr(o)usipara,"An ancient place, cited: BAtlas 52 B2 Dr(o)usipara",near Karıştıran,-30,640,41.300089,27.543955
"M. Roaf, E.J. Keall",[Semnan]/Semina,"An ancient place, cited: BAtlas 96 B4 [Semnan]/Semina",Barrington Atlas grid 96 B4,-1200,2000,35.572351,53.396022
A. Bernand,Kabasa,"An ancient place, cited: BAtlas 74 D2 Kabasa",Shabas el-Shuhada?,-330,640,31.090569,30.74459
D.J. Mattingly,Aptouchou Hieron?,"An ancient place, cited: BAtlas 38 C1 Aptouchou Hieron?",Haniya,-330,640,32.841829,21.520631
"J. Fossey, J. Morin",Mykalessos,"An ancient place, cited: BAtlas 55 F4 Mykalessos",Rhitsona,-750,640,38.41672,23.519602
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",KS907,"An ancient place, cited: BAtlas 93 E1 KS907",KS907,-30,640,32.113283,48.616156
R.B. Hitchner,Ain-es-Sif,"An ancient place, cited: BAtlas 33 E1 Ain-es-Sif",Ain-es-Sif,-30,640,36.017362,9.877074
E. Bertrand,Mont-Musiège,"An ancient place, cited: BAtlas 17 F1 Mont-Musiège",Mont-Musiège,-30,640,46.017538,5.965782
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Sahlan/[Sahlala]/Commisimbela?,"An ancient place, cited: BAtlas 89 A4 Tell Sahlan/[Sahlala]/Commisimbela?","Tell Sahlan, SYR",-750,640,36.63193,38.951588
jahlfeldt,Gallo-Roman vicus at Dalheim,Remains of the Roman-era settlement at Dalheim.,NA,-30,640,49.5382311,6.2559389
T.B. Mitford,Ablastha,"An ancient place, cited: BAtlas 64 E4 Ablastha",Elbistan,-30,640,38.201601,37.190334
E.N. Borza,Ag. Pneuma,"An ancient place, cited: BAtlas 51 B2 Ag. Pneuma","Ag. Pneuma, fortified settlement and quarry",-30,640,41.058728,23.705937
"C. Foss, S. Mitchell",*Komba,"An ancient place, cited: BAtlas 65 C4 *Komba",Gömbe,-30,640,36.551265,29.669357
"I.E.M. Edlund Berry, A.M. Small",Diria?,"An ancient place, cited: BAtlas 45 F3 Diria?",Monopoli,-30,640,40.95483995,17.2949039
H. Bender,Ramsau,"An ancient place, cited: BAtlas 19 F2 Ramsau","Ramsau, Knallwand",300,640,47.420146,13.667638
"R.W. Mathisen, H.S. Sivan",Unnamed settlement,"An unnamed ancient settlement, located near modern Baugy in France (BAtlas 14 H1 Baugy)",Baugy,-30,640,47.082276,2.747005
"C. Foss, S. Mitchell",Korydalla,"An ancient place, cited: BAtlas 65 D5 Korydalla",Haciveliler,-550,640,36.376674,30.273281
"R.W. Mathisen, H.S. Sivan",*Prisciniacum,"An ancient place, cited: BAtlas 14 F2 *Prisciniacum",Le-Petit-Pressigny?,300,640,46.922789,0.919404
"P.-L. Gatier, T. Sinclair",(H)Alai,"An ancient place, cited: BAtlas 67 B3 (H)Alai","Alakese, formerly Alakilise",-30,640,36.816841,35.873832
"J.P. Brown, E.M. Meyers",Mardocha,"An ancient place, cited: BAtlas 69 E4 Mardocha",Murduk SYR,-30,640,32.827688,36.59775
C. Foss,Amastris/Sesamos,"An ancient settlement on the Black Sea coast in Asia Minor, modern Amasra in Turkey.",Amasra,-750,640,41.746969,32.385648
S.E. Kroll,Laclac Gaisi,"An ancient place, cited: BAtlas 90 B4 Laclac Gaisi","Laclac Gaisi, near Hoseyn Mame",300,640,36.740595,46.114411
E.W.B. Fentress,Chéria,"An ancient place, cited: BAtlas 34 F2 Chéria",Chéria,-30,640,35.269484,7.747645
"I.E.M. Edlund Berry, A.M. Small",Acerina,"An ancient place, cited: BAtlas 45 C2 Acerina",La Cerina,-330,640,41.396699,15.958032
R. Müller Wollermann,Paeimis,"An ancient place, cited: BAtlas 75 D3 Paeimis",Bani wal-Lams?,-330,640,28.595648,30.691337
"M. Šašel Kos, P. Kos",Salona,A coastal city of Dalmatia.,Solin CRO,-330,2100,43.539561,16.483426
"J.P. Brown, P.-L. Gatier",el-Bara,"An ancient place, cited: BAtlas 68 C2 el-Bara",el-Bara,300,640,35.697826,36.558987
"E.M. Meyers, J.P. Brown",Ioqereth,"An ancient place, cited: BAtlas 69 B3 Ioqereth",Iqrit ISR,-30,640,33.074633,35.273812
"G. Reger, J. McK. Camp II",Melos (settlement),"An ancient place, cited: BAtlas 58 G4 Melos",Klima,-750,640,36.743864,24.423276
E.N. Borza,Gospodinci,"An ancient place, cited: BAtlas 51 B1 Gospodinci","Gospodinci, BUL",-30,640,41.650776,23.725966
"M. Roaf, E.J. Keall",Tusa/Sousia,"An ancient place, cited: BAtlas 97 E3 Tusa/Sousia",Tus,-550,640,36.464709,59.540463
"H.S. Sivan, R.W. Mathisen",*Andecamulum,"An ancient place, cited: BAtlas 14 G2 *Andecamulum",Rancon,-30,640,46.132338,1.181277
D.J. Mattingly,Douz,"An ancient place, cited: BAtlas 35 B1 Douz","Douz, TUN",-30,640,33.456736,9.028243
"J. Fossey, J. Morin",Thesteia,"An ancient place, cited: BAtlas 55 A3 Thesteia",Ano Vlokhos,-750,640,38.64771,21.490573
R.B. Hitchner,*Thunigaba,"An ancient place, cited: BAtlas 32 D3 *Thunigaba",Ain-Maabed,-30,640,36.873168,9.2126795
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Termes,"An ancient place, cited: BAtlas 25 B4 Termes",Tiermes (Montejo de Tiermes),-330,640,41.3304855,-3.148381
"C. Foss, S. Mitchell",Idebessos,Idebessos was an ancient city of Lycia.,Kozağacı,-30,640,36.554976,30.202995
T. Drew Bear,*Seilinda,"An ancient place, cited: BAtlas 62 G5 *Seilinda","Uncular, formerly Silint",-30,640,38.20584,31.598807
"C. Foss, G. Reger",P(h)ygela,"An ancient place, cited: BAtlas 61 E2 P(h)ygela",Kuşadası,-550,640,37.862209,27.263729
"C. Foss, S. Mitchell",Pogla,"An ancient place, cited: BAtlas 65 D3 Pogla",Çomaklı (Fuğla),-330,640,37.301977,30.2599525
T.B. Mitford,Gauraina,"An ancient place, cited: BAtlas 64 E3 Gauraina",Gürün,-1000,640,38.722928,37.25749
M.U. Erdosy,Patala/Minnagar,"An ancient place, cited: BAtlas 6 B4 Patala/Minnagar",Bahmanabad? PAK (contra Eggermont),-330,640,24.72237,68.065079
"H.S. Sivan, R.W. Mathisen",*Ambiacum,"An ancient place, cited: BAtlas 14 F1 *Ambiacum",Amboise,-750,640,47.411799,0.987224
R.B. Hitchner,H-17-I,"An ancient place, cited: BAtlas 32 F4 H-17-I",H-17-I,-30,640,36.396613,10.349731
D.J. Mattingly,Waddan,"An ancient place, cited: BAtlas 36 F2 Waddan",Waddan,-30,640,29.147734,16.195787
"H.S. Sivan, R.W. Mathisen",Santonon Limen,"An ancient place, cited: BAtlas 14 D2 Santonon Limen",Barrington Atlas grid 14 D2,-30,640,46.021662,-1.064762
R.B. Hitchner,Nara?,"An ancient place, cited: BAtlas 33 D2 Nara?",Bir-el-Bey,-30,640,35.089578,9.328907
H. Bender,Vervassium,"An ancient place, cited: BAtlas 19 D3 Vervassium",Vervò? ITL,-30,640,46.311065,11.119064
E. Bertrand,Akousion/Acunum,"An ancient place, cited: BAtlas 17 D4 Akousion/Acunum",Montélimar,-30,640,44.558333,4.750905
"M. Roaf, St J. Simpson",Lashom,"An ancient place, cited: BAtlas 91 F2 Lashom",about 7.5 miles SW Ta'uk,300,640,35.05958,44.351671
R.B. Hitchner,Uzalis,"An ancient place, cited: BAtlas 32 F2 Uzalis",el-Alia,-330,640,37.169048,10.033986
W.V. Harris,Isola del Migliarino,"An ancient place, cited: BAtlas 41 C2 Isola del Migliarino",Isola del Migliarino,-750,640,43.746445,10.315758
R. Müller Wollermann,Kynopolis/Sko/Euergetis,"An ancient place, cited: BAtlas 75 D4 Kynopolis/Sko/Euergetis",el-Qeis,-330,640,28.479495,30.782897
H. Bender,Pagus Laebactium?,"An ancient place, cited: BAtlas 19 E3 Pagus Laebactium?",Castelvazzo ITL,-30,640,46.285961,12.30816
"J. Kunow, C. Haselgrove",Givry,"An ancient place, cited: BAtlas 11 E2 Givry","Givry, BGM",-30,2100,50.379106,4.028436
"T. Sinclair, P.-L. Gatier",Pagrae,"An ancient place, cited: BAtlas 67 C4 Pagrae",Bağras,-330,640,36.426652,36.224864
N. Purcell,Casinum,A Volscian hilltop settlement that became a Roman colony in 312 B.C.,Cassino,-330,2100,41.492907,13.830583
D.J. Mattingly,Paraetonium/Ammonia,The westernmost town of ancient Egypt.,Marsa Matruh,-750,640,31.350136,27.2368445
E.W. Haley,Salmantica,"Salmantica (modern Salamanca) was an indigenous Celtic center before falling to the Carthaginians and, later, the Romans.",Salmantica,-750,2100,40.964964,-5.663086
"M. Šašel Kos, P. Kos",Neviodunum,"An ancient place, cited: BAtlas 20 C4 Neviodunum",Drnovo pri Krškem SVN,-30,640,45.917552,15.4863805
"J.P. Brown, P.-L. Gatier",Raphaneai,"An ancient place, cited: BAtlas 68 B4 Raphaneai",Rafniye,-30,640,34.966351,36.39298
"M. Pearce, P. Tozzi",Plumbia,"An ancient place, cited: BAtlas 39 D2 Plumbia",Pombia,-30,640,45.652008,8.633496
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Satalka/Thamanon,"An ancient place, cited: BAtlas 89 E3 Satalka/Thamanon","Çağlayan, formerly Şah",-330,640,37.417929,42.343846
H. Bender,Bludenz,"An ancient place, cited: BAtlas 19 B2 Bludenz",Bludenz,-330,640,47.155552,9.82071
E.N. Borza,*Porsulae/Maximianopolis,"*Porsulae/Maximianopolis, also known as Mosynopolis, was a Byzantine town along the Via Egnatia in Thrace; its position is close to the modern Greek city of Komotini.",3 miles W Komotine,-30,640,41.132896,25.3293005
"M. Šašel Kos, P. Kos",Stiriate,"An ancient place, cited: BAtlas 20 B2 Stiriate",Liezen AUS,-30,640,47.568826,14.243126
"J. Kunow, C. Haselgrove",Pont-sur-Yonne,"An ancient place, cited: BAtlas 11 D4 Pont-sur-Yonne","Pont-sur-Yonne, ironworking",-30,640,48.287388,3.203468
"P.-L. Gatier, T. Sinclair",Eirenopolis/Neronias,"An ancient place, cited: BAtlas 67 C2 Eirenopolis/Neronias","Düziçi, formerly Haruniye",-30,640,37.2513675,36.4669675
"J.P. Brown, P.-L. Gatier",Posideion,"An ancient place, cited: BAtlas 68 A2 Posideion",Ras el-Bassit,-750,640,35.847777,35.824785
E.N. Borza,Zone,"An ancient place, cited: BAtlas 51 F3 Zone",Makri?,-750,640,40.848568,25.755818
A.S. Esmonde Cleary,Braintree,"An ancient place, cited: BAtlas 8 H3 Braintree",Braintree,-30,640,51.880743,0.557215
S. Mitchell,Kyzistra,"An ancient place, cited: BAtlas 63 G4 Kyzistra",Zengibar Kalesi,-30,640,38.3508285,34.9572705
R.B. Hitchner,Agger,"An ancient place, cited: BAtlas 33 E1 Agger",Henchir-Sidi-Amara or Henchir-el-Khima,-330,640,35.8626025,9.5156285
S. Mitchell,Aquae Saravenae,"An ancient place, cited: BAtlas 63 E2 Aquae Saravenae",Kırşehir,300,640,39.146182,34.160473
M.U. Erdosy,Magaris,"An ancient place, cited: BAtlas 5 F2 Magaris",Nagari?,-30,640,20.378459,85.994719
R. Müller Wollermann,Taampemou,"An ancient place, cited: BAtlas 75 D3 Taampemou",Tanbu,-30,2100,28.500926,30.772361
S. Mitchell,Tyana/Col. Aurelia Antoniniana,An ancient city of Cappadocia that was the capital of the Neo-Hittite kingdom in the first millennium B.C.,Kemerhisar,-1450,2000,37.82365,34.572513
