author,title,text,published,plot
"Baring, Maurice",Passing By,"_Sunday, July_ 2_nd. Oakley (near Hendon)_.",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 28_th. London, Gray's Inn_.",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, November_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, November_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, November_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, November_ 4_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, November_ 25_th. Oakley_.",1921,
"Baring, Maurice",Passing By,"_Sunday, November_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, November_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, December_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Monday, January_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, January_ 1_st_, 1912.",1921,
"Baring, Maurice",Passing By,"_Wednesday, February_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Friday, March_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Sunday, March_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 7_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 19_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 26_th. Carbis Bay Hotel_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 27_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 28_th_.",1921,
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 4, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 11, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 14, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 15, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 23, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_March_ 31, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 8, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 12, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 15, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 20, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 22, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_April_ 24, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_May_ 3, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_May_ 6, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_May_ 16, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_May_ 23, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_June_ 7, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_June_ 25, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_July_ 16, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_August_ 17, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_August_ 25, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_August_ 30, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_September_ 6, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_September_ 14, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_October_ 3, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_October_ 18, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_November_ 7, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_November_ 26, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_December_ 2, 1910.",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Bashford, H. H. (Henry Howarth), Sir",The Corner of Harley Street,"_December_ 25, 1910,",1911,"The novel is written in the form of letters between various characters, including the protagonist, Dr. Peter Harding. The letters detail the personal and professional lives of the characters, including their relationships, medical cases, and social engagements. The novel is set in the medical community of Harley Street in London, and it deals with themes of love, ambition, and the challenges of practicing medicine."
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Monday Evening, October 3.",,
"Brown, Charles Brockden",Jane Talbot,"Tuesday Morning, October 4.",,
"Brown, Charles Brockden",Jane Talbot,"Tuesday Morning, 11 o'clock.",,
"Brown, Charles Brockden",Jane Talbot,"Wednesday Morning, October 5.",,
"Brown, Charles Brockden",Jane Talbot,"Thursday Morning, October 6.",,
"Brown, Charles Brockden",Jane Talbot,Thursday Night.,,
"Brown, Charles Brockden",Jane Talbot,"Wilmington, Saturday, October 9.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Monday, October 11.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 13.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 15.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 17.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 19.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 24.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 27.",,
"Brown, Charles Brockden",Jane Talbot,_To the same_,,
"Brown, Charles Brockden",Jane Talbot,Tuesday Morning.,,
"Brown, Charles Brockden",Jane Talbot,"New York, October 22.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 28.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 28.",,
"Brown, Charles Brockden",Jane Talbot,"October 28, Evening.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, October 31.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 2.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Nov. 2.",,
"Brown, Charles Brockden",Jane Talbot,Nov. 3.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 4.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 5.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 6.",,
"Brown, Charles Brockden",Jane Talbot,10 o'clock at night.,,
"Brown, Charles Brockden",Jane Talbot,"Wilmington, November 7.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Nov. 9.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 14.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 17.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 18.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 20.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 23.",,
"Brown, Charles Brockden",Jane Talbot,November 26.,,
"Brown, Charles Brockden",Jane Talbot,November 26.,,
"Brown, Charles Brockden",Jane Talbot,November 28.,,
"Brown, Charles Brockden",Jane Talbot,November 28.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 3.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, December 5.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 7.",,
"Brown, Charles Brockden",Jane Talbot,May I not suspect that she had some hand in the forgery lately come to,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 1.",,
"Brown, Charles Brockden",Jane Talbot,December 4.,,
"Brown, Charles Brockden",Jane Talbot,December 9.,,
"Brown, Charles Brockden",Jane Talbot,December 8.,,
"Brown, Charles Brockden",Jane Talbot,December 8.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 9.",,
"Brown, Charles Brockden",Jane Talbot,December 11.,,
"Brown, Charles Brockden",Jane Talbot,December 13.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 16.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 17.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 19.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 7.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 9.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 12.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 15.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 20.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 22.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, September 5.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 1.",,
"Brown, Charles Brockden",Jane Talbot,"New York, December 12.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, October 5.",,
"Brown, Charles Brockden",Jane Talbot,"New York, November 15.",,
"Brown, Charles Brockden",Jane Talbot,"New York, November 23.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, November 26.",,
"Brown, Charles Brockden",Jane Talbot,"New Haven, February 10.",,
"Brown, Charles Brockden",Jane Talbot,"New York, February 12.",,
"Clarke, Jay",High Man,June 1954. Extensive research did not uncover any evidence that the U.S.,,
"Clarke, Jay",High Man,April 3,,
"Clarke, Jay",High Man,April 11,,
"Clarke, Jay",High Man,April 16,,
"Clarke, Jay",High Man,VIA WU CABLES LONDON APR 24,,
"Clarke, Jay",High Man,April 25,,
"Clarke, Jay",High Man,May 1,,
"Clarke, Jay",High Man,May 3,,
"Clarke, Jay",High Man,June 5,,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, May 16th, 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, May 19th, 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, 20th May, 18--",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","GRENOBLE, Hotel of the Prefecture, May 22d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","December I had guests that kings might have envied. Hugo, George Sand,",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, 24th May, 18--,",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Richeport, May 26th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PONT DE L'ARCHE, May 29th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, May 31st, 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, June 2d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, June 3d, 18--",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, June 3d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, June 2d--Midnight.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, June 8th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PONT DE L'ARCHE, June 18th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, June 19th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, June 23d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, June 29th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, July 2d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, July 6th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, July 8th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, July 6th, 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Rouen, July 10th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Pont de L'Arche, July 15th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, July 10th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","ROUEN, July 12th 18--",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Richeport, July 23d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","RICHEPORT, July 23d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, July 27th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, Aug. 2d 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, July 27th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, July 30th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, Aug. 5th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, Aug. 11th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, Aug. 11th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","Paris, August 12th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers",August 16th 18--.,,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","PARIS, Aug. 16th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","VILLIERS, Aug 18th 18--.",,
"Gautier, Théophile","The Cross of Berny; Or, Irene's Lovers","VILLIERS, August 21st 18--.",,
