language,glottocode,latitude,longitude,value
Bunun,bunu1267,23.4116,121.025,present
Viemo,viem1243,10.8429,-3.84128,present
Sìcìté Sénoufo,sici1249,11.1789,-5.28932,present
Ghomara,ghom1257,34.7979,-4.6696,present
Pijin,piji1239,-9.567,160.137,present
Kresh-Woro,gbay1288,8.43391,25,present
Dadibi,dadi1250,-6.65765,144.511,present
Woun Meu,woun1238,8.5,-78,present
Sininkere,sini1242,13.7206,-0.78772,present
Male (Ethiopia),male1284,5.91975,36.9892,present
Kumzari,kumz1235,26.1602,56.4202,present
Yapese,yape1248,9.55811,138.125,present
Amharic,amha1245,11.708182,39.543456,present
Wik-Mungkan,wikm1247,-13.98051,141.81611,present
Pökoot,poko1263,1.57023,35.2318,present
Tagalog,taga1270,14.06,121.747,present
Kenga,keng1240,11.6816,18.1464,present
Biak,biak1248,-0.9523,135.879,present
Nuclear Western Fijian,nucl1487,-18.134562,177.538969,present
Degema,dege1246,4.73373,6.80991,present
Mezontla Popoloca,mezo1235,18.1442,-97.5879,present
Marshallese,mars1254,8.72,167.73,present
Central Bontoc,cent2292,17.08,120.92,present
Jukun Takum,juku1254,7.20236,10.2576,present
Dera (Nigeria),dera1248,10.072,12.0256,present
Occitan,occi1239,44.1415,6.82979,present
Tuscarora,tusc1257,43.1303,-79.4214,present
Tamambo,malo1243,-15.6835,167.16,present
Kuanua,kuan1248,-4.30986,152.114,present
Southern Qiang,sout2728,31.5392,103.384,present
Epena,epen1239,4.25877,-77.3566,present
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,zaca1241,20.0581,-97.8974,present
Sanumá,sanu1240,4.5,-64.5,present
Riuk Bekati',beka1241,1.3307,109.576,present
West Makian,west2600,0.45332,127.63,present
Western Bukidnon Manobo,west2555,7.6682,124.825,present
Nivaclé,niva1238,-22.8557,-61.7606,present
Dawro,dawr1236,6.95,37,present
Baure,baur1253,-13.61,-63.68,present
Kailibo Aklanon,akla1241,11.5543,122.354,present
Zayse-Zergulla,zays1235,5.83747,37.3409,present
Khams Tibetan,kham1282,31.9313,91.7062,present
Naxi,naxi1245,27.5,100,present
Manange,mana1288,28.6416,84.0515,present
Wawa,wawa1246,6.68974,11.7802,present
Tiefo-Daramandugu,tief1242,10.7184,-4.52619,present
Sisiqa,sisi1250,-7,156.83,present
Saramaccan,sara1340,4.54729,-54.0238,present
Irarutu,irar1238,-2.94438,133.586,present
Abun,abun1252,-0.57073,132.416,present
Southern Haida,sout2956,53.2616,-132.008,present
Coahuilteco,coah1252,28.2589,-97.89,present
Odia,oriy1255,21,85,present
Urak Lawoi',urak1238,7.5258,99.0768,present
Nese,nese1235,-15.952608,167.222769,present
Ibibio,ibib1240,5.15279,7.86688,present
Nicaragua Creole English,nica1252,12.4402,-83.7386,present
Tungag,tung1290,-2.52188,150.198,present
Adang,adan1251,-8.18958,124.448,present
Dhao,dhao1237,-10.8098,122.658,present
Susu,susu1250,10.4046,-13.3628,present
Hausa States Fulfulde,nige1253,10.9972,11.1188,present
Akateko,west2635,15.5932,-91.8421,present
Uripiv-Wala-Rano-Atchin,urip1239,-16.00951,167.34643,present
Plateau Malagasy,plat1254,-19.5907,47.1211,present
Lagwan,lagw1237,11.5592,14.9884,present
Nukuoro,nuku1260,3.84,154.975,present
Lele (Chad),lele1276,9.158,15.81149,present
Tobelo,tobe1252,1.0946,128.154,present
Arigidi,arig1246,7.56324,5.89556,present
Cupeño,cupe1243,33.3148,-116.515,present
Tama (Chad),tama1331,14.332,21.9951,present
Orowe,orow1242,-21.6269,165.473,present
Western Karaboro,west2466,10.6298,-4.76482,present
Chamacoco,cham1315,-20.5899,-58.2005,present
Shixing,shix1238,28.3895,100.4,present
Mian,mian1256,-4.70881,141.523,present
Northern Tosk Albanian,tosk1239,41,20,present
Icelandic,icel1247,63.4837,-19.0212,present
Tahitian,tahi1242,-17.6485,-149.45,present
Bure,bure1242,10.4603,10.4554,present
Mali,mali1284,-4.71826,152.214,present
Nyam,nyam1285,9.18024,10.83652,present
Sierra Negra Nahuatl,sier1248,18.45,-96.9,present
Cemuhî,cemu1238,-20.8489,165.13,present
Ibatan,ibat1238,18.9398,121.909,present
Modern Hebrew,hebr1245,31.1056,35.0179,present
Hiligaynon,hili1240,10.4018,122.974,present
Huba,huba1236,10.3544,13.139,present
Martuthunira,mart1255,-20.9294,116.607,present
Catawba,cata1286,34.9685,-80.8857,present
Chamorro,cham1312,13.438011,144.74474,present
Central Maewo,cent2058,-15.0784,168.135,present
