id,author,title,publication_year,journal,abstract,field
https://openalex.org/W2044398456,Gisela Jia; Doris Aaronson; Yanhong Wu,Long-term language attainment of bilingual immigrants: Predictive variables and language group differences,2002,Applied Psycholinguistics,"This study examined the variables related to US immigrants' long-term attainment in English, their second language (L2), and their native language (L1). For 44 Mandarin–English bilinguals, with increasing age of arrival (AOA) in the United States, their accuracy in L2 grammaticality judgment tasks decreased and accuracy in an L1 grammaticality judgment task increased. Moreover, both AOA in the United States and mothers' English proficiency uniquely predicted a significant proportion of the variance for bilinguals' L2 proficiency. Finally, as a group, 72 speakers of three Asian languages showed lower levels of L2 proficiency and stronger AOA effects on the task performance than 32 speakers of six European languages. These differences in language proficiency were associated with differences in language use, language learning motivation, and cultural identification between the two groups. These findings suggest that L2 acquisition in the immigration setting is a complicated process involving the dynamic interactions of multiple variables.",linguistics
https://openalex.org/W2040325524,Julie Foertsch; Morton Ann Gernsbacher,In search of complete comprehension: Getting “minimalists” to work,1994,Discourse Processes,"Three experiments illustrated that readers will not completely comprehend the sentences they read unless sufficiently motivated by situational demands. Complete comprehension of a topic is defined as the ability to accurately redescribe that topic in one's own words, and it entails three separate yet interdependent processing tasks: (a) activating the information contained in a topic, (b) resolving the topic as a new topic or as an anaphor referring to an old topic, and (c) modifying one's mental structures to organize the additional information that is received. Each process hinges on the outcome of those that preceded it, and comprehenders are not expected to initiate the next process in the sequence unless it is required or motivated by task demands. To test these predictions, three experiments were conducted in which participants were prompted to engage in one, two, or all three comprehension processes after reading two-clause conjunctive sentences. The results suggested that experimental participants had a strategy of minimal task satisfaction: They did not resolve anaphors, build structures, or draw inferences unless it was necessary for completion of the experiment.",linguistics
https://openalex.org/W2049759087,Marco Ceccarelli; Stephen K. Cox,Task-independent call-routing,2006,Speech Communication,"Call-routing is the technology of automatically classifying the type of a telephone call from a customer to a business or an institution in order to transmit the call onward to the correct “destination”. Making transcriptions of calls to provide training data for automatic routing in a particular application requires considerable human effort, and it would be highly advantageous for the system to be able to learn how to route calls from training utterances that were not transcribed. This paper introduces several techniques that can be used to build call routers from an untranscribed training set, and also without any prior knowledge of the application vocabulary or grammar. The techniques concentrate on identifying sequences of decoded phones that are salient for routing, and introduces two methods for doing this using language models that are specifically tailored for the routing task. Despite the fact that the phone recognition error-rate on the calls is over 70%, the best system described here achieves a routing error of 13.5% on an 18 route task.",linguistics
https://openalex.org/W2899071983,Yang Song,English language ideologies and students’ perception of international English-Medium-Instruction (EMI) Master's programmes: A Chinese case study,2019,English Today,"To be engaged in the economic, political and technological processes of globalization, higher education institutions around the world have included internationalization as part of their long-term mission, and China is no exception. The number of international students on campus is a well-recognized index of the universities’ internationalized status. According to the Ministry of Education (MOE) of the People's Republic of China, in 2016 there were 442,773 international students studying in China, 209,966 of whom were enrolled in degree programmes in Chinese higher education institutions, and 63,867 (47.42%) studied as postgraduate students (MOE, 2017).",linguistics
https://openalex.org/W2122644243,Frans Plank,"Delocutive verbs, crosslinguistically",2005,Linguistic Typology,"Delocutive verbs can be defined as verbs derived from a base X which mean ‘by saying or uttering “X” (to someone) to perform an act which is culturally associated with the meaning or force of X’, where X is a variable ranging over types of things that can be said or uttered ‐ 2nd person pronouns and other terms of address, words for asking and answering questions, formulaic expressions for social acts like greetings, various kinds of expressives, characterizations of speech peculiarities. Although originally identified as such in, and illustrated exclusively from, Indo-European languages by Debrunner (1956) and Benveniste (1958), delocutives are not confined to this family, but show a wide genetic and areal spread. The aim of this paper is to delineate the systematic possibilities for crosslinguistic diversity and for historical change in delocutive formations, and in particular to relate derivational delocutives to equivalent syntactic constructions. In such a wider typological and diachronic view, delocutives are seen not to be cases of ordinary quotation, nor a rare peculiarity at the margins of ordinary word formation, but to be one variation on the theme of complex predicates, instructively bearing on the general question of where verbs can come from. Their closest affinities, synchronic and diachronic, are to predications of existential causation (doing/making, often found to subsume saying).",linguistics
https://openalex.org/W2897263865,Jennifer Hinnell,The multimodal marking of aspect: The case of five periphrastic auxiliary constructions in North American English,2018,Cognitive Linguistics,"Cognitive linguistics (CL) has, in recent years, seen an increase in appeals to include multiple modalities in language analyses. While individual studies have incorporated gesture, gaze, facial expression, and prosody, among other modalities, CL has yet to completely embrace the systematic analysis of face-to-face interaction. Here, I present an investigation of five aspect-marking periphrastic constructions in North American English. Using naturalistic interactional data (n=250) from the Red Hen archive, this study establishes a multimodal profile for auxiliary constructions headed by one of five highly aspectualized verbs: continue, keep, start, stop, and quit, as in The jackpot continued to grow and He quit smoking . Results show that gesture timing, the structure of the gesture stroke, and gesture movement type, are variables that iconically and differentially represent distinctive aspectual conceptualizations. This study enhances our understanding of aspectual representation in co-speech gesture and informs the ongoing debate within CL and construction grammar circles of what constitutes conventionalization, or what constitutes a construction (mono- or multimodal).",linguistics
https://openalex.org/W2123212214,Argiris Archakis; Angeliki Tzanne,Constructing social identities through story- telling,2021,Pragmatics,"The present paper is concerned with the narratives produced in the conversations of six young people in Greece. Drawing on the broader framework of Discourse Analysis and Sociolinguistics as well as on the Social Constructionist paradigm, our paper follows the line of research that focuses on situated analysis of identities. Initially, the paper sets out to examine the identity(ies) constructed through the stories these people tell in the specific encounters. The overall aim of the paper is to relate these locally constructed identities to the larger socio-cultural identity of the participants and to examine whether they can be seen as indices of Greekness. Our analysis shows that, in the course of their story-telling, the participants construct ‘in-group’ identities mainly by co-constructing their narratives and by performing successive narratives with a similar point. The interactants’ foregrounding and cultivation of their in-group identity is probably an indication of their Greekness, namely of the attested tendency of Greek people to value and thus cultivate in-group relations of intimacy and solidarity in interaction.",linguistics
https://openalex.org/W2887870997,Anders Holmberg; Michelle Sheehan; Jenneke van der Wal,Movement from the Double Object Construction Is Not Fully Symmetrical,2019,Linguistic Inquiry,"A movement asymmetry arises in some languages that are otherwise symmetrical for both A- and Ā-movement in the double object construction, including Norwegian, North-West British English, and a range of Bantu languages including Zulu and Lubukusu: a Theme object can be Ā-moved out of a Recipient (Goal) passive, but not vice versa. Our explanation of this asymmetry is based on phase theory— more specifically, a stricter version of the Phase Impenetrability Condition proposed by Chomsky (2001) . The effect is that, in a Theme passive, a Recipient object destined for the C-domain gets trapped within the lower V-related phase by movement of the Theme. The same effect is observed in Italian, a language in which only Theme passives are possible. A similar effect is also found in some Bantu languages in connection with object marking/agreement: object agreement with the Theme in a Recipient passive is possible, but not vice versa. We show that this, too, can be understood within the theory that we articulate.",linguistics
https://openalex.org/W1971771333,John A. Barnden; Sheila Glasbey; Mark Lee; Alan M. Wallington,Varieties and Directions of Interdomain Influence in Metaphor,2004,Metaphor and Symbol,"We consider the varieties and directions of influence that the source and target domains involved in a conceptual metaphor can have on each other during the course of understanding metaphorical utterances based on the metaphor. Previous studies have been restricted as to direction of influence and as to type of influence. They have been largely confined to the ""forward"" (source-to-target) direction of influence, and they have concentrated on the transfer of features or propositions and (to some extent) the highlighting of aspects of a domain. By contrast, this article stresses the importance of other varieties of influence (e.g., transfer of queries and uncertainty effects) and of ""reverse"" influence (target-to-source). We seek to curb the natural tendency to think that because metaphor involves an overall move from source to target, therefore all interdomain influences in the course of understanding go in that direction. The bulk of the article explores the theoretical issues involved. These issues have arisen out of a reasoning-based approach to metaphor, seeking to make best use of information from metaphorical utterance, context, source and target domains, and known metaphorical mappings by applying a complex overall reasoning process. The article briefly explains the thorough implementation of reverse influence in a computer program for metaphorical reasoning called ATT-Meta, although the theoretical considerations are relevant to all disciplines concerned with metaphor. We make some suggestions for further computational and psychological research on metaphor.",linguistics
https://openalex.org/W1965575044,Robert J. Stainton,Review Article: Herder and Pragmatics: Review of Michael N. Forster’s After Herder: Philosophy of Language in the German Tradition,2013,International Review of Pragmatics,"This article reviews, very positively, Michael Forster’s (2010) After Herder: Philosophy of Language in the German Tradition . The review canvasses Herder’s views on philosophy of language, as explained by Forster, with special emphasis on what Herder can teach contemporary pragmaticians. These key lessons are: i) that meaning is intimately related to sensation; ii) that thought is intimately related to language; iii) that meaning is intimately related to use. It ends with some reflections on empirical obstacles that Herder’s views seem to face.",linguistics
https://openalex.org/W2010050774,Fiona Mc Laughlin,Consonant mutation and reduplication in Seereer-Siin,2000,Phonology,"Among the many types of non-concatentative morphemes are auto- segments or floating features which, in order to be realised phonologically, must attach to a root node in the stem. Akinlabi (1996) terms this process FEATURAL AFFIXATION . Featural affixes are of particular interest for models of reduplication, which make varying predictions as to whether or not they will be copied. In segmental models such as that of Marantz (1982), where nothing other than the underlying segmental base of the melody is copied, we would not expect the featural affix to be ‘transferred’ (Clements 1985a, Myers & Carleton 1996) between base and reduplicant.In models where the entire base is copied, such as that of Steriade (1988), featural transfer depends on the particular conception of the grammar. Within serial models of the grammar featural transfer depends crucially on the ordering of word-formation rules and phonological rules, while in a non-serial model like Optimality Theory (Prince & Smolensky 1993) featural transfer depends on the rank ordering of relevant constraints. The goal of this paper is to contribute to an understanding of featural affixation and featural transfer by presenting a constraint-based account of consonant mutation in Seereer-Siin, an Atlantic (Niger-Congo) language related to Fula, and by focusing specifically on the interaction of consonant mutation and reduplication. In the analysis presented here I consider mutation to be the result of featural affixation to the root node of a stem-initial consonant.",linguistics
https://openalex.org/W3009084745,Corrine Occhino; Benjamin Anible; Jill P. Morford,"The role of iconicity, construal, and proficiency in the online processing of handshape",2020,Language and Cognition,"Iconicity has traditionally been considered an objective, fixed, unidimensional property of language forms, often operationalized as transparency for experimental purposes. Within a Cognitive Linguistics framework, iconicity is a mapping between an individual’s construal of form and construal of meaning, such that iconicity is subjective, dynamic, and multidimensional. We test the latter alternative by asking signers who differed in ASL proficiency to complete a handshape monitoring task in which we manipulated the number of form–meaning construals that target handshapes participated in. We estimated the interaction of iconicity, proficiency, and construal density using mixed-effects models for response time and accuracy with crossed random effects for participants and items. Results show a significant three-way interaction between iconicity, proficiency, and construal density such that less-proficient signers detected handshapes in more iconic signs faster than less iconic signs regardless of the handshape they were monitoring, but highly proficient signers’ performance was only improved by iconicity for handshapes that participate in many construals. Taken in conjunction with growing evidence of the subjectivity of iconicity, we interpret these results as support for the claim that construal is a core mechanism underlying iconicity, both for transparent and systematic language-internal form–meaning mappings.",linguistics
https://openalex.org/W2008059594,E. A. Vedernikova,Impact of native culture and religion on the Mari language,2014,Eesti ja soome-ugri keeleteaduse ajakiri,"Mari is one of the endangered Finno-Ugric languages located in the territory of the Russian Federation. The danger of extinction of Mari is influenced by both objective and subjective factors. In the current paper, the issue under investigation is the impact of the Mari traditional religion and folk culture on language maintenance. Because of continuously reduced institutional support, the status of the Mari language has decreased significantly in the last 10 years. The favourable development of traditional culture has brought with it an increase in the number of native speaking people within the Mari El region (Russia). It is slightly observed in some spheres (social and cultural) and almost unnoticeable in others (political, economic). The mechanism of impact of Mari traditional religion and culture is characterized as psychological. It gives reason to believe that the chances for the preservation of the Mari language are reasonably good.",linguistics
https://openalex.org/W104609940,Magda Tamassy-Biro,Valente substantive mit Aktanten auf Mikroebene. Valente Substantivsubklassen im deutschen und Ungarischen,1998,Sprachwissenschaft,Doing research on the valence of nouns various authors identified more or less the same valent subclasses. In the 80ies it was found out that the realisation of valence can appear on the syntactical level (macro level) and on the morphological level (micro level). In Hungarian there are nouns which show the morphological realisation of their first actant in all possible forms. This article wants to show that the groups of these Hungarian nouns belong to subclasses whose German equivalent have been proved to be valent in relevant publications,linguistics
https://openalex.org/W1965627001,Debra Aarons; Ruth M. Morgan,Classifier Predicates and the Creation of Multiple Perspectives in South African Sign Language,2003,Sign Language Studies,"BOTH SPOKEN and sign languages can convey more than one piece of information at a time. However, one of the advantages of sign languages is that the visual-spatial modality enables the simultaneous presentation of not only more than one piece of information but also the information that these things are happening simultaneously. Sign languages are also able to convey perspective changes within a single utterance (a phenomenon that occurs in spoken languages that use serial verb constructions and in languages such as English by syntactic constructions introduced by while or at the same time). This strategy is entirely suited to the modality of a sign language. In this article we present data from South African Sign Language (SASL) to exemplify the fact that sign languages are able to represent actions or events from more than one perspective at the same time.1 We describe the different ways in which these multiple perspectives may be created, and we look specifically at the role of classifier predicates in the creation of multiple perspectives. In order to understand the creation of multiple perspectives in SASL narratives, we examine the interaction of classifier predicates and what has been called (Winston iggi, 1992; Metzger 1995; Liddell and Metzger 1998). According to Metzger (1995), [t]he idea is that just as constructed dialogue is not a direct copy of the speech being reported, but is the current speaker's construction of another person's speech (Tannen 1986, 1989), constructed action is also not a direct copy of a character's It is the narrator's construction of another's actions. We describe and explain the occurrence of constructed action within utterances containing classifier predicates.2 According to Liddell and Metzger (1998), constructed action is actually not a part of the grammar, although we later show that there are systematicities that condition the co-use and overlap between utterances involving classifier predicates and these extragrammatical options. We claim that constructed action provides a technique for embellishing or extending description, once the signer has assumed the perspective of the being identified by the NP in question.3 Example i illustrates such a description, in which a signer of SASL assumes the perspective of a dog on a leash. EXAMPLE I. a. NEXT rhq WHAT top DOG b. (tongue out, facial expression: dog) (2h) part CL:B erect ears c. (tongue out, facial expression: dog) (Size and shape specifiers are abbreviated as SASS.) (rh) SASS CL:F leash (Ih) SASS CL:S collar d. (tongue out, facial expression: dog) (2h) part CL:B floppy ears e. (tongue out, facial expression: dog) (rh) part CL:I tail wags (lh) part CL:B dog's body The Creation of Multiple Perspectives As part of our examination of the use of classifier predicates to create multiple perspectives in SASL narratives, we look at (i) the use of classifier predicates, specifically, handling classifiers, SASSes, semantic classifiers, and part classifiers; and (2) the use of the signer's head and shoulders to represent the head and shoulders of the animate (person or animal) discourse topic in the utterance.4 Supalla (1982) calls this the classifier, and Shepard-Kegl (1985) calls it the signer's pronoun. Engberg-Pedersen (1993) describes the use of role-shifted facial expressions as attribution of expressive elements and the shifted use of pronominal forms as reference. Liddell and Metzger (1998), following Winston (1992), refer to this as constructed action. We also look at (3) the use of the modality of space that allows the articulators to function independently of each other and of the face in order to create multiple perspectives on the scene the signer is narrating. …",linguistics
https://openalex.org/W2138974948,Alena Stasenko; Frank E. Garcea; Bradford Z. Mahon,What happens to the motor theory of perception when the motor system is damaged?,2013,Language and Cognition,"Motor theories of perception posit that motor information is necessary for successful recognition of actions. Perhaps the most well known of this class of proposals is the motor theory of speech perception, which argues that speech recognition is fundamentally a process of identifying the articulatory gestures (i.e. motor representations) that were used to produce the speech signal. Here we review neuropsychological evidence from patients with damage to the motor system, in the context of motor theories of perception applied to both manual actions and speech. Motor theories of perception predict that patients with motor impairments will have impairments for action recognition. Contrary to that prediction, the available neuropsychological evidence indicates that recognition can be spared despite profound impairments to production. These data falsify strong forms of the motor theory of perception, and frame new questions about the dynamical interactions that govern how information is exchanged between input and output systems.",linguistics
https://openalex.org/W4367838348,Anna Pfäffle; Markus Schiegg,Language shift in the Erlangen Huguenot community,2023,Journal of historical sociolinguistics,"This article examines the language shift and the accompanying changing status of French and German in the Erlangen Huguenot community (southern Germany) during the approximately 150 years following the first French immigrants settling in Erlangen in 1686. Our quantitative analysis is based on a diachronically-balanced corpus of 314 archival sources transmitted from this community and provides an overview of the language shift from French to German over time. The linguistic choices are influenced by the social group of the writers and addressees, the direction of communication and the domain of the texts. Our qualitative analysis focuses on multilingual texts and linguistic practices throughout the time period examined and traces the changing status of the two languages in the community, from French as the dominant language in the earlier years, to the use of German in conceptually oral texts with retention of French in school contexts and by the consistory, to French as a social symbol of the intellectuals in the early 19th century. Our paper provides empirical accounts for an under-researched context of language shift and contributes to historical sociolinguistic research on historical language contact, multilingualism, and linguistic identity.",linguistics
https://openalex.org/W2085457727,Ji Yuhua,English through Chinese: experimenting with sandwich stories,2002,English Today,"A novel and dynamic approach to teaching English by starting in Chinese. In China, many schools start teaching EFL to their first graders, aged 6–7. Children have to repeat words and sentences that are meaningless to them. They learn to read EFL not by reading but by going through mechanical drills in letters, words and phonic skills. F. Smith asserts that ‘children learn to read only by reading’. But there is a Catch-22 situation here: to learn to read, you have to read, but you cannot read if you have not learned to read. This situation is, however, being tackled by a new experimental approach over the past five years – a ‘sandwich story’ methodology.",linguistics
https://openalex.org/W2563187719,Karin Tusting; David Barton,Writing disciplines: producing disciplinary knowledge in the context of contemporary higher education,2016,Iberica,"This paper addresses academic disciplinary writing practices, and how these are affected by changes in the landscape of Higher Education in the UK. After exploring the definition and understanding of the notion of 'discipline', the paper presents research from an ESRC-funded research project studying academics' everyday writing practices, working closely with academics across different disciplines and different kinds of higher education institutions. The changing context of Higher Education in the UK is presented, in particular the emergence of new kinds of managerial practices which shape and co-ordinate the everyday writing work of academics. The paper shows that while some disciplines, such as History and Pure Mathematics, are associated with clearly-defined writing practices, while others are more diverse. It discusses how managerial practices, particularly those driven by centralised national research evaluations, affect different disciplines in different ways.",linguistics
https://openalex.org/W2182887997,Aitor García Pablos; Montse Cuadros; German Rigau; Seán Gaines,Unsupervised acquisition of domain aspect terms for Aspect Based Opinion Mining,2014,Procesamiento Del Lenguaje Natural,"The automatic analysis of opinions, which usually receives the name of opinion mining or sentiment analysis, has gained a great importance during the last decade. This is mainly due to the overgrown of online content in the Internet. The so-called aspect based opinion mining systems aim to detect the sentiment at “aspect” level (i.e. the precise feature being opinionated in a clause or sentence). In order to detect such aspects it is required some knowledge about the domain under analysis. The vocabulary in different domains may vary, and different words are interesting features in different domains. We aim to generate a list of domain related words and expressions from unlabeled domain texts, in a completely unsupervised way, as a first step to a more complex opinion mining system.",linguistics
https://openalex.org/W2064518698,Alexandra Y. Aikhenvald,Semi-direct speech: Manambu and beyond,2008,Language Sciences,"Every language has some way of reporting what someone else has said. To express what Jakobson [Jakobson, R., 1990. Shifters, categories, and the Russian verb. Selected writings. Word and Language. Mouton, The Hague, Paris, pp. 130–153] called ‘speech within speech’, the speaker can use their own words, recasting the original text as their own, within an ‘indirect’ speech construction. Or the other person may be quoted ‘directly’, just as they said it, or more or less so. One major difference between direct and indirect speech lies in the way person specification within the speech report is cast. In direct speech, person reference is expressed exactly as it was in the original speech report. In indirect speech, the person reference is shifted to the perspective of the speaker. There is a third option – a ‘middle ground’ situation known as ‘semi-direct’ speech – with incomplete person shift. Semi-direct speech often involves coreferentiality between the current speaker – rather than the author of the speech report – and a participant within the speech report. In Manambu, a Ndu language spoken in the New Guinea area, semi-direct speech differs from both direct and indirect speech in a few interesting ways. Further examples of semi-direct speech and its various guises come from a number of African languages, other languages from New Guinea area, and Colloquial English. The existence of a semi-direct speech construction brings an additional dimension to the typology of speech reports: the necessity of including the perspective of current speaker in the overall picture.",linguistics
https://openalex.org/W2155456255,Melissa W. Wright,On clicks in English talk-in-interaction,2011,Journal of the International Phonetic Association,"This paper analyses clicks in naturally-occurring English conversation. It demonstrates that regardless of any paralinguistic functions clicks may undertake, their occurrence is orderly and systematic, and intimately tied to the interactional structure of talk. Specifically, clicks are shown to function alongside the phonetic parameters of pitch, articulatory segmental features and voice quality (and the sequential and lexical organisation of talk) to demarcate the onset of new and disjunctive sequences. The methodology employed combines (i) the sequential analysis techniques of Conversation Analysis with (ii) parametric impressionistic and instrumental phonetic investigations. A key feature of this methodology is the study of naturally-occurring conversation rather than intuited or laboratory speech data. The findings in this paper challenge the traditional view that clicks function only paralinguistically in English. They also highlight the fruitfulness of implementing phonetic investigations alongside interactional analyses since such an approach enables previously unobserved patterns in the phonetics-interaction interface to be identified.",linguistics
https://openalex.org/W2089804668,Rosalie Finlayson; Sarah Slabbert,"""We just mix"": code switching in a South African township",1997,International Journal of the Sociology of Language,"This study concentrates on the interaction between languages with similarmorphological and syntactic structures. It will show that code switchingbetween morphosyntactically similar languages ofequal social function hascertain implicationsfor the matrix language-frame modelfor code switchingwhich has been developed by Myers-Scotton (1993b). The two languagesunder scrutiny here are Southern Sotho and Tswana, two very closelyrelated and functionally equivalent languages spoken in South Africa. Incertain contexts the Speakers ofthese languages will switch frequently fromthe one language to the o t her. The paper will investigate how the matrixlanguage in this multiple switching can be determined and whether thedistinction between the matrix and the embedded language is still relevantin such a Situation. Given the relatedness ofthe two languages, the implicationsfor the constraints which the matrix language-frame model proposeswill also be examined. The paper concludes that in this case an interlanguagehas developed which must be regarded as a merger between the two languages. This is particularly salient in the South African context since theharmonisation of the Sotho and Nguni languages respectively has been putforward as the Nhlapo-Alexander proposal (Alexander 1989).",linguistics
https://openalex.org/W2144211321,Kees van Deemter,What's New? A Semantic Perspective on Sentence Accent,1994,Journal of Semantics,"This paper proposes semantic definitions of the twin concepts of'given' and 'new' information, and shows how these definitions can be used to fill a gap in current theories of sentence accent. The semantic definitions proposed are based on a variant of Discourse Representation Theory in which the notion of an anaphoric relation is generalized beyond the case in which the denotation of the anaphor equals that of its antecedent. The resulting theory of sentence accent explains aspects of human speech production as well as understanding, and could be applied in automatic speech synthesis as well as, in principle, in automatic speech understanding.",linguistics
https://openalex.org/W3135529191,Marcia Damaso Vieira; Estefanía Baranger,Object Sharing in Mbya Guarani: A Case of Asymmetrical Verbal Serialization?,2021,Languages,"In this paper, we intend to describe and discuss the grammatical status of the V1-V2 (Cy/vy) constructions found in Mbya Guarani which can express simultaneous events, among other meanings, and which involve a single clause. We suggest here that this verbal complex can be treated as a case of asymmetrical verbal serialization because it contains verbs from a major lexical class, occupying the V1 slot, followed by a more restricted intransitive verbal class, such as movement, postural, or stative verbs, which stands in the V2 position. The curious property of these constructions is that V2 can be transitivized through the attachment of applicative or causative morphemes and “share” its object with transitive V1. “Object sharing” is another property attributed to serialization, as suggested by Baker and Baker and Stewart, which may be seen as a strong argument in favor of the present hypothesis. We will also provide evidence to distinguish Mbya Guarani V1-V2 (Cy/vy) complex from other constructions, such as temporal and purpose subordinate clauses, involving the particle vy.",linguistics
https://openalex.org/W2016301684,Miles Turnbull; Sharon Lapkin; Doug Hart,Grade 3 Immersion Students' Performance in Literacy and Mathematics: Province-wide Results from Ontario (1998-99),2001,Canadian Modern Language Review-revue Canadienne Des Langues Vivantes,"In 1996, the Education Quality and Accountability Office (EQAO) 1 introduced a provincial testing program for all students at Grades 3 and 6 in Ontario. This created a unique opportunity to investigate French immersion students' performance on tests of English reading and writing and mathematics some 25 years after many of the large-scale evaluations of French immersion programs were first conducted. In this study, we compare immersion and non-immersion students' results on the Grade 3 tests in 1998-99. We also explore the results by immersion program type, that is according to (a) the grade at which English literacy instruction is introduced, and (b) the proportion of instructional time in English. The results from this study corroborate those of large-scale evaluation studies of French immersion programs conducted some 25 years ago.",linguistics
https://openalex.org/W1978483195,Monica Roache; Jane Shore; Eirini Gouleta; Ester de Obaldia Butkevich,An Investigation of Collaboration Among School Professionals in Serving Culturally and Linguistically Diverse Students with Exceptionalities,2003,Bilingual Research Journal,"The purpose of this study was to investigate and report the perceptions, practices, and needs of educational professionals as they relate to service delivery to culturally and linguistically diverse and exceptional (CLDE) students. For this study, the Collaborative Survey for teachers working with Culturally and Linguistically Diverse and Exceptional students (CS-CLDE) was developed and completed by a sample of 125 educational professionals (25 English as a Second Language teachers, 25 general educators, 25 counselors, 25 speech pathologists, and 25 special education teachers) in the Washington, DC, metropolitan area. Quantitative data were analyzed utilizing descriptive statistics and frequencies. Qualitative data were analyzed and formulated into themes and then into clusters. The majority of the participants' responses indicated that they had the training and skills to work with CLDE students. However, they did not know the roles, responsibilities, and practices of other school professionals who worked with CLDE students, they did not receive appropriate training on ways to collaborate, and they did not have adequate support from the administration in order to collaborate with other school professionals in serving CLDE students. The qualitative analysis indicated that there is a need for professional training on collaboration, support from the administration, and time for collaboration, resources related to CLDE students, and information on the other school professionals' roles and responsibilities.",linguistics
https://openalex.org/W2804084740,Ivan Yuen; Felicity Cox; Katherine Demuth,Prosodic effects on the planning of inserted /ɹ/ in Australian English,2018,Journal of Phonetics,"V1.V2 hiatus is disallowed in many languages. In several varieties of English, when V1 is non-high, hiatus may be resolved by glottalization or /ɹ/ insertion. However, it is not well understood why speakers choose one over the other. In addition, questions remain about how foot boundary influences the hiatus-breaking strategy and whether perceived /ɹ/ is a phonetic transition or segmental insertion. Using an elicited production task, we investigated the effect of foot boundary on hiatus resolution and examined whether perceived inserted /ɹ/ exerts co-articulatory influence on V1 onset as predicted if it is segmental. Hiatus contexts were constructed from two types of coda-less nouns to generate V1 (e.g. paw without orthographic ‘r’, door with orthographic ‘r’) followed by one of three onset-less prepositions (‘under’, ‘above’, ‘of’). Foot boundary locations were manipulated in three metrical conditions to examine gradient influence of foot boundary proximity (e.g. ‘This is the [paw] under the dog’, ‘This is the [paw a]bove the dog’, ‘This is the [paw of the] dog’). Results showed complementarity between glottalization and /ɹ/ insertion. Expanding the distance between the hiatus and foot boundary increased the use of /ɹ/ and decreased glottalization. F3 lowering at V1 onset occurred in perceived /ɹ/ contexts, providing acoustic evidence for inserted segmental /ɹ/.",linguistics
https://openalex.org/W2169037236,Dídac Pujol; Montse Corrius,The Role of the Learner's Native Culture in EFL Dictionaries: An Experimental Study,2013,Lexikos,"This article aims to demonstrate the hypothesis that the use of native culture (C1) in EFL learners' dictionary definitions and/or examples is useful in the comprehension of the looked-up words. This is done by means of a survey involving more than 100 lower-intermediate EFL Catalan students. The subjects were first presented with a pre-test in which they had to translate 30 English words. Then they were divided into two groups, each of whom had to take a different test. Test 1 contained the definitions of the 30 words taken from a dictionary aimed at a global audience, whereas in test 2 the definitions were taken from a culturally nativized dictionary, that is, a dic­tionary that included C1 elements. In the tests, the students were asked to translate again the 30 English headwords given in the pre-test. After comparing the results of the pre-test with those of the tests, the study concludes that students who use an EFL dictionary that includes C1 references have more than double the possibilities of understanding the meaning of a new looked-up word than those who do not. The results obtained confirm for the first time in the field of pedagogical lexi­cography the tenets of schema theory, which highlights the importance of background (e.g. cul­tural) knowledge to improve reading comprehension. The main implication of this finding for lexi­cography is that it is desirable that designers of EFL dictionaries deploy nativized versions, espe­cially at lower levels, in order to facilitate comprehension of the foreign language.",linguistics
https://openalex.org/W2245889854,Angela Kluge,The Gbe Language Continuum of West Africa: A Synchronic Typological Approach to Prioritizing In-depth Sociolinguistic Research on Literature Extensibility,2007,Language Documentation & Conservation,"For large language continua, such as Gbe of West Africa, a major challenge stakeholders concerned with language planning issues are facing is the question of the extensibility of written materials. To adequately inform language development program decisions in terms of literature extensibility, ideally, indepth sociolinguistic studies would be conducted in all of the varieties involved, an undertaking that proves rather unfeasible for large continua.This paper proposes that when applying a multifaceted approach to linguistic data interpretation, such in-depth sociolinguistic studies may be unnecessary. This paper compares the findings of synchronic analyses of lexical and grammatical features elicited among 49 Gbe varieties to the outcomes of more recent Rapid Appraisal sociolinguistic surveys, and the findings of two diachronic studies. In considering the different approaches as complementing rather than contradicting each other, the proposed multifaceted approach exemplifies how different outcomes from various studies may be used to inform focused in-depth sociolinguistic research. Such research would in turn directly influence language program development decisions as to the extensibility of already existing literature to the remaining speech communities of the continuum.",linguistics
https://openalex.org/W1598600896,Saulius Ambrazas,Kelios pastabos apie prūsų kalbos daiktavardžių <em>ī </em>kamieno raidą,2011,Baltistica,"SOME REMARKS TO THE DEVELOPMENT OF SUBSTANTIVES WITH ī STEM IN OLD PRUSSIAN Summary Some Old Prussian substantives with ī stem, especially mary (Hab) E 65, plauty (Lange) E 126, sari (Glut) E 43, which came back from nomina collectiva, are very old. The other part of them is supposed to be the result of contamination of ī, i̯ā and (i̯)ē stems, cf. OPr. asy (Reen) E 241 and Lith. ežià, Latv. eža „boundary”, OPr. pelky (Bruch) E 287 and Lith. pélkė, Latv. pel̃ce „swamp, marsh”. The similar process took place also in West Lithuanian dialects (they can be descended from West Baltic too).",linguistics
