creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"H.S. Sivan, R.W. Mathisen",Sikor Limen?,"An ancient place, cited: BAtlas 14 C1 Sikor Limen?",Prigny,-30,640,47.066094,-1.981225
C. Foss,Philia,"An ancient place, cited: BAtlas 52 D2 Philia",Kara Burun,-330,640,41.34187915,28.6795713
R. Müller Wollermann,Oxyrhynchus/Pemje,"A city of Upper Egypt, Oxyrhynchus/Pemje is particularly well known as an archaeological site that has produced important papyrus manuscripts of ancient texts.",el-Bahnasa,-550,640,28.542574,30.65172
D.J. Mattingly,Praetorium,"An ancient settlement, at Thamad Hassan in Libya, cited: BAtlas 37 A1 Praetorium",Tmed Hassan,-30,2100,31.28333,15.95
"T. Sinclair, P.-L. Gatier",Sergible,"An ancient place, cited: BAtlas 67 D4 Sergible","Sergible, SYR",-30,640,36.24162105,36.71873335
"S. Loseby, R. Häussler",Olbia,Olbia was a large fortified settlement established by Massilia on the Mediterranean coast east of the Rhône river at the end of the fourth century BC.,L’Almanarre,-330,2100,43.080833,6.1225
D.J. Mattingly,Tansoluch,"An ancient place, cited: BAtlas 38 B1 Tansoluch",Tansoluch,-30,640,32.382969,20.366641
E. Bertrand,Icidmago,"An ancient place, cited: BAtlas 17 B3 Icidmago",Usson-en-Forez,-330,640,45.389319,3.941957
"T. Sinclair, P.-L. Gatier",*Kaprokilla,"An ancient place, cited: BAtlas 67 D4 *Kaprokilla",Kafer Kila SYR,300,640,36.170706,36.60872
H. Bender,*Bedaium,"An ancient place, cited: BAtlas 19 E2 *Bedaium",Seebruck GER,-30,640,47.934824,12.477721
"C. Foss, S. Mitchell",Çaykenarı,"An ancient place, cited: BAtlas 65 D3 Çaykenarı",Çaykenarı,-30,640,37.202938,30.334433
J.J. Wilkes,Krupac,"An ancient place, cited: BAtlas 21 E6 Krupac","Krupac, YUG",-30,640,43.128307,22.683567
David Braund,Ad Mercurium,"An ancient place, cited: BAtlas 88 A3 Ad Mercurium",Abastumani?,-30,640,41.752369,42.784391
S. Mitchell,Keçikalesi,"An ancient place, cited: BAtlas 63 E4 Keçikalesi","Keçikalesi, also known as Çukurkent; stronghold, possibly ancient Argos?",-330,640,38.076446,34.097176
A.S. Esmonde Cleary,Caesaromagus,An 8 hectare Romano-British settlement that developed beginning in the 60s AD and continued in use at least until the fourth century.,Chelmsford,-30,640,51.735893,0.469629
R.J.A. Wilson,Dianae Fons?,"An ancient place, cited: BAtlas 47 F5 Dianae Fons?",small town under center of Comiso,-30,640,36.947195,14.605763
J.J. Wilkes,Salinae,"An ancient place, cited: BAtlas 21 F3 Salinae",Ocna Mureş ROM,-30,640,46.388681,23.864109
"M. Roaf, E.J. Keall",[Bistam],"An ancient place, cited: BAtlas 96 D3 [Bistam]",Bastam,-30,640,36.460608,55.009705
H. Bender,Pagus Laebactium?,"An ancient place, cited: BAtlas 19 E3 Pagus Laebactium?",Castelvazzo ITL,-30,640,46.285961,12.30816
E.W.B. Fentress,Castellum Mastarense,"An ancient place, cited: BAtlas 31 E4 Castellum Mastarense",Beni Ziad,-30,640,36.379688,6.472302
S. Mitchell,Aphrodisias (coastal settlement in Rough Cilicia),An ancient coastal settlement of Rough Cilicia located at the south end of the isthmus that separates the modern Ovacık peninsula from mainland Turkey.,(13 century Porto Cavaliere),-330,1299,36.157963,33.685873
avstockhausen,Bethania,"A village located near Jerusalem, at the Mount of Olives.",NA,-30,2100,31.7731513,35.259589
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Molchia,"An ancient place, cited: BAtlas 89 F2 Molchia",Amik,300,640,38.753949,43.241023
E. Bertrand,Vologatae,"An ancient place, cited: BAtlas 17 F4 Vologatae",near Beaurières,-30,640,44.568983,5.564001
"P.-L. Gatier, T. Sinclair",Charandama,"An ancient place, cited: BAtlas 67 C4 Charandama",Hırıldama,300,640,36.102478,36.181412
"J. Kunow, C. Haselgrove",Beda,An ancient settlement of the Treveri. Modern Bitburg in Germany.,Bitburg GER,-30,640,49.9743810307,6.52351391266
"R.C. Knapp, F.H. Stanley, Jr.",Saudo/Sandone,"An ancient place, cited: BAtlas 26 E5 Saudo/Sandone",Sierra Gamaza (Arcos de la Frontera)?,-30,640,36.833192,-5.813403
A. Bernand,Diospolis Kato,"An ancient place, cited: BAtlas 74 F2 Diospolis Kato",Tell el-Balamun,-750,640,31.259561,31.570557
"J. Fossey, J. Morin",Ambrossos,An ancient Greek settlement in Phocis. Modern Distomo.,Distomon,-750,2100,38.4291946,22.6672151
C. Foss,Prusias ad Hypium/Kieros,"An ancient place, cited: BAtlas 86 B3 Prusias ad Hypium/Kieros",Konuralp,-330,640,40.9141913333,31.1204086667
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Anzitene,"An ancient place, cited: BAtlas 89 B2 Anzitene",Elazığ plain and neighboring W bank of upper R. Euphrates,-30,640,38.641856,39.668324
S. Mitchell,Kyzistra,"An ancient place, cited: BAtlas 63 G4 Kyzistra",Zengibar Kalesi,-30,640,38.3508285,34.9572705
J.J. Wilkes,Argos Orestikon,"An ancient place, cited: BAtlas 49 D3 Argos Orestikon",Hrupista GRE,-30,640,40.4737397349,21.2441603967
D.J. Mattingly,Agabis,"An ancient place, cited: BAtlas 38 D1 Agabis",el-Ghegab,-30,640,32.724784,22.022689
R.B. Hitchner,Saradi(...),"An ancient place, cited: BAtlas 32 E4 Saradi(...)",Henchir-Seheli,-30,640,36.092496,9.601684
R. Müller Wollermann,Toou/Theodosioupolis,"An ancient place, cited: BAtlas 75 D4 Toou/Theodosioupolis",Taha el-Amida,-30,2100,28.171975,30.698945
J.J. Wilkes,Sočanica,"An ancient place, cited: BAtlas 21 C6 Sočanica","Sočanica, mining settlement, bridge YUG",-30,640,43.064367,20.823063
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Ba'shiqa,"An ancient place, cited: BAtlas 89 F4 Ba'shiqa","Ba'shiqa, IRQ",300,640,36.45075,43.341118
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",KS933,"An ancient place, cited: BAtlas 93 E1 KS933",KS933,-30,640,32.112334,48.699219
"F. Hiebert, P.L. Kohl, St J. Simpson",Russkaya krepost',"An ancient place, cited: BAtlas 98 F1 Russkaya krepost'","Russkaya krepost', along R. Amu Dar'ya TKM",300,640,37.786385,65.145498
H. Bender,Turicum,"An ancient place, cited: BAtlas 19 A2 Turicum",Zürich SWI,-30,2100,47.371022,8.539374
"C. Haselgrove, J. Kunow",Amanium,"An ancient place, cited: BAtlas 11 F2 Amanium",Amay BGM,-30,2100,50.548275,5.317465
S.T. Parker,Characmoba,"An ancient place, cited: BAtlas 71 B3 Characmoba",Kerak,-3300,2000,31.1831575,35.703277
"St J. Simpson, F. Hiebert, P.L. Kohl",Khurmuzfarrah,"An ancient place, cited: BAtlas 98 C1 Khurmuzfarrah",Uly Kishman TKM,300,640,37.657848,62.188845
"R. Warner, A. Bursche",Konarzew,"An ancient place, cited: BAtlas 2 G3 Konarzew","Konarzew, POL",300,640,52.027884,19.483389
"G. Reger, J. McK. Camp II",Stoloi,"An ancient place, cited: BAtlas 58 G4 Stoloi","Stoloi, on Melos",-750,640,36.672252,24.479912
"C. Foss, S. Mitchell",Andeda,"An ancient place, cited: BAtlas 65 D3 Andeda","Yavuz, formerly Andya",-330,640,37.27201,30.259927
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Calata,"An ancient place, cited: BAtlas 89 E2 Calata",Ahlat?,300,640,38.752777,42.494444
"E.M. Meyers, J.P. Brown",Sennabris/Ginnabris,"An ancient place, cited: BAtlas 69 C4 Sennabris/Ginnabris",Senn en Nabra ISR,-30,640,32.709862,35.566036
D. Rupp,Panagia Aimatousa,"An ancient place, cited: BAtlas 72 D3 Panagia Aimatousa","Panagia Aimatousa, Aradippou",-750,640,34.9597,33.559088
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Nisibis/Antiochia,"Nisibis/Antiochia was an ancient city of Mesopotamia that began as part of an Aramaean kingdom that the Assyrian king Adad-Nirari II captured in 896 BC. Following its capture by Alexander the Great, the city became Antiochia Mygdonia under the Seleucids.",Nusaybin SYR/TKY,-330,640,37.068635,41.214619
"C. Foss, G. Reger, S. Mitchell",Pericharaxis,"An ancient place, cited: BAtlas 56 F2 Pericharaxis",at Kadı Kale Çay,-550,640,39.765088,27.641936
"F.T. Hiebert, P.L. Kohl",Sar Rustaq,"An ancient place, cited: BAtlas 99 D2 Sar Rustaq","Sar Rustaq, Diwar-i Kafir/Diwar-i Tang AFG",300,640,37.108064,69.934237
"M. Roaf, St J. Simpson",Tell Abu Ja'ari,"An ancient place, cited: BAtlas 91 F4 Tell Abu Ja'ari",Tell Abu Ja'ari,-30,640,33.40064,44.854452
C. Foss,Elaios,"An ancient place, cited: BAtlas 86 B2 Elaios",at mouth of Elaios fl.,-30,640,41.115693,31.297325
"I.E.M. Edlund Berry, A.M. Small",Uzentum/Ouxenton,Uzentum/Ouxenton (Ugento) was an ancient city in the territory of the Salentini with both Messapic and Roman phases.,Ugento,-750,2099,39.926319,18.157428
H. Bender,Castiel,"An ancient place, cited: BAtlas 19 B3 Castiel","Castiel, SWI",300,640,46.838961,9.602383
"C. Foss, S. Mitchell, G. Reger",Okcular,"An ancient place, cited: BAtlas 56 D3 Okcular","Okcular, fortified settlement with church, NW Perperene; Theodosiopolis?",300,640,39.27814,26.968352
G. Wagner,Meks Bahari,"An ancient place, cited: BAtlas 79 D4 Meks Bahari",Meks Bahari,-30,640,24.580524,30.594052
"A. Bursche, L.F. Pitts",Prešov,"An ancient place, cited: BAtlas 13 G4 Prešov","Prešov, SVK",-30,640,49.002212,21.240498
J.J. Wilkes,Prisat,"An ancient place, cited: BAtlas 49 D2 Prisat","Prisat, settlement and quarry MAC",-30,640,41.428597,21.600576
"R.W. Mathisen, H.S. Sivan",Rotomagus?,"An ancient place, cited: BAtlas 14 F1 Rotomagus?",Pont-de-Ruan,300,640,47.259024,0.57529
J.S. Traill,Porthmos,"An ancient place, cited: BAtlas 59 D1 Porthmos",Mylaki/Protimo,-550,640,38.389312,24.0597293333
R. Müller Wollermann,Tholthis,"An ancient place, cited: BAtlas 75 D3 Tholthis",Talt wal-Quli'a,-330,640,28.850057,30.827262
W.M. Murray,Oraiokastron,"An ancient place, cited: BAtlas 54 C2 Oraiokastron","Oraiokastron, formerly Lakhanokastron",-550,640,39.979211,20.551344
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Tolosa,Tolosa (modern Toulouse) was a city of Gallia Narbonensis and the metropolis of the Volcae Tectosages.,Toulouse FRA,-330,2100,43.604175,1.443246
E.N. Borza,Pehčevo,"An ancient place, cited: BAtlas 50 C1 Pehčevo","Pehčevo, fortified settlement and mine MAC",300,640,41.762978,22.888015
"Jr., F.H. Stanley, R.C. Knapp",Sellium,"An ancient place, cited: BAtlas 26 B2 Sellium",Tomar POR,-30,640,39.603447,-8.410487
R.J.A. Wilson,Montevergine di S. Anna,"An ancient place, cited: BAtlas 47 C3 Montevergine di S. Anna","Montevergine di S. Anna, agricultural village",-30,640,37.560943,13.235331
R.B. Hitchner,Muzuc,"An ancient place, cited: BAtlas 32 E4 Muzuc",Henchir-Ka(ra)choun,-30,640,36.025724,9.800296
W.V. Harris,Ameria,"Ameria, claimed by Cato the Elder as the oldest town in Umbria, was an important center that may have gained Roman municipal status as early as 338 B.C., following the Latin War.",Amelia,-750,2100,42.557237,12.413467
"F. Hiebert, P.L. Kohl, St J. Simpson",Changly,"An ancient place, cited: BAtlas 98 C1 Changly","Changly, TKM",300,640,37.837197,62.10294
J.J. Wilkes,Zvezdan,"An ancient place, cited: BAtlas 21 E6 Zvezdan","Zvezdan, YUG",-30,640,43.898688,22.242741
R.B. Hitchner,Teglata?,"An ancient place, cited: BAtlas 32 D3 Teglata?",Henchir-er-Rarga,-30,640,36.636636,9.339372
"C. Haselgrove, J. Kunow",Perniciacum?,"An ancient place, cited: BAtlas 11 F2 Perniciacum?",Braives BGM,-30,640,50.628114,5.144889
E.N. Borza,Mesambria,"An ancient place, cited: BAtlas 51 F3 Mesambria","Shabla-Dere?, 12 miles W Alexandroupolis",-550,640,40.86393,25.630902
E.W.B. Fentress,Castellum Elefantum,"An ancient place, cited: BAtlas 31 E4 Castellum Elefantum",Rouffach,-30,640,36.378888,6.474222
gmckee,Tell el-ʻAbd,"Mound site along the eastern bank of the Euphrates in northern Syria. The site shows signs of habitation from the Early Bronze Age through the Byzantine period. Tell el-ʻAbd was flooded by the construction of the Taqba Dam in 1975, though a portion of it has reemerged due to declining water levels in Lake Assad.",NA,-3300,850,36.2345649241,38.1396833688
R.B. Hitchner,Thagura,"An ancient place, cited: BAtlas 32 B4 Thagura",Taoura ALG,-330,640,36.174195,8.044696
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Resaina/Theodosiopolis,A Roman garrison town located near the Chaboras that was later renamed Theodosiopolis.,Tell Fakhariya near Ras al-Ain SYR,-750,640,36.824461,40.043231
"L. Quilici, S. Quilici Gigli",Anagnia,Anagnia was a Hernican town that sided with Rome against the Volscians and later became civitas sine suffragio.,Anagni,-750,640,41.742213,13.158962
J.J. Wilkes,Laktinje,"An ancient place, cited: BAtlas 49 C2 Laktinje","Laktinje, settlement and mine MAC",-30,640,41.387132,20.796813
C. Foss,Tetrakomia,"An ancient place, cited: BAtlas 52 F3 Tetrakomia",Keramet,300,640,40.514307,29.47451
David Braund,Mikhailovka,"An ancient place, cited: BAtlas 87 K2 Mikhailovka","Mikhailovka, UKR",-750,640,45.240002,36.299771
G.D. Woolf,Mathay,"An ancient place, cited: BAtlas 18 D2 Mathay",Mathay,-330,640,47.437005,6.786054
S.T. Parker,Bethennabris,"An ancient place, cited: BAtlas 71 B2 Bethennabris",Tell Nimrin,-330,640,31.8909195,35.6112485
"R.W. Mathisen, H.S. Sivan",Gaudiaco,"An ancient place, cited: BAtlas 14 F1 Gaudiaco",Joué-lès-Tours?,300,640,47.342501,0.660147
R. Müller Wollermann,Ptolemais Hormou,"An ancient place, cited: BAtlas 75 D2 Ptolemais Hormou",el-Lahun,-330,2100,29.206382,30.968603
M.U. Erdosy,Akkialur,"An ancient place, cited: BAtlas 5 C3 Akkialur",Akkialur,-30,640,15.271778,75.060545
"Jr., F.H. Stanley, R.C. Knapp",Seria,"An ancient place, cited: BAtlas 26 D3 Seria",Jérez de los Caballeros,-30,640,38.319329,-6.771094
T.B. Mitford,Agranai,"An ancient place, cited: BAtlas 64 B1 Agranai",near Muşalım Kalesi,-30,640,39.739003,35.838751
P.O. Spann,Vergilia,"An ancient place, cited: BAtlas 27 B4 Vergilia",Albuniel de Cambil,-30,640,37.626929,-3.538666
gmckee,Dhāt Kāhl,Large town in the Arabian Peninsula inhabited from the 4th century BCE-5th century CE. The town was the capital of the Kindah Kingdom.,NA,-330,2100,19.7818993413,45.1481332677
E. Bertrand,Morginnum,"Morginnum (Moirans) was a settlement of Gallia Narbonensis, along the road from Vienne to Alpis Cottia.",Moirans,-330,640,45.326453,5.564349
E.W.B. Fentress,Cellas/Castellum Cellense?,"An ancient place, cited: BAtlas 34 D2 Cellas/Castellum Cellense?",Kherbet Zerga,-30,640,35.66983,5.319487
P.O. Spann,Baria,"An ancient place, cited: BAtlas 27 D4 Baria",Villaricos,-550,640,37.245407,-1.774899
"E.M. Meyers, J.P. Brown",Namara,"An ancient place, cited: BAtlas 69 E4 Namara",Nimra (S Lejja) SYR,-30,640,32.843415,36.645155
W.V. Harris,S. Rocchino,"An ancient place, cited: BAtlas 41 C2 S. Rocchino",S. Rocchino,-750,640,43.868801,10.340781
D.J. Mattingly,Cyrene,"An ancient Greek city founded in eastern Libya ca. 630 B.C., Cyrene later became part of the Roman empire (ca. 74 B.C.). The site was added to the UNESCO World Heritage List in 1982.","Ain Shahat, Grennah",-750,2100,32.8200266273,21.8565385134
"T. Sinclair, David Braund",Kerasous/Pharnakeia,"An ancient place, cited: BAtlas 87 D4 Kerasous/Pharnakeia",Giresun,-550,2000,40.919134,38.397931
A.S. Esmonde Cleary,Neatham,"An ancient place, cited: BAtlas 8 G3 Neatham",Neatham,-30,640,51.150807,-0.975239
"J.P. Brown, E.M. Meyers",Aenon,"An ancient place, cited: BAtlas 69 C5 Aenon","settlement and spring, Khirbet Khisas ed Deir ISR",-30,640,32.388639,35.531839
"J.P. Brown, E.M. Meyers",Rachle/Zenopolis?,"An ancient place, cited: BAtlas 69 C2 Rachle/Zenopolis?",Rakhle SYR,-30,640,33.514487,35.971602
G.D. Woolf,*Sedunum,*Sedunum was the principal settlement of the Seduni.,Sitten/Sion SWI,-30,640,46.23235,7.358467
R.J.A. Wilson,Castello di Calatubo,"An ancient place, cited: BAtlas 47 B2 Castello di Calatubo","Castello di Calatubo, urban center",-750,640,38.01548,12.984158
"G. Reger, J. McK. Camp II",Melos (settlement),"An ancient place, cited: BAtlas 58 G4 Melos",Klima,-750,640,36.743864,24.423276
E.W. Haley,Lacobriga,"An ancient place, cited: BAtlas 24 G2 Lacobriga",Iglesia de Belén (Carrión de los Condes),-330,640,42.338959,-4.601768
T. Drew Bear,*Aliana,"An ancient place, cited: BAtlas 62 B3 *Aliana",Kırgıl,-30,640,39.275792,29.28327
R.B. Hitchner,Biha Bilta,"An ancient place, cited: BAtlas 32 E3 Biha Bilta",Henchir-Behaia,-330,640,36.925886,9.58426
"C. Foss, S. Mitchell",Baris,"An ancient place, cited: BAtlas 65 D2 Baris","Farı mevkii, Kılıç",-30,2000,37.761005,30.524116
"C. Foss, S. Mitchell",Seleucia/Claudioseleucia/Seleucia Sidera,"Seleucia Sidera was an ancient city in the northern part of Pisidia, Anatolia, founded by Seleucus I Nicator or Antiochus I Soter in order to protect the military road across northern Pisidia.","Selef, Bayat",-330,640,37.8963206667,30.6212863333
"E.M. Meyers, J.P. Brown",Nazareth,"An ancient place, cited: BAtlas 69 B4 Nazareth",Nazareth ISR,-330,640,32.701029,35.300148
"H.S. Sivan, S.J. Keay, R.W. Mathisen",La Vayssière,"An ancient place, cited: BAtlas 25 I1 La Vayssière","La Vayssière, Cm. L’Hospitalet-du-Larzac FRA",-30,640,43.983042,3.194218
M. Drew Bear,Phthla/Pdgila,"An ancient place, cited: BAtlas 77 E3 Phthla/Pdgila",Wa'adila?,-30,640,26.919206,31.40847
"M. Roaf, St J. Simpson",Tell Fidain/Appadana?/Neapolis?,"An ancient place, cited: BAtlas 91 B2 Tell Fidain/Appadana?/Neapolis?","Tell Fidain, SYR",-720,640,35.379381,40.564031
"E.M. Meyers, J.P. Brown",*Selaima,"An ancient place, cited: BAtlas 69 E4 *Selaima",Sulem SYR,-30,640,32.804118,36.553842
R.B. Hitchner,Henchir-Ksar-Ghazelli,"An ancient place, cited: BAtlas 32 C4 Henchir-Ksar-Ghazelli",Henchir-Ksar-Ghazelli,-30,640,36.383377,8.59501
H. Bender,Brigantium,Brigantium (modern Bregenz) was a Celtic settlement from at least the fifth century B.C. and came under Roman control in the first century B.C.,Bregenz,-30,640,47.503041,9.747061
"C. Foss, S. Mitchell",Tripolis ad Maeandrum/Apollonia ad Maeandrum/Antoniopolis,"An ancient place, cited: BAtlas 65 A1 Tripolis ad Maeandrum/Apollonia ad Maeandrum/Antoniopolis",near Yenice,-330,850,38.050474,28.9608765
E.N. Borza,Kato Khortokopi,"An ancient place, cited: BAtlas 51 C3 Kato Khortokopi","Kato Khortokopi, fortified settlement",300,640,40.937273,24.204114
J.J. Wilkes,Skela,"An ancient place, cited: BAtlas 21 C5 Skela","Skela, YUG",-30,640,44.71334,20.056695
A.S. Esmonde Cleary,*Petuaria,"An ancient place, cited: BAtlas 8 G1 *Petuaria",Brough-on-Humber,-30,640,53.687689,-0.59056
R.B. Hitchner,Aunobari,The visible archaeological remains of the settlement of Aunobari cover ca. 5 hectares.,Henchir-Kern-el-Kebch,-330,640,36.3832286,9.1913638
D.J. Mattingly,Gasr Mara,"An ancient place, cited: BAtlas 36 C5 Gasr Mara",Gasr Mara,-30,640,26.031861,13.352169
"J.P. Brown, E.M. Meyers",Qedumim,"An ancient place, cited: BAtlas 69 B5 Qedumim","Qedumim, WBK",-550,640,32.212234,35.157689
P.O. Spann,Urgao/Vircao,"An ancient place, cited: BAtlas 27 A4 Urgao/Vircao",Arjona,-330,2100,37.93645,-4.054925
"C. Haselgrove, J. Kunow",Aquae Granni,"An ancient place, cited: BAtlas 11 G2 Aquae Granni",Aachen GER,-30,2100,50.7759975,6.083743
J.J. Wilkes,Novi Pazar,"An ancient place, cited: BAtlas 21 C6 Novi Pazar","Novi Pazar, YUG",-30,640,43.142857,20.517122
A.S. Esmonde Cleary,Magiovinium,"An ancient place, cited: BAtlas 8 G3 Magiovinium",Dropshort,-30,640,51.998623,-0.716167
"P. Kos, M. Šašel Kos",Pilisszántó,"An ancient place, cited: BAtlas 20 F2 Pilisszántó","Pilisszántó, HUN",-30,640,47.669787,18.886729
E.W. Haley,Vicus Atucausensis,"An ancient place, cited: BAtlas 24 C3 Vicus Atucausensis",Quinta de Pascoais POR,-30,640,41.272282,-8.091271
"M. Roaf, St J. Simpson",Tell Abu Jelamid,"An ancient place, cited: BAtlas 91 F4 Tell Abu Jelamid",Tell Abu Jelamid,300,640,33.921328,44.475704
jbecker,Baku,"An ancient city located on the Caspian Sea. Baku, now in Azerbaijan, was listed as a UNESCO World Heritage Site in 2000.",NA,-30,2100,40.395278,49.882222
"David Braund, T. Sinclair",Stamene/Ameneia?,"An ancient place, cited: BAtlas 87 C3 Stamene/Ameneia?","on Yasun Burnu, near Çaka Iskelesi?",-550,640,41.112782,37.704183
adamp,Sinkhar,"An ancient city, located in modern Syria, with remains of an ancient church and residential buildings. Inscribed as a UNESCO World Heritage Site in 2011 as part of the ""Ancient Villages of Northern Syria.""",NA,300,640,36.2975,36.9080555556
"T. Wilfong, S.E. Sidebotham, J. Keenan",Kaine/Maximianopolis,"An ancient place, cited: BAtlas 80 B1 Kaine/Maximianopolis",Qena,-2600000,2100,26.1498853333,32.7018756667
"C. Haselgrove, J. Kunow",Châtillon-sur-Marne,"An ancient place, cited: BAtlas 11 D3 Châtillon-sur-Marne","Châtillon-sur-Marne, Port-à-Binson; pottery",-30,640,49.100037,3.758707
"M. Roaf, St J. Simpson",Tell Shaddada,"An ancient place, cited: BAtlas 91 B1 Tell Shaddada","Tell Shaddada, W Habur R. SYR",-720,640,36.054146,40.724773
"J. Bennet, G. Reger",Kephali tou Vasilikou,"An ancient place, cited: BAtlas 60 D2 Kephali tou Vasilikou","Kephali tou Vasilikou, Ag. Georgios",300,640,35.16316,25.488132
R.B. Hitchner,Thinissut,"An ancient place, cited: BAtlas 32 G4 Thinissut",Bir-bou-Rekba,-330,640,36.429258,10.585889
H. Bender,Iuliomagus,"An ancient place, cited: BAtlas 19 A2 Iuliomagus",Schleitheim SWI,-30,640,47.7449743,8.4815153
W.V. Harris,Nuceria,"Nuceria (modern Nocera Umbra) is an ancient town in Umbria, perhaps founded in the seventh century B.C. by Camerinum.",probably Nocera,-330,640,43.113857,12.788349
"C. Haselgrove, J. Kunow",Caranusca?,"An ancient place, cited: BAtlas 11 G3 Caranusca?",Hettange Grande,-30,640,49.406768,6.151663
C. Foss,Poimanenon,"An ancient place, cited: BAtlas 52 B4 Poimanenon",near Alexa,-30,640,40.07897,27.892299
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Kuh-i Chorblach,"An ancient place, cited: BAtlas 89 H3 Kuh-i Chorblach","Kuh-i Chorblach, SE Haidarabad IRN",-330,640,37.088014,45.536198
"C. Foss, S. Mitchell",Karallia,"An ancient place, cited: BAtlas 65 G4 Karallia",Güney Kalesi,-30,640,36.6684745,31.8979665
C. Foss,Parthenia,"An ancient place, cited: BAtlas 86 C2 Parthenia",Bartin,-30,640,41.631543,32.33898
A.S. Esmonde Cleary,Ixworth,"An ancient place, cited: BAtlas 8 H2 Ixworth",Ixworth,-30,640,52.297706,0.831819
S.L. Dyson,‘Luguidunec’,"An ancient place, cited: BAtlas 48 B2 ‘Luguidunec’",Nostra Signora di Castro,-30,640,40.7053693673,9.03880203641
"Jr., F.H. Stanley, R.C. Knapp",Lama,"An ancient place, cited: BAtlas 26 D1 Lama",Plasencia?,-30,640,40.030524,-6.088261
"M. Roaf, St J. Simpson",Abu Hurayba,"An ancient place, cited: BAtlas 91 F5 Abu Hurayba",Abu Hurayba,-330,640,32.766161,44.706253
P.O. Spann,Carac(c)a,"An ancient place, cited: BAtlas 27 B1 Carac(c)a",Carabaña?,-330,2100,40.1997912,-3.0344201
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Hebromagus/Eburomagus,"Hebromagus/Eburomagus (modern Bram, Aude) was a crossroads village along the road from Narbo to Tolosa.",Bram FRA,-330,2100,43.242555,2.112346
"J.P. Brown, E.M. Meyers",Natania,"An ancient place, cited: BAtlas 69 A5 Natania","Natania, ISR",-30,640,32.328922,34.864173
R.B. Hitchner,Alipota?/Gummi,"An ancient place, cited: BAtlas 33 H1 Alipota?/Gummi",Salakta,-330,640,35.503618,11.067592
David Braund,Rhodopolis,"An ancient place, cited: BAtlas 88 A2 Rhodopolis",Vardtsikhe,-30,640,42.149923,42.73054
R.B. Hitchner,Henchir-Semmech,"An ancient place, cited: BAtlas 32 C4 Henchir-Semmech",Henchir-Semmech,-30,640,36.405098,8.961653
R.B. Hitchner,Gor(...),"An ancient place, cited: BAtlas 32 E4 Gor(...)",Henchir-Dra-el-Gamra,-330,640,36.434323,9.97604
"M. Pearce, P. Tozzi",Retovium,"An ancient place, cited: BAtlas 39 D3 Retovium",Robbio?,-30,640,45.291593,8.592305
M. Drew Bear,Diospolis Mikra,"The capital of the seventh Nome of Upper Egypt, located on the west bank of the Nile.",Hiw,-330,2100,26.016881,32.312497
D.J. Mattingly,Ad Templum,"An ancient place, cited: BAtlas 35 B1 Ad Templum",Djemna TUN,-30,640,33.583387,9.016781
"P. Kos, M. Šašel Kos",Mözs,"An ancient place, cited: BAtlas 20 F3 Mözs","Mözs, HUN",-30,640,46.415346,18.755048
T.W. Potter,Icosium,"Icosium (modern Algiers) was a Punic and, later, Roman settlement in coastal north Africa. Legend holds that 20 of Herakles' companions founded the original town.",Algiers,-550,2100,36.7689125,3.0532175
E. Bertrand,Asa Paulini,"An ancient place, cited: BAtlas 17 D2 Asa Paulini",Anse-sur-Saône,-30,2100,45.936105,4.718192
S.L. Dyson,Nora,A pre-Roman and Roman site in southern Sardinia.,Pula,-750,640,38.9843961177,9.01598036006
M. Roaf,Karkuya/‘Korok’?,"An ancient place, cited: BAtlas 3 H3 Karkuya/‘Korok’?",perhaps Karku in Sistan IRN,-30,640,31.1289975,61.50457
E.N. Borza,Kneže,"An ancient place, cited: BAtlas 50 A1 Kneže","Kneže, fortified settlement MAC",-30,640,41.8472234738,21.9125275922
J.J. Wilkes,Moldova Veche,"An ancient place, cited: BAtlas 21 D5 Moldova Veche","Moldova Veche, gold? mining settlement, fort? ROM",-30,640,44.724444,21.6196
C. Foss,Heraion/Hiereia,"An ancient place, cited: BAtlas 53 B3 Heraion/Hiereia",Fener burnu,300,640,40.969562,29.033945
D.J. Mattingly,Mizda,"An ancient place, cited: BAtlas 35 F3 Mizda",Mizda,-30,640,31.432881,12.983212
J.J. Wilkes,Remesiana,"An ancient place, cited: BAtlas 21 E6 Remesiana",Bela Palanka YUG,-30,640,43.214499000000004,22.293498
"M. Roaf, St J. Simpson",[Nu'maniya],"An ancient place, cited: BAtlas 91 G5 [Nu'maniya]",Nu'maniya,300,640,32.550844,45.414124
"H.S. Sivan, R.W. Mathisen",Gergovia?,"An ancient place, cited: BAtlas 14 I3 Gergovia?",Gergovie,-330,2100,45.718167,3.1241435
