language,glottocode,latitude,longitude,value
Western Neo-Aramaic,west2763,33.8162,36.484,present
Keley-i Kallahan,kele1259,16.7099,121.035,present
Esimbi,esim1238,6.50094,9.86936,present
Nengone,neng1238,-21.5305,167.964,present
Karok,karo1304,41.8228,-123.315,present
Central Guerrero Nahuatl,guer1241,17.8583,-99.0023,present
Thado Chin,thad1238,24.096,93.722,present
Kxoe,kxoe1243,-16.59051,22.599835,present
Timne,timn1235,8.90294,-12.3331,present
Quapaw,quap1242,36.9471,-94.6634,present
North Levantine Arabic,nort3139,34.1709,36.0468,present
Mlahsô,mlah1239,37.0311,41.2209,present
Balinese,bali1278,-8.35714,115.075,present
Wolof,nucl1347,15.2534,-15.383,present
Mehek,mehe1243,-3.70927,142.498,present
Macuna,macu1260,-0.14459,-70.0749,present
Western Arrarnta,west2441,-24.05052,133.24621,present
Rama,rama1270,11.5007,-83.8571,present
Kumbainggar,kumb1268,-29.8189,152.913,present
Eleme,elem1253,4.72964,7.267,present
Xinca-Yupiltepeque,xinc1243,14.194497,-89.790974,present
Xinka-Jumaytepeque,xink1235,14.341898,-90.256519,present
Maskelynes,mask1242,-16.5073,167.818,present
Tsou,tsou1248,23.216,120.787,present
Arta,arta1239,16.4185,121.656,present
Masbatenyo,masb1238,12.21453,123.63579,present
Upper Chehalis,uppe1439,46.7981,-123.169,present
Fe'fe',fefe1239,5.18158,10.1442,present
Takuu,taku1257,-4.773094,157.032085,present
Central Aymara,cent2142,-17,-68.5,present
Yapese,yape1248,9.55811,138.125,present
Kugere-Kuxinge,bayo1255,12.6881,-16.3947,present
Galician,gali1258,42.2446,-7.5343,present
Southern Dong,sout2741,25.8874,109.222,present
Lower Chehalis,lowe1427,46.7736,-124.004,present
Northern Kankanay,nort2877,17.1057,120.786,present
Chimariko,chim1301,41,-123,present
Tangam,tang1377,28.95,94.98,present
Jaminjung-Ngaliwurru,djam1255,-15.0558,130.06,present
South Saami,sout2674,62.8801,13.7006,present
Jamaican Creole English,jama1262,18.13,-77.2612,present
Owa,owaa1237,-10.82553,162.30467,present
Nicaragua Creole English,nica1252,12.4402,-83.7386,present
Yaouré,yaou1238,6.95282,-5.57851,present
Choctaw,choc1276,32.25,-88.5,present
Tuwali Ifugao,tuwa1243,16.6646,121.113,present
Furu,furu1242,4.485,20.6448,present
Sumi Naga,sumi1235,25.9996,94.4235,present
Waray (Philippines),wara1300,11.4911,125.012,present
Zoogocho Zapotec,zoog1238,17.2016,-96.3433,present
Caac,caac1237,-20.4114,164.578,present
Toma,toma1245,8.20383,-9.23439,present
Wan,wann1242,7.88773,-5.82092,present
Lun Bawang,lunb1237,4.25064,115.5,present
Papapana,papa1265,-5.92283,155.289,present
Cayubaba,cayu1262,-13.2482,-65.4822,present
Southern Nambikuára,sout2994,-14.3707,-59.5187,present
Epena,epen1239,4.25877,-77.3566,present
Melo,melo1242,6.53916,36.811,present
Huastec,huas1242,21.6153,-98.5028,present
Eastern Subanen,east2694,8.2475,123.5234,present
Oko-Eni-Osayen,okoe1238,7.53908,6.15725,present
Daasanach,daas1238,4.58879,35.9888,present
Timugon Murut,timu1262,5.1796,115.826,present
Okanagan,okan1243,49.2745,-119.294,present
Port Sandwich,port1285,-16.4952,167.78,present
Kinaray-a,kina1250,10.8131,122.297,present
Njanga,njan1240,6.41,11.51,present
Highland Puebla Nahuatl,high1278,20.1554,-97.5556,present
Mezquital Otomi,mezq1235,20.2274,-99.5564,present
Dumbea,dumb1241,-22.0947,166.531,present
Baga Koga,baga1273,10.1286,-13.947,present
Kamba (Kenya),kamb1297,-1.60827,37.9532,present
Ata Manobo,atam1240,7.7789,125.499,present
Selaru,sela1259,-8.18376,130.961,present
Bullom So,bull1247,9,-13.16,present
Juang,juan1238,21.2606,85.5845,present
Old Malay,oldm1243,-0.648259,103.353479,present
Tagabawa,taga1272,6.9712,125.175,present
Iaai,iaai1238,-20.6301,166.59,present
Pökoot,poko1263,1.57023,35.2318,present
Khams Tibetan,kham1282,31.9313,91.7062,present
Ilianen Manobo,ilia1236,7.34448,124.766,present
Maguindanao,magu1243,6.9453,124.509,present
Cebuano,cebu1242,8.38799,124.367,present
Yucatec Maya,yuca1254,18.7757,-88.9567,present
Pulaar,pula1263,13.8694,-13.4482,present
Iu Mien,iumi1238,20.83,101.17,present
Havasupai-Walapai-Yavapai,hava1248,35.6302,-113.385,present
Tungag,tung1290,-2.52188,150.198,present
Mori Atas,mori1269,-2.2555,121.035,present
Bambara,bamb1269,12.9,-7.65,present
Macedonian,mace1250,41.5957,21.7932,present
Cori,cori1240,9.59,8.06,present
Baharna Arabic,baha1259,26.223615,50.580811,present
Paite Chin,pait1244,24.0381,93.6136,present
Mizo,lush1249,22.6138,92.6247,present
Naxi,naxi1245,27.5,100,present
Akabea,akab1249,12.3782,92.7818,present
