country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
Serbia,1924,4242,DOL,4,350,350,43.258,22.332,"Coins, jewelry, lamps and pot. 1 solidus Vetranio; 3 nummi: Divus Maximianus, Constantius II. Clay pot, 3 lamps, 1 cameo hanging on a gold chain, 3 bracelets, 2 earrings, 1 ring, 1 gold necklace, 1 silver belt buckle",NA
Netherlands,1908,9968,NIJMEGEN 1908 1,8,-16,14,51.848,5.862,"8 bronze coins. According to Boersma 1967, no. 164, they are dated around 16 BC - AD 14. No further information.",NA
Greece,2003,6836,SERRES 2003,7,54,68,41.091,23.541,"A hoard of 7 provincial coins (Thessalonica, Nero) found in a grave in the region of Serres, placed in a vase.",NA
Romania,1980,16280,HOMICENI 1980-1987,666,140,140,47.017521,26.65374,"666 coins: 665 denarii, 1 drachm: Nero – Antoninus Pius (AD 140).",NA
France,1955,7406,AMIENS 1955,24,251,253,49.894,2.299,"The hoard was found in a well under the Roman ramparts and comprised 18 denarii from Septimius Severus to Severus Alexander and 8 antoniniani (radiates) from Philip I to Trebonianus Gallus. All the coins were from the mint of Rome, with the exception of a denarius of Severus Alexander from Antioch and 2 denarius copies of Caracalla and Severus Alexander.",NA
Slovenia,1950,8856,PODGORA,4,241,243,46.091,14.469,"100-200 silver coins. Only 4 coins are known: 1 denarius, 3 antoniniani: Septimius Severus (Caracalla) - Gordian III (AD 241-243).",Private collection; 4 coins; dispersed
France,1891,3769,LESGES,2334,260,269,49.306,3.507,"The hoard comprised a vessel containing a copper-alloy finger ring, 2 gold finger rings, 1 with an engraved intaglio setting and 2334 denarii and radiates from Antoninus Pius to Postumus. Hobbs estimates a silver w8 of 702.5g to 6042.8g.",NA
Cyprus,1909,5263,LARNACA,783,183,184,34.924,33.63,"Portions of this hoard were acquired by the ANS in 1911 and 1912, totaling 783 coins. 451 of these could be identified in the museum's collection, including 448 denarii, Vespasian to Commodus (AD 183-184) and 3 Cypriote didrachms of Vespasian. This hoard is said to have been discovered in Larnaka, though no details are available.",American Numismatic Society
Poland,1700,13453,KORZKIEW,189,180,192,50.1626,19.8823,Around 800 denarii of wchich 189 provided information on the issuers: Nero - Commodus (AD 180-192).,"National Museum, Poznań, Poland"
Tunisia,1938,5380,SOUSSE 1938-1940,601,260,268,35.8245,10.6368,601 silver coins found in a ceramic vessel: Septimius Severus - Gallienus (sole) (AD 260-268).,NA
Algeria,1973,4903,HAMMAM RIGHA 1973,201,254,255,36.383,2.4,201 sestertii from Domitian to Valerian I and Gallienus (AD 254-255).,NA
Netherlands,1995,10016,STEDUM 1995,9,194,195,53.3224,6.6939,9 denarii: Antoninus Pius - Septimius Severus (AD 194-195).,Groninger Museum (partially) private collection
Romania,1925,16271,STRUNGA 1925,10,161,180,47.164718,26.957506,"Unknown originally number of denarii. 10 coins were seen: Vespasian 2, Trajan 4, Antoninus Pius 1, Marcus Aurelius 3. Possible, part of the same hoard with Strunga II and III.",NA
Poland,1873,13648,DYMNIK,2,161,180,53.975007,19.484146,"2 denarii: Trajan, Marcus Aurelius.",Lost
UK,1976,1107,SPRINGHEAD 1976,5,75,75,51.424145,0.31429901,"5 gold coins (Nero and Titus) closely packed together in the clay floor of an early structure, at Vagniacae (Springhead).",Fitzwilliam Museum
Iraq,1903,20614,HATRA HOARD 3,4,150,200,35.587884,42.718342,"4 copper alloy coins (1 provincial coin from Antioch and 3 local SC imitations produced in Hatra), acquired from locals at Hatra, during the Assur excavations by the Deutsche Orient-Gesellschaft, 1903–1913. These coins could be a hoard or single finds.","Berlin, Vorderasiatisches Museum"
Switzerland,1934,9313,BASEL BS - KLEINHÜNINGEN 1934 / TOMB 146,2,350,353,47.585,7.594,2 nummi found in an early medieval burial (Alemannic).,"Historisches Museum, Basel"
Austria,1997,13289,GAADEN,177,367,383,48.055,16.203,Unknown initial number of coins. G. Dembski expresses his doubts about the cois issued before the reform of AD 348 being part of the hoard: Antoninus Pius - Gratian (AD 367-383).,NA
Netherlands,2006,9942,LITH 2006,27,97,97,51.8096,5.4236,27 denarii: Republic - Nerva (AD 97).,Private collection
Poland,1770,13549,GÓRZEC,2,241,243,50.811008,17.075915,"Unknown number of silver coins found on a field where a grave was found: 1 denarius Augustus, 1 antoninanus (radiate) Gordian III. A brooch was found withe coins. No further Details on it.",Lost
Italy,1943,17465,MATRENSA,4,275,276,37.009634215126,15.283462957945,4 Alexandria tetradrachm: Claudius II- Tacitus (AD 275-276).,"Museo Arch. Reg. ""P. Orsi"", Siracusa, Italy (inv.nos: 49600-49603)"
Sri Lanka,1985,18497,BERAGAMA 1985-1986,2042,1,500,6.1674037397193,81.034481056886,2042 Roman bronze coins. Confirmation required. No further information.,NA
France,1885,3554,AUBIGNY-AU-BAC,377,260,269,50.2627,3.1645,The hoard comprised 377 antoniniani (radiates) of which only 198 were studied by Debray: Gordian III - Tetricus I (AD 271-274). Hobbs estimated a silver w8 of between 102.8-470.3g.,NA
Belgium,1920,8226,ELVERDINGE,601,262,262,50.886,2.818,"(c.700) 601 bronze coins: 598 sestertii (+ imitations), 2 dupondii, 1 as: Vespasian - Postumus (AD 262).","Cabinet des Médailles, Bruxelles, Belgium (37 coins); in 1959, 13 private collectors: 564 coins"
UK,2008,15050,SNODLAND 2008,16,350,353,51.331684,0.43884368,"16 copper alloy coins from a pit on the same site as the Snodland hoard, found during archaeological excavation. All 16 coins were nummi, mostly of the House of Constantine dated to AD 330-335 but the latest coin identified was a slightly worn coin of Magnentius, AD 350-353.",Maidstone Museum
Croatia,1919,5396,NOVOSELO,300,161,180,45.899,16.842,c. 300 sestertii from Hadrian to Marcus Aurelius (AD 161-180). No further information about composition of hoard.,"Archaeological Museum Zagreb, Croatia; dispersed; Ervin Meixner coll."
Poland,2006,13750,KRAKÓW - SURROUNDINGS,9,388,393,50.061604,19.939409,9 nummi found in a sandpit: Constantine I - Theodosius I (AD 388-393).,NA
Luxembourg,1881,13330,DALHEIM-RICCIACUM 1881,60,81,96,49.544,6.2588,"60 denarii (Nero to Domitian), but only 1 is known and recorded.",NA
Bulgaria,1977,10321,KREPCHEA 1977,9,222,235,43.4822,26.1341,Uknown number of denarii and antoniniani found in a ceramic vessel. 9 denarii are kept in the museum collection in Popovo: Marcus Aurelius - Severus Alexander (AD 222-235).,"History Museum, Popovo, Bulgaria; inv.no. 436"
China,1979,18853,XIAN 1979,2,491,518,34.26433175062,108.94705760395,2 clipped solidi of Anastasius (AD 491-518) found in a grave dated in the period of the Tang dynasty.,NA
Bulgaria,1956,3465,TARGOVIŠTE,280,253,260,43.533,22.704,"(4-5 kg) 280 silver coins: 75 denarii, 205 antoniniani: Vespasian - Valerian I/Gallienus (AD 253-260); silver w8: 367.8-888.5 g.",NA
Croatia,1918,4064,KOMIN,300000,275,276,46.003,16.284,"(c. 300000) silver coins: 1 denarius, 4463 antoniniani/radiates: Marcus Aurelius - Tacitus (AD 275-276).",Archaeological museum Zagreb-AMZ
"Russia, Ukraine",1958,18123,PRYBEREZHNE,95,74,75,45.145731219334,33.520692186091,Unknown originally number of coins. The hoard initially contained gold and silver coins. 95 denarii were documented: Republic - Vespasian (AD 74-75).,"Local history museum, Simferopol, (31 coins); Local Museum, Evpatoria (26 coins), Crimea; The gold coins were sold to a private collector"
France,1983,7028,BEAUMONT-SUR-OISE 1983,51,271,274,49.142,2.285,The hoard comprises 51 antoniniani (radiates) from Gallienus to Tetricus I with a tpq of AD 274.,NA
Bulgaria,2001,10150,LOMETS 3,25,238,244,42.9853,24.6736,"25 provincial bronze coins: Caracalla - Gordian III (AD 238-244). Mints: Nicopolis ad Istrum, Marcianopolis, Hadrianopolis","Regional History Museum, Pleven, Bulgaria; inv.no. 1780 1-25"
Netherlands,1864,10050,WINSUM,10,251,253,53.151,5.632,"10 silver coins: 9 denarii, 1 antoniniani(radiate) (AD 251-253).","Frisian Museum, Leeuwarden (FML A 1118-1123 en 1125-1128)"
Israel,1962,7612,KORAZIM 1962-1964 B,311,395,408,32.911,35.564,The hoard comprised 311 nummi dated between the reigns of Constantius II and Honorius/Arcadius.,Israel Antiquities Authority (311 coins)
Austria,1914,3368,OBERDORF,31,267,268,47.47,15.119,"Hoard found with pot: 19 denarii, 8 antoniniani (radiates), 4 sestertii: Marcus Aurelius - Gallienus (sole) (AD 267-268).","Landesmuseum Joanneum, Graz, Austria (inv.nos. 17274-17304)"
Germany,1980,17213,NIEDERZIER WÜSTWEILER,47,348,350,50.88333,6.46667,"A hoard of 47 late Roman coins, found on the area of a former Roman villa rustica, in front of a glas furnace (Context 1482). These archaeological remains prove that this area was still in use in the 4th / 5th century AD. The coins were found compacted close together which might indicate that they were packed together in a bag which is lost.",NA
Italy,1914,15010,OSTIA 1914 2,56,276,282,41.7316,12.281274,56 antoniniani (radiates): Gallienus (sole) - Probus (AD 276-282).,NA
Switzerland,2021,18802,BUBENDORF BL 2021,1290,332,335,47.43068,7.73753,"A hoard of 1290 nummi (aes 3), from the reign of Constantine I (AD 306-337) with the latest coins dating from AD 332-335, found near Bubendorf, in the forest in the vicinity of Castle Wildenstein. The coins were found in a pot and a piece of leather divided the coins into 2 parts.",NA
India,1974,18046,KUMBALAM,9,177,178,9.9,76.31,"Hoard of 9 aurei found in a ceramic vessel: Hadrian, Antoninus Pius 3, Antoninus Pius (Diva Faustina I) 1, Marcus Aurelius 4 (AD 177-178).","Numismatic Study Centre, Nedumangadu"
UK,2013,14592,HOLT I,931,284,286,50.826538,-2.0013681,"296 AE radiates to AD 286. The coins were 1.5ft below the plough soil with no visible signs of a container. A circular, corroded stud with a narrow band and possible inscription was also discovered with the hoard. This is believed to be Medieval or post-Medieval and, as such, is not considered part of the hoard. A farthing (Seaby, 3992) was also found with the coins during conservation.Addenda of 618 coins found in 2104 added here.",NA
Austria,1997,13294,MARTINSBÜHEL,25,348,350,47.267,11.268,25 nummi found in the prafurnium channel: Constantine - Constans/Constantius II (AD 348-350).,NA
Hungary,1822,12742,ESZTERGOM-BÁNOM,2,402,406,47.788,18.743,"2 solidi, Honorius and Theodosius II, found during some demolition works. Uncertain whether they were found together.",NA
Israel,1993,8052,CAVE OF THE SANDAL 1993 C,13,124,138,31.873432962438,35.431284221019,"The hoard(?) comprised a ""cluster"" of 13 silver and bronze coins deposited during the Second Jewish Revolt (AD 132-136).",NA
Italy,1892,6246,MONTELEONE,73,81,96,38.6733,16.0946,The hoard comprised 73 aurei from Augustus to Domitian found with an earthenware.,Private collection
UK,1996,15066,ALTON 1996 II,206,10,40,51.011488,-1.0463281,"A hoard of 206 Iron Age staters found close to where a second, smaller hoard of 50 staters was found.",British Museum
Czech Republic,1868,15972,HROZNOVÁ LHOTA,60,408,450,48.911405,17.415985,"Around 60 coins, 41 pieces are known: Vespasian – Theodosius II (AD 408-450).","Museum of Moravia, Brno, Czech Republic; Collection Červinkova"
Palestine,1935,8136,NABLUS 1935,93,211,220,32.223,35.262,The hoard comprised 93 silver coins dated between AD 211-218.,NA
Luxembourg,1974,12823,DUDELANGE 1974,17,388,402,49.49,6.06,"17 coins: imitation antoniniani (radiates), nummi: Tetricus I - House of Theodosius I (AD 388-402).",NA
France,1846,5570,MORTAGNE-DU-NORD,600,260,269,50.499404,3.453163,The hoard comprised approximately 600 silver coins (denarii and radiates). The antoniniani (radiates) were described as being of 'large and medium module' according to Bocquillet. There were 38 different types from Commodus to Postumus Found during embankment works for the Château-l'Abbaye road.,NA
UK,1884,14607,WOODCUTTS COMMON,36,154,161,50.96141,-2.0583287,"Hoard of 36 coins (31 bronze and 6 silver) ""from 76 BC to AD 180 or 270"" found during Pitt Rivers' excavations at the settlement site of Woodcutts, 6penny Handley. Said to have been found with the remains of a bronze-mounted casket near a hearth, possibly within a house.""... the discovery here, within an oblong area of ' depression ' and near a hearth, of the remains of a bronze-mounted ornamental casket, with glass, a silver spoon, a penannular brooch, etc., and 31 bronze and 6 silver coins, from Claudius I to Claudius II (268-70)"". (Hawkes, C.F.C. 1947, 'Britons, Romans, and Saxons Round Salisbury and in Cranborne Chase: reviewing the excavations of General Pitt-Rivers, 1881-1898' Archaeological Journal 104, p.46).",NA
Spain,1974,17814,CLUNIA 1974 3,89,393,395,41.7793,-3.3714,89 coins found spread close to each other in a domestic building: Celtoiberic - Theodosius I (AD 393-395).,"Museo Arqueológico de Burgos, Spain"
UK,1860,752,PLUMSTEAD,40,193,211,51.482629,0.072407512,"A hoard of 30 or 40 coins, packed in clay in the form of rouleau. 8 of them were of Trajan. The others are of Trajan, Tiberius.",NA
France,1994,7962,PREGILBERT,52,270,275,47.639,3.668,"The hoard comprised 53 antoniniani (radiates) (AD 270-275, Aurelian).",NA
Austria,1881,3292,KLAGENFURT 1881,11,251,253,46.613,14.282,11 antoniniani (radiates) found with a small ceramic vessel in a well: Gordian III - Trebonianus Gallus (AD 251-253). The hoard was found together with a brooch and/or a Gold ring (according to Dembski).,"Landesmuseum Klagenfurt, Austria (inv.nos. 1038-1048)"
Poland,1788,18733,CZECHOWO,2,430,440,54.136057529706,19.493158775512,"2 solidi, 1 of Theodosius II minted in Rome (AD 430-440).",NA
Croatia,1883,8083,BOSANSKI BROD,400,355,361,45.179,18.023,"c. 400 nummi, 172 saved for the museum in Zagreb (1883): Constantius I, Constantius III Gallus, Julian (AD 355-363).",NA
UK,2007,560,UTTLESFORD DISTRICT,40,402,406,52.044018,0.3461918,"Hoard found over a period of period of several months, with a first coin found in 2007 already. In 2009, the con10t was listed (treasure case 2009 T465) as 5 solidi (all Honorius), 12 siliquae (Julian to Honorius), 1 nummus (Constantine II Caesar) and 1 gold finger ring. A further 1 denarius, 2 solidi, and 19 siliquae were found in 2010 (2010 T670).",Saffron Walden Museum
Israel,2007,8467,YAVNE-YAM (NORTH),9,317,317,31.923,34.693,"The hoard(?) comprised 7-9 coins that were scattered on a living surface, deposited around AD 317.",NA
UK,1953,14817,"HADDENHAM, UPPER DELPHS III",6,268,345,52.337223,0.053416706,"Late 3rd - early 4th century. 7 coins of Gallienus, Claudius II, Constantine I & 2 radiates, found together in short c. 4m) excav. section of shrine enclosure ditch near entrance, with a glass bead & a cu alloy knife handle. Poss. another small hoard. The Snow's Farm/HAD III shrine complex was an octagonal shrine within a sub-square enclosure, built on top of a BA round barrow. Investigated by Bromwich in 1950s, then fully excav. in 1983. Evansand Hodder 2006 pp. 352-363. Coin report by Reece.",NA
"Russia, Ukraine",1954,12856,KERCH 1954,79,257,257,45.357,36.468,"1 drachm of Caesarea in Cappadocia (Julia Domna) and 78 antoniniani (radiates) (Julia Maesa to Gallienus), found in the northwest-west suburb of Kerch. 71 of these were published by N. Kunina in 1962. To these, Golenko adds a further 8 antoniniani.",Museum of Kerch
Algeria,1940,4869,BETTIOUA 1940,60,-215,-27,35.806,-0.267,"The hoard comprised approximately 60 Republican denarii The coins were stolen and presumably melted down soon after their discovery according to Madame Malva Vincent, Director of Excavations at Portus Magnus.",NA
Bulgaria,1906,10115,TARNAVA,74,1,500,43.5022,23.8808,74 silver coins. No further information,NA
Sweden,1876,4667,"HARDINGS 1876, 1977-1978",16,491,518,57.532402,18.332298,"7 solidi: Valentinian III, Majorian, Leo I, Anastasius 3, 1 uncertain imitation. 9 denarii: Hadrian - Commodus (AD 186-187). On the same field was found 1 gold spiral.","Swedish History Museum, Stockholm (inv.nos. 5807, 5965, 6422, 8586, 16964; KMK 100605)"
Greece,1988,6735,AKRIAI,2500,253,268,36.794176,22.785366,"The hoard comprised approx. 2500 sestertii, ranging from the 1st to the 3rd century AD, finishing under Gallienus, and found in a burial in Akriai, near Gytheion.",NA
France,1956,7358,ORCINES,800,80,81,45.783,3.012,"The hoard was found at the summit of Puy-de-Dôme amongst sherds of 1 or more ceramic vessels. It comprised approximately 800 bronze coins dating to the first century AD. Giard studied 212 coins, which equated to approximately 1 quarter of the hoard. These coins ranged in date from Augustus to Titus. The earliest coins was an as of Augustus (C. Asinius Gallus) struck in 14 BC. Numerous coins were counter-marked. TAF suggests that these were offerings (stips) to a mountain deity, which were later gathered together in a vessel.",NA
France,1982,3813,MONS-BOUBERT,572,268,268,50.105,1.837,"572 silver coins: 22 denarii, 550 antoniniani (radiates): M. Aurelius (Lucilla) - Postumus (AD 268); silver w8: 180.5-1484.6 g. Found together with Gold jewelry: 1 necklace, 2 rings, 2 sets of earrings",NA
France,1956,5800,PRESSAGNY-L'ORGUEILLEUX,37,221,222,49.13199,1.444709,37 sestertii: Hadrian - Elagabalus (AD 221-222).,NA
France,1976,7038,ÉPIAIS-RHUS BURIAL 160,24,355,361,49.123,2.065,The coins were found in a purse close to the head in Burial 160 and comprised 26 coins from Claudius II to Julian II (Caesar) along with 22 bronze and lead alloy rings. A nummus of Magnentius was found in the left hand of the burial and 2 coins of Magnentius were placed in the eye sockets of the skeleton.,NA
Switzerland,1838,6455,RISCH ZG 1838,179,241,244,47.132,8.435,"Found by labourers while ploughing a field near Ibikon. The hoard consisted of 10 silver coins and 169 aes coins, in a pot. The writ10 sources name Maximinus Thrax as latest reign represented. Today only 44 aes coins are preserved: 33 coins in the Museum für Urgeschichte(n), Zug, and 11 coins in the Schweizerisches Landesmuseum, Zürich. The latest coin preserved dates from Commodus (SFI 1707-5.1) Another 12 coins, now in the Museum für Urgeschichte(n), Zug, might be part of the same hoard (SFI 1707-5.2). The latest coin of this lot dates from Gordian III.","Museum für Urgeschichte(n), Zug; Schweizerisches Landesmuseum, Zürich"
Romania,1968,8010,MASTACĂN,344,202,202,46.797,26.495,344 denarii found with ceramic vessel: Nero-Septimius Severus (AD 202); silver w8: 629.0-1075.4g,NA
France,1964,7033,TAVERNY,3000,260,269,49.027,2.224,The hoard comprised a ceramic vessel containing between 2000 and 3000 coins. The hoard was immediately dispersed but contained at least 20 radiates of Gallienus and Postumus.,NA
Egypt,1933,7982,KOM AUSHIM A147,1486,295,296,29.51983,30.90204,1486 tetradrahms of Alexandria: Aurelian - Diocletian-Maximian (AD 295-296) in a disintegrated cloth bag on the floor of underground room J during excavations of a house.,Ann Arbor
UK,1840,1315,MANCHESTER (TRAFFORD STREET),11,81,96,53.469458,-2.257561,"A hoard of 200 coins, 'mostly silver, 10 of gold, but only a brass of Domitian', found at Crown Inn, Trafford Street, in 1840.",NA
France,1882,5957,GRAND-AUVERNÉ,30,-32,500,47.599,-1.327,"'Some years before 1882, on a Gallo-Roman site, a ceramic vessel containing 30 gold coins mixed with copper obols' was found.",NA
Serbia,1969,16558,VLAJIĆA BRDO,1292,257,258,44.359645,20.974615,1156 denarii and antoniniani (radiates) together with 136 bronze coins found in 2 ceramic vessels ranging from Trajan to Gallienus.,"National Museum, Smederevska Palanka,"
Belgium,1910,3793,MAISIÈRES,241,260,260,50.488,3.964,241 antoniniani (radiates): Elagabalus - Postumus (AD 260-269); silver w8: 67.4-624.3 g.,"Museum Mariemont, Morlanwelz-Mariemont, Belgium (241 coins)"
Bulgaria,1964,10159,GORNA ROSITSA,512,238,244,42.949,25.124,512 provincial bronze coins were found in a ceramic vessel. 480 coins are kept in the museum of Sevlievo: Septimius Severus - Gordian III (AD 238-244),"History Museum, Sevlievo, Bulgaria; inv. no. 263"
Belgium,1976,8530,QUAREGNON,15,253,260,50.444,3.865,15 antoniniani (radiates): Gordian III - Valerian I (AD 253-260).,NA
Spain,1947,17741,BASÍLICA DEL LLANO DEL OLIVAR,64,364,375,37.946529903688,-1.1053552069285,64 nummi found with a ceramic vessel within a Paleo-Christian basilica: Constantine I - Valentinian I and Valens (AD 364-375).,"Museo Arqueológico de Murcia, Spain"
UK,2013,14734,ASTON CLINTON 2013,16,388,402,51.781596,-0.71126312,"HER record of ""7 worn minims, presumably a hoard"" found by a metal detectorist in Aston Clinton in 1993.",NA
Turkey,2019,20048,BOYABAT?,782,306,306,41.465050573473,34.772948485994,782 nummi of the Tetrarchy (AD 294-306).,"Archaeological Museum, Sinop, Turkey"
Germany,1981,16751,ALZEY 1981,159,287,289,49.7462012,8.1171135,"In 1981 a hoard of 159 Antoniniani of the last third of the third century (Gallienus - Diocletian, and Gallic Empire) was unearthed during excavations of the Institute for Pre- and Early history of the University of Johannes Gu10berg at Mainz. The hoard was found in a cellar.",NA
France,1827,5537,CURGIES,449,253,260,50.33,3.603,"449 silver coins, denarii and antoniniani (radiates): Septimius Severus - Valerian I and Gallienus (AD 253-260).",Audebert
Germany,1842,17248,RÜTENBROCK,300,161,180,52.837338,7.104961,"A hoard of ca. 300 denarii, found in 1842, during peat digging, close to the so-called 'Römerbrücke' in the Bourtanger Moor. The coins are now lost, except for 2.",NA
Ukraine,1904,2995,PEREORKI,400,193,211,49.317766040351,28.407076671525,Hoard of 400 denarii found with a ceramic vessel: Trajan to Septimius Severus (AD 193-211). W8: 117.34g Found in woods buried under a tree.,"Local history museum, Kamianets-Podilskyi, Ukraine"
Romania,1990,16260,MOIGRAD-POROLISSUM 1990,7,121,122,47.1804,23.159,"7 coins found stuck together: 4 denarii, 1 plated denarius, 1 sestertius, 1 as: Mark Antony - Hadrian (AD 121-122).","County Museum of History and Art, Zalău, Romania (inv.no. CC 315/90)"
Bulgaria,2019,18654,PETRICH KALE FORTRESS,40,268,270,43.162338671768,27.643470291407,42 coins found in a 2 sqm area on a floor from the gate tower no. 1:,NA
Austria,1959,13173,AGUNTUM 1959,30,379,395,46.828,12.822,30 nummi found scattered in room 65 from a Roman building: Constans - Theodosius I (AD 379-395).,"Museum Aguntinum, Dölsach, Austria"
Ukraine,1907,18301,KIREYEVKA,6,161,180,51.603943197666,32.584704442084,"Hoard of few kilos of denarii. Only 6 coins are known: Hadrian, Antoninus Pius 4, Lucilla.","Local museum, Sosnitski, Ukraine (inv.no. 1447-1452)."
Spain,1993,4763,DOMUS A DE ROMEU,11,238,238,39.68,-0.278,"The hoard comprised 11 sestertii from Domitian to Balbinus. The coins in the hoard were stacked on top of each other and corroded together, forming a cylindrical shape. It appears they were originally in a small bag or pouch which has not been preserved.",NA
Israel,1965,8168,'REUBEN HECHT HOARD',30,67,67,31.705,35.202,"The known part of the hoard comprised 15 silver coins from the first century AD, ending with coins of the First Jewish Revolt (AD 66-73).",The Reuben and Edith Hecht Museum
"Russia, Ukraine",1896,18237,BEEL,141,218,222,44.994720306551,34.119991109254,Hoard 141 denarii found with a ceramic vessel: Vespasian - Elagabalus (AD 218-222). W8: 484.16g.,NA
Denmark,1853,13598,UDMARKEN B,53,178,192,55.104643,14.727234,"Udmarken on Bornholm has yielded 3 hoards with a total of 217 denarii. All 3, A, B, C, have been interpreted as being of either the same hoard or of chronologically identical hoards. A and B were found a week apart in 1853 and C was found in 1857. Udmarken B contains 53 of the 217 denarii.",NA
Belgium,1967,3198,CLAVIER 1967,1679,254,254,50.41,5.36,"1680 silver coins: 1085 denarii, 595 antoniniani: Commodus - Valerian I (Gallienus (AD 254); silver w8: 2151.6-3837.1 g.","Musée Curtius, Liège, Belgium"
Libya,1938,4962,MANGUB HOARD A,2208,310,312,32.895,12.174,"2208 nummi of the Tetrarchy before and after the reduction of Maxentius divided by mints. Before the reduction (36 coins): Gaul 1, Rome 6, Carthage 17, Ticinum/Aquileia 12; after reduction (2172 coins): Rome 1196, Ostia 879; Carthage 29, Ticinum/Aquileia 68.",Sabratha Museum
France,1975,7386,SANSSAC-L'ÉGLISE,39,253,260,45.052,3.779,"The hoard comprised 39 antoniniani (radiates) from Gordian III to Valerian I and Gallienus. They were found under a layer of burnt material and many of the coins were blackened, melted or twisted. 34 coins were minted in Rome, 3 in Viminacium and 1 in Cologne with the latest coin being a Cologne issue from AD 256 to 258. Although TAF notes the mint distribution, they are not assigned to coins of particular emperors.",NA
UK,1903,15302,SHERBORNE,9,20,50,51.824365,-1.7547442,"Reference to this hoard on a ticket ticket with 1 of the ANTED staters in the Evans collection. 4 coins illustrated in BNJ 1 (1904), 357, nos 14-17, then in the collection of P.W.P. Carlyon-Britton, ‘may well be from this hoard’ as well. Exact ex10t of hoard uncertain.",NA
Austria,1998,13257,VIRUNUM 1998 2,32,315,316,46.698,14.367,"32 coins found near altars in front of the Nemeseum: 29 antoniniani, 3 nummi: Valerian I and Gallienus - Constantine I (AD 315-316).",NA
UK,1997,15074,AYLESBURY AREA,41,-60,-20,52.009865,-1.0835354,"The first 3 coins were recovered on 24 August 1997, and the remainder of the initial 38 - consisting of 15 British Lb (ABC 2442) staters and 23 British Qb (ABC 488) staters - discovered in the first week of September. In August and October 1999 2 further staters were found at the same location, 1 each of British Lb and Qb. Another Lb type was found on 5 May 2001.",Buckinghamshire County Museum
Hungary,1871,7550,VÉRTESKETHELY,951,464,378,47.486,18.083,(951) 14 unknown denomination: Maximinus II Daia - Valens (AD 364-378).,NA
Egypt,1891,7776,LOWER EGYPT A34,3000,98,117,30.044,31.236,"3000 bronze Alexandrian coins, 'mostly drachms', 1st century and early 2nd century. Intact hoard belonging to ""qualche officina m1taria"".",Dattari's collection; dispersed
Israel,1960,7657,'ISFIYA,4560,52,53,32.721,35.059,"The hoard comprised 3850 Tyrian tetradrachms, 110 drachms, and 275 Roman denarii.",Israel Antiquities Authority (737 coins: IAA 5876-5881; 8782-9512); Kadman Numismatic Pavilion at Muza Eretz Israel Museum Tel Aviv (304 coins); Kibbutz Hanita Museum (64 coins); the Rueben and Edith Hecht Museum (81 coins)
UK,2002,14774,"ROWLER MANOR ROMAN VILLA, CROUGHTON 2002",14,330,361,52.010714,-1.2000779,"Roman settlement at Rowler Manor Estate first recorded in 1991 during archaeological watching brief, when Roman pottery & 2 coin hoards were recovered. Later investigation revealed st1 building remains & 4th C. mosaic floor. APs suggest this just 1 of many buildings in much larger complex over 5ha in ex10t.During excav. in 2002, demolition layers removed from Room C, & comprised silty sand, mortar, limest1 frags., st1 & ceramic tile frags. & charcoal. Within context 12 were 14 coins of Constantinopolis to Constantius II & House of Constantine.Guest, P. 2008. The Roman coins. In M. Dawson Excavation of the Roman villa and mosaic at Rowler Manor, Croughton, Northamptonshire. Northamptonshire Archaeol. 35: 45-93.",NA
Poland,1900,13473,MIEDZIANKA,40,193,198,50.841389,20.364722,40 denarii: Titus - Pertinax (AD 193).,NA
Spain,2010,17592,SEGÓBRIGA 2010,32,138,161,39.8909,-2.8105,32 bronze coins found glued to each other: Domitian - Antoninus Pius (AD 138-161).,NA
France,1895,5941,REZÉ 1895,24,271,274,47.187,-1.581,"The hoard comprised 'numerous Roman coins, which the finder distributed amongst his friends.' The finder's daughter possessed 24 which included coins of Valerian I, Victorinus, and Tetricus I. The hoard was found during ground levelling works",NA
Portugal,1939,17736,SAROLA,115,307,337,41.627170313633,-8.3058953287181,115 nummi of Constantine I found with a ceramic vessel.,NA
France,1828,5605,CROISILLES,150,309,309,50.2,2.878,150 nummi of GENIO POPVLI ROMANI type of 3 different module sizes.,NA
Netherlands,1894,12569,VOORBURG-ARENTSBURG 1894,3,213,213,52.064,4.351,"3 aurei: Trajan, Septimius Severus, Caracalla (AD 213).","Rijksmuseum van Oudheden, Leiden, Netherlands"
Bulgaria,1960,2762,MIKRA 1960,995,253,268,43.035,24.522,"(c. 1000) 995 silver coins: 203 denarii, 792 antoniniani: Vespasian - Valerian I/Gallienus (AD 253-268); silver w8: 1277.0-2659.3 g.",NA
Sweden,1931,15521,SMISS,27,527,565,57.55138,18.400293,2 denarii (Hadrian and Commodus for Crispina) and 25 solidi: Honorius - Justinian I (AD 527-565). Found together with several gold fragments and 1 piece of bronze.,"Swedish History Museum, Stockholm (inv.no. 19800b ß denarii; 19130, 19310, 19536, 19800, 20214)"
Bulgaria,1980,10337,TRESKAVETS,29,222,235,43.1652,26.3219,Unknown number of silver coins. 29 coins entered the museum collection in Targovishte: Vespasian - Severus Alexander (AD 222-235).,"History Museum, Targovishte, Bulgaria; inv.no. 1336 1-29"
