country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Ukraine,2010,18634,ZHULYCHY,90,195,197,49.8722,24.8866,"Unknown originally number of coins, around 160-200 denarii. Only 90 were documented: Otho - Clodius Albinus (AD 195-197).",NA,II century
Austria,1850,6150,EBERSTALLZEL,2,138,161,48.044,13.981,Hoard of unknown number of bronze coins. 1 coin of Antoninus Pius and 1 of Faustina I (Augusta/Diva) were seen.,NA,II century
France,1841,6317,LYON 1841,2005,193,196,45.764,4.826,"The hoard was found in a niche in a wall structure and comprised an 'important assemblage of gold and silver Roman coins which were dispersed amongst the workmen. It appears that there were more than 2,000 coins, mostly silver issues dating up to the reign of Septimius Severus. There were two aurei of Commodus mounted in jewellery. Comarmond notes two aurei of Nero and a gold quinarius of Commodus. Issues of Septimius Severus and Julia Domna were numerous and well-preserved, but there were no coins of Caracalla or Geta. There were also numerous items of gold jewellery, weighing a total of 741g, which the brother supervising the works managed to collect together. The jewellery was the subject of a detailed publication by Comarmond. The hoard was found by workmen digging foundation trenches for a new boarding school run by the Christian Brothers.",NA,II century
Romania,1910,12026,DĂENI 1910-1911,20,138,161,44.845,28.131,Unknown number of initial coins. 20 pieces - unknown metal - are kept in the Coin Room of the Institute of Archaeology in Bucharest: Trajan - Antoninus Pius (Ad 138-161).,"Coin Room of the Institute of Archaeology, Bucharest, Romania",II century
Poland,1829,13433,GOSTYNIN,83,117,138,52.429167,19.461667,83 denarii: Nero - Hadrian (AD 117-138).,Lost,II century
Luxembourg,1983,12838,GIVENICH,26,195,195,49.748,6.479,26 sestertii: Trajan - Septimius Severus (AD 195).,André Schoellen,II century
Netherlands,2017,12636,HAPS 2017,32,197,198,51.69,5.861,"32 coins: 1 republican denarius, 31 bronze coins: Augustus - Septimius Severus (AD 197-198).",NA,II century
Tajikistan,1930,17586,MUJUM,300,185,185,39.875060438664,69.187965888178,"A hoard of 300 Roman denarii ranging from Vespasian to Commodus (AD 74). Only 19 coins have been recorded. Based on the portrait style, the coins seem to be imitations of known genuine types.","Private collection A.A. Tarpi, Dushambe, Tajikistan",II century
Romania,1956,16342,GHINDĂUANI,38,193,193,47.110432,26.338932,Hoard discovered on the surface and during the archaeological investigations: Trajan – Septimius Severus (Clodius Albinus Caesar) (AD 193).,"History Museum, Târgu Neamț (23 coins); History Museum, Piatra Neamț (7 coins); private collections (6 coins)",II century
Romania,1963,2941,FĂUREI,42,193,194,46.911546,26.709364,Unknown originally number of coins. 42 denarii: Otho - Septimius Severus (AD 193-194); silver weight: 78.0-122.8 g.,NA,II century
Egypt,1895,7778,KÔM EL-ASL A36,62,127,128,29.542,31.008,62 tetradrachms of Alexandria: Claudius I - Hadrian (AD 127-128),Dispersed. Detailed list in Oxford,II century
Poland,1964,13509,SKIERNIEWICE-RAWKA,500,114,117,51.975,20.22,Around 500 denarii. Only three are known from Domitian and Trajan.,"Muzeum Archeologiczne i Etnograficzne w Łodzi, Poland (3 coins)",II century
Bulgaria,1940,10110,MIZIA,50,161,180,43.687,23.853,50 denarii found in a ceramic vessel: Vespasian - Commodus (AD 180-192).,NA,II century
Czech Republic,1923,15876,VELIM 1923,3,117,138,50.059408,15.109102,"Group of 3 coins: Domitian denarius, Trajan denarius, Hadrian sestertius (AD 117-138).","Regional museum, Kolín, Czech Republic",II century
Portugal,1950,12888,NORTH PORTUGAL 1960'S,55,154,157,41.31,-7.742,55 bronze coins with unknown findspot except for the mention north Portugal,Lost,II century
Egypt,1905,7803,TELL EL-MASKHUTA A61,645,169,170,30.552,32.099,"645 Alexandrian tetradrachms: Nero - Marcus Aurelius (AD 166-167) purchased by Currelly and Frost from ""native diggers"".",NA,II century
Poland,2006,13657,GDAŃSK CHEŁM,2,161,161,54.339952,18.619396,"Two denarii found on a field by chance: Antoninus Pius, Marcus Aurelius for Antoninus Pius (Divus).",Private collection,II century
Switzerland,1965,6440,AIROLO TI - MADRANO 1965 / TOMB 1,8,161,161,46.526,8.628,"The hoard comprised 1 denarius (Diva Faustina I) and 8-9 aes coins ranging fro Hadrian to Faustina II. They were recovered during the excavation of a inhumation burial (tomb 1/1965) in the necropolis and were interpreted as the contents of a purse. Only 5 coins are preserved today, but descriptions of the other ones exist.","Ufficio dei beni culturali, Bellinzona (5 coins); lost (4-5 coins)",II century
France,1936,6331,VILLEURBANNE 1936,45,103,111,45.775,4.851,Unknown originally number of aurei. Forty-five coins from Nero to Trajan were recovered. Seventeen coins were studied in detail. Nine coins were acquired in 1937 by the mayor of Villeurbanne.,Mayor of Villeurbanne (9 coins) in 1937,II century
France,1865,7224,MORIENVAL 1865,72,193,193,49.298,2.92,72 sestertii found with a ceramic vessel: Augustus - Didius Julianus (AD 193).,NA,II century
Austria,1964,13144,DORNHOF,79,134,138,46.774,14.331,"79 coins: 6 denarii, 45 sestertii, 16 dupondii, 12 asses found with shreds from the ceramic vessel: Galba - Hadrian (AD 117-138).","Kärnten Landesmuseum, Klagenfurt, Austria",II century
"Israel, Palestinian Territories",1967,7631,HERODION 1967,831,134,135,31.667,35.243,The hoard comprised 831 bronze coins from the Second Jewish Revolt (AD 132-136).,NA,II century
France,1881,6071,NIEUL,3,156,161,45.924,1.171,"Three aurei found at the bottom of ""an old wall"": Faustina I, Faustina II under Antoninus Pius, Marcus Aurelius (Caesar). The hoard was found by a farmer.",NA,II century
Netherlands,1997,9940,LINDEN 1997,97,166,167,51.748,5.829,"97 coins: 1 denarius and 96 bronzes found concentrated around an earthenware dish within a level of a building: Republic - Marcus Aurelius (AD 166-167). The coins were found together with a brooch, as well as several pieces of pottery and nails.",Private collection,II century
Slovenia,1827,8967,SV. MARJETA,3,174,175,46.261,15.281,(?) 3 denarii: Antoninus Pius - Marcus Aurelius (AD 174-175).,Dispersed,II century
France,1977,6965,PARIS IVE (QUARTIER NOTRE-DAME) 1977,6,180,192,48.853143,2.348163,The hoard comprised a burned pottery vessel containing 6 sestertii from Trajan to Commodus.,NA,II century
France,1969,8672,VIENNE 1969 A,5,134,138,45.532,4.875,Grave find of 5 denarii (1 plated) Vespasian to Hadrian (AD 134-138),NA,II century
Germany,1867,17183,GRÄPEL,364,191,192,53.567856,9.179743,In 1867 west of Gräpel on the right bank of the Oste river coins were found 2 ft deep during the removal of sand from a ridge of hills. The find totals ca. 350+ denarii (Augustus? - Commodus).,NA,II century
Austria,1980,13269,PARNDORF 1980,48,141,161,47.995,16.858,49 denarii found with a ceramic vessel: Republic - Antoninus Pius (AD 141-161).,NA,II century
France,1764,5937,NANTES 1764,81,117,138,47.219,-1.551,"The hoard comprised a large number of Roman coins which were shared out between the finders. Fournier compiled a list, suggesting that 39 were of Nerva (and Trajan?) and 42 of Hadrian.",NA,II century
Belgium,1896,8267,PEER,23,117,138,51.133,5.454,23 denarii: Republic (L. Thorius Balbus) - Hadrian (AD 117-138).,NA,II century
Ukraine,2016,20674,KYIV REGION 2016,291,180,192,50.1812553789,30.2157138996,"A hoard of 291 Roman imperial denarii: Hadrian – Commodus (AD 180-192) and their imitations was found by two treasure hunters in early June 2016 in the Kyiv region. Information about the find and photos of the coins were published by one of the finders on the Ukrainian treasure hunting forum Violity on June 21, 2016. The finder reported that the coins were collected from an area of 3 square meters. The first coins were found at a depth of 10-20 cm, although the pit for their search was dug about 1 m deep. Some coins have traces of bronze oxides. In general, the preservation of coins is good (weak wear). In August 2016, the entire hoard was sold at a Violity auction. The further fate of the coins is unknown.",Sold,II century
Ukraine,1929,18300,TURIYA 1929,49,180,192,48.877640964575,31.639391049878,"Hoard of 49 coins and jewelry was found with a ceramic vessel: Vespasian - Commodus (AD 180-192). Jewelry: bronze loop, bronze buckle, silver buckle, 7 silver rings, 39 pearls of amber, coral, glass.","Local history museum Cherkasy, Ukraine (inv.no. 190092 - vanished in 1941-1945)",II century
Poland,2007,13495,PRZEZWISKA,28,194,197,52.1201,19.6482,Around 200 denarii. The person who ppresented 46 denarii mentioned that in total may have found around 200 pieces. Only 28 coins could be described. One denarius of Antoninus Pius was found in 2010: Vitellius - Clodius Albinus (AD 194-197).,NA,II century
Slovenia,1912,8869,STARI TRG,63,145,161,46.4978,15.0847,63 denarii found within the ruins of a Roman house: Galba - Antoninus Pius (AD 145-161). The silver link found with the coins may suggest a bag as the container.,Dispersed,II century
Poland,1929,13409,CHMIELÓW PIASKOWY,338,193,196,50.943777,21.325788,Around 400 denarii found with a clay pot. 338 coins are known: Nero - Septimius Severus (Julia Domna) (AD 193-196).,"National Archaeological Museum, Warsaw (294 coins), Museum Sandomierz (8 coins), Museum Ostrowiec Świętokrzyski (12 coins), Poland",II century
France,1983,11679,FLEURINES 1983-1984,2,152,153,49.242,2.6257,"Two aurei, Domitian (Caesar), Marcus Aurelius (Caesar) found in sequential years, in the same forest. Close chronological range.",Private collection,II century
Germany,1931,17016,KASTELL ZUGMANTEL TOR,14,139,161,50.18977,8.20364,"In 1931, 14 bronze coins (Domitian to Antoninus Pius) were found on the surface in front of the southern gate of the Roman fort, which were oxidised together in a clump. Some specimens show exposure to fire.",NA,II century
Lithuania,1943,15454,NOREIŠIAI,5,138,161,55.714077,23.029578,"Circa 150 coins found with a ceramic vessel. Only 5 sestertii are known: Hadrian 1, Antoninus Pius 1, Faustina I (Diva) 1, 2 uncertain issuer.","Museum ""Ausra"" Šiauliai, Lithuania",II century
Israel,2002,8472,HAR YSHAI CAVE,8,132,136,31.452225076871,35.384799336223,The hoard comprised 8 bronze coins of the Second Jewish Revolt (AD 132-136) found with traces of a leather bag.,NA,II century
Poland,1900,13473,MIEDZIANKA,40,193,198,50.841389,20.364722,40 denarii: Titus - Pertinax (AD 193).,NA,II century
France,1945,5863,TEILLÉ,16,138,161,47.461,-1.279,"The hoard comprised 16 coins with the denominations not given. The hoard was found on the Barre farm, while making repairs to the farmyard.",NA,II century
Belgium,1765,6136,OEDELEM,50,153,155,51.169,3.34,"(50-60) 13 bronze coins: 12 sestertii, 1 dupondius: Domitian - Antoninus Pius (AD 153-155).","Collection J. De Bast (13 coins), in 1808",II century
Poland,1820,13544,ZAKRZÓW,14,196,198,50.481111,18.085278,Unknwon number of denarii found with an iron vessel. Only 14 denarii were identified: Nero - Septimius Severus (Caracalla Caesar) (AD 196-198).,Lost,II century
Romania,1943,16330,SOCEA,1023,180,192,46.738706,26.562855,"1,022 denarii: Republic – Commodus (AD 180-192). The first lot of coins was found in 1943, the second one it was pretended to have been discovered in 1970 at the same place and by the same person. In fact there was just one hoard.","History Museum, Piatra Neamț, Romania (537 coins)",II century
Romania,1836,16288,BOGDANA,180,161,180,46.187148,26.842548,180 coins ending with issues of Marcus Aurelius (AD 161-180). Trajan was the other issuer recognized among the coins of this hoard.,NA,II century
Israel,2009,7595,TE'OMIM CAVE (B),10,132,136,31.726233729437,35.020295136245,The hoard comprised 9 silver coins and 1 bronze coin dated to the second century AD.,Israel Antiquities Authority (IAA 135172-135181),II century
Germany,1824,17234,SPAHN,150,141,180,52.865216,7.581761,"A number (possibly 150) of Roman silver coins (possibly Nero - Antoninus Pius / Marcus Aurelius), found in the vicinity of the Herren-Holz, a quarter of an hour north of Spahn, lying on a mound of earth.",NA,II century
Germany,1870,17155,BRAUNSCHWEIG DOWESEE,4,161,180,52.2922,10.5307,"Four bronze coins (Trajan - Marcus Aurelius), found on the Dowe-See estate on the Bullenteich in Braunschweig, next to other small Roman objects (bronze fibula, bronze ring, glass pearls, spindle whorl, etc.).",NA,II century
Romania,1867,2613,ALBA IULIA 1867,612,184,185,46.066,23.572,"(700) 612 silver coins: 610 denarii, 2 drachmas: Nero-Commodus (AD 184-185).",NA,II century
France,1834,7398,AMIENS 1834,402,181,183,49.894,2.296,"The hoard comprised more than 400 worn coins including issues of Nero, Trajan, Hadrian, Antoninus Pius and Crispina.",NA,II century
Romania,1868,2610,DUMBRĂVIOARA,300,180,183,46.64,24.638,"(c. 600) 300 silver coins: 299 denarii, 1 drachm: Mark Antony - Commodus (AD 180-183).",Lost,II century
Spain,1987,17566,VILLA DE LA FUENTE DE LAS PULGUINAS,5,138,161,38.246600042631,-1.4216046991858,"Five bronze coins found one next to the other: as Republic, 3 asses Hadrian, 1 dupondius Antoninus Pius.","Museo de Siyâsa, Cieza, Spain",II century
France,1861,7106,ÉTREUX,40,161,180,49.991,3.654,"The hoard comprised numerous copper-alloy vessels, a mirror, a folding seat, Samian ware cups and plates and six glass bottles, one of which contained 40 very worn sestertii and dupondii of Nerva, Hadrian, Antoninus Pius, Marcus Aurelius and Faustina II.",Musée de Laon,II century
Sweden,1862,15538,RÖSTÄDE,15,161,180,57.559625,18.508925,15 denarii: Vespasian/Titus - Marcus Aurelius (AD 161-180).,"Swedish History Museum, Stockholm (inv.no. 2985)",II century
Romania,1933,16317,FEDELEȘENI,46,180,192,47.122581,26.974436,"Hoard of at least 46 denarii: Nero – Commodus (AD 180-192). Possible, part of the hoard from Strunga.","National History Museum, Bucharest, Romania (25 coins)",II century
Germany,1937,16564,FAIMINGEN 1937,9,180,183,48.561842,10.407796,"In 1937 a small hoard of 9 sestertii (Trajan - Commodus) was found in the north of Faimingen in the foundation walls of a Roman building, between the Roman road and the contemporary road.",Museum Dilligen,II century
Belgium,1936,8202,ACHEL,73,180,192,51.2536,5.5047,73 bronze coins: Vespasian - Commodus (AD 180-192).,Collection Allen and Claassen,II century
Poland,1903,13647,DURĄG,2,169,170,53.613983,20.026722,"Two denarii found together: Hadrian, Marcus Aurelius.",NA,II century
Serbia,1911,2779,MISAČA,53,156,161,44.359593,20.545705,53 denarii: Galba - Antoninus Pius (AD 156-157).,Zemaljski muzej Bosne i Hercegovine (National Museum of Bosnia and Herzegovina) Sarajevo (32 coins) - 1981,II century
"England, United Kingdom",1999,14569,ST. EVAL,9,186,187,50.499242,-5.0330286,"Penhallurick (2009, 245 no. 251) records a metal detector find of 9 sestertii found in an area of about 50 square metres in the same field. Considered to be part of a scattered hoard.",NA,II century
Germany,1836,17363,GÜNSTEDT,230,193,197,51.221634,11.081359,"A hoard of denarii, found in an earthenware container, together with three silver bracelets, during the construction of the road from Kindelbrück to Weißensee, under an area of arable land. The content of the hoard was dispersed, but it could have amounted to more than 230 denarii.",NA,II century
Italy,1957,12539,ODERZO 1957,139,161,180,45.78,12.497,"A large hoard of denarii and a few bronze coins was found during construction works in 1957. Only 139 coins (Vespasian-Marcus Aurelius, 70-180 AD) were recovered but subsequently stolen in 1972-1973.","Museo Civico, Oderzo, Italy",II century
Egypt,1900,7801,DIMAI A59,41,164,165,29.535987260319,30.668637885638,41 Alexandrian bronze coins: Trajan - Marcus Aurelius (Faustina II) (AD 164-165). Found during excavations .,"Exhibited in London 1902, now in Toronto. Detailed list in Oxford",II century
France,1800,7244,LE VAUMAIN,100,138,161,49.336,1.87,"The hoard comprised 100 Roman coins, including one of Antoninus Pius.",NA,II century
Austria,1979,13273,URSCHENDORF,5,152,153,47.783,16.094,"5 coins found scattered near a disturbed grave within a cremation necropolis: Hadrian 1 as, Antoninus Pius 4 sestertii (AD 152-153).",NA,II century
Romania,1970,16290,BREHUIEȘTI,7,166,167,47.703298,26.536087,"7 denarii: Vespasian 3, Nerva 1, Trajan 1, Marcus aurelius 2 (AD 166-167).",NA,II century
France,1980,7557,SEURRE,7,136,136,47.0024,5.1493,"The hoard comprised an unknow number of aurei, at least 12(?), from Vespasian to Hadrian (AD 136).",NA,II century
France,1848,5752,ACLOU,50,138,161,49.166,0.706,"The hoard comprised 50 Roman coins which were thought to be bronzes. There is no further information on denominational composition. It was found on communal heathland and pasture, at a very shallow depth. The majority of the coins were collected together by M. Auvray, mayor of Aclou.",M. Auvray,II century
Ukraine,1896,18176,PLOSKA,290,138,161,47.9042,25.1377,"Hoard of 300-400 denarii. Only two coins are documented: Trajan, Antoninus Pius.",NA,II century
Bulgaria,1961,2935,DEVENE,28,165,166,43.4125,23.6146,Unknown initial number of coins: 28 denarii: Vespasian - Marcus Aurelius (AD 166); silver weight: 54.2-84.4g.,"Regional History Museum, Vratsa, Bulgaria; inv.no. M I 233-250",II century
Israel,2006,7728,SHU'AFAT 2006 B,11,117,138,31.814,35.234,The hoard comprised 11 bronze coins dated between 175-164 BC and AD 117-138.,Israel Antiquities Authority (IAA 113003-13),II century
France,1983,7077,CHÂTEAUBLEAU SANCTUARY,6,153,153,48.5922,3.1091,The deposit was found under a second century occupation layer in the central part of the Gallo-Roman spring sanctuary and comprised 4 sestertii from Trajan to Antoninus Pius and two asses of Antoninus Pius with a tpq of AD 153 to 154.,NA,II century
Romania,1925,16271,STRUNGA 1925,10,161,180,47.164718,26.957506,"Unknown originally number of denarii. 10 coins were seen: Vespasian 2, Trajan 4, Antoninus Pius 1, Marcus Aurelius 3. Possible, part of the same hoard with Strunga II and III.",NA,II century
Bulgaria,1960,9621,BEZHANOVO 2,500,161,180,43.229,24.396,500 denarii: Vespasian - Marcus Aurelius (AD 166). TR POT XX IMP IIII COS III,"Okrazen Istoriceski Muzej, Pleven, Bulgaria; circa 250 coins, inv.no. 853 1-128",II century
Netherlands,1908,12619,HEES 1908,18,161,180,51.8423,5.8299,18 bronze coins: Augustus - Marcus Aurelius,NA,II century
India,1956,18492,NAGARJUNAKONDA 1956-1957,2,141,141,16.521894,79.24285,"Hoard containing, among others, an aureus of Antoninus Pius for Faustina I (Diva) and an imitation of Tiberius aureus.","Archaeological Museum, Nagarjunakonda",II century
Sweden,1890,15543,ÖSTER RYFTES,16,183,184,57.654401,18.593807,"Originally 17 denarii, 16 preserved: Trajan - Commodus (AD 183-184); silver weight: 44.65 g. (16 coins). Together were also found: 1 gold bracteate, 1 gold finger ring, 2 neck-rings of bronze with silver mountings, 2 somewhat smaller bronze rings, 1 bronze clasp, 1 bronze strap-end, several bronze spirals, 1 amber bead, 2 coral beads.","Swedish History Museum, Stockholm (inv.no. 8793)",II century
Belgium,1890,8296,WAUDREZ,76,134,138,50.413,4.149,76 denarii: Vespasian - Hadrian (AD 134-138).,"Collection Baron of Senzeilles (76 coins), in 1890",II century
France,1830,7295,LA-CHAPELLE-SAINT-SAUVEUR,324,138,161,46.844,5.269,The hoard comprised 2 batches containing 24 bronzes from Trajan to Antoninus Pius for the first and 300 bronzes for the second.,NA,II century
Netherlands,1990,13959,NEDERWETTEN 1990,21,138,161,51.49,5.518,"Hoard of 21 sestertii. Among them coins of Domitian, Nerva, Hadrianus and Antoninus Pius (AD 138).",NA,II century
Slovakia,1929,8239,HRIŇOVÁ,5,138,143,48.5747,19.5228,"14 denarii found with ceramic vessel of which only 5 are known today: Trajan 2, Hadrian 1, Hadrian (Antoninus Pius Caesar) 1, Antoninus Pius 1 (AD 140-143).",NA,II century
Russia,1876,18203,RYLSK,50,187,188,51.571124206995,34.679986082518,"Hoard of 50 denarii. Only 8 pieces are documented: Antoninus Pius 3, Marcus Aurelius (Antoninus Pius Divus), Commodus 4.","National Museum of History, Moscow, Russia (inv.nos. 14863, 14865-14869)",II century
Austria,1993,13264,LAURIACUM 1993,8,159,160,48.221,14.474,"8 coins: 7 denarii, 1 sestertius found in a destruction layer caused by fire: Vitellius - Antoninus Pius (AD 159-160).",NA,II century
Poland,1926,13447,KACICE,2,103,111,50.245833,20.031944,"""1 litra"" of coins found with a ceramic vessel. Only 2 denarii are known: Domitian, Trajan.","National Archaeological Museum, Warszaw (2 coins), Poland",II century
Romania,1964,2946,GHIRIȘA,151,197,198,47.604,22.798,(c. 220) 151 denarii: Vespasian - Septimius Severus (AD 197-198); silver weight: c. 367.1-588.9 g.,"County Museum Satu Mare, Romania",II century
Switzerland,1826,6430,SCHLEITHEIM SH 1826-1908,7,106,106,47.742,8.478,"The hoard comprised 7 aurei terminating in an issue of Trajan dating to AD 106. From 1826 to 1908, 7 Roman aurei were found by chance in the fields, all in the same region (Salzbrunnen and Z'underst Wyler), at a maximum distance of ca. 150 meters. These could be single finds or rather a dispersed hoard? Found in 1826: Nerva; 1859: Nero; 1894: Vespasian; 1896: Trajan; 1899: Nerva; 1907: Galba; 1908: Trajan.",Kantonsarchäologie Schaffhausen (4 coins); Schweizerisches Landesmuseum Zürich (2 coins); Bernisches Historisches Museum (1 coin),II century
Greece,1953,6845,AMPHIPOLIS 1953,23,177,192,40.82442,23.84618,"A hoard of 5+ Roman provincial coins (Thessalonica: 1; Amphipolis: 4, Marcus Aurelius and Commodus), found in a grave in Amphipolis (Grave 1) in 1953. Archives in the Ephorate mention 18 further coins, but these could not be traced any more.","Archaeological Museum, Kavala",II century
Romania,1970,16267,DRĂGEȘTI,18,134,138,46.249111,27.191253,"Unknown originally number of coins. 18 denarii are kept at the Institute of Archaeology ”A.D. Xenopol” Iași, Romania: Vespasian – Hadrian (AD 134-138).","Institute of Archaeology ”A.D. Xenopol” Iași, Romania (inv.nos. 2042-2059).",II century
Bulgaria,1981,10465,SHABLA,25,138,161,43.54,28.532,(50) 25 denarii: Vespasian - Antoninus Pius (AD 138-161). Found together with a silver bracelet.,NA,II century
Poland,1745,13667,JUSZKOWO 1745,3,180,180,54.2572,18.6076,"Three denarii found in a funerary urn together with an amber bead and a wire link ring: Domitian, Hadrian Marcus Aurelius (Divus) (AD 180).","Museum Gdansk, Poland",II century
Greece,2006,6858,PHILIPPOI 2006 T45,13,103,111,41.025,24.339,"13 coins (10 provincial coins of Philippi, 2 denarii of Trajan and 1 imperial bronze of Domitian) found in grave T45 in the eastern cemetery of Philippi.",NA,II century
Belgium,1945,8631,CHIMAY 1945-1950,36,180,183,50.048,4.315,"36 sestertii, but only 16 are identified: Trajan - Commodus (AD 180-183).",NA,II century
Egypt,1900,7789,TELL UMM EL-BREIGAT A47,14,138,161,29.1078,30.7665,"14 Alexandrian coins: 13 tetradrachms, 1 drachm: Nero - Antoninus Pius (AD 138-161). Found during excavations.","Museum of Anthropology of the University of California, Berkeley, USA (1935)",II century
Germany,1836,17190,FICKMÜHLEN,47,165,176,53.637734,8.784513,"A hoard of 47 denarii (Vespasian - Marcus Aurelius), found in a megalithic grave in an urn also containing ashes. The grave was located 20 m away from the mansion of Fickmühlen.",NA,II century
India,1983,18555,VALUVALLY,263,145,161,10.118056,76.256389,A hoard of Roman aurei and their imitations was discovered in an earthen pot: Nero - Antoninus Pius (AD 145-161).,"Numismatic Study Centre, Nedumangadu",II century
France,1909,5684,LA FEUILLIE,100,161,180,49.462537,1.5140229,The hoard comprised 'a vessel containing 100 sestertii': Antoninus Pius - Marcus Aurelius (AD 161-180).,NA,II century
Armenia,1955,17473,GAṘNI [ԳԱՌՆԻ] 1955,48,185,191,40.1195,44.723,"A hoard of 48 denarii, ranging from Vespasian to Commodus, discovered in the fortress of Gaṙni in 1955.",History Museum of Armenia,II century
"England, United Kingdom",1990,2284,DOWNTON,16,154,155,50.988123,-1.7449252,8 Roman bronze coins to Antoninus Pius plus 8 Durotrigan cast bronze coins,NA,II century
Slovenia,1850,8963,PLANINA PRI SEVNICI 1850,150,161,180,46.104,15.405,Circa 150 bronze coins. Only 2 sestertii and 2 dupondii of Antoninus Pius and Marcus Aurelius were seen.,Dispersed,II century
Ukraine,2017,20676,KYIV REGION 2017,138,161,180,50.1812553789,30.2157138996,"A hoard of 138 Roman imperial denarii: Galba - Marcus Aurelius (AD 180-161) was discovered by a treasure hunter in 2017 in the Kyiv region. The first information about the hoard and photos of 60 coins were published on the Ukrainian treasure hunting forum Violity on January 6, 2017. Then the treasure hunter went to the hoard findspot nine more times and found a different number of coins: 24 January (2 coins), 25 January (7 coins), 24 February (8 coins), 15 May (1 coin), 12 June (1 coin), 3 August (1 coin), 4 August (19 coins), 14 August (38 coins) and 20 August (1 coin). According to the finder, the deposit was found in the forest, under the trees. In the photograph on forum a small pit in the sandy soil (up to 50 cm deep) located on a slight slope can be seen. A few coins were closer to the surface, the main butch was deeper. The hoard was in a reddish-colored pottery vessel, of which several fragments have survived (according to the finder it was a “pot”, but judging by the photographs it was a pottery bowl). The coins are in very good condition (minimal wear). The coins were sold one by one at the Violity auction.",Sold,II century
Ukraine,1921,18235,TEPTIEVKA,320,193,193,49.542568869933,30.948849433486,Hoard of 320 denarii found with a ceramic vessel: Nerva - Pertinax (AD 193).,NA,II century
Georgia,1930,16059,NOSIRI,18,138,161,42.260933,42.116558,"18 Cappadocian silver coins (didrachms, drachms and hemidrachms), sold to the museum of Zugdid by a farmer in the 1930s. The coins range from Vespasian to Antoninus Pius (AD 138-161), with 10 specimens being illegible. The coins were examined by Zograf in 1937.","National Museum Georgia, Tbilisi",II century
"Israel, Palestinian Territories",1980,8514,UNAVE TZA'IR,100,132,136,31.41,34.976,The hoard comprised approximately 15-20 tetradrachms and 70-80 denarii from the Second Jewish Revolt (AD 132-136).,NA,II century
Greece,1850,6741,KRANI,595,180,180,38.183,20.523,"A hoard of at least 595 denarii, ranging from Nerva to Crispina, found in the middle of the 19th century in the fortress of Krani in Cephalonia. The coins were given to the Numismatic Museum by the Phocas-Kosmetatos family (in 1970 and 1972).",Numismatic Museum Athens,II century
Greece,1987,6891,SEVASTI 1987 GRAVE 5,14,169,180,40.359,22.544,"14 coins ranging from Trajan to Marcus Aurelius (1 denarius of Trajan; 11 provincial coins: Dium, Koinon of Macedonia, Stobi; 2 uncertain), found in grave 5 in Sevasti.","Archaeological museum, Thessaloniki",II century
France,1858,5630,PERNES-LÈS-BOULOGNE,176,161,180,50.751893,1.701299,The hoard comprised between 150 and 175 bronze coins 'mostly of the Early Empire'. One coin bears the effigy of Faustina II,NA,II century
Germany,1964,17041,NIDA 1964,5,141,161,50.1547,8.635,"The hoard (5 bronze coins ranging from Domitian to Faustina I) was found in 1964 northwest of the Jewish cemetery in house pit 27-29 of Ernst-Kahn-straße, in a depth of 30 cm. The coins lay in a varnished pot. The hoard remain in private possession.",NA,II century
Germany,1880,6140,TRIER 1880S,10,143,144,49.75565,6.63935,"A hoard of 10 aurei (Domitian - Antoninus Pius), found in the 1880s in Trier, in a small earthenware container; it was published in 1928 as part of the collection of Dr. Leopold Seligmann.",NA,II century
"England, United Kingdom",1832,103,HORSEHEATH 1832,200,161,169,52.097331,0.37819059,"Approx. 200 Roman silver coins found by chance as a waggon had crushed the jar that contained them. One of the accounts relating to this find gives a list of emperors: Nero, Vespasian, Titus, Domitian, Nerva, Trajan, Hadrian, the two Antonines, Faustina and L. Aelius Verus.",NA,II century
Romania,2012,18913,ADAMCLISI 2012,36,169,170,44.059750856156,27.947745548689,Unknown original number of coins. 36 denarii were recovered: Trajan - Marcus Aurelius (AD 169-170).,"Local Museum Adamclisi, Romania",II century
"England, United Kingdom",2008,14956,OSWESTRY AREA II,23,161,176,52.863042,-3.0263448,"100 denarii found in June 2008 (Oswestry Area I), followed by a further 23 denarii found in September 2008 (Oswestry Area II), both up to Marcus Aurelius. These were regarded as two separate groups, even if the date range is similar.",NA,II century
Germany,1863,16589,SCHLOSSAU,21,112,114,49.541073,9.15172,"The hoard was discovered after 1863 in the rubble from the excavation of the bathhouse. It comprises 21 aurei, ranging from Nero to Trajan.",NA,II century
Ukraine,1883,18198,PLOSKOYE,200,193,193,49.73820484658,29.293336162867,Hoard of more than 200 denarii. Only 10 were documented: Hadrian (Aelius Caesar) - Pertinax (AD 193).,"University Museum, Kyiv, Ukraine (inv.nos. 12240-12249) until 1917",II century
Germany,1838,8155,GUSTORF,300,125,138,51.07084,6.56698,"A hoard of 200-300 mainly gold coins (Claudius - Hadrian), found while digging peat in Gustorf in 1838/1839. Several finders are reported. Some coins were bought by the Berlin Münzkabinett (16 gold, 2 silver and 3 bronze coins).",Berlin (part only),II century
Ukraine,1907,18301,KIREYEVKA,6,161,180,51.603943197666,32.584704442084,"Hoard of few kilos of denarii. Only 6 coins are known: Hadrian, Antoninus Pius 4, Lucilla.","Local museum, Sosnitski, Ukraine (inv.no. 1447-1452).",II century
