creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"C. Haselgrove, J. Kunow",Marsal,"An ancient place, cited: BAtlas 11 G4 Marsal",Marsal,-30,640,48.788039,6.60924
"Jr., F.H. Stanley, R.C. Knapp",(I)Tucci,"An ancient place, cited: BAtlas 26 D4 (I)Tucci","Tejada la Nueva, despoblado near Escacena del Campo",-550,640,37.44811,-6.363638
"E.M. Meyers, J.P. Brown",Ake/Ptolemais,The Phoenician city of Akko was re-founded by Ptolemy II Philadelphos from ca. 285-246 B.C.,Tell Acco ISR,-2600000,2000,32.92128675,35.079835
"H.S. Sivan, R.W. Mathisen",Salviacum,"An ancient place, cited: BAtlas 14 G3 Salviacum",Sauviat-sur-Vige,-30,640,45.906187,1.608065
"P. Kos, M. Šašel Kos",Kisapostag,"An ancient place, cited: BAtlas 20 F3 Kisapostag","Kisapostag, HUN",-30,640,46.894667,18.932167
J.H.F. Bloemers,Lundeborg,"An ancient place, cited: BAtlas 10 G1 Lundeborg","Lundeborg, DEN",-30,640,55.139719,10.782254
M.U. Erdosy,Elankoros,"An ancient place, cited: BAtlas 5 D5 Elankoros",Vilayankod,-30,640,8.19228,77.265021
"G. Reger, J. McK. Camp II",Sta Glastria,"An ancient place, cited: BAtlas 58 G4 Sta Glastria","Sta Glastria, on Melos",300,640,36.722746,24.341834
R.B. Hitchner,Henchir-Ain-Zeress,"An ancient place, cited: BAtlas 32 E4 Henchir-Ain-Zeress",Henchir-Ain-Zeress,-30,640,36.169565,9.922224
jmartinez,Suburbium Toletanum,"The location of the Late Roman and Visigothic suburbium beyond the Roman circus. Transition from suburban villas to a large-scale Visigothic expansion, which included various churches and the Praetorium, or Royal Palace. Destroyed during the ninth century. Excavations carried out in the early 2000s.",NA,-30,640,39.8679483992,-4.03913422745
jbecker,Monemvasia,A Medieval refuge settlement founded ca. AD 583 that developed into an important center from the tenth century onward.,NA,300,1453,36.6867762,23.051898
A.S. Esmonde Cleary,Ariconium,A site in Roman Britain located some 20 km northwest of Gloucester along the road leading towards the Wye valley. Numismatic evidence suggests possible Roman military presence.,Weston-under-Penyard,-30,640,51.9111726,-2.51871295
E.N. Borza,Kavadarci,"An ancient place, cited: BAtlas 50 B2 Kavadarci","Kavadarci, village and sanctuary MAC",-30,640,41.440203,22.03056
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tasuk,"An ancient place, cited: BAtlas 89 H2 Tasuk",Tasuj village IRN,300,640,38.315852,45.340677
D.J. Mattingly,Agabis,"An ancient place, cited: BAtlas 38 D1 Agabis",el-Ghegab,-30,640,32.724784,22.022689
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Kuh-i Chorblach,"An ancient place, cited: BAtlas 89 H3 Kuh-i Chorblach","Kuh-i Chorblach, SE Haidarabad IRN",-330,640,37.088014,45.536198
A.S. Esmonde Cleary,Verulamium,"A Roman settlement located southwest of modern St Albans, Hertfordshire, England.",St. Albans,-30,640,51.7520276421,-0.358468171293
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Ani,"An ancient place, cited: BAtlas 89 B1 Ani",Kemah,-30,640,39.602777,39.035555
R.J.A. Wilson,Fiumedinisi,"An ancient place, cited: BAtlas 47 G2 Fiumedinisi",Fiumedinisi,-750,640,38.025839,15.380031
R.J.A. Wilson,Petrusa,"An ancient place, cited: BAtlas 47 E4 Petrusa","Petrusa, village near Niscemi",-330,640,37.148965,14.386461
"R. Warner, A. Bursche",Konarzew,"An ancient place, cited: BAtlas 2 G3 Konarzew","Konarzew, POL",300,640,52.027884,19.483389
"M. Pearce, R. Peretto, P. Tozzi",Patavium,"An ancient settlement of the Veneti, Patavium became a Roman municipium in 45 BC. It was the birthplace of several famous Romans including Titus Livius, Valerius Flaccus, Asconius Pedianus and Thrasea Paetus.",Padua,-750,2100,45.409561,11.876975
"David Braund, T. Sinclair",Olotoedariza,"An ancient place, cited: BAtlas 87 D4 Olotoedariza","Gölova, formerly Ağvanis",-30,640,40.07737,38.594684
"J. Fossey, J. Morin",Nikaia,"An ancient place, cited: BAtlas 55 D3 Nikaia",Ag. Triada/Palaiokastro,-550,640,38.811966,22.617322
"M. Šašel Kos, P. Kos",*Agruvium,"An ancient place, cited: BAtlas 20 F7 *Agruvium",Kotor YUG,-330,640,42.4215365,18.7673025
P.O. Spann,Ab(ou)la/Al(a)ba,"An ancient place, cited: BAtlas 27 C4 Ab(ou)la/Al(a)ba",Abla?,-30,640,37.141162,-2.78011
"E.M. Meyers, J.P. Brown",Porphyreon Polis,"An ancient place, cited: BAtlas 69 B2 Porphyreon Polis",Khan Nebi Yunas LEB,-330,2100,33.663081,35.428727
D.J. Mattingly,Negga,"An ancient place, cited: BAtlas 35 A1 Negga","Negga, TUN",-30,640,33.741094,8.833517
B. Isaac,Silo,"An ancient place, cited: BAtlas 70 G1 Silo","Shiloh, Khirbet Seilun WBK",-330,640,32.053797,35.298335
R.B. Hitchner,Avioccala,"An ancient place, cited: BAtlas 32 E4 Avioccala",Henchir-Sidi-Amara,-30,640,36.184232,9.70456
"E.J. Keall, M. Roaf",Anau tepe/Gathar?,"An ancient place, cited: BAtlas 97 D2 Anau tepe/Gathar?","Anau tepe, TKM",-30,640,38.186619,58.477309
R.B. Hitchner,Thubursicu Bure,"An ancient place, cited: BAtlas 32 D4 Thubursicu Bure",Teboursouk,-330,640,36.458902,9.247116
A.G. Poulter,Philippopolis/Trimontium,"An ancient place, cited: BAtlas 22 B6 Philippopolis/Trimontium",Plovdiv BUL,-330,640,42.145589,24.749474
S. Mitchell,Olba,"An ancient place, cited: BAtlas 66 D3 Olba",Ura,-330,640,36.58519,33.956685
J.J. Wilkes,Stropsko,"An ancient place, cited: BAtlas 49 D1 Stropsko","Stropsko, YUG",-30,640,42.521558,21.907413
G.D. Woolf,Petinesca,A Roman settlement at Petinesca replaced a Celtic oppidum located on the plateau of the Jensberg. The site was located along the military highway from Aventicum to Salodurum.,Studen SWI,-330,2100,47.1093935,7.2999945
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Caucholiberi,"An ancient place, cited: BAtlas 25 I3 Caucholiberi",Collioure?/Port-Vendres? FRA,300,640,42.524503,3.082308
"J. Kunow, C. Haselgrove",Hermoniacum,"An ancient place, cited: BAtlas 11 D2 Hermoniacum",Bermerain,-30,640,50.249015,3.529921
W.M. Murray,Nicopolis,An ancient city of Epirus founded by Octavian ca. 31 B.C. to commemorate his victory over Marcus Antonius and Cleopatra at the Battle of Actium.,Palaio-Preveza,-30,640,39.0157,20.7360035
S. Mitchell,Euaissa,"An ancient place, cited: BAtlas 63 G2 Euaissa",perhaps at Yoğunhisar,300,640,39.3120115,35.1098455
M. Drew Bear,Thynis/Thone,"An ancient place, cited: BAtlas 77 D1 Thynis/Thone",Tuna el-Gebel,-330,2100,27.774692,30.736688
A.S. Esmonde Cleary,‘Bomio’,"An ancient place, cited: BAtlas 8 D3 ‘Bomio’",Cowbridge,-30,640,51.461709,-3.447355
"J.P. Brown, E.M. Meyers",Husifa,"An ancient place, cited: BAtlas 69 B4 Husifa",'Isfiya ISR,300,640,32.711123,35.073197
E.N. Borza,Podokhori,"An ancient place, cited: BAtlas 51 C3 Podokhori",Podokhori,-30,640,40.84313,24.011123
M.U. Erdosy,Ora,"An ancient place, cited: BAtlas 6 C3 Ora",Udegram,-330,640,34.770568,72.315461
R.B. Hitchner,Neapolis,"Neapolis (modern Nabeul, Tunisia) is a coastal town on the Cap Bon peninsula that was founded by Greeks from Cyrene in the fifth century B.C.",Nabeul,-550,640,36.4403375418,10.7183542495
David Braund,Sagarejo,"An ancient place, cited: BAtlas 88 D3 Sagarejo",Sagarejo,-30,640,41.733332,45.333332
"P.-L. Gatier, T. Sinclair",Omeros?,"An ancient place, cited: BAtlas 67 D3 Omeros?",Amaranli SYR,300,640,36.654397,36.966786
D.J. Mattingly,Qasr el-Megysbeh,"An ancient place, cited: None",Qasr el-Megysbeh,-330,2100,28.323234,28.851325
W.V. Harris,Arna,Arna was an ancient city of Umbria that was controlled by Etruscans in the fourth century BCE.,Civitella d’Arno,-550,2100,43.127841,12.4860485
"R. Warner, A. Bursche",Helgö,"An ancient place, cited: BAtlas 2 G2 Helgö","Helgö, SWE",300,640,59.278707,17.6783195
J.J. Wilkes,Medvedja,"An ancient place, cited: BAtlas 21 D7 Medvedja","Medvedja, YUG",-30,640,42.829578,21.577082
E.W.B. Fentress,*Astora?,"An ancient place, cited: BAtlas 31 F3 *Astora?",Stora,-330,640,36.9038465,6.878282
"H.S. Sivan, R.W. Mathisen",Béruges,"An ancient place, cited: BAtlas 14 F2 Béruges",Béruges,-30,640,46.567545,0.20884
W.M. Murray,Elea,"An ancient place, cited: BAtlas 54 C3 Elea","Khrysavgi, formerly Veliane",-550,640,39.4397429903,20.5501381467
B. Isaac,Ietta,"An ancient place, cited: BAtlas 70 G3 Ietta",Yatta WBK,300,640,31.444574,35.089776
"E.M. Meyers, J.P. Brown",Ragaba,"An ancient place, cited: BAtlas 69 C5 Ragaba",Rajib? JOR,-330,640,32.238644,35.696191
E.W.B. Fentress,Lamasba,Lamasba was a city of Roman Numidia.,Henchir Merouana,-30,640,35.6283625,5.91058
adamp,Sinkhar,"An ancient city, located in modern Syria, with remains of an ancient church and residential buildings. Inscribed as a UNESCO World Heritage Site in 2011 as part of the ""Ancient Villages of Northern Syria.""",NA,300,640,36.2975,36.9080555556
J.J. Wilkes,Višegrad,"An ancient place, cited: BAtlas 21 B6 Višegrad","Višegrad, BOS",-30,640,43.785361,19.293184
E. Bertrand,Bergintrum,Bergintrum (Bourg-Saint-Maurice) was a settlement located to the west of the Alpes Graiae along the road connecting Mediolanum (modern Milan) and Vienna (modern Vienne).,Bourg-St-Maurice,-30,640,45.615918,6.766804
"L.F. Pitts, A. Bursche",Nitriansky Hrádok,"An ancient place, cited: BAtlas 13 D4 Nitriansky Hrádok","Nitriansky Hrádok, SVK",-330,640,48.069552,18.200408
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",U798,"An ancient place, cited: BAtlas 93 B1 U798","U798, IRQ",-30,640,32.254433,45.234653
S. Mitchell,Dağören,"An ancient place, cited: BAtlas 66 D1 Dağören",Dağören,300,640,37.768933,33.823713
W.V. Harris,Amiternum,"Amiternum was an ancient settlement of the Sabines that Rome captured in 293 BC. The settlement was situated at the intersection of four Roman roads: the Via Caecilia, the Via Claudia Nova, and the two branches of the Via Salaria. The historian Sallust was born at Amiternum in 86 B.C.",S. Vittorino,-330,640,42.4004668176,13.3062214469
C. Foss,Araunia,"An ancient place, cited: BAtlas 86 B3 Araunia",SE Sykeon,300,640,40.0337215,31.782408
"H.S. Sivan, R.W. Mathisen",Tintignac,"An ancient place, cited: BAtlas 14 G3 Tintignac","Tintignac, Cm. Naves",-30,2100,45.3332383,1.7576871
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Bizana/Leontopolis,"An ancient place, cited: BAtlas 89 C1 Bizana/Leontopolis",in S part of Tercan plain,300,640,39.613059,40.221285
M.U. Erdosy,Alexandria Eschate,"Located in central Asia, Alexandria Eschate (or ""Alexandria the Farthest"") was founded by Alexander the Great in August 329 B.C. The city was located in the Fergana Valley in what is now modern Tajikistan.",Khojend TAJ,-330,640,40.264798,69.640562
"H.S. Sivan, R.W. Mathisen",Les Grandes Maisons,"An ancient place, cited: BAtlas 14 E3 Les Grandes Maisons","Les Grandes Maisons, Cm. Jarnac",-30,640,45.681466,-0.1826765
R.B. Hitchner,Ksar Tyr,"An ancient place, cited: BAtlas 32 E3 Ksar Tyr",Ksar Tyr,-30,640,36.5998265,9.798231
C. Foss,Rhesion,"An ancient place, cited: BAtlas 53 A3 Rhesion",near Çobanayazma,300,640,40.984296,28.892028
David Braund,Palaia Achaia,"An ancient place, cited: BAtlas 84 E4 Palaia Achaia",Tuapse?,-30,640,44.092516,39.063264
D.T. Potts,Darin,"An ancient place, cited: BAtlas 95 C3 Darin","Darin, SAU",-330,640,26.543416,50.078134
E.W.B. Fentress,Casae,"An ancient place, cited: BAtlas 34 E2 Casae",el Mahder,-30,640,35.627706,6.368344
S. Mitchell,Philadelpheia?,"An ancient place, cited: BAtlas 66 C3 Philadelpheia?","Isaurian city in K(i)etis region, at İmşi Ören",-30,640,36.622766,33.0250915
M.U. Erdosy,Mihintale,"An ancient place, cited: BAtlas 5 inset Mihintale","Mihintale, SRI",300,640,8.315311,80.508861
W.V. Harris,Vacchereccia,"An ancient place, cited: BAtlas 42 D4 Vacchereccia",Vacchereccia,-30,640,42.094225,12.536298
B. Isaac,Eshthemoa,"An ancient place, cited: BAtlas 70 G3 Eshthemoa",es Samu'a WBK,300,640,31.398679,35.064909
R. Müller Wollermann,Kharabat Deir el-Halin,"An ancient place, cited: BAtlas 75 D2 Kharabat Deir el-Halin",Kharabat Deir el-Halin,-330,640,29.164332,30.536904
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Shno,"An ancient place, cited: BAtlas 89 H3 Shno",Ushnu IRN,300,640,37.047159,45.089711
R. Müller Wollermann,Tebtynis/Theodosioupolis?,An ancient Egyptian settlement located near the modern village of Tell Umm el-Baragat in the Al Fayyum Governorate. Tebtunis was founded by Amenemhat III around 1800 BC and flourished during the Ptolemaic period.,Tell Umm el-Buregat,-330,2100,29.1072111,30.7612554
J.H.F. Bloemers,Beelen,"An ancient place, cited: BAtlas 10 E5 Beelen","Beelen, GER",-30,640,51.931149,8.114153
gmckee,Kom Wasit,"Archaeological site in the province of Beheira in the Western Delta, inhabited from the Roman through the Early Islamic periods. Along with the nearby site Kom el-Ahmer, it has been identified as a possible location of Metelis, the capital of the Metelite Nome.",NA,-30,750,31.1748242483,30.4568103075
"H.S. Sivan, R.W. Mathisen",Vesunna,Vesunna (Périgueux) was an oppidum of the Petrucorii that became part of Roman Aquitania.,Périgueux,-30,2100,45.1840395,0.721699
B. Isaac,Caphar Zacharia?,"An ancient place, cited: BAtlas 70 F2 Caphar Zacharia?",Khirbet Zikhrin,-330,640,31.692413,34.9002125
R. Müller Wollermann,Tsimistea,"An ancient place, cited: BAtlas 75 D3 Tsimistea",Sumusta el-Waqf,300,640,28.918747,30.854627
E.N. Borza,Doberos,An ancient city in Paeonia.,Bansko? MAC,-550,640,41.387994,22.753237
"M. Pearce, P. Tozzi",Plumbia,"An ancient place, cited: BAtlas 39 D2 Plumbia",Pombia,-30,640,45.652008,8.633496
A. Bernand,Isieion,"An ancient place, cited: BAtlas 74 E3 Isieion",Barrington Atlas grid 74 E3,-750,640,31.03333,31.283332
S. Mitchell,Syke/Setos?,"An ancient place, cited: BAtlas 66 C4 Syke/Setos?",Softa Kalesi,-550,640,36.1061476667,33.023796
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Alto de los Casares,"An ancient place, cited: BAtlas 25 C3 Alto de los Casares","Alto de los Casares, San Pedro Manrique",-30,640,42.030204,-2.230739
"L. Quilici, S. Quilici Gigli",La Storta,A station on the Via Cassia attested in an inscription dated to A.D. 379-383.,La Storta,300,640,42.002408,12.38216
"C. Haselgrove, J. Kunow",Aquae Mattiacorum,Aquae Mattiacorum (modern Wiesbaden) was the capital of the Civitas Mattiacorum.,Wiesbaden GER,-30,2100,50.084206,8.238584
R.J.A. Wilson,Campanaio di Montallegro,"Campanaio di Montallegro was located in the territory of Heraclea Minoa, some 25 km west of Agrigento.","Campanaio di Montallegro, agricultural village",-330,640,37.392609,13.347505
"E.M. Meyers, J.P. Brown",Adra(h)a,"An ancient place, cited: BAtlas 69 D4 Adra(h)a",Dar'a SYR,-30,640,32.6125013659,36.0996623149
R.B. Hitchner,Henchir-Tsemade,"An ancient place, cited: BAtlas 33 E1 Henchir-Tsemade",Henchir-Tsemade,-30,640,35.63752,9.752235
"J. Kunow, C. Haselgrove",[Sentiacum]?,"An ancient place, cited: BAtlas 11 H2 [Sentiacum]?",Sinzig GER,-30,640,50.542618,7.246672
T.W. Potter,Manliana,"An ancient place, cited: BAtlas 30 D4 Manliana","Khemis Miliana, formerly Affreville",-30,640,36.26087,2.220412
N. Purcell,Verulae,Verulae is an ancient city that became a Roman municipium in 90 B.C. Modern Veroli in Italy.,Veroli,-330,2099,41.69053,13.417284
W.V. Harris,Cingulum,Cingulum was a town in Picenum.,Cingoli,-330,640,43.37422,13.203437
E.W.B. Fentress,Cirta/Constantina,The capital city of the ancient Berber Kingdom of Numidia.,Constantine,-330,640,36.3681146667,6.61330266667
"M. Šašel Kos, P. Kos",Ansium,"An ancient place, cited: BAtlas 20 C5 Ansium",Cvijina gradina near Obrovac CRO,-30,640,44.179011,15.665495
R. Müller Wollermann,Bakchias,"An ancient place, cited: BAtlas 75 E1 Bakchias",Kom el-Atl,-330,2100,29.536946,31.0041595
"J.P. Brown, E.M. Meyers",Meser,"An ancient place, cited: BAtlas 69 B5 Meser","Meser, ISR",300,640,32.440205,35.047491
"J.P. Brown, E.M. Meyers",Agraina,"An ancient place, cited: BAtlas 69 D4 Agraina",Lubbein SYR,-30,640,32.918491,36.393372
C. Foss,Himeros,"An ancient place, cited: BAtlas 53 B3 Himeros",N Chalcedon,300,640,40.998516,29.025097
W.V. Harris,Vatl/Vetulonia,"The Etruscan Vatluna resisted Rome's influence in the seventh century, although the city may have been the source of Rome's adoption of the curule chair and the fasces.",Vetulonia,-750,640,42.8594545333,10.9721088
W.M. Murray,Sistrouni,"An ancient place, cited: BAtlas 54 C3 Sistrouni",Sistrouni,-330,640,39.42261,20.691569
"C. Haselgrove, J. Kunow",Niederbronn-les-Bains,"An ancient place, cited: BAtlas 11 H4 Niederbronn-les-Bains",Niederbronn-les-Bains,-30,640,48.951126,7.642968
E.W. Haley,Vicus Aquarius,"An ancient place, cited: BAtlas 24 F3 Vicus Aquarius",Castrotorafe (S. Cebrián de Castro),-30,640,41.723296,-5.7966240000000004
S. Mitchell,[Tamisos],"An ancient place, cited: BAtlas 63 F3 [Tamisos]","Taşkınpaşa Köy, formerly Damsa",300,640,38.541716,34.737796
"E.M. Meyers, J.P. Brown",Ramat ha-Nadiv,"An ancient place, cited: BAtlas 69 A4 Ramat ha-Nadiv","Ramat ha-Nadiv, ISR",-30,640,32.547145,34.9361
E.W. Haley,Saldania,"An ancient place, cited: BAtlas 24 G2 Saldania",Alto de la Morterona (Saldaña),-550,640,42.522247,-4.73616
R. Müller Wollermann,Senokomis,"An ancient place, cited: BAtlas 75 D3 Senokomis",Shulqam,-30,640,28.549991,30.709449
T. Drew Bear,Mossyna,"An ancient place, cited: BAtlas 62 B5 Mossyna",.6 mile NE Sazak,-30,640,38.095586,29.298552
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Purpan,"An ancient place, cited: BAtlas 25 G2 Purpan","Purpan, FRA",-30,640,43.6134845,1.397593
J.J. Wilkes,Gradište,"An ancient place, cited: BAtlas 21 E6 Gradište","Gradište, settlement, mining YUG",-30,640,43.503016,22.260537
S. Mitchell,Gorbeus,"A settlement south of Ankara that served as the seat of Castor the Elder, the tetrarch of the Tectosages.",SE Oğulbey,-330,640,39.69484,32.87447
"M. Šašel Kos, P. Kos",‘Gabromago’,"An ancient place, cited: BAtlas 20 B2 ‘Gabromago’",Windischgarsten AUS,-30,640,47.721923,14.328402
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Maipa/Martyropolis/Ioustinianopolis,"An ancient place, cited: BAtlas 89 D2 Maipa/Martyropolis/Ioustinianopolis",Silvan,-30,640,38.1427855,41.003257
G.D. Woolf,Basilia,"An ancient place, cited: BAtlas 18 E2 Basilia",Basel SWI,-330,2100,47.5580285,7.586436
"R.C. Knapp, F.H. Stanley, Jr.",Herdade do Monte do Outeiro,"An ancient place, cited: BAtlas 26 B3 Herdade do Monte do Outeiro","Herdade do Monte do Outeiro, near Odivelas POR",-30,640,38.168054,-8.14759
S. Mitchell,Kongoustos/Congussus,"An ancient place, cited: BAtlas 63 B4 Kongoustos/Congussus",Altınekin?,-30,640,38.301504,32.876326
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Hebromagus/Eburomagus,"Hebromagus/Eburomagus (modern Bram, Aude) was a crossroads village along the road from Narbo to Tolosa.",Bram FRA,-330,2100,43.242555,2.112346
"M. Šašel Kos, P. Kos",Corinium,"An ancient place, cited: BAtlas 20 C5 Corinium",Karin CRO,-30,640,44.104527,15.633504
R.B. Hitchner,Thisiduo,"An ancient place, cited: BAtlas 32 E3 Thisiduo",Crich-el-Oued,-330,640,36.680351,9.667333
"P.-L. Gatier, T. Sinclair",Adatha,"An ancient place, cited: BAtlas 67 E1 Adatha",Başpınar,-30,640,37.705104,37.4258015
"C. Foss, G. Reger, S. Mitchell",Pergamum,"An important ancient settlement, located at modern Bergama in Turkey. It was first described in Xenophon's Anabasis and was later used as a treasury under Lysimachus. Pergamum became the administrative capital and principal city of the Attalid kingdom and dynasty (282-133 BCE) and was briefly the first capital of the Roman province of Asia. It later was a seat of a Christian bishopric and is listed in Revelation as one of the seven churches of Asia. It was inscribed as a UNESCO World Heritage Site in 2014 under ""Pergamon and its Multi-Layered Cultural Landscape"".",Bergama,-1750,2100,39.1325,27.184167
E. Bertrand,Conjux,"An ancient place, cited: BAtlas 17 F2 Conjux",Conjux,-750,640,45.789194,5.822399
R.B. Hitchner,Teglata?,"An ancient place, cited: BAtlas 32 D3 Teglata?",Henchir-er-Rarga,-30,640,36.636636,9.339372
R.B. Hitchner,Gor(...),"An ancient place, cited: BAtlas 32 E4 Gor(...)",Henchir-Dra-el-Gamra,-330,640,36.434323,9.97604
S. Mitchell,Malakopea,"An ancient place, cited: BAtlas 63 F4 Malakopea","Derinkuyu, formerly Melegübü",300,640,38.381222,34.657247
A.S. Esmonde Cleary,Ad Ansam,Site of a Roman settlement that is included on the Antonine Itinerary.,Higham,-30,640,51.88983,0.901227
"M. Šašel Kos, P. Kos",Andautonia,"A Roman settlement and municipium near the Sava river, on the location of modern village of Šćitarjevo, Croatia, south from Zagreb, near Velika Gorica. Cited: BAtlas 20 D4 Andautonia",Ščitarjevo CRO,-30,2100,45.773624,16.11724
R.B. Hitchner,Lamniana?,"An ancient place, cited: BAtlas 32 F4 Lamniana?",Henchir-Selloum,-30,640,36.275428,10.471795
"H.S. Sivan, R.W. Mathisen",Les Tours-Mirandes,"An ancient place, cited: BAtlas 14 F2 Les Tours-Mirandes","Les Tours-Mirandes, Cm. Vendeuvre-du-Poitou",-30,2100,46.7391105,0.2956685
"M. Roaf, St J. Simpson",[Nu'maniya],"An ancient place, cited: BAtlas 91 G5 [Nu'maniya]",Nu'maniya,300,640,32.550844,45.414124
J.J. Wilkes,Karan,"An ancient place, cited: BAtlas 21 B6 Karan","Karan, YUG",-30,640,43.916047,19.910945
A.S. Esmonde Cleary,Venta,"Venta was a Roman town in what is now Wales. Established ca. A.D. 75, Venta served as an administrative and mercantile center for the defeated Silures tribe.",Caerwent,-30,640,51.61112,-2.768044
C. Foss,Priapus,"An ancient place, cited: BAtlas 52 A4 Priapus",Karabiğa,-550,640,40.403338,27.303743
"I.E.M. Edlund Berry, A.M. Small",Rocavecchia,A fortified coastal site on the Adriatic Sea with a long history of occupation stretching from the Bronze Age (fifteenth to eleventh centuries BC) to the Middle Ages.,"Rocavecchia, Roca",-750,1453,40.2872861337,18.426358666
S.M. Burstein,Gezira Dabarosa/Tamania?,"An ancient place, cited: BAtlas 81 B4 Gezira Dabarosa/Tamania?","Gezira Dabarosa, SUD Mer.: Taman(e)",-330,640,21.932161,31.338656
B. Isaac,En Rimmon,"An ancient place, cited: BAtlas 70 F3 En Rimmon",Horvat Rimmon/Khirbet Umm er Rumamin,-30,640,31.394373,34.859426
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",U045,"An ancient place, cited: BAtlas 93 B2 U045","U045, IRQ",-30,640,31.723911,45.553629
R.J.A. Wilson,Castello di Calatubo,"An ancient place, cited: BAtlas 47 B2 Castello di Calatubo","Castello di Calatubo, urban center",-750,640,38.01548,12.984158
E.W.B. Fentress,Med(iana?),"An ancient place, cited: BAtlas 31 D4 Med(iana?)",Oued Arair,-30,640,36.143111,5.596574
S. Loseby,Cabellio,"An ancient place, cited: BAtlas 15 E2 Cabellio",Cavaillon,-330,2100,43.829885,5.034166
A. Bernand,Thenessos,"An ancient place, cited: BAtlas 74 G2 Thenessos",Tinnis,-30,640,31.255258,32.292698
A.S. Esmonde Cleary,Wimpole Lodge,"An ancient place, cited: BAtlas 8 G2 Wimpole Lodge",Wimpole Lodge,-30,640,52.141053,-0.045918
David Braund,Ust'-Al'minskoye,"An ancient place, cited: BAtlas 23 G4 Ust'-Al'minskoye","Ust'-Al'minskoye, Al'ma-Tamak",-330,640,44.843777735,33.5886741853
"C. Foss, S. Mitchell",Andeda,"An ancient place, cited: BAtlas 65 D3 Andeda","Yavuz, formerly Andya",-330,640,37.27201,30.259927
E.N. Borza,Pityoussa/Lampsacus,A Greek city located on the eastern side of the Hellespont.,Lapseki TKY,-750,640,40.346685,26.699162
R.B. Hitchner,(Ad) Oleastrum?,"An ancient place, cited: BAtlas 33 F4 (Ad) Oleastrum?",Henchir-Ferchatt-Zabouza,-30,640,34.411413,10.256696
J.J. Wilkes,Scaptopara,"An ancient place, cited: BAtlas 49 F1 Scaptopara",Blagoevgrad BUL,-330,640,41.992827,23.083796
W.V. Harris,Suana,Suana (Sovana) has Etruscan origins but later became a Roman municipium. In the fifth century A.D. it became an episcopal see.,Sovana,-550,640,42.658621,11.647039
E.N. Borza,Davidovo,"An ancient place, cited: BAtlas 50 B2 Davidovo","Davidovo, fortified refuge MAC",-30,640,41.388791,22.424509
"R.C. Knapp, F.H. Stanley, Jr.",Los Castillejos,"An ancient place, cited: BAtlas 26 D3 Los Castillejos",Los Castillejos,-30,640,38.113402,-6.290558
"I.E.M. Edlund Berry, A.M. Small",Egnatia/Gnathia,Egnatia/Gnathia was an ancient city of the Messapii in southern Italy.,Egnazia,-750,640,40.888326,17.391887
S.T. Parker,Valtha,"An ancient place, cited: BAtlas 71 B2 Valtha",Khirbet Tahunet el-Wala,-30,640,31.554249,35.772658
"R.W. Mathisen, H.S. Sivan",Césarines,"An ancient place, cited: BAtlas 14 G4 Césarines","Césarines, Cm. St-Jean-Lespinasse",-330,640,44.864849,1.894269
E.W.B. Fentress,Satafis,"An ancient place, cited: BAtlas 31 D4 Satafis",Ain Kébira,-30,640,36.362825,5.502499
R.B. Hitchner,Aquae Regiae,"An ancient place, cited: BAtlas 33 E1 Aquae Regiae",Barrington Atlas grid 33 E1,-30,640,35.58292,9.718677
T. Drew Bear,Akmonia,"An ancient place, cited: BAtlas 62 C4 Akmonia",Ahat Köy,-330,640,38.6596983333,29.7739539667
D.J. Mattingly,Sidi Akreim,"An ancient place, cited: BAtlas 38 D1 Sidi Akreim",Sidi Akreim,-30,640,32.790153,22.420066
"E.M. Meyers, J.P. Brown",Namara,"An ancient place, cited: BAtlas 69 E4 Namara",Nimra (S Lejja) SYR,-30,640,32.843415,36.645155
E. Bertrand,*Mimas,"An ancient place, cited: BAtlas 17 A4 *Mimas",Mende,-330,640,44.5180195,3.498093
D. Rupp,Galounia,"An ancient place, cited: BAtlas 72 D2 Galounia","Galounia, NW Komi CYX",-330,640,35.443104,33.953123
T. Drew Bear,*Seilinda,"An ancient place, cited: BAtlas 62 G5 *Seilinda","Uncular, formerly Silint",-30,640,38.20584,31.598807
P. Galliou,Gesocribate/Osismis,Gesocribate/Osismis (modern Brest in France) was a settlement in Gallia Lugdunensis.,Brest,-330,640,48.389734,-4.486847
"E.M. Meyers, J.P. Brown",Shimron/Simonias,"An ancient place, cited: BAtlas 69 B4 Shimron/Simonias",Khirbet Semmuniye ISR,-30,640,32.701249,35.219912
