name,address,longitude,latitude,description,creation_time,modification_time,mo_from,mo_to,tu_from,tu_to,we_from,we_to,th_from,th_to,fr_from,fr_to,sa_from,sa_to,su_from,su_to
Тюгеевская сельская библиотека – филиал № 31,"Респ Татарстан,р-н Заинский,с Тюгеевка,ул Школьная,д 89",51.791263,55.132134,"Свою работу Тюгеевская библиотека начала в 1960 году. До этого с 1950 года в Тюгеевке работала передвижная библиотека. С 1996 года библиотека расположена в здание школы. На 1 января 2022 год книжный фонд составляет: 8336 книг. Количество посетителей:372В настоящее время сельская библиотека являются неотъемлемой и самой значимой частью социальной структуры сельского поселения. Находясь в максимальной близости к населению и его потребностям, являясь единственным источником информации и знаний для сельчан, сельская библиотека в значительной мере выполняет функции социальной коммуникации, остается наиболее стабильным и самым доступным учреждением культуры. Сегодня библиотеки выполняют не только информационную функцию, но становятся душой и сердцем местного сообщества. Принимает участие в проведении праздников села, проводят Недели детской книги, организовывают мероприятия к Международному дню семьи, Дню матери и др. Реализуют творческие программы, ведет краеведческую работу и создает уголок русского быта Оказывают помощь учащимся в подготовке докладов и рефератов, и многое другое.",2022-03-31T05:18:13Z,2023-02-06T11:39:01Z,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,09:00:00,17:30:00,,
Соболевская сельская библиотека,"Респ Татарстан,р-н Верхнеуслонский,с Соболевское,ул Береговая,д 30",48.460588,55.605622,"Соболевская сельская библиотека обслуживает 3 населенных пункта, среди которых село Соболевское, деревня Карамышиха и село Чулпаниха. В летнее время ее посещают горожане. Свое начало библиотека берет с 1929 года, когда в селе была открыта изба-читальня, которая размещалась в сельском клубе. Фонд включает 6 697 экземпляров изданий на различных видах носителей информации, число читателей – 292 человека, посещений – 3 687 в год. Ежегодно библиотека выписывает 20 наименований периодических изданий. Библиотека – любимое место культурного и духовного общения сельчан. Здесь работают 2 клубных объединения: «Вдохновение» (для людей пожилого возраста) и «Почитай-ка» (литературно-познавательный клуб для юных читателей). Вниманию пользователей представлены различные тематические выставки, посвященные юбилеям писателей и поэтов, а также пропагандирующие здоровый образ жизни. Проводятся литературные беседы, конкурсы и тематические мероприятия. Большое внимание уделяется продвижению книги и чтения, краеведческих знаний о родном крае. Читателям предоставляется бесплатный доступ к сети Интернет.",2022-02-18T08:27:54Z,2023-01-31T11:37:31Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,09:00:00,11:30:00,,
Шуманская сельская библиотека – филиал № 38,"Респ Татарстан,р-н Высокогорский,с Шуман,ул Северная,д 20",49.337272,56.110776,"Шуманская сельская библиотека появилась в 1903 году. В 2005 году ее перевели в здание на улице Северной, где она находится по сей день. Расположена в здании общеобразовательной школы.Это библиотека универсального значения: обслуживает взрослое и детское население. Работают 2 пункта выдачи книг в деревнях Берли и Большой Починок. Книжный фонд – 11 059 экземпляров, в том числе 4 050 единиц детской литературы. Количество читателей – 398 человек, из них 98 – дети. Количество посещений – 1 091. Библиотека работает в рамках целевой программы по повышению статуса книги и продвижению чтения «Мы читаем и играем». Активно используются инновационные формы мероприятий.",2021-03-30T12:47:17Z,2023-09-12T12:15:04Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Ленино-Кокушкинская сельская модельная библиотека,"Респ Татарстан,р-н Пестречинский,с Ленино-Кокушкино,ул Центральная,зд 17",49.6929511203765,55.8243542417218,"Ленино-Кокушкинская сельская модельная библиотека образована в 1945 году, по числу пользователей занимает первое место среди сельских филиалов. Обслуживает более 2 231 читателя, из них более 478 детей (от 6 до 15 лет). Книжный фонд насчитывает свыше 14 146 экземпляров, книговыдача – более 31 326 книг. В штате работают 2 сотрудника с высшим образованием. При библиотеке работают 4 кружка: клуб по интересам «Юный эколог», «Доктор Айболит», «Юный искусствовед» и клуб молодого избирателя «Мы выбираем». Приоритетные направления – пропаганда здорового образа жизни, патриотическое воспитание, экологическое просвещение, повышение уровня правовой грамотности населения, продвижение книги и чтения.В течение года в библиотеке проводятся литературные вечера, интеллектуальные викторины, памятные уроки, игровые программы, квесты, акции, мастер-классы, творческие встречи с писателями и поэтами, книжные выставки, посвященные знаменательным датам в истории, юбилеям писателей, поэтов, композиторов, художников, артистов, политиков и общественных деятелей.",2022-06-30T08:09:36Z,2023-01-20T12:22:42Z,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,18:00:00,09:00:00,14:00:00,,
Чувашско-Дрожжановская библиотека,"Респ Татарстан,р-н Дрожжановский,с Чувашское Дрожжаное,ул Октябрьская,д 21А",47.525855,54.707842,"Чувашско-Дрожжановская сельская библиотека – это культурный просветительский центр для жителей села. Она была открыта в 1939 году в небольшом деревянном доме. В то время книг было мало, и на руки их не выдавали, читали только в библиотеке. К пожилым людям, которые не умели читать, приходили на дом и читали им книги вслух. В настоящее время библиотека располагается в здании сельского Дома культуры. Его построили 1987 году. Фонд с каждым годом пополняется и составляет свыше 10 тысяч экземпляров. Чувашско-Дрожжановская сельская библиотека оказывает услуги широкому кругу аудитории. Старается соответствовать ожиданиям читателей. Принимает участие в разных акциях, мероприятиях и конкурсах.",2021-03-24T13:10:17Z,2023-02-22T08:34:30Z,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,08:00:00,16:20:00,,,,
Лениногорская городская библиотека – филиал № 2,"Респ Татарстан,р-н Лениногорский,г Лениногорск,ул Девонская,д 90",52.472922,54.591381,"В ноябре 1962 года в поселке Подлесном открылась городская библиотека № 3. Начальный фонд включал 1 935 книг, к концу 1963 года составлял 2 435 книг, читателей – 569 человек. В 1978 году библиотека переименована в городскую библиотеку-филиал № 2. В октябре 1992 года переехала в новое здание.Сегодня библиотека работает с читателями разного возраста: взрослыми, детьми, юношеством и пожилыми. Ведется пропаганда литературы по всем отраслям знания и по направлениям: военно-патриотическое, общественно-политическое, краеведческое, нравственное, научно-познавательное и т. д. В январе 2011 года в библиотеку установили компьютер с выходом в интернет. На сегодняшний день библиотека является культурно-досуговым центром своего микрорайона. Имеет в фонде 16 940 книг. Обслуживает 1 000 человек, посещений – 10 000, книговыдача – 20 000 экз.",2021-03-26T07:35:23Z,2023-02-20T13:59:15Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,,,
"Большерусаковская сельская библиотека, филиал № 5","Респ Татарстан,р-н Кайбицкий,с Большое Русаково,ул Зиганшина,влд 74",48.407722,55.361912,"Большерусковская сельская библиотека была основана в 1917-1918 годах, считалась как изба-читальня. Первым библиотекарем была С.Ярхамова. В2018 году в деревне открылся новый МФЦ, где расположились библиотека и клуб. Книжный фонд составляет 8418 экз. книг. Фонд каждый год обновляется. Ежегодно библиотеку посещают 5612 пользователей. Книги и периодические издания расположены в открытом доступе. Основными направлениями работы библиотеки являются: историческое, краеведческое, эстетическое, экологическое, патриотическое воспитание. При библиотеке работает кружок «Умелые руки», проводятся различные мероприятия для детей и взрослых.",2022-04-01T08:39:06Z,2023-02-09T13:27:01Z,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,09:00:00,16:30:00,13:00:00,16:30:00,18:30:00,16:30:00,,
Бурбашская библиотека-филиал № 6,"Респ Татарстан,р-н Балтасинский,с Бурбаш,ул Ф.Шакирова,д 18",50.409546,56.298482,"В с. Бурбаш первая изба-читальня появилась в 1936 году – в доме, конфискованном у кулака-муэдзина Садыка (ныне там стоит дом Галимовых). Первым избачом был Фазлыев Шайдулла Габдрахманович. Привозя книги из Кукмора, он создал первый библиотечный фонд, состоящий из 500 экземпляров. В 1982 году был построен новый кирпичный двухэтажный Дом культуры, на втором этаже которого находится библиотека.Библиотека обслуживает 700 читателей из с. Бурбаш и д. Бурбашский Сардыган. Из них 200 – дети до 14 лет. В Клубе д. Бурбашский Сардыган имеется пункт выдачи книг. Библиотека оснащена компьютером, принтером, ксероксом. Фонд – 12 344 единицы, количество посетителей – 7 286 человек (на 1 января 2021 года).",2021-04-01T11:57:44Z,2023-02-22T11:52:37Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,
Большеатрясская поселенческая библиотека,"Респ Татарстан,р-н Тетюшский,с Большие Атряси,ул Молодежная,д 9",48.767534,55.105001,"В 1924 году в селе Большие Атряси была открыта первая изба-читальня. В настоящее время библиотека обслуживает 376 читателей, выдает 7 980 документов, посещаемость – 4 189. В зону обслуживания входит село Малые Атряси, количество пользователей – 180 человек. Массовые мероприятия проводятся совместно с клубом и школой. При библиотеке действует литературный клуб «Лейсан», который объединяет 8 участников. Дети с удовольствием приходят на все библиотечные мероприятия. Ежемесячно библиотекарь посещает ребят на дому, знакомя их с новинками литературы. В рамках Декады инвалидов поводятся мероприятия специально для этой категории читателей.",2022-05-26T07:58:05Z,2023-02-21T07:43:08Z,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,17:00:00,09:00:00,14:00:00,,
Нусинская сельская библиотека – филиал № 29,"Респ Татарстан,р-н Арский,с Нуса,ул Татарстан,зд 29",49.918868,56.427274,"Нусинская сельская библиотека открылась в октябре 1967 года в здании старого медпункта. Первым библиотекарем была выпускница Елабужского училища 20-летняя девушка Гумерова Талия. В 1979 году с помощью сельсовета было построено новое здание библиотеки. В 1980 году сельские библиотеки перешли в центральную библиотечную систему. С 1991 года работает Галимуллина Лейсан Раисовна. В библиотеке работают клубы по интересам, проводятся разные массовые мероприятия, встречи, библиотечные уроки, информационно-познавательные часы и другие программы. Основные показатели: книжный фонд –6 739;число читателей – 610.",2021-06-02T13:10:42Z,2023-02-27T08:47:59Z,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,09:00:00,16:00:00,,
Камская сельская библиотека,"Респ Татарстан,р-н Нижнекамский,п Камский,ул Московская,д 1",51.492438,55.346824,"Камская библиотека образовалась в 1956 году на улице Молодежная и именовалась как изба-читальня. В 1991 году библиотеку перевели в здание детского сада поселка Камский, где она находится до сих пор. Сегодня книжный фонд учреждения включает 5 595 изданий художественной литературы и 6 видов периодики. Библиотека обслуживает 450 читателей. Обслуживаемые села: п. Камский, д. Оша, д. Перво-Майский, д. Самоновка. Здесь созданы условия для развития интеллектуальной, гармоничной и всесторонне развитой личности. Книжные и печатные издания находятся в свободном доступе, чтобы ребенок чувствовал себя непринужденно в новом окружении. Здесь регулярно проводятся громкие чтения, экскурсии для воспитанников детского сада. Многие посещают учреждение семьями. Интересные тематические выставки раскрывают перед читателями неповторимый мир художественной литературы. Для подростков проводятся творческие и литературно-художественные конкурсы, направленные на развитие интереса к книге и чтению. Библиотека активно сотрудничает с дошкольным учреждением, администрацией поселения. В настоящее время книгохранилище занимает 103,3 кв. м.",2022-02-03T08:58:59Z,2023-02-02T08:21:12Z,,,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00
Нармонская поселенческая библиотека,"Респ Татарстан,р-н Тетюшский,с Нармонка,ул Советская,д 37а",48.743782,54.952925,"Нармонская сельская библиотека была открыта в 1945 г. Была основана, по воспоминаниям сторожилов, задолго до революции, находилась сначала при церковно-приходской школе. Сейчас библиотека живет новой жизнью. Фонд насчитывает 5 062 экземпляра, зарегистрирован 281 читатель. Здесь готовятся праздники книги, презентации, громкие чтения, творческие встречи, открытия художественных вернисажей; оформляются циклы книжных выставок, просмотры литературы, тематические экспозиции; проходят заседания любительских объединений, Дни знаний, Недели православной книги, православно-краеведческие чтения и т. д.",2022-04-15T08:00:01Z,2023-02-21T08:22:28Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Сугушлинская сельская библиотека – филиал № 31,"Респ Татарстан,р-н Лениногорский,с Сугушла,ул Центральная,д 27",52.287986,54.528388,"Сугушлинская сельская библиотека – филиал № 31 появилась в 1955 году. Первой заведующей стала Н. З. Зиатдинова, заслуженный работник культуры РТ. В 1976 году библиотека переехала в новое здание Дома культуры. Была организована комната боевой и трудовой славы, которую посещают гости и учащиеся из разных городов и деревень. Здесь собрано много материалов о земляках Г. Гафиатуллине и М. Халиуллине. С 2018 года библиотекарем работает В. А. Саитова.Библиотека ежегодно обслуживает более 500 читателей. Книжный фонд включает более 17 000 экземпляров. Особое внимание уделяется военно-патриотическому, нравственному, краеведческому, экологическому направлениям работы. Здесь ведет свою деятельность клуб по возрождению национальных традиций. Членами клуба являются в основном пожилые люди, но заседания проходят с участием детей и молодежи. В библиотеке установлен компьютер с доступом к интернету, есть множительная техника.",2021-04-09T06:01:46Z,2023-02-21T07:22:21Z,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,11:00:00,19:00:00,,
Атнинская библиотека-филиал № 3,"Респ Татарстан,р-н Балтасинский,с Атня,ул Комсомола",50.360911,56.635456,"Атнинская библиотека образовалась 1930 году. В библиотеке выделен фонд краеведческой литературы со множеством папок, материалов, подборок, альбомов о родном крае и селе.В библиотеке проводятся мероприятия для различных категорий читателей: для детей – конкурсы чтецов, викторины по сказкам, для молодых читателей – интеллектуальные игры, квест-игры, а для пожилых читателей – литературные и тематические вечера. Также библиотекарь проводит обзоры новых поступлений, организовывает встречи с писателями и поэтами.По состоянию на 01.01.2021 г. фонд составляет 8 916 единиц, число посетителей – 2 597 человек.",2021-04-06T12:17:28Z,2023-02-21T11:43:49Z,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,08:00:00,17:00:00,,
Шуганкинская сельская библиотека,"Респ Татарстан,р-н Муслюмовский,д Шуганка,ул Ленина,д 23",53.096497,55.173216,"Шуганкинская сельская библиотека старается уделять достойное внимание каждой из поставленных задач. Нашу библиотеку с удовольствием посещают читатели из соседних сел и приезжающие на отдых из городов. Каждый пользователь в нашей библиотеке находит для себя что-то интересное. Первая библиотека в селе Шуганка была открыта в 1957 году. В 1970 году построили новое здание. С февраля 2019 г. библиотекарь Шуганкинской с/б Давлетова Гульзира Раифовна. В настоящее время книжный фонд в Шуганкинской сельской библиотеке составляет 7481 экз., обслуживает 5368 читателей в год. Также организованы Клубы по интересам:· «Доктор книг» для детей до 14 лет;· «Умелые ручки» для детей до 10 лет.",2022-03-29T07:14:28Z,2023-03-17T08:15:28Z,,,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00
Федоровская сельская библиотека – филиал № 22,"Респ Татарстан,р-н Кайбицкий,с Федоровское,ул Тутаева,влд 41",48.376254,55.452931,"Федоровская сельская библиотека была основана в 1948 году, до этого времени она считалась как изба для чтения. В 1997 году Федоровскую сельская библиотека перевели в здание Федоровской средней школы, и библиотека функционировала там до 2005 года, после чего была перемещена в здание Федоровского дома культуры, где располагается и сейчас на втором этаже. Ежегодно библиотека выдает более 10,3 тыс.печатных изданий по самой разнообразной тематике, выполняет более 171 справок, процент охвата библиотечным обслуживанием сельского населения составляет 67%. Книгообеспеченность на одного читателя – 10,6 книг. Особое внимание уделяют подрастоящему поколению, молодежи, пенсионерам. Книжный фонд библиотеки включает 6 650 экземпляров.",2022-01-26T12:47:35Z,2023-02-07T06:53:37Z,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,13:00:00,22:00:00,19:00:00,22:00:00,,
Татарско-Шуганская сельская библиотека,"Респ Татарстан,р-н Азнакаевский,с Татарский Шуган,ул Советская,зд 41б",53.036732,55.145432,"Татарско-Шуганская сельская библиотека открылась 1 августа 1955 года. Она была организована в гримерной комнате клуба. Всего в фонде было 620 книг.Сегодня библиотека расположена на втором этаже Дома культуры. Обслуживает 303 читателей. Ведутся систематический и алфавитный каталоги. В фонде 6 220 экземпляров книг, з них 4 021 – на татарском языке, 2 199 – на русском языке. Библиотека получает 24 наименования газет и журналов. Имеются 2 компьютера, которые подключены к интернету. Для учащихся созданы все условия для получения материалов из интернета. Есть возможность распечатать необходимые материалы. Библиотека является центром информационно-культурной жизни села, откликается на актуальные события, ведет работу по всем направлениям библиотечной деятельности. В год проводится более 35 мероприятий: литературно-музыкальные вечера, презентации книг, часы мужества, конкурсы, познавательные часы, библиотечные уроки, часы информации, громкие чтения, часы периодики, неделя детской и юношеской книги.",2021-04-20T12:35:58Z,2023-08-31T07:24:05Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,,
Багишевская сельская библиотека,"Респ Татарстан,р-н Апастовский,с Багишево,ул Зеленая,зд 21А",48.091767,55.269749,"Багишевская сельская библиотека была построена в 1966 году. Она располагалась в центре села по одну сторону бригадного проспекта. В 2012 году в селе было построено новое здание сельского клуба, куда переехала и библиотека.Сегодня библиотекарь все чаще работает не только с книгами, но и с аудиоматериалами, видеоматериалами, электронными изданиями, использует весь спектр современных технологических средств. Фонд библиотеки составляет 6656 экземпляров документов. Число читателей – 300. Сельская библиотека успешно выполняет досуговую, культурно-просветительскую функции. Она работает по многим направлениям. Ведется массовая работа: проводятся викторины, игры и конкурсы, а также тематические часы, литературно-музыкальные композиции и праздники.",2021-04-07T05:16:35Z,2023-02-01T11:39:58Z,12:00:00,15:30:00,,,12:00:00,15:30:00,12:00:00,15:30:00,12:00:00,15:30:00,12:00:00,15:30:00,12:00:00,15:30:00
Чувашско-Шапкинская сельская библиотека,"Респ Татарстан,р-н Алькеевский,с Чувашское Шапкино,ул Центральная,влд 29",49.799752,54.819617,"В 1947 году открылась изба-читальня, затем в 1956 году она преобразовалась в Татарско-Шапкинскую сельскую библиотеку, в 1971 году библиотека переехала в с. Чувашское Шапкино и стала Чувашско-Шапкинской сельской библиотекой, в 1981 году вошла в состав Алькеевской централизованной библиотечной системы как филиал № 34.Сельская библиотека размещена в здании сельского Дома культуры, занимает площадь 48 кв. м, имеет фонд 7 588 экземпляров книг, обслуживает 240 читателей. Она является, прежде всего, центром чтения, информации, общения, местом проведения досуга взрослых и детей. Основные направления работы – формирование устойчивого интереса к книге, к истории родного края и народному творчеству. Для привлечения новых читателей проходят экскурсии для дошкольников, громкие чтения в детском саду. С первого класса дети уже знают, где находится библиотека и какие там можно прочитать книги. С учителями школы проходят совместные мероприятия, библиотекарь обеспечивает их дополнительным материалом в помощь учебному процессу. Библиотека участвует в общественно-политических мероприятиях села, проводит предвыборную агитацию – разъясняет населению порядок и сроки голосования, знакомит с предвыборными платформами кандидатов и т. д. Сотрудники обслуживают пенсионеров на дому, попутно проводя информирование о политической и общественной жизни района, села, новых указах и постановлениях, касающихся пенсионных выплат и материальной поддержки населения.",2022-05-23T08:36:58Z,2023-01-30T14:15:50Z,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,10:00:00,16:00:00,,
Глазовская сельская библиотека,"Респ Татарстан,р-н Лениногорский,д Урняк-Кумяк,ул Школьная,д 3а",52.339244,54.482186,"Глазовская сельская библиотека-филиал № 7 была открыта в 1957 году в деревянном доме с печным отоплением. Книжный фонд составлял 5 397 экз. Первым библиотекарем была А. К. Евсеева. В сегодняшнее помещение библиотека переехала в 1984 году. С 1995 года библиотекарем работает Киямова Гузяль Такфиловна. Библиотека обслуживает население трех сел: Урняк, Глазово, Петропавловка. Фонд – около 9 тыс., читателей – более 400 человек. Приоритетные направления работы с читателями: патриотическое и экологическое. Мероприятия проводятся для разных возрастных категорий пользователей. Используются игровые формы. Уделяется внимание новинкам современной литературы, наиболее интересным публикациям в печати. С малышами проводятся громкие чтения, «беседы на книжной полянке». Мероприятия, посвященные календарным праздникам (Новый год, День защитника Отечества, 8 Марта, День Победы и т. д.), готовятся совместно с сельским клубом.",2021-04-09T05:44:55Z,2023-02-20T13:28:21Z,,,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00,12:30:00,17:00:00
Саушская сельская библиотека,"Респ Татарстан,р-н Тюлячинский,с Сауш,ул Гарифуллина,д 20",50.1885854490738,55.7979081391461,"Саушская сельская библиотека начала свою деятельность в 1961 году. Первоначально она находилась в старом здании, но в 1984 году был построен новый Дом культуры, где и расположилась библиотека. В настоящее время постоянно обслуживаются 378 читателей. Книжный фонд библиотеки – 10 535 экземпляров, приходят по подписке 8 наименований газет, 10 наименований журналов. Библиотека работает в тесном контакте с сельским Домом культуры, школой и детским садом. Ведется работа над творческим проектом «Туган җирем – Татарстан». В настоящее время в библиотеке работают объединения «Ак калфак», «Китап сөючеләр» и «Яшь рәссамнар».",2021-05-23T11:06:17Z,2023-01-31T06:26:39Z,,,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00,13:00:00,21:00:00
Шугуровская сельская библиотека – филиал № 5,"Респ Татарстан,р-н Лениногорский,с Шугурово,ул Гафиатуллина,д 2",52.127664,54.509768,"Шугуровская сельская библиотека – филиал № 5 была открыта как районная в 1936 году. Книжный фонд состоял из 1 375 экземпляров на русском и 669 экземпляров на татарском языке. В библиотеке в разные годы работали Хафизова З. Х., Хайруллина М. К., Сигутина Н. В., Галеева Ф. Г., Канзафарова Р. З., Кириллова Л. А., Билялова Э. Г., Забирова Н. Р., Гараева А. И., Сабирова А. Н. Сейчас библиотекарем работает Бигманова Г. Р.На сегодняшний день фонд включает более 31 000 экземпляров книг, из них около 10 000 экземпляров на татарском языке. Библиотека в год обслуживает более 1 000 человек. Библиотечные мероприятия отличаются своей насыщенностью, целенаправленностью, креативностью и глубоким содержанием. Встречи с известными людьми района, презентации новых книг, литературные гостиные, заседания клубов по интересам пользуются огромной популярностью среди читателей. Библиотека оснащена компьютером с выходом в сеть Интернет и множительной техникой.",2021-03-31T14:00:10Z,2023-02-21T06:46:05Z,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,09:00:00,19:00:00,,
Чувашско-Елтанская сельская библиотека – филиал № 33,"Респ Татарстан,р-н Чистопольский,с Чувашский Елтан,ул Школьная,д 17",50.6807649325409,55.0825820295039,"История Чувашско-Елтанской сельской библиотеки началась 1 сентября 1950 года. В настоящее время здесь постоянно оформляются выставки, тематические полки и экспозиции, посвященные знаменательным датам, государственным праздникам. Особое внимание библиотека уделяет экологическому воспитанию. Работает также с краеведческой литературой, использует самые разнообразные формы взаимодействия с посетителями. Внимание читателей привлекают такие выставки по истории района, как «Природы вечная краса», «Татарстан из века в век», «К сокровищам родного слова», «Книжный развал». Библиотечный фонд – 7 778 экземпляров. Количество читателей – 502 человека, посещений – 6 277.",2021-03-24T10:24:50Z,2023-01-27T07:13:06Z,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,17:00:00,10:00:00,15:00:00,,
Айшиязская сельская библиотека,"Респ Татарстан,р-н Атнинский,д Айшияз,ул Школьная,д 1",49.319997,56.287392,"Библиотечное дело в деревне Айшияз начало формироваться в 1923 году в читальной избе богача Амирхана. Изба-читальня стала культурно-просветительным центром. В 1947 году ее стали называть библиотекой.Нынче библиотека расположена в здании Айшиязского сельского клуба. Книжный фонд насчитывает около 5 000 экземпляров книг. Ежегодно услугами библиотеки пользуется около 280 пользователей. Учреждение обслуживает 351 человека в 3 деревнях: Айшияз, Каенсар и Нуртяк. Библиотека организовывает и проводит культурно-массовые мероприятия по продвижению книги и чтения в своих помещениях, а также мероприятия на свежем воздухе, приуроченные к разным праздникам.",2022-01-06T12:14:06Z,2023-08-18T05:22:50Z,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,13:00:00,16:00:00,,
Тетюшская межпоселенческая библиотека,"Респ Татарстан,р-н Тетюшский,г Тетюши,ул Ленина,д 84",48.836839,54.9348,"1 января 1919 года в Народном Доме небольшого уездного города Тетюши была торжественно открыта библиотека. Первыми библиотекарями были Софья Ивановна Горбунова и Клавдия Гавриловна Гаврилова. С лета 1919 года заведующей стала Червякова Анастасия Петровна. Михаил Сеспель ежедневно приходил в библиотеку и вместе со своими друзьями принимал активное участие в ее работе – сборе книг у населения для библиотеки, организации фонда, оформлении помещения, работе драмкружка. Поэтому можно уверенно сказать, что в основе создания библиотеки лежит деятельность наиболее передовой части молодежи города. За годы существования библиотеки ее посещали известные земляки и гости города. Воспоминания народного художника СССР М. Куприянова: «…В Тетюшах был маленький краеведческий музейчик с картинами, была библиотека с книгами и была Волга». В 1964 году читатели библиотеки встретились с писателем Яном Винецким. Через год здесь побывал Гильм Камай – ученый-химик. Тихон Курков, автор книги «Память сердца», был активным читателем, организатором общественной библиотеки. В 2002 году здесь побывал его сын Юрий Герасимов, инженер-атомщик, автор книги «Годы испытаний». Постоянным читателем в 80-е годы был заслуженный тренер РСФСР, мастер спорта СССР, основатель знаменитого тетюшского стенда Султан Яруллин. В стенах библиотеки побывали татарский поэт и деятель культуры Разиль Валеев, чувашский поэт Серте Миши, татарский писатель Туфан Миннуллин и другие.",2016-04-15T11:37:38Z,2023-02-21T06:33:53Z,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,18:00:00,10:00:00,17:00:00,,
