title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Чэнь Жоу Гуй (2018),ulun,100,4700,"Выдержанный сильно-ферментированный улун из побегов сорта Жоугуй. В сухом виде: крупные, темно-коричневые чайные листья продольной скрутки. Аромат сдержанный, копченый. Настой прозрачный, оттенка темного янтаря. Букет готового чая теплый, многогранный, пряно-древесный с фруктовыми, хлебными, копчеными и табачными нотками. Аромат глубокий, сложны, хлебно-пряный. Вкус плотный, мягкий, сладковатый, минеральный, с легкой фруктовой терпчинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, медитативное.",3,6,,,,,60,60,,,80,,,,,,,,,80,,,,,,,,,,40,,,,,,,,,,
"Лао Цзюньшань Цзы Я, 2005",green,94,4560,"Выдержанный зеленый чай «Пурпурные почки с острова Цзюньшань» из провинции Хунань. В сухом виде: тонкие, остроконечные, бурые почки, покрытые серебристым пушком Аромат сдержанный, древесный. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая выдержанный, пряно-древесный с ореховыми и фруктовыми нотками. Аромат спокойный, пряно-травянистый. Вкус плотный, маслянистый, сладковатый, с нежной древесной терпкостью, нюансами специй и сочным послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 2 минут, можно заварить еще 8-9 раз. Воздействие освежающее, легкое тонизирующее, медитативное.",5,4,,,,,40,80,,,60,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Хун Гунфу Лун,red,0,790,"В сухом виде: среднего размера, темно-коричневые листики, скрученные вдоль оси. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-древесный, с медовыми, хлебными и пряными нотками. Аромат интенсивный, фруктово-древесный. Вкус плотный, темного терпкий, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Воздействие согревающее, мягкое тонизирующее.",10,6,,40,,,80,,40,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Гуйчжоу Те Гуаньинь,ulun,0,1860,"Весенний урожай 2023 года. В сухом виде: среднего размера комочки скрученных чайных побегов, оливково-зеленого оттенка, с небольшими черенками. Аромат сдержанный, цветочный. Настой прозрачный, светло-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, молочными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус плотный, шелковистый, сладковатый, с легкой терпкостью виноградной кожицы, ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 8 завариваний. Воздействие освежающее, мягкое тонизирующее.",5,6,,,,80,60,,40,,,,,,,,,,,,,,,,,,,,100,,40,,,,,,,,,
Тэ Гун Люань Хэй Ча (2019),black,92,2785,"Черный чай «Тэ Гун» («Дворцовый, высшее качество») из Люань (провинция Аньхой) урожая 2019 г. В сухом виде: небольшие, изогнутые темно-коричневые жгутики чайных почек. Аромат сдержанный, пряно-древесный, с фруктовой ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая многогранный, пряно-древесный с нотками осеннего леса, древесных смол и печеных фруктов. Аромат тонкий, фруктово-бальзамический. Вкус плотный, сочный, сладковатый, немного терпкий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Воздействие согревающее, тонизирующее. Идеальный кандидат для закладки на многолетнюю выдержку и развитие.",3,5,,,,,60,60,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch03-2022 (limited 178 pieces), 357 г",red,88,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, серебристо-бежевые почки. Аромат интенсивный, медово-цветочный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, медово-цветочный, с нотками игристых вин, осенних листьев, свежих ягод, мяты и специй. Аромат теплый, нежный, медово-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",3,6,,80,,80,,,80,,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
И Цзи Люань Хэй Ча (2019),black,88,1390,"Черный чай «И Цзи» («Первый сорт») из Люань (провинция Аньхой) урожая 2019 г. В сухом виде: небольшие темно-коричневые жгутики чайных листиков с тонкими черенками. Аромат сдержанный, древесный, с ноткой сена. Настой прозрачный, оттенка желтой охры. Букет готового чая многогранный, древесный с нотками осеннего леса, пряных трав и печеных фруктов. Аромат многогранный, фруктово-древесный. Вкус плотный, сочный, сладковатый, немного терпкий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Хороший выбор для повседневных чаепитий: насыщенный вкус, глубокий аромат, тонизирующее воздействие. Вес целой корзинки варьируется от 250 до 300 грамм. Если вы желаете приобрести целую корзинку, пожалуйста, укажите это в комментарии к заказу.",3,5,,,,,40,40,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
Юндэ Дашу Шэн Ча (2021),puer,88,3480,"Чай с больших деревьев уезда Юндэ (округ Линьцан, Северо-западный чайный район провинции Юньнань), первый сбор, весенний урожай 2021. В сухом виде: бурые жгутики скрученных чайных листочков и почек с тонкими черенками. Аромат сдержанный, травянисто-цветочный, с ореховой ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, пряно-травянистый, с цветочными, ореховыми и бальзамическими нотками. Аромат интенсивный, сложный, пряно-травянистый. Вкус плотный, чистый и сладкий, вяжущий, с легкой яблочной кислинкой, нюансами специй и долгим, сочным послевкусием. Заваривать горячей водой (90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 10-15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Отличный молодой шэн пуэр – мощный, яркий, многообещающий в смысле многолетней выдержки.",3,5,,,,60,,80,,,,,,,,,,80,60,,,,,,,,,,,,,,,,,,,,,
"Габа Шу Ча (Габа шу пуэр, Мойчай.ру, 2020)",puer,84,2760,"Экспериментальная партия шу пуэра, изготовленная в округе Дали (чайное хозяйство Юньлун, высота более 2500 метров) по специальному заказу компании Мойчай.ру при участии специалистов Куньминского университета из сырья весеннего урожая 2020 года. В сухом виде: темно-коричневые жгутики скрученных листиков и рыжих почек. Аромат сдержанный, сливочно-бисквитный. Настой слегка мутный, каштаново-желтого оттенка. Букет готового чая зрелый, многогранный, орехово-древесный с молочными, бисквитными и грибными нотками. Аромат спокойный, низкий, ореховый с грибной ноткой. Вкус плотный, гладкий, приятно вяжущий, с легкой горчинкой бобов какао. Приятное, мягкое послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-8 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Отличный шу пуэр – насыщенный, многогранный, одновременно мягкий и сочный. Утром поможет проснуться и гармонично влиться в поток нового дня, а вечером – выдохнуть все лишнее и со вкусом расслабиться.",1,7,40,,,,,,,,60,,,,,40,60,80,,,,,,,,,,,,,,,,,,,,,,
Хошань Хуан Я (2021),yellow,100,23760,"«Желтые почки горы Хошань» из провинции Аньхой, урожай 2021 г. В сухом виде: среднего размера, глянцевые, остроконечные, желтовато-оливковые почки. Аромат интенсивный, орехово-бисквитный. Настой прозрачный, оттенка белого винограда. Букет готового чая утонченный и сложный, пряно-травянистый с цветочными, бисквитными и ореховыми нотками. Аромат нежный, орехово-травянистый. Вкус тонкий, объемный, маслянистый, сладковатый, чуть вяжущий, с легкой кислинкой. Послевкусие очень устойчивое и сочное. Заваривать горячей водой (70-80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Превосходный церемониальный чай для тех искушенных ценителей, кто ищет чего-то особенного, тонкого и прекрасного.",3,6,60,,,40,,40,,,,,,,,,,60,,,,,,,,,,,80,,,,,,,,,,,
"Moychay Teabar Special (сырье 2016, пресс 2021), 100 г",puer,92,1070,"Сделан из сырья, собранного в чайном регионе Мэнхай. 100-граммовый блинчик средней плотности, состоящий из спрессованных, темно-коричневых и рыжих почек. Аромат сдержанный, древесно-бальзамический. Настой прозрачный, темного, красно-коричневого оттенка. Букет готового чая зрелый, орехово-бальзамический, с нотками сухофруктов, прелых осенних листьев, темного солода и шоколада. Аромат густой, низкий, сложный, орехово-бальзамический. Вкус очень плотный, гладкий, сладковатый, с легкой шоколадной горчинкой, кислинкой сухих ягод, нюансами специй и долгим, бархатистым послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Прекрасный выбор для ценителей качественного шу пуэра: насыщенный вкус, многогранный аромат, согревающее воздействие.",2,7,,,,,60,,,,,,,,,,,100,100,,,,60,,,,60,,,,,,,,,,,,,
Мэнсон Шу Ча (2021),puer,100,890,"В сухом виде: мелкие, коричневые, скрученные листики и рыжие почки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, осенними и пряными нотками. Аромат теплый, орехово-древесный. Вкус мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,,,60,,80,,,,60,,,60,,60,,,,,,,,,,,,,,,,,,,,
Лао Сы Цзи Чунь (2004),ulun,88,1970,"Выдержанный улун «Сы Цзи Чунь» («Вечная весна»), в процессе обработки пропечен на древесных углях. В сухом виде: мелкие, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-древесный с копченой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая многогранный, пряно-древесный с кофейными, ореховыми, копчеными и фруктовыми нотками. Аромат теплый, пряно-ореховый с ноткой дыма. Вкус плотный, маслянистый, сладковатый, немного терпкий, с легкой шоколадной горчинкой, фруктовой кислинкой и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Воздействие согревающее, тонизирующее.",10,6,,,,,,80,,,80,,,60,,,,,,,,,,,60,,,,,,,,,,,60,,,,
"Грузинская светлая габа ""грозовой улун"", июнь 2023",gaba,80,2870,"В сухом виде: очень крупные, изогнутые жгутики темно-коричневых и желто-зеленых чайных листочков с тонкими черенками. Аромат сдержанный, фруктово-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, фруктово-пряный, с бисквитными, медовыми и цветочными нотками. Аромат нежный, фруктово-цветочный. Вкус чистый, плотный, шелковистый, сладкий, с нежной травянистой горчинкой, цитрусовой кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (85-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 8 завариваний. Воздействие освежающее, легкое тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",10,6,,40,60,80,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бада Лао Шэн Ча (2008),puer,60,2870,"В сухом виде: большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, древесный с фруктовыми и цветочными нотками. Настой прозрачный, коньячно-янтарного оттенка. Букет готового чая зрелый, многогранный, пряно-древесный, с грибными, цветочными, фруктовыми, осенними и бальзамическими нотками. Аромат интенсивный, фруктово-пряный. Вкус плотный, мягкий, шелковистый, сладковатый, чуть терпкий, с фруктовой кислинкой, нюансами специй и сочным послевкусием. Заваривать горячей водой (92-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 2-3 секунды и доведя время до 3 минут, можно заварить 10 раз. Отличный выдержанный шэн пуэр с многогранным вкусом и согревающим, медитативным воздействием.",3,6,,,,,80,80,,,80,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,
Аньси Мао Се,ulun,86,1200,"Улун «Мао Се» («Волосатый Краб») сделан весной 2023 г. в уезде Аньси по технологии цин сян (легкая ферментация, умеренный прогрев). В сухом виде: мелкие, желто-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-травянистый. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус мягкий, плотный, шелковистый, сладковатый, с легкой фруктовой кислинкой и нюансами специй. Послевкусие долгое и сочное. Заваривать горячей водой (80-85°С) в фарфоровой гайвани или чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее.",2,6,,,,40,40,60,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Шайцинь Юцзи Шэн (2022),puer,80,1760,"Высушенный на солнце шэн пуэр ""Органический"". В сухом виде: очень большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, пряно-травянистый с тонкой грибной ноткой. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с нотками молодого лесного ореха, патиссона и зеленого яблока. Аромат нежный, травянистый. Вкус плотный, маслянистый, немного терпкий, с легкой кислинкой, нюансами специй и сочным послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Воздействие освежающее, тонизирующее, гармоничное.",5,6,,,,,40,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
"Цзюнь Шань Инь Чжэнь 4, 2005",green,86,6840,"Выдержанный желтый чай «Серебряные иглы с острова Цзюньшань» из провинции Хунань. В сухом виде: тонкие, остроконечные, бурые почки. Аромат сдержанный, древесный с копченой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая выдержанный, пряно-травянистый с копчеными, ореховыми и фруктовыми нотками. Аромат спокойный, пряно-травянистый. Вкус плотный, шелковистый, сладковатый, с нежной терпкостью виноградной кожицы, прохладой мяты и сочным послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 2 минут, можно заварить еще 8-9 раз. Воздействие легкое тонизирующее, медитативное.",5,5,,,,,40,80,,,,,,,,,,40,,,,,,,40,,,,,,,,,,,,,,,
Тай Гуйфэй улун,ulun,96,2140,"В сухом виде: большие, тяжелые, красно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая яркий, цветочно-ягодный с нотками меда, пряных трав и сухофруктов. Аромат интенсивный, свежий, цветочно-ягодный. Вкус плотный, сочный и сладкий, шелковистый, с легкой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (92-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",10,6,,60,,100,,60,,,,100,,60,,,,,,,,,,,,,,,,,,,,,,,,,,
Чэнь Нянь Тан Бэй Лао Ча (2014),ulun,100,4600,"Выдержанный улун, в процессе изготовления прогретый на углях. В сухом виде: небольшие темно-коричневые комочки скрученных чайных побегов. Аромат сдержанный, фруктово-пряный. Настой прозрачный, охристо-желтого оттенка. Букет готового чая зрелый, многогранный, пряно-древесный, с фруктовыми, ореховыми и коньячными нотками. Аромат теплый, сложный, пряно-древесный. Вкус плотный, шелковистый, сладковатый, немного пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, после чего, начиная с экспозиции в 10 секунд и доведя время заваривания до 2 минут, можно заварить 10 раз. Воздействие согревающее, мягкое тонизирующее.",10,6,,,,,60,60,,,80,,,,,,,40,,,,,,,,,,,,,,40,,,,,,,,
"Янтра Габа Улун, Таиланд (зима 2023)",ulun,96,1670,"В сухом виде: крупные, тяжелые, красно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый. Настой прозрачный, оттенка желтой охры. Букет готового чая яркий, многогранный, фруктово-ягодный с цветочными, древесными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, гладкий и сладкий, шелковистый, с сочной кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",5,7,,,60,80,100,,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Янтра Ассам Хун Габа, Таиланд (зима 2023)",gaba,92,1729,"В сухом виде: небольшие, темно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый с копченой ноткой. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, фруктово-древесный с цветочными, бисквитными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, сочный, сладковатый, чуть вяжущий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",7,6,40,,60,60,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Фушоу Шань Улун,ulun,92,5600,"Чайные сады на Фушоу Шань (гора Счастья и Долголетия) располагаются на высоте свыше 2200 м на стыке уездов Наньтоу, Хуалянь и Тайчжун. Чистейший воздух, богатые минералами каменистые почвы и сильные колебания дневных и ночных температур рождают совершенно уникальный чайный лист. «Улун с горы Счастья и Долголетия» сделан весной 2023 года по технологии цин сян (многократная скрутка, неглубокая ферментация и прогрев при относительно низких температурах). В сухом виде: среднего размера, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный с ореховой ноткой. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с ореховыми, пряными и фруктовыми нотками. Аромат нежный, травянисто-цветочный. Вкус чистый, плотный, гладкий и сладкий, маслянистый, с легкой фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, далее пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат до 12 завариваний. Отличный выбор для церемонии гунфуча. Освежает, снимает напряжение, повышает жизненный тонус, рождает чувство гармонии.",2,6,,,,80,60,,40,,,,,,,,,80,,,,,,,,,,,100,,,,,,,,,,,
"Зеленый вьетнамский чай, древние чайные деревья (апрель 2023)",green,100,2800,"В сухом виде: среднего размера, изогнутые, серо-зеленые жгутики скрученных чайных листиков и почек с тонкими черенками. Аромат интенсивный, пряно-травянистый с бисквитной ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, пряно-травянистый с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус плотный, гладкий и сладкий, маслянистый, немного терпкий, с кислинкой зеленых яблок и сочным, долгим, освежающим послевкусием. Заваривать горячей водой (80-90°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Воздействие освежающее, легкое тонизирующее, медитативное.",3,5,,,,60,40,,,,,,,,,,,80,,,,,,,,,,,80,,,,,,,,,,,
Хошань Инь Чжэнь (весна 2021),yellow,88,9360,"«Серебряные иглы горы Хо» из провинции Аньхой, сделан в апреле 2021 г. в небольшом фермерском хозяйстве, расположенном на высоте 800 м в районе пика Цзиньчжу (Золотого Бамбука). В сухом виде: тонкие, остроконечные иголочки оливково-зеленых почек. Аромат тонкий, пряно-травянистый с бисквитной ноткой. Настой прозрачный, золотистого оттенка. Букет готового чая свежий, утонченный, травянисто-цветочный с пряными, бисквитными, ореховыми и ягодными нотками. Аромат нежный, томный, многогранный, пряно-цветочный. Вкус тонкий, сочный, шелковистый, сладковатый, с легкой ягодной кислинкой. Долгое, сочное послевкусие. Заваривать горячей водой (80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Отличный выбор для церемониального чаепития – многогранный, утонченный, долгий.",3,5,60,,,40,,,,,,20,,,,,,60,,,,,,,,,,,60,,,,,,,,,,,
Миньго Лао Люйча 1961 г.,green,80,64570,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1961 года. В сухом виде: среднего размера чайные листики бордово-коричневого оттенка и их фрагменты. Аромат выдержанный, интенсивный, древесно-бальзамический. Настой прозрачный, оттенка темного янтаря. Букет готового чая выдержанный, многогранный, древесно-бальзамический, с нотками дубового мха, осенних листьев, пряных трав, коньяка и фруктов. Аромат сложный, глубокий, бальзамический. Вкус тонкий, сочный, мягкий, сладковатый, чуть вяжущий, с фруктовой кислинкой и характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (90-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Превосходный церемониальный чай с многогранным вкусом и согревающим, расслабляющим, медитативным воздействием.",1,5,,,,,40,60,,,80,,,,,,,,100,,,,,,,,,,,,,60,,,,,,,,
Сяо Чжун Чэнь Сян Хун Ча,red,0,1380,"В сухом виде: мелкие темно-коричневые жгутики скрученных листиков и почек. Аромат интенсивный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая теплый, многогранный, древесно-ягодный, с медовыми, цветочными, бисквитными, цитрусовыми и пряными нотками. Аромат интенсивный, медово-ягодный. Вкус плотный, гладкий и сладкий, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 7-8 раз. Отличный выбор для церемонии гунфуча – многогранный, согревающий, расслабляющий.",10,6,60,80,,80,,,,,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Цзюнь Шань Сян Ча Ван 16 (2005),green,96,2040,"Выдержанный зеленый чай из провинции Хунань. Урожай 2005 года. В сухом виде: небольшие, изогнутые, бурые, пушистые почки. Аромат сдержанный, пряно-травянистый. Настой прозрачный, светлого, виноградно-желтого оттенка. Букет готового чая выдержанный, пряно-травянистый с цветочными, фруктовыми и ореховыми нотками. Аромат тонкий, пряно-травянистый. Вкус тонкий, маслянистый, с легкой древесной терпкостью, нюансами специй и сочным, освежающим послевкусием. Заваривать горячей водой (70-80°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Для первого раза настоять 10-15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие освежающее, легкое тонизирующее.",3,4,,,,60,40,80,,,60,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
