language,glottocode,latitude,longitude,value
Rongmei Naga,rong1266,25.098,93.7869,present
North Ambrym,nort2839,-16.1741,168.14,present
Mumuye,nucl1240,8.90347,11.71545,present
Belize Kriol English,beli1260,17.3941,-88.6281,present
Maltese,malt1254,35.8884,14.4508,present
Boloki,bolo1262,0.83463,18.4555,present
Waigeo,waig1244,-0.17957,130.917,present
Western Arrarnta,west2441,-24.05052,133.24621,present
Mocho,moch1257,15.4538,-92.1734,present
Khana,khan1278,4.70908,7.44363,present
Ibibio,ibib1240,5.15279,7.86688,present
Bola,bola1250,-5.55792,150.095,present
Kove,kove1237,-5.58623,149.63,present
Kimaragang,kima1244,6.61982,116.96,present
Landoma,land1256,10.8753,-14.0895,present
Yaouré,yaou1238,6.95282,-5.57851,present
Sierra Negra Nahuatl,sier1248,18.45,-96.9,present
Lembena,lemb1266,-4.99504,143.891,present
Iloko,ilok1237,15.9361,120.993,present
Mezquital Otomi,mezq1235,20.2274,-99.5564,present
West Tarangan,west2538,-6.62046,134.168,present
Mwan,mwan1250,7.87533,-5.9457700000000004,present
Rapoisi,rapo1238,-5.78724,154.834,present
Dupaninan Agta,dupa1235,17.3748,122.188,present
Ubykh,ubyk1235,43.67,39.67,present
West Makian,west2600,0.45332,127.63,present
Iaai,iaai1238,-20.6301,166.59,present
Sukuma,suku1261,-3.16082,32.8765,present
Gulf Arabic,gulf1241,30.17,47.5,present
Zayse-Zergulla,zays1235,5.83747,37.3409,present
Ma'anyan,maan1238,-2.1239,115.092,present
Lokono,araw1276,5.64295,-56.9243,present
Lomeriano-Ignaciano Chiquitano,chiq1248,-16.769554,-61.817795,present
Nauete,naue1237,-8.70733,126.741,present
Puyuma,puyu1239,22.643,120.996,present
Luangiua,onto1237,-5.49029,159.701,present
Tariana,tari1256,0.440205,-68.9042,present
Abui,abui1241,-8.31058,124.588,present
Northern Lushootseed,lush1252,48.42,-122.529,present
Satawalese,sata1237,7.36084,147.038,present
Orma,orma1241,-1.79489,39.60749,present
Phake,phak1238,27.8197,95.8131,present
Orya,orya1242,-2.76483,139.89,present
Nalik,nali1244,-2.94411,151.332,present
Khroskyabs,guan1266,31.5655,101.928,present
Huba,huba1236,10.3544,13.139,present
Tama (Chad),tama1331,14.332,21.9951,present
Shixing,shix1238,28.3895,100.4,present
Yakoma,yako1252,4.1651,22.1702,present
Mlahsô,mlah1239,37.0311,41.2209,present
Dazaga,daza1242,15.7358,15.8517,present
Apinayé,apin1244,-6.10774,-47.6315,present
Gardabani Bohtan Neo-Aramaic,boht1238,41.459,45.084,present
Pagu,pagu1249,1.2134,127.78,present
Gheg Albanian,gheg1238,42.317,21.3837,present
Welsh,wels1247,52,-4,present
Corsican,cors1241,41.7,9.25537,present
Tiri,tiri1261,-21.8147,165.792,present
Mundabli-Mufu,mund1328,6.59969,10.2704,present
Central Aymara,cent2142,-17,-68.5,present
Cocos Islands Malay,coco1260,-12.193342,96.833679,present
Marori,moro1289,-8.5692,140.688,present
Casiguran-Nagtipunan Agta,casi1235,16.2176,121.878,present
Nengone,neng1238,-21.5305,167.964,present
Koromira,koro1313,-6.39399,155.742,present
Sabah Malay,saba1263,4.64808,117.024,present
South-Central Koongo,koon1244,-5.57722,14.4771,present
Esimbi,esim1238,6.50094,9.86936,present
Karkar-Yuri,kark1258,-3.74954,141.098,present
Mopán Maya,mopa1243,16.3533,-89.0673,present
Wedau,weda1241,-10.1246,150.172,present
Tobelo,tobe1252,1.0946,128.154,present
Mato,mato1252,-5.91639,146.859,present
Old Malay,oldm1243,-0.648259,103.353479,present
Tagbanwa,tagb1258,9.54263,118.497,present
French,stan1290,48,2,present
Bilibil,bilb1241,-5.26505,145.764,present
Lese,lese1243,1.3,29.3,present
Balangingi,bala1311,6.011614,121.686646,present
Cupeño,cupe1243,33.3148,-116.515,present
Moksha,moks1248,54.1855,42.6728,present
Keerak,kera1248,12.3652,-16.6857,present
Kaqchikel,kaqc1270,14.4662,-90.9881,present
Chiga,chig1238,-1.04387,29.9122,present
Bambassi,bamb1262,9.82554,34.6522,present
Sikaiana,sika1261,-8.378194,162.72952,present
West Uvean,west2516,-20.4145,166.589,present
Melamchi Yolmo,east2343,27.9212,85.6289,present
Ambonese Malay,ambo1250,-3.71342,128.184,present
Savosavo,savo1255,-9.12853,159.814,present
Coptic,copt1239,29.472,31.2053,present
Hiligaynon,hili1240,10.4018,122.974,present
Neo-Mandaic,nucl1706,31.3443,48.8128,present
Bube,bube1242,3.53638,8.68929,present
Ulwa,ulwa1239,12.932292,-83.581467,present
Muruwari,muru1266,-28.9618,146.546,present
Mele-Fila,mele1250,-17.6841,168.275,present
