country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
Belgium,1911,8506,HAULCHIN,28,138,161,50.3854,4.0795,28 sestertii in a ceramic vessel: Domitian - Antoninus Pius (AD 138-161).,NA,II century
Sweden,1902,15598,SJONHEMS BACKE,3,148,149,57.492523,18.500372,"3 denarii: Titus, Antoninus Pius, Antoninus Pius (Marcus Aurelius Caesar) (AD 148-149); silver weight: 7.90 g.","Swedish History Museum, Stockholm (inv.no. 11721)",II century
Austria,1960,2849,ILLMITZ,157,162,163,47.762,16.8,157 coins found in a ceramic vessel: Mark Antony - Marcus Aurelius (AD 162-163).,"Landesmuseum Burgenland, Eisenstadt, Austria; inv.no. 24.929",II century
Greece,1975,6738,THEBES,25,144,144,38.319,23.318,"The hoard comprised 25 coins (23 sestertii, 1 dupondius and 1 Provincial bronze of Trajan of the Koinon of Cyprus), ranging from Titus to Antoninus Pius.",Thebes Museum,II century
Egypt,1968,7787,EL-MANSHAH A45,102,149,150,26.475,31.8,102 billon Alexandrian tetradrachms found during excavations in the foundation of a house: Claudius I (Messalina) - Antoninus Pius (AD 149-150).,"The Egyptian National Museum, Cairo (inv.nos. 4/4/1968)",II century
Germany,1842,17204,WESERMÜNDUNG 1842,6,117,138,53.5366,8.5669,"Six denarii (Domitian - Hadrian), found in the estuary of the River Weser in 1842.",NA,II century
Ukraine,2016,20685,CHERKASY REGION 2016?,21,180,192,49.2575505642,31.3370139893,"A small hoard of 21 Roman imperial denarii (from Domitian to Commodus) and three bronze artefacts was found by a treasure hunter in March 2016 somewhere in Central Ukraine, probably in Cherkassy region. On March 10, 2016, on the Ukrainian treasure hunting forum Violity was published information about the hoard and a photo of the coins and items from it (the finder identified the deposit as a “purse of denarii”). There is no information about the conditions of the find. The coins have heavy wear, one of the coins has strong oxide traces. The bronze items are rectangular in shape and are most likely belt plate: two measure 4.5x0.7cm and one (with six rivets) measures 4.3x1.3cm. In March 2016 the hoard was sold at the Violity auction, and the further fate of the coins is unknown.",Sold,II century
Switzerland,1895,6530,LAUFEN BL 1895/1896,11,177,192,47.413,7.496,"The hoard comprised a ceramic vessel containing at least 11 coins (10 sestertii and 1 dupondius) found during construction work. The pot and 11 coins were given to the Museum Laufen, where, ca. 2014, only these 11 coins could be identified: Domitian (1 coin), Trajan (1 coin), Hadrian (5 coins), Antoninus Pius (1 dupondius), M. Aurelius/L. Verus (1 coins), Commodus (1 coin), Crispina (1 coin).","Archäologie Baselland, Laufen",II century
France,1831,5762,BEAUMOUNT-LE-ROGER,61,138,161,49.062,0.76,"The hoard comprised 60 silver coins and some bronzes, including one of Faustina I.",NA,II century
Netherlands,1878,9886,EENUM,40,159,160,53.339,6.78,Around 40 silver coins. Only 4 denarii of Antoninus Pius are known.,NA,II century
Bulgaria,1998,2671,GIGEN 1998,48,101,102,43.71,24.488,"(49) 48 denarii: 35 republican, 13 imperial: Republic - Trajan (AD 101/102) .","Private collection, Pleven",II century
Germany,1964,17041,NIDA 1964,5,141,161,50.1547,8.635,"The hoard (5 bronze coins ranging from Domitian to Faustina I) was found in 1964 northwest of the Jewish cemetery in house pit 27-29 of Ernst-Kahn-straße, in a depth of 30 cm. The coins lay in a varnished pot. The hoard remain in private possession.",NA,II century
Romania,2012,18913,ADAMCLISI 2012,36,169,170,44.059750856156,27.947745548689,Unknown original number of coins. 36 denarii were recovered: Trajan - Marcus Aurelius (AD 169-170).,"Local Museum Adamclisi, Romania",II century
Poland,1926,13447,KACICE,2,103,111,50.245833,20.031944,"""1 litra"" of coins found with a ceramic vessel. Only 2 denarii are known: Domitian, Trajan.","National Archaeological Museum, Warszaw (2 coins), Poland",II century
Italy,1929,13802,DOMUSNOVA,10,161,180,39.32092,8.649474,"10 large Roman imperial bronze coins: Hadrian 3, Antoninus Pius 4, Faustina I 2, Lucilla 1.",NA,II century
Austria,1908,13139,KRISTENDORF 1 1908,432,196,197,46.554,14.648,"Over 486 silver and bronze coins found in four ceramic vessels. Found 3 m from KRISTENDORF 1. Vessel a: 38 denarii: Mark Antony 2, Nero 1, Vitellius 1, Vespasian 11, Titus 1, Domitian 4, Nerva 1, Trajan 3, Antoninus Pius 5, Faustina I 4, Marcus Aurelius 1, Faustina II 2, Lucilla 1, Commodus 1. Vessel b: 151 sestertii: Galba 1, Vespasian 1, Titus 2, Domitian 2, Trajan 12, Hadrian 23, Antoninus Pius 28, Faustina I 11, Marcus Aurelius 24, Faustina II 13, Lucius Verus 5, Lucilla 7, Commodus 15, Septimius Severus 5, Julia Damna 1, Caracalla 1. Vessel c: 237 bronze coins: Vespasian 1, Titus 1, Domitian 3, Trajan 13, Hadrian 41, Sabina 2, Antoninus Pius 32, Faustina II 11, Marcus Aurelius 56, Faustina II 34, Lucius Verus 6, Lucilla 8, Commodus 24, Crispina 1, uncertain 4. Vessel d: 60 sestertii: Titus 1, Nerva 1, Trajan 3, Hadrian 5, Sabina 1, Antoninus Pius 13, Faustina I 2, Marcus Aurelius 14, Faustina II 11, Lucilla 2, Commodus 4, Crispina 1, uncertain 2.","Kärnten Landesmuseum, Klagenfurt, Austria (11 coins)",II century
Germany,1788,17297,DÖRPSTEDT,20,145,176,54.435033,9.361487,"A hoard of 20+ Roman silver coins (i.e. certainly denarii), found while digging out peat on the Dörpstedter Moor.",NA,II century
Sweden,1896,15469,ROBBENARVE,368,193,194,57.333194,18.573239,"Initially 368 denarii, nowadays, 367: Vitellius - Septimius Severus (AD 193-194); silver weight: 1009.47 g.","The National Historical Museum, Stockholm (inv.no. 10155/1-167, 169-368); Stockholm Numismatic Institute, Stockholm (inv.no. 179)",II century
"England, United Kingdom",1956,14556,TEAN,3,194,195,49.963481,-6.3242033,"Penhallurick 2009, 269: ""The museum on St Mary's has three sestertii found in a midden layer on the southern shoreline of Tean in 1956. Accompanying pottery indicated an occupation from the first to the fourth centuries and included sherds of samian ware and a bronze brooch (Thomas 1985, p.183)"". He notes that the second sestertius of Marcus Aurelius listed here may have been turned into a brooch (bronze adhered to the bottom of the reverse), though this has not been verified.",NA,II century
Romania,1947,6123,CĂTUNU,20,148,149,44.7417,25.9037,Unknown originally number of coins. 20 denarii are kept in the Town museum of Târgoviște: Vespasian - Antoninus Pius (AD 148-149).,"Town Museum Târgoviște, Romania (20 coins)",II century
Bulgaria,1980,10310,TSAREV DOL,5000,138,161,43.9648,26.7309,About 5000 denarii: Republic - Antoninus Pius (AD 138-161).,NA,II century
France,1929,7072,VARENNES-SUR-SEINE,20,161,161,48.376,2.929,NA,NA,II century
France,1966,8725,ANNECY 1966,199,191,191,45.912,6.121,"(c. 215) 199 bronze coins: 194 sestertii, 5 dupondii: Vespasian - Commodus (AD 191).",NA,II century
Romania,2023,20556,GÂRCINA 2023 B,408,117,138,46.975697796636,26.342532583518,408 denari found by metal detecting: Nero - Hadrian. No further detail.,NA,II century
France,1911,5618,HAILLICOURT,59,186,187,50.474691,2.5843569,"The hoard apparently comprised 68 denarii, although the catalogue gives a total of 59 coins.",Mr. Elby collection (in 1931),II century
Spain,1981,12878,LA BÓVEDA,12,125,127,38.321,-6.775,12 denarii found with a ceramic vessel: Vespasian - Hadrian (AD 125-127).,NA,II century
"England, United Kingdom",1863,2565,DEWSBURY 1863,2,140,161,53.666934,-1.6382439,"A 'valuable find of gold and silver coins', of which one coin was a denarius of Antoninus Pius (broken and much defaced), found on Dewsbury Moor, near remains of two Roman querns.",NA,II century
Sweden,1873,15601,SUDERGARDA,2,145,175,57.809651,18.526683,"2 denarii: Trajan, Antoninus Pius/Marcus Aurelius (Faustina II).","Swedish History Museum, Stockholm (inv.no. 5071)",II century
Czech Republic,1893,15886,CERHENICE,2,161,169,50.069755,15.0706,"Two denarii: Antoninus Pius, Marcus Aurelius (Lucius Verus/Divus Lucius Verus) (AD 161-169). Militky considers a misidentification of this hoard with the one Dobřichov-Plaňany (PLAŇANY 1892).","National museum, Prague, Czech Republic",II century
Belarus,2007,17426,STAVISHCHE,500,196,195,52.187255,23.68248,"Discovered in 2007 in a field, near a village, between the village and the Lyasnaya river; the coins were scattered over an area of 500x100 m and had two large concentrations (two hoards?). Included at least 500 denarii, of which only 20 are available for study (Vespasian-Clodius Albinus). Information about the hoard in 2009 came to the archaeologist V. Belyavets, and in the spring of 2010 V. Sidarovich examined the place of the find. In the same field, other items were found: fragments of silver brooches, a gold brooch, a spearhead, a gold ring (?). Their relation with the hoard is doubtful (items from the settlement?)",private collection,II century
Romania,1988,2614,DESA 1988,222,185,185,43.8696,23.0309,"Originally, 222 coins. 133 denarii are documented: Nero - Commodus (AD 185).","Iron Gates Museum, Drobeta-Turnu Severin, Romania (122 coins); inv.no. 562-683; private collection, Bucharest, Romania. (11 coins)",II century
Germany,1795,17271,DELMENHORST-DWOBERG,24,185,185,53.0583,8.605,"A hoard of 24 denarii, found on the Dwoberg in 1795. Of these, 22 (Hadrian - Commodus) were found to be in the Oldenburg state museum.",NA,II century
France,1859,12456,BRINAY,210,138,161,47.1761,2.1283,"It comprised 210 sestertii found with a ceramic vessel, notably from Hadrian, Antoninus Pius and one of the Faustinas.",NA,II century
Belgium,1945,8631,CHIMAY 1945-1950,36,180,183,50.048,4.315,"36 sestertii, but only 16 are identified: Trajan - Commodus (AD 180-183).",NA,II century
Croatia,1921,2860,IVANOVO SELO,50,161,180,45.673,17.25,"(c. 50) 25 bronze coins: 22 sestertii, 3 asses: House of Vespasian - Marcus Aurelius (Lucius Verus) (AD 161-169)","Archaeological Museum Zagreb, Croatia (archives) - 1981",II century
"Wales, United Kingdom",1875,809,BRYN GWYDION,46,140,143,53.05468,-4.322564,"46 denarii (Vitellius to Antoninus Pius) discovered in a farm yard. Wynn Williams (1875) observed that the hoard was discovered at ground level, having been exposed by traffic and other activity in the farm yard: ""The surface was very hard, and they were actually sticking out of the ground on their edges. Judging from a pen and ink sketch sent me, they must have been closely packed together side by side... evidently the road had got scraped and worn down by wheels, and thus exposed them; but they had been noticed before any one took the trouble to pick them up.""",Unknonwn,II century
"England, United Kingdom",1980,14892,CADEBY 1980,11,180,192,53.485253,-1.2328974,Eight sestertii found in Pot Ridings Wood.,NA,II century
France,1834,7398,AMIENS 1834,402,181,183,49.894,2.296,"The hoard comprised more than 400 worn coins including issues of Nero, Trajan, Hadrian, Antoninus Pius and Crispina.",NA,II century
Romania,1867,2613,ALBA IULIA 1867,612,184,185,46.066,23.572,"(700) 612 silver coins: 610 denarii, 2 drachmas: Nero-Commodus (AD 184-185).",NA,II century
Switzerland,1965,6443,AIROLO TI - MADRANO 1965 / TOMB 2,27,179,179,46.526,8.628,"The hoard comprised 2 denarii (Trajan, Hadrian) and 25 aes coins ranging from Domitian Caesar to Faustina II. They were recovered during the excavation of a inhumation burial (tomb 2/1965) in the necropolis and were interpreted as the contents of a purse. 20 coins are preserved today, and reliable descriptions of the other ones exist.","Ufficio dei beni culturali, Bellinzona (20 coins); lost (7 coins)",II century
Poland,1931,13418,DZIEDZICE,154,161,180,50.475278,17.780833,154 denarii found with a small ceramic vessel: Vespasian - Marcus Aurelius (AD 161-180).,"According to W. Łonak, the coins were kept by the Provincial Heritage Department for Cultural-Historical Soil Alterations in Racibórz.",II century
France,1734,9719,SAINT-BRESSON,150,180,192,47.87,6.507,"The hoard comprised more than a hundred copper alloy coins of Hadrian, Antoninus Pius and Commodus.",NA,II century
India,2020,19939,RATLAM,17,194,194,23.330942153044,75.036606873163,"Hoard of 17 aurei. Only two are known: Pertinax, Septimius Severus.",NA,II century
Belarus,1900,17422,SLONIM,44,180,192,53.0869,25.3163,"The hoard discovered no later than 1900; the total number of coins is unknown. A city dweller with the surname Shapiro bought 44 coins (Vespasian-Commodus; total weight 127.43 g), of which only eight were identified in the Imperial Archaeological Commission (by E. Pridik) and then were returned to the owner.",former Shapiro's collection; currently unknown,II century
France,1860,5492,PARIS 1860 - (QUARTIER ODÉON),1600,184,184,48.847,2.341,"The hoard comprised approximately 1,600 aureii, from Julius Caesar to Commodus. Most of the hoard was immediately dispersed and sold.",NA,II century
"Israel, Palestinian Territories",1976,7844,HEBRON 1976,54,132,136,31.533,35.1,The hoard comprised at least 54 silver coins dated between the Roman Republic and Hadrian (AD 117-138).,NA,II century
France,1844,6338,SAINT-DIDIER-AU-MONT-D'OR,21,197,197,45.812,4.798,"In 1844, numerous skeletons were found, buried one on top of the other. One wearing an iron mail shirt, also possessed 'un coeur en bronze doré', 17 denarii and 4 bronze coins. Like TAF V. 33, the assemblage has been interpreted as representing the savings of a soldier killed in the battle between Septimius Severus and Clodius Albinus in AD 197.",NA,II century
Czech Republic,1916,15879,STARÝ KOLÍN 1916,3,176,180,50.00941,15.291594,"Group of 3 Roman coins: Antoninus Pius (Diva Faustina I) 1 denarius, 1 sestertius, Marcus Aurelius (Diva Faustina II) dupondius (AD 161-180).","Regional museum, Kolín, Czech Republic",II century
"England, United Kingdom",1905,36,HOLDENHURST,677,134,138,50.745483,-1.8312848,A hoard of 61 Roman coins to Hadrian and 616 Iron Age bronze coins found some years ago in Southants. It was contained in an earthenware pot which was broken in the course of the discovery.,"British Museum (part); Hunter Coin Cabinet, Glasgow (part); Red House Museum, Christchurch (part)",II century
Poland,1830,13413,CZERWIĘCINO,4,141,161,54.066172,15.805078,At least 4 denarii found on a field: Hadrian - Antoninus Pius (Diva Faustina I).,"Kulturhistorisches Museum Stralsund (4 coins), Germany (inv.no. 1962:240a-d)",II century
Belgium,1801,6149,DIKKELVENNE,100,169,169,50.919,3.687,(over 100) 3 sestertii: Hadrian - Marcus Aurelius (Divus Lucius Verus) (AD 169).,"Collection De Bast (3 coins), in 1808",II century
Egypt,1905,7808,EGYPT A66,50,161,180,26.821,30.802,50 denarii: Vespasian - Marcus Aurelius (AD 161-180). No information about circumstances.,Dispersed,II century
Slovenia,1877,8834,TRILEK,15,161,180,45.881,13.993,15 denarii: M. Antony - M. Aurelius (AD 161-180). Only 7 denarii are kept in the coin room of the National Museum of Slovenia in Ljubljana.,"Narodni muzej Ljubljana, Slovenia, 7 coins; dispersed",II century
Bulgaria,1966,12162,CHIRPAN,6,161,180,42.1985,25.3259,"Unknown initial number of coins. 6 pieces entered the museum collection in Plovdiv: Vespasian 1, Nerva 1, Hadrian 1, Antoninus Pius 1, Faustina I 1, Marcus Aurelius 1.","Museum of Archaeology, Plovdiv, Bulgaria; inv.no. 2429",II century
Algeria,1908,4929,TAZOULT 1908,54,138,161,35.489,6.256,"54 Republican and imperial denarii issued by M. Fonteius, L. Marcius Censorinus, C. Naevius Balbus, M. Cordius, L. Plautius, A. PLautius, P. Clodius Turrinus, L. Thorius Balbus, Sextus Pompeius, Julius Caesar, Mark Antony's legionary denarii (III, VI, VIIII, XII, XIX, XII) des denarii of Sex. Pompey (with reverses of Amphinomos and Anapias), Julius Caesar and emperors to Antoninus Pius (AD 138-161).","Museum of Lambaesis, Algeria",II century
Israel,1983,7702,ḤORBAT ẒALIT 1983-1984,60,128,129,31.327,34.943,"The hoard comprised 60 silver coins from the reigns of Nero to Hadrian, deposited during the Bar Kokhba Revolt (AD 132-136). These coins were: 42 denarii (Vespasian to Hadrian), 10 tetradrachms and 1 tridrachm from Antioch (Nero to Trajan), 6 tridrachms and 1 drachm of Trajan from Arabia.",Israel Antiquities Authority (IAA 23744-23803),II century
"England, United Kingdom",1958,955,VERULAMIUM (INSULA XIV),50,112,117,51.750308,-0.36447182,"50 denarii ranging from the 2nd century BC Republic coins to Trajan, and including one plated specimen, found in a wooden building from the late 2nd century AD.","Verulamium Museum, St. Albans",II century
Portugal,1936,17584,VALE DE SAN PEDRO,70,117,138,41.9061,-7.8977,70 denarii found with a ceramic vessel: Augustus - Hadrian.,NA,II century
"Scotland, United Kingdom",2009,965,BELLADRUM,41,161,161,57.4448,-4.4626,41 denarii: Domitian - Marcus Aurelius (Divus Antoninus Pius) (AD 161),NA,II century
Sri Lanka,1908,18883,KURUNEGALA DISTRICT,6,166,167,7.4870433407446,80.364349733444,"Six coins of Alexandria: Nero 1, Vespasian 2, Hadrian 2, Lucius Verus 1. No information about site or circumstances.",Colombo,II century
Algeria,1837,4853,AÏN EL DJENAN,20,180,192,36.321,8.253,The hoard comprised 20 denarii from Vespasian to Commodus (AD 180-192) and was found inside an ostrich egg.,NA,II century
Czech Republic,1923,15876,VELIM 1923,3,117,138,50.059408,15.109102,"Group of 3 coins: Domitian denarius, Trajan denarius, Hadrian sestertius (AD 117-138).","Regional museum, Kolín, Czech Republic",II century
Italy,1892,6146,ROME 1892 - AVENTINE HILL,300,161,169,41.883656,12.478646,"A hoard of 3-400 aurei. 42 coins were recovered. They are all issues of Lucius Verus, 3 types (Coh. 157, 247, 248).","Royal Coin Room, Amsterdam, Netherlands (3 coins since 1894); 1 coin in Berlin",II century
India,1914,18361,MALLAYAPALEM,4,141,141,16.156,80.361,"A hoard of four aurei: Nero, Trajan 2, Antoninus Pius for Faustina I (Diva).","Madras Museum, Chennai except for Trajan coins",II century
Slovakia,1836,8235,PODHÁJSKA-BELEK,21,161,180,48.105157,18.351571,21 denarii: Vespasian - Marcus Aurelius (AD 161-180).,NA,II century
Greece,2006,6862,"LITHOCHORI, KAVALA (T11)",4,138,161,41.04825,24.70468,"The hoard comprised 4 coins including one earlier coin of Thasos (2nd c. BC) and two Roman Provincial coins: Philippoi (1 imperial period), Topeiros (1 Antoninus Pius) and a further 1 unidentified coin, found in grave T11 in Lithochori.",NA,II century
Ukraine,2018,18620,BURYAKOVE,52,193,194,49.7531,35.5489,52 denarii: Trajan - Septimius Severus (AD 193-194).,NA,II century
Georgia,1930,16059,NOSIRI,18,138,161,42.260933,42.116558,"18 Cappadocian silver coins (didrachms, drachms and hemidrachms), sold to the museum of Zugdid by a farmer in the 1930s. The coins range from Vespasian to Antoninus Pius (AD 138-161), with 10 specimens being illegible. The coins were examined by Zograf in 1937.","National Museum Georgia, Tbilisi",II century
Spain,1898,12893,PAJAR DE ARTILLO,1500,161,162,37.435,-6.043,"Initially, there were 1,500 aurei. 144 aurei studied: Nero - Marcus Aurelius (AD 161-162). Together were found one gold and two silver ingots.",NA,II century
"England, United Kingdom",1797,48,BEACONSFIELD,65,161,180,51.601173,-0.65862043,"65 Roman silver coins found a small urn or earthern vessel, while removing the root of a tree near the house of Mr. Burke, at Beaconsfield. The coins ranged from Vespasian to Faustina.",NA,II century
France,1983,11679,FLEURINES 1983-1984,2,152,153,49.242,2.6257,"Two aurei, Domitian (Caesar), Marcus Aurelius (Caesar) found in sequential years, in the same forest. Close chronological range.",Private collection,II century
France,1803,5584,WALLERS 1803,15,138,161,50.3734,3.3913,15 of the sestertii from a larger hoard were identified by S. Bottin. The hoard was originally located in Bellaing in error.,Mayor Moreau,II century
Belgium,1630,8398,KORTRIJK 1630,2,161,180,50.8278,3.2649,"Some coins, unknown denomination, of Nerva, Trajan and Marcus Aurelius",NA,II century
Ukraine,1957,3046,ZBUZH,177,197,197,50.9842,26.3163,Hoard of 177 denarii found with a ceramic vessel: Trajan - Septimius Severus (AD 197). Together were found two silver rings and one of gold.,"Historical Museum, Lviv, Ukraine (inv.no. 4955)",II century
France,1771,12362,LANGRES 1771,1000,117,138,47.867,5.334,"The hoard was found on the West of ""Blanche-Fontaine"" district. A worker discovered an amphora with 1000 aurei, only 164 are now recorded from Augustus to Hadrian.",Barthélemy de Langres,II century
Spain,1940,12879,LUGO 1940,16,117,117,43.0064,-7.5576,"16 coins: 1 denarius, 15 bronzes were found as ""cast bronze core"" of 570g.",NA,II century
"England, United Kingdom",1974,14931,PIERCEBRIDGE III,10,164,169,54.529849,-1.6770182,"10 coins found compacted together during excavations in Tofts Field in 1974. Recovered from surface of first re-metalling of Dere Street, to the east of the later fort, in Tofts Field.",NA,II century
"England, United Kingdom",1874,2025,LAVENHAM 1874,197,105,117,52.124989,0.75953442,"A hoard of 197 denarii (Mark Antony to Trajan), found in a 'rude earthen vessel', while ploughing a field in 1874 near Lavenham Lodge. Of these, 184 were examined and 183 published, the others were dispersed.",NA,II century
Iraq,1983,20613,KIFRIN,3,194,194,34.375849,42.085404,"Three denarii (1 of Trajan and 2 of Septimius Severus that share the same obverse die) from the same context (C/26/34), that may represent a small hoard, found at Kifrin, a large fortified settlement with Parthian and Roman phases of the 2nd and 3rd c. AD, on the east bank of the Euphrates.",Unknown (Bagdad?),II century
Georgia,1954,18182,TSEBELDA,6,139,139,43.0253,41.2836,"Six silver coins minted in Caesarea of Cappadocia: Nerva, Trajan 2, Hadrian 2, Antoninus Pius. According to Pachomov they are coming from a destroyed burial ground. a plausible hypothesis as Kropotkin (2005) mentioned other similar coins found in graves (p. 267; nos. 1927, 1928, 1944).","National Museum of History, Moscow, Russia (inv.no. 84974)",II century
Romania,1976,5275,MĂGURA,2830,196,197,46.56,26.86,"2830 silver coins: 2827 denarii, 1 plated denarius, 2 drachms: Augustus - Septimius Severus (AD 196-197); silver weight: before restoration: 9,290g; after restoration: 9,075.17g","History Museum ”Iulian Antonescu” Bacau, Bacau County, Romania",II century
France,1830,5718,SAINT-MARTIN-EN-CAMPAGNE,600,181,192,49.967393,1.217249,"The hoard was found in an ancient vessel and comprised between 500 and 600 bronze coins. Very close by, a large glass urn, pottery and three bronze basins were also found.",NA,II century
Belgium,1994,8535,TAINTIGNIES,15,180,192,50.547,3.34,15 sestertii: Domitian - Commodus (AD 180-192).,NA,II century
Poland,1820,13544,ZAKRZÓW,14,196,198,50.481111,18.085278,Unknwon number of denarii found with an iron vessel. Only 14 denarii were identified: Nero - Septimius Severus (Caracalla Caesar) (AD 196-198).,Lost,II century
"Scotland, United Kingdom",2008,18576,CLARKLY HILL,86,180,191,57.6967,-3.461,86 denarii: Mark-Antony - Commodus (Crispina) (AD 180-191).,NA,II century
Poland,1946,13402,BESIEKIERZ NAWOJOWY,26,193,196,51.9608,19.4879,Over 26 denarii found with a ceramic vessel: Hadrian - Septimius Severus (Julia Domna) (AD 193-196).,"Museum of Archaeology and Ethnology, Łódź, Poland (2 coins)",II century
Spain,1722,17601,MÁLAGA 1722,87,180,192,36.720081568035,-4.4200438239111,Hoard of 87 aurei: Nero - Commodus (AD 180-192).,NA,II century
Switzerland,1826,6430,SCHLEITHEIM SH 1826-1908,7,106,106,47.742,8.478,"The hoard comprised 7 aurei terminating in an issue of Trajan dating to AD 106. From 1826 to 1908, 7 Roman aurei were found by chance in the fields, all in the same region (Salzbrunnen and Z'underst Wyler), at a maximum distance of ca. 150 meters. These could be single finds or rather a dispersed hoard? Found in 1826: Nerva; 1859: Nero; 1894: Vespasian; 1896: Trajan; 1899: Nerva; 1907: Galba; 1908: Trajan.",Kantonsarchäologie Schaffhausen (4 coins); Schweizerisches Landesmuseum Zürich (2 coins); Bernisches Historisches Museum (1 coin),II century
Sweden,1887,15586,RINGS,3,138,161,57.70785,18.632072,"Originally 3 denarii (Hadrian, Antoninus Pius, imitation) found within an Iron Age settlement together iron, earthenware, bone artefacts.","Swedish History Museum, Stockholm (inv.no. 8063)",II century
Russia,1960,18414,KRASNOBATAR,89,170,170,45.08579489918,37.791082735009,"Hoard of 89 gold stateri of the Bosporan kings: Sauromates I - 3, Cotys II - 6, Rhoemetalkes - 11, Eupator - 69.",NA,II century
Romania,1910,12026,DĂENI 1910-1911,20,138,161,44.845,28.131,Unknown number of initial coins. 20 pieces - unknown metal - are kept in the Coin Room of the Institute of Archaeology in Bucharest: Trajan - Antoninus Pius (Ad 138-161).,"Coin Room of the Institute of Archaeology, Bucharest, Romania",II century
Bulgaria,1942,10109,MALORAD,92,161,180,43.489,23.685,92 denarii: Republic - Marcus Aurelius (AD 161-180). Found in a ceramic vessel together with a silver bracelet.,NA,II century
"Scotland, United Kingdom",2011,18591,SYNTON,228,177,191,55.477851196768,-2.8194858260272,228 denarii: Vitellius - Marcus Aurelius/Commodus (Crispina) (AD 177-191).,NA,II century
Hungary,1957,7544,KOMÁROM-SZŐNY 1957,17,128,138,47.73,18.194,"17 silver and bronze coins in Principia/barrack: 1 denarius, 1 quinarius, 2 sestertii, 7 dupondii, 6 asses: Vespasian - Hadrian (AD 128-138)",NA,II century
Ukraine,1957,18286,ZOLOTAYA BALKA,9,185,185,47.372847437038,33.96424263042,Nine denarii placed in a cavity: Hadrian - Commodus (AD 185).,NA,II century
Switzerland,1967,6447,AUGST BL-INS. 20 1967,36,191,192,47.534,7.725,"The hoard comprised 36 coins including 33 sestertii (1 subferratus) and 3 dupondii terminating with issues of AD 191-192. All coins are worn, so this is most probably a 3rd c. deposition.",Augusta Raurica,II century
Czech Republic,1922,15896,TUNĚCHODY,2,180,192,49.978838,15.840908,"2 denarii: Antoninus Pius, Commodus (AD 180-192).","Regional museum, Chrudim, Czech Republic (now, missing)",II century
Egypt,1930,7810,TELL SAKHA A68,1200,180,192,31.087,30.949,"Around 1,200 aurei (according to Savio/Cavagna): Nero - Commodus (AD 180-192). Reported to have contained thousands of coins. The main part had been dispersed before the rest was confiscated.","Museum of Alexandria, Egypt (299 coins)",II century
Germany,1966,17475,GNOTZHEIM 1966-1968,47,194,195,49.05712,10.70444,A hoard of Roman denarii comprising at least 47 coins ranging from Nero to Septimius Severus.,NA,II century
Netherlands,1995,10016,STEDUM 1995,9,194,195,53.3224,6.6939,9 denarii: Antoninus Pius - Septimius Severus (AD 194-195).,Groninger Museum (partially) private collection,II century
Slovenia,1962,8111,PTUJ 1962 - VIČAVA,80,134,138,46.425,15.861,"Over 100 silver and bronze coins. 80 pieces were recovered: 1 denarius, 67 sestertii, 12 dupondii, 1 As: Vespasianus - Hadrian (AD 134-138).","Pokrajinski muzej, Ptuj, Slovenia (80 coins)",II century
Romania,2018,17493,MICEȘTI,5,190,190,46.109557498416,23.530905934438,Five denarii found together following metal detecting: Hadrian (Sabina) - Commodus (AD 190).,"Muzeul Ioan Raica, Sebeș, Romania",II century
Romania,2000,17849,PRISACA HILL,44,102,102,45.6875,23.2102,A hoard of an unknown originally number of coins found by metal detecting. 44 coins were recovered: Republic - Trajan (AD 102).,"National Museum of Union, Alba Iulia, Romania",II century
Bulgaria,1965,10419,RAZVIGOROVO,514,138,161,43.396,26.841,514 denarii found in a ceramic vessel: Augustus - Antoninus Pius (AD 138-161).,NA,II century
Poland,1940,13452,KOŃCZYCE MAŁE,6,166,166,49.8506,18.6305,6 denarii found on the construction site: Vitellius - Marcus Aurelius (AD 166).,"Town Museum, Cieszyn, Poland",II century
Turkey,1985,5474,MANYAS,2469,145,160,40.04,27.96,"2469 denarii and provincial silver of which only 210 were recorded - Otho to Antoninus Pius (208 denarii, 2 drachms of Amisus of Hadrian and Antoninus Pius)","Museum of Anatolian Civilisations, Ankara; Balıkesir museum",II century
Sweden,1931,15529,GANDARVE 1931-1939,4,163,165,57.1953,18.3958,"4 denarii part of a hoard found on the same field like GANDARVE 1927, 1928, 1928-1931: Hadrian, Antoninus Pius, Diva Faustina I, Lucius Verus (AD 163-165).","Collection Hilding Arwidsson, Rone, Finland",II century
