title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Да Юй Лин Улун,ulun,92,7300,"Сделан в районе Да Юй Лин (округ Наньтоу). Это самые высокогорные чайные плантации Тайваня (2600 м). Чистейший горный воздух, богатые минералами каменистые почвы и сильные колебания дневных и ночных температур рождают совершенно уникальный чайный лист. Чайных садов в этой местности немного, добраться до них можно лишь по узкому серпантину горной дороги, осыпающейся во время ливней. В сухом виде: крупные, тяжелые, глянцевые, голубовато-зеленые шарики с аккуратными желтыми черенками. Аромат сухого чая интенсивный, пряно-цветочный. Настой прозрачный, лимонного оттенка. Букет готового чая свежий и яркий, округлый, травянисто-цветочный, с нотками специй и ягод. Аромат восхитительно нежный, объемный, пряно-цветочный. Вкус тонкий и чистый, мягкий, маслянистый, сладковатый, чуть пряный, с легкой ягодной кислинкой – тает на языке, подобно утренней росе. Превосходное освежающее послевкусие, которое держится на протяжении нескольких часов. Заваривать горячей водой (95°С) в гайвани или в чайнике из пористой глины. Пропорция сухого чая к воде: 5 г. на 100 мл. Для первого раза настоять 8-10 секунд, а затем, начиная с экспозиции в 2-3 секунды и постепенно доведя время выдержки до 3 минут, можно заварить 15 раз. Превосходный церемониальный чай для опытного пользователя и особого, чайного настроения. Вызывает ощущение чистоты и свежести, создает атмосферу гармонии и спокойствия, открывает для восприятия красивые и легкие миры.",2,5,,,40,80,,60,,,,40,,,,,,,,,,,,,,,,,60,,,,,,,,,,,
"Янтра Габа Улун, Таиланд (зима 2023)",ulun,96,1670,"В сухом виде: крупные, тяжелые, красно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый. Настой прозрачный, оттенка желтой охры. Букет готового чая яркий, многогранный, фруктово-ягодный с цветочными, древесными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, гладкий и сладкий, шелковистый, с сочной кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",5,7,,,60,80,100,,,,40,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Хунбэй улун, Вьетнам (осень 2022)",ulun,100,1570,"В сухом виде: крупные, тяжелые, темно-коричневые комочки скрученных чайных побегов. Аромат интенсивный, пряно-бисквитный. Настой прозрачный, светлого оттенка красного дерева. Букет готового чая теплый, многогранный, фруктово-древесный, с бисквитными, ореховыми, кофейными и пряными нотками. Аромат нежный, фруктово-бисквитный. Вкус плотный, гладкий, сладковатый, с легкой тонкой фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Воздействие согревающее, тонизирующее.",5,6,80,,,,,,40,,60,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,,
"Куприт, хэйча из Аньхуа (Moychay.ru, 2017), 1 кг",black,86,491,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2017 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики с черенками. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный с нотками прелых осенних листьев и пряных трав. Аромат глубокий, сложный, фруктово-пряный. Вкус мягкий и гладкий, сладковатый, с ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Отличный образец выдержанного хэйча. Особенно рекомендуется всем тем, кто предпочитает фруктовый вкусо-ароматический профиль.",2,7,,,,,80,60,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Цзинмай Шэн Ча (Мойчай, 2022), 357 г",puer,98,1300,"357-граммовый блин, средней плотности, из спрессованных бурых листьев с тонкими черенками и почек. Аромат сдержанный, пряно-травянистый. Настой прозрачный, желтого оттенка. Букет готового чая свежий, пряно-травянистый с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус плотный, маслянистый, немного вяжущий, с тонкой фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний.",5,6,,,,40,40,80,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
Чунь Дань Я Чао Ча,ulun,76,790,"Cделан в округе Мэйчжоу по аутентичной технологии чаоча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков, тонкие черенки. Аромат интенсивный, острый, пряно-цветочный. Настой прозрачный, каштанового оттенка. Букет готового чая яркий, многогранный, пряно-цветочный, с фруктовыми, ореховыми, табачными и ягодными нотками. Аромат теплый, сложный, пряно-цветочный. Вкус плотный, сочно-терпкий, сладковатый, с легкой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первой дегустации возьмите чуть меньше заварки, чем обычно). Залейте чай горячей водой и дайте настояться в течение 5-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, выраженное тонизирующее.",2,4,,,,80,,80,,,,80,,,,,,60,,,,,,,,,,,,40,,,,,,,,,,
"Янь Сун Сяо Чжун (""Лапсанг Сушонг"")",red,90,4980,"Один из старейших сортов красного чая. Особенностью его изготовления является длительное копчение на сосновых углях, ароматом которых пропитывается чайный лист. За этот аромат чай и получил свое название «Лао Сун Сяо Чжун» («Старая Сосна – Редкий Сорт»). Впервые этот чай был сделан в районе Тунмугуань (район Уишань, провинция Фуцзянь). Именно он пришелся особенно по вкусу европейцам, что в конечном итоге определило общее направление развития чайного дела XVIII-XIX веках. Но в Европе этот сорт стал известен под именем «Лапсан Сушонг» (английская транслитерация ""Lapsang Souchong""): так англичане слышат китайское ""Lao Song Xiao Zhong"". «Янь Сюнь» («Копченый») изготовлен в заповеднике Тунмугуань. В сухом виде – тонкие, изящные жгутики черно-коричневых листиков. Аромат интенсивный, смолисто-копченый. Настой прозрачный, очень светлого орехового оттенка. Букет готового чая яркий, теплый, смолисто-копченый с нотками чернослива, бисквита и специй. Вкус тонкий и сочный, скользящий, объемный, с легкой кислинкой. Аромат интенсивный, дымно-хвойный. Долгое, запоминающееся послевкусие. Заваривать кипятком 95-100°С в чайнике из пурпурной глины для красных чаев или в гайвани. Пропорция сухого чая к воде: 5 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 заварок. Великолепный церемониальный чай для холодного времени года, торжественного случая или особого, чайного настроения – с оригинальным вкусом и глубоким, согревающим воздействием.",6,5,40,,,,,20,,,,,,,,,,,,,,,,,100,,,,,,,,,60,,,,,80,
"Бэй Доу Цинцао Сян (""Северный ковш"", травянистый аромат)",ulun,96,2700,"Видеообзор с участием этого чая. «Северный Ковш, Травянистый Аромат» сделан из весенних побегов чайного куста Бэй Доу в природном заповеднике Уишань. В процессе изготовления к листу были применены средняя ферментация и умеренный огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: крупные, изогнутые, темно-коричневые жгутики скрученных листиков. Аромат теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными, древесными и бисквитными нотками. Вкус тонкий, мягкий, маслянистый, сладковатый, чуть вяжущий, с нюансами пряностей. Аромат многогранный, глубокий и теплый. Сочное послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 7 завариваний. Отличный церемониальный чай с мягким, объемным вкусом и согревающим, расслабляющим воздействием.",2,4,,,,40,,80,,,40,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Аньси Хуан Цзиньгуй,ulun,94,1068,"Улун «Хуан Цзинь Гуй» («Золотой османтус») сделан поздней осенью 2021 г. в уезде Аньси по технологии цин сян (легкая ферментация, умеренный огонь). В сухом виде: среднего размера, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с фруктовыми нотками. Аромат нежный, высокий, травянисто-цветочный. Вкус мягкий, плотный, шелковистый, сладковатый, с легкой фруктовой кислинкой и сочным послевкусием. Заваривать горячей водой (80-85°С) в фарфоровой гайвани или чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее, самое позитивное.",2,6,,,,80,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Хун Гунфу Лун,red,0,790,"В сухом виде: среднего размера, темно-коричневые листики, скрученные вдоль оси. Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, фруктово-древесный, с медовыми, хлебными и пряными нотками. Аромат интенсивный, фруктово-древесный. Вкус плотный, темного терпкий, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Воздействие согревающее, мягкое тонизирующее.",10,6,,40,,,80,,40,60,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Бадашань Шу Пуэр (2019),puer,92,650,"В сухом виде: небольшие, коричневые, скрученные листики и их фрагменты, рыжие почки и тонкие черенки. Аромат интенсивный, древесно-ореховый. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, осенними и бальзамическими нотками. Аромат теплый, орехово-древесный. Вкус мягкий, гладкий, сладковатый, с легкой горчинкой какао-бобов и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6 завариваний. Воздействие согревающее, умеренно тонизирующее.",3,7,,,,,,,40,,80,,,,60,,,80,,,,,,60,,,,,,,,,,,,,,,,
"Хуан Мэйгуй Хуа Сян (Желтая Роза, цветочный аромат)",ulun,94,2005,"«Желтая Роза – Цветочный Аромат» сделан из весенних побегов чайного куста Хуан Мэйгуй. Этот относительно новый сорт был выведен в региональном НИИ чая в 1998 и в течение пяти последующих лет успешно прошел испытания, опередив по ряду показателей даже таких признанных чемпионов как Шуйсянь и Жоугуй. Желтая Роза не боится холода и раньше других выпускает первые побеги, стойко переносит засуху и нападения вредителей. Поэтому, начиная с 2002 г. его активно внедряют в чаеводстве Уишаньского заповедника. Сбор: май 2017 г. Хунбэй проводился трижды: два раза летом и третий осенью 2017 г. В процессе изготовления к листу были применены умеренная ферментация и средний огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными и древесными нотками. Вкус сочный, плотный, маслянистый, сладковатый, с нюансами пряностей. Аромат теплый, пряно-цветочный. Приятное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для самых разных ситуаций и настроений – не сложный в заваривании, мягкий и легкий. Прекрасно подойдет для расслабляющего вечернего чаепития.",2,4,,,,60,,40,,,40,40,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Чжоу Гао Хо Да Хун Пао,ulun,0,1270,"Весенний урожай 2023. Сильный огонь. В сухом виде: темно-коричневые листочки среднего размера, скрученные вдоль оси. Аромат сдержанный, пряно-древесный с копченой ноткой. Настой прозрачный, светлого каштанового оттенка. Букет готового чая теплый, пряно-древесный, с минеральными, бисквитными и копчеными нотками. Аромат сложный, хлебно-пряный. Вкус плотный, маслянистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 10 секунд и доведя время выдержки до 3 минут, можно заварить 5 раз. Отличный выбор для эмоциональной перезагрузки во второй половине дня. Упорядочивает мысли, гармонизирует чувства, согревает тело.",10,7,60,,,,,80,,,80,,,60,,,,,,,,,,,,,,60,,,,,,,,,,,,
"Moychay Teabar Special (сырье 2016, пресс 2021), 100 г",puer,92,1070,"Сделан из сырья, собранного в чайном регионе Мэнхай. 100-граммовый блинчик средней плотности, состоящий из спрессованных, темно-коричневых и рыжих почек. Аромат сдержанный, древесно-бальзамический. Настой прозрачный, темного, красно-коричневого оттенка. Букет готового чая зрелый, орехово-бальзамический, с нотками сухофруктов, прелых осенних листьев, темного солода и шоколада. Аромат густой, низкий, сложный, орехово-бальзамический. Вкус очень плотный, гладкий, сладковатый, с легкой шоколадной горчинкой, кислинкой сухих ягод, нюансами специй и долгим, бархатистым послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Прекрасный выбор для ценителей качественного шу пуэра: насыщенный вкус, многогранный аромат, согревающее воздействие.",2,7,,,,,60,,,,,,,,,,,100,100,,,,60,,,,60,,,,,,,,,,,,,
Хэхуан Улун,ulun,100,4900,"В сухом виде: крупные, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат интенсивный, яркий, пряно-цветочный. Вкус плотный, гладкий и сладкий, исключительно маслянистый, чуть пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее.",3,6,,,,80,80,,20,,,,,,,,,100,,,,,,,,,,,80,,,,,,,,,,,
"Даньцун Чао Ча, 2017",ulun,100,3850,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, пряно-цветочный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, пряно-цветочный, с древесными и ягодными нотками. Аромат высокий, сложный, цветочно-ягодный. Вкус плотный, терпкий, сладковатый, с легкой горчинкой грейпфрута, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,60,100,,80,,,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Чунь Фошоу Чао Ча, 2018",ulun,100,2430,"Сделан в округе Мэйчжоу из весенних почек сорта Фошоу по аутентичной технологии чао ча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, острый, пряно-древесный с табачной ноткой. Настой прозрачный, оттенка лугового меда. Букет готового чая выдержанный, многогранный, орехово-древесный, с нотками табака, пряных трав и печеных фруктов. Аромат сложный, теплый, бисквитно-ореховый. Вкус плотный, мягкий, вяжущий, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Прекрасный выбор, чтобы согреться душой и телом.",2,4,60,,,,80,60,,,80,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
"Ци Лань (чжун хо, средний огонь)",ulun,94,440,"Улун «Ци Лань» («Чудесная орхидея»). В сухом виде: крупные, бордово-коричневые жгутики чайных листьев. Аромат интенсивный, пряно-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая многогранный и яркий, пряно-цветочный, с древесными, цитрусовыми и ягодными нотками. Аромат нежный, высокий, цветочный. Вкус сочный и сладкий, плотный, чуть вяжущий, с ягодной кислинкой, нюансами специй и долгим, освежающим послевкусием. Заваривать горячей водой (80-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 5 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Очень приятный, «цветочный» даньцун: многогранный, достаточно мягкий и очень позитивный.",1,6,,,60,80,,60,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Красный чай ферментированный с Я Бао, Вьетнам (весна 2023)",puer,0,3400,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками. Аромат интенсивный, ягодный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, древесно-ягодный, с нотками прелых листьев, сухофруктов и специй. Аромат глубокий и теплый, фруктово-ягодный. Вкус плотный, немного терпкий, пряный, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Отличный выбор для эмоциональной перезагрузки – бодрящий, многогранный и очень ароматный.",5,6,,,,,,,60,,80,100,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
"Аньхуа Шоу Чжу Фу Чжуань (Moychay.ru, 2014), 500 г",black,92,5150,"«Чайный кирпич долголетия, сделанный вручную» из Аньхуа (провинция Хунань).В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. Помимо чая Золотые Цветы живут на Грибах Долголетия, Фу Лин (Poria cocos, Пория кокосовидная), что неслучайно и в некотором смысле роднит их. 500-граммовый чайных брикет из спрессованных чайных листьев с одеревенелыми черенками. Аромат спокойный, древесно-бальзамический. Настой прозрачный, оттенка желтой охры. Букет готового чая зрелый, многогранный, пряно-древесный, с нотками дубового мха, осенних листьев, грибов и сухофруктов. Аромат глубокий и теплый, пряно-древесный. Вкус мягкий, маслянистый, сладковатый, с легкой древесной терпкостью и фруктовой кислинкой. Приятное, освежающее послевкусие Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Хорошо подходит для варки и заварки в термосе. Воздействие согревающее, умеренно тонизирующее.",2,6,,,,,40,60,,,80,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,
Чунь Я Ши Сян,ulun,90,1670,"«Весенний Я Ши Сян» сделан в небольшом чайном хозяйстве, расположенном в районе пика Удун. Сбор – весна 2019 года, хунбэй – осень 2019 года. Средний огонь. В сухом виде: крупные, темно-лиловые жгутики скрученных чайных листьев с тонкими черенками. Аромат интенсивный, цветочно-ягодный. Настой прозрачный, оттенка красного дерева. Букет готового чая многогранный и яркий, цветочно-ягодный, с нотками экзотических древесных смол, базилика и цитрусов. Аромат нежный, фруктово-цветочный. Вкус плотный, шелковистый, сладковатый, вяжущий, с ягодной кислинкой и долгим, освежающим послевкусием. Заваривать горячей водой (85-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Отличный выбор для церемониального чаепития: яркий, многогранный и ароматный. Особенно рекомендуем его любителям «цветочных» даньцунов.",3,5,,,40,100,,80,,,,80,,,,,,,40,,,,,,,,,,,,,,,,,,,,,
Мэнхай Шэнтай Шэн Ча (2022),puer,96,760,"В сухом виде: среднего размера оливково-бурые скрученные листья с тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, орехово-древесный с копченой ноткой. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус чистый и гладкий, маслянистый, с легкой яблочной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 5-7 секунд и доведя время до 3 минут, можно заварить 7-8 раз. Воздействие освежающее, тонизирующее.",5,6,,,,40,60,80,,,40,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Те Лохань Юнь Лун,ulun,90,3300,"Те Лохань (Железный Архат) – один из четырех знаменитых сортов утесных улунов, известных со времен эпохи Цин. Среди версий о происхождении сорта самыми популярными являются две. По одной – архат, пролетающий над горами Уи с чайного пира в чертогах Владычицы Запада, случайно роняет ветвь, которую затем находит крестьянин-чаевод. Архат является крестьянину во сне и велит посадить росток в урочище Демонов, чтобы останавливать эпидемии и лечить болезни. В другой истории куст находит монах из монастыря Хуэй Юань (Сад Прозрения) и делает чай с чудесными свойствами, а исцеленные люди дают чаю имя в честь создателя. В наши дни материнские кусты этого сорта по-прежнему растут у монастыря Хуэй Юань, а чай высоко ценится за свои исключительные гастрономические свойства и силу воздействия. «Те Лохань Юнь Лун» приготовлен на территории заповедника Уишань в фермерском хозяйстве Юнь Лун (Облачный Дракон) В процессе обработки прошел через сильную ферментацию и длительный прогрев над тлеющими углями. В сухом виде – среднего размера изогнутые жгутики темно-коричневых листиков. Аромат теплый, густой, хлебно-пряный. Настой прозрачный, орехового оттенка. Букет готового чая теплый, округлый, хлебно-пряный с ореховыми, цветочными и медовыми нотками. Вкус мягкий, плотный, маслянистый, сочный, сладковатый, с нюансами специй. Аромат многогранный, густой и глубокий. Послевкусие долгое и сочное. Заваривать кипятком 95°С в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 6 гр. на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7-8 завариваний. Железный Архат – чай с мужским характером, в нем много «янского дыхания-ци». Согревает и расслабляет тело, успокаивает ум, сообщает спокойное, медитативное состояние, в котором с каждой последующей чашкой, как с ударом буддийского колокола, нервозность, суетные мысли и разные другие «демоны» отступают, оставляя пространство внутренней тишины и гармонии.",2,5,,40,,40,,60,,,,,,,,,,40,,80,,,,,,,,,,,,,,,,,,,,
Миньго Лао Люйча 1961 г.,green,80,64570,"Выдержанный тайваньский (Миньго) зеленый чай урожая 1961 года. В сухом виде: среднего размера чайные листики бордово-коричневого оттенка и их фрагменты. Аромат выдержанный, интенсивный, древесно-бальзамический. Настой прозрачный, оттенка темного янтаря. Букет готового чая выдержанный, многогранный, древесно-бальзамический, с нотками дубового мха, осенних листьев, пряных трав, коньяка и фруктов. Аромат сложный, глубокий, бальзамический. Вкус тонкий, сочный, мягкий, сладковатый, чуть вяжущий, с фруктовой кислинкой и характерными нотками лао ча, которые способно создать только время. Долгое, запоминающееся послевкусие. Заваривать горячей водой (90-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Превосходный церемониальный чай с многогранным вкусом и согревающим, расслабляющим, медитативным воздействием.",1,5,,,,,40,60,,,80,,,,,,,,100,,,,,,,,,,,,,60,,,,,,,,
