creators,title,description,geoContext,minDate,maxDate,latitude,longitude
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",*Ioustiniane,"An ancient place, cited: BAtlas 89 C1 *Ioustiniane",3 m. p. W Bizana; near Vican,300,640,39.600528,40.146101
T.W. Potter,Icosium,"Icosium (modern Algiers) was a Punic and, later, Roman settlement in coastal north Africa. Legend holds that 20 of Herakles' companions founded the original town.",Algiers,-550,2100,36.7689125,3.0532175
H. Bender,Staffelberg,"An ancient place, cited: BAtlas 12 E2 Staffelberg",Staffelberg,-330,640,50.0928569223,11.0262933485
David Braund,Ad Mercurium,"An ancient place, cited: BAtlas 88 A3 Ad Mercurium",Abastumani?,-30,640,41.752369,42.784391
C. Foss,Kinolis,"An ancient place, cited: BAtlas 86 E2 Kinolis",Ginoğlu,-30,640,41.9627125,34.154469
A.S. Esmonde Cleary,Causennis?,"An ancient place, cited: BAtlas 8 G2 Causennis?",Saltersford,-30,640,52.897399,-0.578019
David Braund,Batareyka 2,"An ancient place, cited: BAtlas 87 L2 Batareyka 2","Batareyka 2, RUS",-330,640,45.402835,36.829908
W.V. Harris,S. Gaetano di Vada,"An ancient place, cited: BAtlas 41 C3 S. Gaetano di Vada",S. Gaetano di Vada,-30,640,43.352913,10.458431
"H.S. Sivan, R.W. Mathisen",Carovicus,"An ancient place, cited: BAtlas 14 G3 Carovicus",Château-Chervix,-30,640,45.6062135,1.3532105
H. Bender,Tenna,"An ancient place, cited: BAtlas 19 D3 Tenna","Tenna, ITL",-30,640,46.016835,11.265332
E.N. Borza,Ivajlovgrad,"An ancient place, cited: BAtlas 51 G1 Ivajlovgrad","Ivajlovgrad, BUL",-30,640,41.539286,26.099664
P.O. Spann,Urgao/Vircao,"An ancient place, cited: BAtlas 27 A4 Urgao/Vircao",Arjona,-330,2100,37.93645,-4.054925
M. Drew Bear,(T)Polybiane,"An ancient place, cited: BAtlas 77 F4 (T)Polybiane",Balyana,300,640,26.234131,32.002693
T. Drew Bear,Sebaste,"An ancient place, cited: BAtlas 62 C5 Sebaste",Selçikler,-30,640,38.496089,29.655699
"I.E.M. Edlund Berry, A.M. Small",Clampetia,"An ancient city of Bruttium, located on the coast of the Tyrrhenian Sea, between Blanda and Temesa.",Amantea,-330,640,39.134225,16.075485
R. Müller Wollermann,Tilothis/Neiloupolis,"An ancient place, cited: BAtlas 75 E2 Tilothis/Neiloupolis",Dalas,-330,2100,29.184652,31.12046
H. Bender,Ibligo,"An ancient place, cited: BAtlas 19 E3 Ibligo",Invillino ITL,-30,640,46.407838,12.937114
"L. Quilici, S. Quilici Gigli",Cora,A Latin center in the Monti Lepini that was already a Roman municipium by 211 B.C.,Cori,-750,640,41.64255,12.915671
R. Müller Wollermann,Berky,"An ancient place, cited: BAtlas 75 D4 Berky",Kom el-Rahib,-30,640,28.333897,30.607999
A.G. Poulter,Vicus ‘Bapeni’,"An ancient place, cited: BAtlas 22 A5 Vicus ‘Bapeni’",E Augustae BUL,300,640,43.705283,23.878486
"M. Pearce, P. Tozzi",Augusta Praetoria,"Augusta Praetoria (modern Aosta) was a settlement of the Salassi conquered by Rome in 25 B.C. From 24 B.C. a colony of 3,000 Roman military veterans occupied the city of Augusta Praetoria Salassorum and it became the capital of the province Alpes Graies from 11 B.C.",Aosta,-30,2100,45.737444000000004,7.3161705
M. Drew Bear,Apollonopolis Heptakomias Mikra/Sbeht,"An ancient place, cited: BAtlas 77 E3 Apollonopolis Heptakomias Mikra/Sbeht",Kom Isfaht,-30,640,26.937588,31.326702
"J. Bennet, G. Reger",Kolokythia,"An ancient place, cited: BAtlas 60 E2 Kolokythia","Kolokythia, Spinalonga",-330,640,35.259521,25.750284
H. Bender,Ungedanken,"An ancient place, cited: BAtlas 12 C1 Ungedanken",Ungedanken,-330,1453,51.1207532,9.2364373
"J. Fossey, J. Morin",Kopai,"An ancient place, cited: BAtlas 55 E3 Kopai",Topolia,-750,640,38.501525,23.163285
"J. Fossey, J. Morin",Glaphyrai,"An ancient place, cited: BAtlas 55 D2 Glaphyrai",Kopraena/Kapurna,-750,640,39.45935,22.904518
S.T. Parker,Arindela,"An ancient place, cited: BAtlas 71 B4 Arindela",Gharandal,-30,640,30.729289,35.650694
"C. Haselgrove, J. Kunow",Zähringer-Burgberg,"An ancient place, cited: BAtlas 11 H4 Zähringer-Burgberg","Zähringer-Burgberg, GER",300,640,48.023314,7.858793
jbecker,La Esquerda,An oppidum occupied from the Bronze Age to the early Medieval period.,NA,-2000,640,41.9741397,2.3128593
T.W. Potter,el Hattaba,"An ancient place, cited: BAtlas 30 D3 el Hattaba",el Hattaba,-30,640,36.551689,2.2851
"T. Sinclair, P.-L. Gatier",Epiphaneia ad Euphratem,"An ancient place, cited: BAtlas 67 F2 Epiphaneia ad Euphratem",Tilbeş Hüyük,-330,640,37.098167,37.877961
G.D. Woolf,Oskela?,Oskela? (modern Domodossola) was a chief settlement of the Lepontii and was conquered by the Romans in 12 BC.,Domodossola ITL,-30,640,46.114848,8.29152
S.T. Parker,Khirbet Faris,"An ancient place, cited: BAtlas 71 B3 Khirbet Faris",Khirbet Faris,-30,640,31.32456,35.712986
S. Mitchell,Kiphisos,"An ancient place, cited: BAtlas 66 D4 Kiphisos",Ovacık,-30,640,36.191148,33.657386
T.W. Potter,Rusguniae,"An ancient place, cited: BAtlas 30 F3 Rusguniae","Tementfoust, formerly Cap Matifou",-330,2100,36.7990945,3.2378935
"S.J. Keay, R.W. Mathisen, H.S. Sivan",Victoriacum,"An ancient place, cited: BAtlas 25 C3 Victoriacum",Vitoria,300,640,42.846718,-2.671675
R. Müller Wollermann,Phanou,"An ancient place, cited: BAtlas 75 D2 Phanou",el-Silin,300,640,29.3787,30.794038
D.J. Mattingly,Buma,"An ancient place, cited: BAtlas 38 D1 Buma","Buma, Buma el-Garbia/Buma esc-Shergia",-30,640,32.7733,22.1109
"L. Quilici, S. Quilici Gigli",Tor Angela,"An ancient place, cited: BAtlas 43 C2 Tor Angela",Tor Angela,-330,640,41.891785,12.629196
D.J. Mattingly,el-Gara,"An ancient place, cited: None","el-Gara, LBY",-30,640,31.99479,24.203815
"R.W. Mathisen, H.S. Sivan",Andone,"An ancient place, cited: BAtlas 14 F3 Andone","Andone, Cm. Villejoubert",-330,640,45.815926,0.147746
S.E. Sidebotham,Umm Hayatat,"An ancient place, cited: BAtlas 78 D4 Umm Hayatat","Umm Howeitat, Umm Hayatat",300,640,26.545239,33.903107
adamp,Ba’uda,"Ruins of an ancient city, located in modern Syria. Inscribed as a UNESCO World Heritage Site in 2011 as part of the ""Ancient Villages of Northern Syria.""",NA,300,640,35.6697222222,36.5686111111
"J. Fossey, J. Morin",Eurymenai,"An ancient place, cited: BAtlas 55 D1 Eurymenai",Kokkino Nero,-330,640,39.820808,22.828885
"H.S. Sivan, R.W. Mathisen",*Briotreidis?,"An ancient place, cited: BAtlas 14 F1 *Briotreidis?",Brizay,-30,640,47.120937,0.384791
J.J. Wilkes,Iustiniana Prima,"An ancient place, cited: BAtlas 21 D7 Iustiniana Prima",Caričin Grad YUG,300,640,42.960472,21.660388
D.J. Mattingly,Gasr Gebra,"An ancient place, cited: BAtlas 38 D1 Gasr Gebra","Gasr Gebra, el-Gioz",-550,640,32.814446,22.058141
"C. Foss, S. Mitchell",Conana/Iustinianopolis?,"An ancient place, cited: BAtlas 65 E2 Conana/Iustinianopolis?",Gönen,-330,640,37.955905,30.5129015
T. Drew Bear,Blaundos,"An ancient place, cited: BAtlas 62 B5 Blaundos",Sülmenli,-330,640,38.357291,29.209771
M. Drew Bear,Hypsele/Schotep,"An ancient place, cited: BAtlas 77 E2 Hypsele/Schotep",Shutb,-330,2100,27.146592,31.234697
R.B. Hitchner,Vicus Annaeus,"An ancient place, cited: BAtlas 32 E4 Vicus Annaeus",Ksour-Dzemda,-30,640,36.263392,9.906042
"F.T. Hiebert, P.L. Kohl",Gugari,"An ancient place, cited: BAtlas 99 D2 Gugari","Gugari, Kuhna Qal'a/Qaraul tepe AFG",-550,640,37.133333,69.8
"M. Pearce, R. Peretto, P. Tozzi",Ravenna,A city of northern Adriatic Italy that served as the capital of the Western Roman Empire from A.D. 402 until 476.,Ravenna,-550,640,44.415718,12.196604
R. Müller Wollermann,Tell el-Ma'araka,"An ancient place, cited: BAtlas 75 D2 Tell el-Ma'araka",Tell el-Ma'araka,-330,640,29.119438,30.602682
E.N. Borza,Hadrianopolis,"An ancient place, cited: BAtlas 51 C2 Hadrianopolis",Adrianegre,-30,640,41.140485,24.257643
A.G. Poulter,Vicus *Ulmetensium,"An ancient place, cited: BAtlas 22 F4 Vicus *Ulmetensium",Pantelimon de Sus,-30,640,44.547612196,28.3417314283
C. Foss,Rhesion,"An ancient place, cited: BAtlas 53 A3 Rhesion",near Çobanayazma,300,640,40.984296,28.892028
T. Drew Bear,Temenouthyrai,"An ancient place, cited: BAtlas 62 B4 Temenouthyrai",Uşak,-30,640,38.6794575,29.4104525
H. Bender,Berching,"An ancient place, cited: BAtlas 12 E3 Berching","Berching, Pollanten",-330,640,49.104348,11.444345
"J. Fossey, J. Morin",Akyphas/Pindos,A town that was part of the tetrapolis of Doris in ancient Greece.,Pyrgos,-750,640,38.685487,22.379868
R. Müller Wollermann,Takona,"An ancient place, cited: BAtlas 75 D3 Takona",el-Kom el-Ahmar/Mazura,-330,640,28.033111,30.833315
E. Bertrand,Augusta,"An ancient place, cited: BAtlas 17 E4 Augusta",Aouste-sur-Sye,-30,640,44.715501,5.05726
C. Foss,Horma,"An ancient place, cited: BAtlas 86 D2 Horma",Horma,-30,640,41.631164,33.121155
David Braund,Vardbach,"An ancient place, cited: BAtlas 88 B4 Vardbach","Vardbach, Kumairi/Leninakan ARM",-30,640,40.740273,43.80467
"David Braund, T. Sinclair",Ameletos/Camila,"An ancient place, cited: BAtlas 87 C3 Ameletos/Camila",on cape 6 miles E Ünye,-30,640,41.105353,37.394871
"R.W. Mathisen, H.S. Sivan",Ambaciacum,"An ancient place, cited: BAtlas 14 G3 Ambaciacum",Ambazac,-30,640,45.955991,1.399235
R. Müller Wollermann,Hakis,"An ancient place, cited: BAtlas 75 D4 Hakis",Tahnasha,300,640,28.030576,30.750196
"A. Bursche, R. Warner",Hohendorf,"An ancient place, cited: BAtlas 2 F3 Hohendorf","Hohendorf, GER",300,640,54.02678,13.731282
"H.S. Sivan, R.W. Mathisen",*Andecamulum,"An ancient place, cited: BAtlas 14 G2 *Andecamulum",Rancon,-30,640,46.132338,1.181277
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tordan,"An ancient place, cited: BAtlas 89 B1 Tordan","Doğan Köy, formerly Tordan",-30,640,39.645952,39.152088
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Bizana/Leontopolis,"An ancient place, cited: BAtlas 89 C1 Bizana/Leontopolis",in S part of Tercan plain,300,640,39.613059,40.221285
"T. Sinclair, P.-L. Gatier",Seleukeia epi tou Zeugmatos,"An ancient place, cited: BAtlas 67 G2 Seleukeia epi tou Zeugmatos",Killik?,-330,640,37.442284,38.094502
B. Isaac,Ietta,"An ancient place, cited: BAtlas 70 G3 Ietta",Yatta WBK,300,640,31.444574,35.089776
"J.P. Brown, E.M. Meyers",Yiron,"An ancient place, cited: BAtlas 69 B3 Yiron",Yarun LEB,-750,640,33.083028,35.430797
"S. Loseby, R. Häussler",Glanate,Glanate was originally a Ligurian settlement that became a Roman town after the annexation of Provence.,Glandève,-30,640,43.946703,6.841592
"I.E.M. Edlund Berry, A.M. Small",Sal(a)pia(i)/Salinae,Sal(a)pia(i)/Salinae was an ancient city of Daunia.,Salpi,-30,640,41.403381,15.9933
"C. Foss, G. Reger",Astypalaia (settlement),Homonymous ancient settlement on the Aegean island of Astypalaia.,on Astypalaia GRE,-750,640,36.547366,26.35142
R.B. Hitchner,Henchir-Chemmame,"An ancient place, cited: BAtlas 32 E3 Henchir-Chemmame",Henchir-Chemmame,-30,640,36.499154,9.955787
W.V. Harris,Teate,"Originally named Teate Marrucinorum, Teate (modern Chieti) was the principal settlement of the Marrucini. Strabo attributes its origins to Arcadian Greeks.",Chieti,-550,2100,42.351795,14.167152
"M. Roaf, E.J. Keall",Nisa(ia)/Parthaunisa/Mithradatkert/Shahr-ram-Peroz,"An ancient Parthian fortress containing two settlement mounds, the tells of Old and New Nisa.",near Baghir TKM,-330,640,37.937804,58.388934
N. Purcell,Cales,Cales was an ancient city of Campania of Ausonian origins. The Romans captured the town in 335 B.C. and established a colony there.,Calvi,-550,640,41.199961,14.1321245
"P.-L. Gatier, T. Sinclair",Adatha,"An ancient place, cited: BAtlas 67 E1 Adatha",Başpınar,-30,640,37.705104,37.4258015
R. Müller Wollermann,Tarousebt,"An ancient place, cited: BAtlas 75 D3 Tarousebt",Tarshub,300,640,28.934161,30.948608
W.V. Harris,Cingulum,Cingulum was a town in Picenum.,Cingoli,-330,640,43.37422,13.203437
B. Isaac,Machmas,"An ancient place, cited: BAtlas 70 G2 Machmas",Mukhmas WBK,-330,640,31.871273,35.27693
E.W.B. Fentress,Macomades?,"An ancient place, cited: BAtlas 34 F2 Macomades?",Mrikeb Thala,-30,640,35.8254,7.165181
W.V. Harris,Sentinum,"An ancient town in the region of Italy now known as Le Marche, Sentinum is perhaps best known for the pivotal Battle of Sentinum of the Third Samnite War that took place nearby in 295 BC.",near Sassoferrato,-550,640,43.427013,12.855963
H. Bender,Brigantium,Brigantium (modern Bregenz) was a Celtic settlement from at least the fifth century B.C. and came under Roman control in the first century B.C.,Bregenz,-30,640,47.503041,9.747061
jbecker,Yumuktepe,"A settlement mound (tell) near Mersin, Turkey, inhabited from the Neolithic period until the middle ages. During the Bronze Age the tell was part of Kizuwatna, a vassal kingdom of Hittite Empire.",NA,-10000,2100,36.8004345,34.6044045
M. Drew Bear,Mouchonsis/Tmushons,"An ancient place, cited: BAtlas 77 G4 Mouchonsis/Tmushons",5 miles N Farshut,300,640,26.127024,32.169836
D. Rupp,Melandryna,"An ancient place, cited: BAtlas 72 D2 Melandryna","Melandryna, Akanthou/Panagia Pergaminiotissa CYX",-330,640,35.408861,33.778672
D.J. Mattingly,Garama Metropolis,"An ancient place, cited: BAtlas 36 C5 Garama Metropolis",Germa,-330,640,26.5447080292,13.0632607074
"J. Fossey, J. Morin",Gyrton(e),An ancient city of Thessaly.,"Mourlari, near Evangelismos",-750,640,39.798151,22.569853
D.J. Mattingly,Kainopolis,"An ancient place, cited: BAtlas 38 C1 Kainopolis",Maaten el-Agla? Gasr el-Gaama?,-330,640,32.76663,21.349978
"J.P. Brown, E.M. Meyers",Tell el Firr,"An ancient place, cited: BAtlas 69 B4 Tell el Firr","Tell el Firr, WBK",-330,640,32.540156,35.409912
zrosalinsky,Ḥorbat 'Uẓa,Settlement east of Acre with remains from the Neolithic through the 12th century. The site was destroyed to make a highway in 1991.,NA,-10000,1291,32.91418,35.151529
"R.W. Mathisen, H.S. Sivan",Espalion,"An ancient place, cited: BAtlas 14 H4 Espalion",Espalion,-30,640,44.5219,2.762311
"S.E. Kroll, M. Roaf, St J. Simpson, T. Sinclair",Tell Hayal/Eleia?/Alaina?,"An ancient place, cited: BAtlas 89 D4 Tell Hayal/Eleia?/Alaina?","Tell Hayal, IRQ",-30,640,36.313397,41.567362
"Jr., F.H. Stanley, R.C. Knapp",Ilip(ou)la,An ancient settlement on the Iberos/Luxia river (modern Niebla on the Río Tinto in Spain).,Niebla,-550,2099,37.3609544,-6.6793495
"H.S. Sivan, R.W. Mathisen",Vesunna,Vesunna (Périgueux) was an oppidum of the Petrucorii that became part of Roman Aquitania.,Périgueux,-30,2100,45.1840395,0.721699
A.S. Esmonde Cleary,Uxacona,A Roman site with evidence for a series of ditched enclosures of the first century.,Red Hill,-30,640,52.6950985,-2.4070175
David Braund,Rhodopolis,"An ancient place, cited: BAtlas 88 A2 Rhodopolis",Vardtsikhe,-30,640,42.149923,42.73054
P.O. Spann,Tucci/Col. Augusta Gemella,"An ancient place, cited: BAtlas 27 B4 Tucci/Col. Augusta Gemella","Martos, W Jaén",-330,2100,37.722761,-3.966243
"M. Pearce, P. Tozzi",Carreum Potentia,"Carreum Potentia (Regio IX) is the site of a Roman colony, perhaps planted during the Gracchan period, on a site that preserves, perhaps, its pre-Roman name.",Chieri,-330,640,45.011441,7.822544
"E.M. Meyers, J.P. Brown",Sogane,"An ancient place, cited: BAtlas 69 C4 Sogane",el Yahudiye SYR,-30,640,32.927343,35.691236
H. Bender,Pagus Laebactium?,"An ancient place, cited: BAtlas 19 E3 Pagus Laebactium?",Castelvazzo ITL,-30,640,46.285961,12.30816
P. Galliou,Vorgium,"An ancient place, cited: BAtlas 7 C3 Vorgium",Carhaix,-330,640,48.276532,-3.571121
J.J. Wilkes,Sirmium,"An ancient place, cited: BAtlas 21 B5 Sirmium",Sremska Mitrovica YUG,-30,2100,44.966447,19.610106
"C. Foss, G. Reger",Kos (settlement),"An ancient city, located on the Aegean island of the same name.",on Kos GRE,-750,640,36.893601,27.289914
"M. Roaf, T. Sinclair, S.E. Kroll, St J. Simpson",Si(t)ai/Siteon Chiphas,"An ancient place, cited: BAtlas 89 C3 Si(t)ai/Siteon Chiphas",Ziyaret tepe,-2000,640,37.864169,40.989421
A.S. Esmonde Cleary,Bitterne,"An ancient place, cited: BAtlas 8 F4 Bitterne",Bitterne,-30,640,50.916576,-1.370646
"J.P. Brown, E.M. Meyers",Tell Miske,"An ancient place, cited: BAtlas 69 B5 Tell Miske","Tell Miske, WBK",-30,640,32.234897,35.392385
"J. Kunow, C. Haselgrove","Settlement at Titelberg, Luxembourg",A Celtic and Roman settlement of the Treveri (ancient name unknown) with prehistoric antecedents.,"Titelberg, LUX",-330,2100,49.53914154,5.85827878052
N. Purcell,Callifae?,"A city of the Samnites that, according to Livy, was captured by the Romans in Republican times. Probably at or in the vicinity of modern Roccavecchia di Pratella in Italy.",Roccavecchia di Pratella,-330,640,41.405755,14.178842
E.N. Borza,Topeiros,"An ancient place, cited: BAtlas 51 D2 Topeiros",Paradeisos?,-30,640,41.079556,24.773105
J.J. Wilkes,Romuliana,Galerius commissioned the Late Roman fortified palace compound and memorial complex of Gamzigrad-Romuliana in the late third and early fourth centuries.,Gamzigrad YUG,300,640,43.899206,22.1857501
"A. Hausleiter, M. Roaf, St J. Simpson, R. Wenke",Chogha Qal,"An ancient place, cited: BAtlas 93 F2 Chogha Qal",Chogha Qal,-330,640,31.8743773,49.792441
"Jr., F.H. Stanley, R.C. Knapp",Singili(a) Barba,"Singilia Barba was the site of a Roman municipium near Antequera, Málaga, Spain.","Cortijo del Castillón, 4 miles W Antequera",-30,640,37.032479,-4.63052115
E. Bertrand,Geminae,"An ancient place, cited: BAtlas 17 G4 Geminae",Forest-St-Julien?,-30,640,44.645028,6.130653
R. Müller Wollermann,Kerkethoeris?,"An ancient place, cited: BAtlas 75 D2 Kerkethoeris?",Kom el-Khamsin,-330,640,29.099726,30.650186
"J.P. Brown, E.M. Meyers",Sheikh Miskin,"An ancient place, cited: BAtlas 69 D4 Sheikh Miskin","Sheikh Miskin, SYR",-30,640,32.827563,36.161289
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Indibilis,"An ancient place, cited: BAtlas 25 F5 Indibilis",Benicarló,-30,640,40.418701,0.423109
R.J.A. Wilson,Colle Rotondo,"An ancient place, cited: BAtlas 47 C4 Colle Rotondo",Colle Rotondo,-750,640,37.437918,13.35685
R.B. Hitchner,Zigira,"An ancient place, cited: BAtlas 32 D3 Zigira",Djebel Skrira,-30,640,36.600011,9.400005
P. Galliou,Augustodurum,"An ancient place, cited: BAtlas 7 F2 Augustodurum",Bayeux,-30,2100,49.275312,-0.7052
P. Galliou,Mondeville,"An ancient place, cited: BAtlas 7 F2 Mondeville",Mondeville,-30,640,49.174753,-0.323558
R.B. Hitchner,Mennzel-bel-Gassem,"An ancient place, cited: BAtlas 32 H3 Mennzel-bel-Gassem",Mennzel-bel-Gassem,-330,640,36.943192,10.995119
"A. Hausleiter, M. Roaf, R. Wenke",(I)Stakhr,"An ancient Sasanian royal residence, located close to Persepolis.",NA,-30,640,29.980833,52.909444
R.B. Hitchner,Tubernuc,"An ancient place, cited: BAtlas 32 F3 Tubernuc",Henchir-Ain-Tebornok,-330,640,36.53214665,10.4564245
"E.M. Meyers, J.P. Brown",Horvat Paqu'it,"An ancient place, cited: BAtlas 69 B4 Horvat Paqu'it","Horvat Paqu'it, ISR",300,640,32.504053,35.403782
"A. Bursche, L.F. Pitts",Prešov,"An ancient place, cited: BAtlas 13 G4 Prešov","Prešov, SVK",-30,640,49.002212,21.240498
"H.S. Sivan, S.J. Keay, R.W. Mathisen",Ilerda,"An ancient place, cited: BAtlas 25 F4 Ilerda",Lleida,-330,2100,41.6159535,0.625938
E.W.B. Fentress,Milev,"An ancient place, cited: BAtlas 31 E4 Milev",Mila,-30,640,36.4512765,6.267698
W.M. Murray,Igoumenitsa,"An ancient place, cited: BAtlas 54 B2 Igoumenitsa",Igoumenitsa,-30,640,39.507285,20.269835
"E.J. Keall, M. Roaf",[Sari(ya)]/Zadrakarta?,"An ancient place, cited: BAtlas 96 B3 [Sari(ya)]/Zadrakarta?",Sari,-330,640,36.561445,53.058903
J.J. Wilkes,Batočina,"An ancient place, cited: BAtlas 21 D5 Batočina","Batočina, YUG",-30,640,44.143523,21.085955
"C. Haselgrove, J. Kunow",Tiberiacum?,"An ancient place, cited: BAtlas 11 G2 Tiberiacum?",Bergheim-Zieverich/Thorr GER,-30,640,50.9438515,6.622018
C. Foss,Cyzicus,"An ancient city of Mysia in Anatolia, perhaps founded by the Corinthians in 756 BC and then again by the Milesians ca. 675 BC. Its advantageous position in the Propontis made it a major commercial centre. In the 5th century BC it was part of the Delian League and in the Hellenistic Age it was close to the Attalid kings. In the Imperial period, it became an assize centre (conventus) of the province of Asia.",Belkiz Kale,-1200,2000,40.3855645,27.883191
"T. Sinclair, David Braund",Gyenos/Cygnus,"An ancient place, cited: BAtlas 87 G2 Gyenos/Cygnus",Ochamchira GEO,-750,640,42.75581,41.403117
C. Foss,Serreion Teichos/Ganos,"An ancient settlement in the Propontis near modern Ganos, Turkey.",Ganos,-550,640,40.750541,27.324357
H. Bender,Praha,"An ancient place, cited: BAtlas 12 H2 Praha","Praha, Prague (Bubeneč, Hrdlořezy, Kobylisy, Michle) CZE",-30,640,50.087986,14.420614
S. Mitchell,Cybistra,"An ancient place, cited: BAtlas 66 E1 Cybistra",Ereğli,-1000,640,37.589731,34.1527925
"A. Hausleiter, E.J. Keall, M. Roaf",Qaleh-i Yazdigird,"An ancient place, cited: BAtlas 92 A2 Qaleh-i Yazdigird",Qaleh-i Yazdigird,-30,640,34.585756,45.996431
"H.S. Sivan, R.W. Mathisen",Blain,"An ancient place, cited: BAtlas 14 D1 Blain",Blain,-30,640,47.474905,-1.764588
"E.J. Keall, M. Roaf",Bibi Shervan,"An ancient place, cited: BAtlas 96 C2 Bibi Shervan",Bibi Shervan,-30,640,37.223599,54.8194
A.S. Esmonde Cleary,Durocobrivis,Durocobrivis (Dunstable) was a Romano-British station along Watling Street.,Dunstable,-30,640,51.883025,-0.528644
B. Isaac,Engaddai,"An ancient place, cited: BAtlas 70 G3 Engaddai",'En Gedi,-30,2100,31.4626925,35.3877485
C. Foss,Geragathe,"An ancient place, cited: BAtlas 52 F3 Geragathe",Kirazlı,300,640,40.811719,29.945055
"J.P. Brown, P.-L. Gatier",Antarados/Constantia,"An ancient place, cited: BAtlas 68 A4 Antarados/Constantia",Tartous,-30,640,34.8974275,35.8836795
R.B. Hitchner,Thizika,Thizica was a civitas in the Roman province of Africa Proconsularis.,Ain-Tachegga,-330,640,37.003737,9.702008
"E.M. Meyers, J.P. Brown",Gadara/Pompeia,A Ptolemaic foundation in northern Jordan that eventually became part of the Decapolis.,Umm Qeis JOR,-330,640,32.655922,35.6781455
H. Bender,Lenensburg,"An ancient place, cited: BAtlas 19 B2 Lenensburg","Lenensburg, GER",300,640,47.583237,9.623775
"M. Pearce, P. Tozzi",Forum Clodi?,"An ancient place, cited: BAtlas 39 G5 Forum Clodi?",Piazza al Serchio,-30,640,44.193657,10.286228
A.G. Poulter,Marcianopolis,"An ancient place, cited: BAtlas 22 E5 Marcianopolis",Reka Devniya BUL,-30,640,43.22504,27.585033
E.N. Borza,Vinica,"An ancient place, cited: BAtlas 50 B1 Vinica","Vinica, MAC",-30,640,41.878158,22.503966
E.W. Haley,Lansbrica/Lais,"An ancient place, cited: BAtlas 24 C2 Lansbrica/Lais",Lás (S. Amaro),-330,640,42.359912,-8.030578
M. Drew Bear,[Manlau],"An ancient place, cited: BAtlas 77 D1 [Manlau]",Mallawi,300,640,27.730769,30.84577
"C. Foss, G. Reger, S. Mitchell",Gergis,"A city of the Troad in the territory of Lampsacus that Strabo describes as being ""rich in vines"".",Karınkalı,-750,640,39.898491,26.609255
E. Bertrand,Mustiae Calmes,"An ancient place, cited: BAtlas 17 H5 Mustiae Calmes",near Gleizolles,-30,640,44.474637,6.762891
S. Mitchell,Pisourgia,"An ancient place, cited: BAtlas 66 C4 Pisourgia","Sipahili, formerly Babadil",-30,640,36.164142,33.467613
R.J.A. Wilson,Centuripae,"A city of the indigenous Sikels, Centuripae allied itself with Athens during the expedition against Syracuse.",Centuripe,-550,2100,37.624073,14.740017
"I.E.M. Edlund Berry, A.M. Small",Acconia,"An ancient place, cited: BAtlas 46 D4 Acconia",Acconia,300,640,38.836745,16.264532
A.S. Esmonde Cleary,Ad Pontem,"An ancient place, cited: BAtlas 8 G1 Ad Pontem",Thorpe-by-Newark,-30,640,53.042021,-0.882816
N. Purcell,Frusino,Frusino (modern Frosinone) was a town in Latium along the Via Latina that was originally a Volscian settlement.,Frosinone,-330,2100,41.64016,13.351922
D. Rupp,Arsinoe,"An ancient place, cited: BAtlas 72 A2 Arsinoe",Polis tis Khrysokhou,-330,640,35.034889,32.421841
E.N. Borza,Dolni Balvan,"An ancient place, cited: BAtlas 50 B1 Dolni Balvan","Dolni Balvan, MAC",-30,640,41.815794,22.168245
E.W. Haley,Aurium/Aurenses/Auriensis,"An ancient place, cited: BAtlas 24 D2 Aurium/Aurenses/Auriensis",Orense,-30,640,42.340013,-7.864602
R.J.A. Wilson,Hybla Gereatis,"An ancient place, cited: BAtlas 47 F3 Hybla Gereatis",Paternò,-550,2100,37.567342,14.90091
T. Drew Bear,Diokleia,"An ancient place, cited: BAtlas 62 C4 Diokleia",Ahırhisar,-30,640,38.6638015,29.88814
S.M. Burstein,Gariya Mustafa 'Amr Gama,"An ancient place, cited: BAtlas 81 F2 Gariya Mustafa 'Amr Gama",Gariya Mustafa 'Amr Gama,300,640,23.59977,35.39967
"C. Foss, S. Mitchell",Hemalissoi,"An ancient place, cited: BAtlas 65 C5 Hemalissoi",Devekuyusu,300,640,36.336555,29.981339
S.T. Parker,Valtha,"An ancient place, cited: BAtlas 71 B2 Valtha",Khirbet Tahunet el-Wala,-30,640,31.554249,35.772658
W.V. Harris,Suasa,Suasa was the site of a Roman municipium in Umbria. It lies in the Piano Volpello along a road from Cales to Sena Gallica. Alaric razed the settlement in 409.,near Castelleone di Suasa,-330,640,43.625016,12.984093
J.J. Wilkes,Kalimanitsa,"An ancient place, cited: BAtlas 21 F6 Kalimanitsa","Kalimanitsa, BUL",-30,640,43.332594,23.133425
"T. Wilfong, S.E. Sidebotham, J. Keenan",Phnoum,"An ancient place, cited: BAtlas 80 B3 Phnoum",Barrington Atlas grid 80 B3,300,640,25.243011,32.510005
"M. Šašel Kos, P. Kos",Scardona,"An ancient place, cited: BAtlas 20 C6 Scardona",Skradin CRO,-330,2100,43.817746,15.922959
G.D. Woolf,Granges,"An ancient place, cited: BAtlas 18 B3 Granges",Granges,-330,640,46.744441,4.729719
