title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Цзянсинь Дуюнь,ulun,96,3690,"Цзянсинь Дуюнь – это китайская идиома-чэнъюй, означающая оригинальный и изобретательный. Так назвал свой авторский купаж из нескольких сортов яньча главный технолог чайного хозяйства Юньлун. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, пряно-бисквитный. Настой прозрачный, оттенка темного янтаря. Букет готового чая теплый, многогранный, хлебно-пряный, с нотками древесных смол, жареных тостов и печеных фруктов. Аромат многогранный, густой и теплый. Вкус сочный, плотный, гладкий, сладковатый, чуть вяжущий, с минеральными нотками и долгим, запоминающимся послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для церемонии гунфуча – многогранный и сбалансированный вкус, высокий, но не избыточный огонь, классическая утёсная мелодия!",1,5,60,,,,80,60,,,60,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
Хуан Дан Чао Ча,ulun,94,780,"Cделан в округе Мэйчжоу из весенних побегов сорта Хуандан по аутентичной технологии чаоча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков и тонких черенков. Аромат интенсивный, острый, пряно-цветочный c ореховой ноткой. Настой прозрачный, каштанового оттенка. Букет готового чая яркий, многогранный, пряно-цветочный, с фруктовыми, ореховыми, табачными и бисквитными нотками. Аромат теплый, сложный, пряный с ореховой ноткой. Вкус плотный, сочно-терпкий, маслянистый, сладковатый, с легкой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл (чай обладает очень плотным телом, поэтому для первой дегустации возьмите чуть меньше заварки, чем обычно). Залейте чай горячей водой и дайте настояться в течение 5-10 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, выраженное тонизирующее.",1,4,60,,,80,60,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
Циньшоу Шу Ча (2020),puer,76,780,"В сухом виде: небольшие, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, фруктовыми и пряными нотками. Аромат теплый, орехово-древесный. Вкус мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,40,,60,,80,,,,60,,,60,,,,,,,,,,,,,,,,,,,,,,
Те Гуаньинь Дэпин,ulun,90,750,"Улун «Те Гуаньинь» урожая 2023 г. из фермерского хозяйства Дэпин (район Ганьде, уезд Аньси). Сделан по технологии цинсян (легкая ферментация, прогрев при низких температурах). В сухом виде: среднего размера зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный, с дынной ноткой. Аромат интенсивный, нежный, травянисто-цветочный. Вкус сочный, плотный, маслянистый, с легкой фруктовой кислинкой и тонкой горчинкой, вновь и вновь рождающей сочную сладость послевкусия. Заваривать горячей водой (80-85°С) в фарфоровой гайвани, чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 5-7 секунд после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Прекрасный выбор, чтобы снять усталость, зарядиться энергией и настроиться на оптимистическую волну.",1,6,,,,80,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
"Таиландский ГАБА Ассам красный чай, дикорастущие деревья. Moychay Tea Forest Project, batch01-2022 (limited 42 pieces), 357 г",gaba,92,15350,"В сухом виде: спрессованные крупные, изогнутые, бордово-коричневые жгутики скрученных листиков с тонкими черенками, бежевые и рыжие почки. Аромат интенсивный, фруктово-медовый. Настой прозрачный, янтарного оттенка. Букет готового чая яркий, пряно-цветочный, с нотками осенних листьев, свежих ягод, игристых вин, сухофруктов и меда. Аромат теплый, нежный, пряно-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и освежающим послевкусием Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Превосходный чай для искушенных любителей с многогранным вкусом и мощным медитативным воздействием.",3,6,,80,,80,,80,,,,,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,
Мэнсон Шу Ча (2021),puer,100,890,"В сухом виде: мелкие, коричневые, скрученные листики и рыжие почки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, осенними и пряными нотками. Аромат теплый, орехово-древесный. Вкус мягкий, бархатистый, сладковатый, с нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 6-7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,,,60,,80,,,,60,,,60,,60,,,,,,,,,,,,,,,,,,,,
Лишань Улун,ulun,100,5600,"Высокогорный улун, сделан в горах Лишань (центральный Тайвань, свыше 2000 м). Сделан по технологии цинсян (легкая ферментация, непродолжительный прогрев). В сухом виде: крупные зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, желто-зеленого оттенка. Букет готового чая свежий и яркий, многогранный, травянисто-цветочный с нотками китайской груши, дыни и специй. Аромат высокий, свежий, пряно-цветочный. Вкус объемный, тонкий и мягкий, сладковатый, с нежной фруктовой кислинкой и нюансами пряностей – тает на языке, подобно утренней росе. Сочное, освежающее послевкусие. Заваривать горячей водой (80-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Великолепный высокогорный улун для гурманов и искушенных любителей – утонченный, очень мягкий и мощный. Воздействие освежающее, тонизирующее, самое позитивное.",1,6,,,,60,60,60,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
"Лао Фошоу Чао Ча, 2015",ulun,100,1730,"Cделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: мелкие, лилово-коричневые фрагменты скрученных листиков. Аромат сдержанный, пряно-древесный. Настой прозрачный, горчично-желтого оттенка. Букет готового чая выдержанный, многогранный, пряно-древесный, с фруктовыми, ореховыми, табачными и бисквитными нотками. Аромат сложный, древесно-ореховый. Вкус плотный, немного терпкий, шелковистый, сладковатый, с ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 3-4 г на 100 мл. Для первого раза дайте настояться в течение 5-8 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",1,4,60,,,,40,80,,,80,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Те Гуаньинь Ван,ulun,96,1270,"Улун «Те Гуаньинь Ван» урожая 2023 г. сделан по технологии цин сян (легкая ферментация, умеренный огонь). В сухом виде: мелкие, голубовато-зеленые шарики скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, оттенка спелого лайма. Букет готового чая свежий, травянисто-цветочный с нотками специй, дыни и персика. Аромат нежный, высокий, травянисто-цветочный. Вкус мягкий, плотный, сладковатый, с легкой ягодной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (80-85°С) в фарфоровой гайвани, чайнике из пористой глины или селадона. Пропорция заварки к воде: 5-6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее, самое позитивное.",3,6,,,,60,60,40,,,,,,,,,,,,,,,,,,,,,80,,,,,20,,,,,,
Вьетнамский копченый зеленый чай,green,100,830,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками и серебристые почки. Аромат интенсивный, копченый. Настой прозрачный, оттенка белого винограда. Букет готового чая яркий, многогранный, пряно-травянистый, с копчеными, древесными, табачными, ореховыми и фруктовыми нотками. Аромат интенсивный, копченый. Вкус плотный, шелковистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (85-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Оригинальный чай с многогранным вкусом, копченым ароматом и тонизирующим воздействием.",3,6,,,,,60,80,,,60,,,,,,,80,,,,,,,100,,,,,,,,,,,,,,,
"Шу пуэр ""Бада-Шушенский"" (2022)",puer,64,580,"В сухом виде: среднего размера, коричневые, скрученные листики, рыжие почки и тонкие черенки. Аромат сдержанный, орехово-древесный. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с нотками сухофруктов, печеного картофеля и осенних листьев. Аромат глубокий и теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, сладковатый, с легкой горчинкой какао-бобов, кислинкой сухих ягод и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 15 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,,,,,60,,,80,60,,,80,,,40,,,,,,,,,,,,,,,,,,,
Юцзи Шэн Ча (2021),puer,100,1580,"В сухом виде: большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, фруктово-древесный с легкой копченой ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая многогранный, пряно-древесный, с грибными, цветочными, ореховыми и фруктовыми нотками. Аромат нежный, фруктово-пряный. Вкус плотный, маслянистый, сладковатый, с легкой терпчинкой виноградной кожицы, цитрусовой кислинкой и сочным послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 10 секунд, после чего, начиная с экспозиции в 2-3 секунды и доведя время до 3 минут, можно заварить 8 раз. Воздействие освежающе, тонизирующее.",3,7,,,,,80,80,,,60,,,,,40,,80,,,,,,,,,,,,,,,,,,,,,,
"Грузинский ароматный зелёный чай, май 2023, batch05-07",green,90,1750,"В сухом виде: крупные, изогнутые жгутики темно-зеленых и оливково-желтых чайных листочков с длинными черенками. Аромат сдержанный, травянистый. Настой прозрачный, светлого желто-зеленого оттенка. Букет готового чая свежий, травянистый, с нотками полевых цветов и молочных орешков. Аромат нежный, травянистый. Вкус чистый, гладкий и сладкий, маслянистый, с легкой фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15-20 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 6 завариваний. Воздействие освежающее, легкое тонизирующее. В чае допустимо наличие до 10-15 % мелкой фракции листа.",5,6,,,,40,,,,,,,,,,,,40,,,,,,,,,,,100,,,,,,,,,,,
Пинлинь Баочжун Лао Ча (1992),ulun,80,17500,"В сухом виде: среднего размера жгутики скрученных, красно-коричневых чайных листьев тонкими черенками. Аромат интенсивный, острый, древесно-бальзамический с землистой ноткой. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, древесно-ягодный, с бальзамическими, коньячными, пряными и ванильными нотками. Аромат сложный, теплый, древесно-ягодный. Вкус плотный, мягкий, шелковистый, сладкий, с тонкой кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие согревающее, умеренно тонизирующее.",3,6,,,,,,60,,,80,80,,,,,,,80,,,,,,,,,,,,,60,,,,,,,,
Наньтоу Баочжун Ча,ulun,90,1970,"Высокогорный улун из округа Наньтоу, весенний урожай 2023. В сухом виде: скрученные буро-зеленые чайные побеги с длинными черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, светлого, зеленовато-желтого оттенка. Букет готового чая свежий, многогранный, пряно-цветочный с древесными и фруктовыми нотками. Аромат высокий и нежный, пряно-цветочный. Вкус плотный и гладкий, маслянистый, сладковатый, немного терпкий, пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Отличный выбор для церемонии гунфуча.",3,6,,,,80,60,80,60,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Лао Люй Чао Ча, 2015",ulun,82,2980,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая выдержанный, многогранный, пряно-древесный, с ореховыми, бисквитными, табачными и ягодными нотками. Аромат нежный, теплый, древесно-ягодный. Вкус плотный, шелковистый, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний. Воздействие согревающее, медитативное.",2,5,60,,,,,,60,,80,60,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
"Таиландский белый чай из Майтанга, старые ассамские деревья, Tea Forest Project, февраль 2023",white,96,7900,"В сухом виде: большие, серебристо-бурые, изогнутые почки с тонкими черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая свежий, пряно-цветочный с бальзамическими, мятными и ягодными нотками. Аромат сложный, цветочно-ягодный. Вкус плотный, мягкий, маслянистый, с нюансами специй, ягодной кислинкой и долгим, лимонно-мятным послевкусием. Заваривать горячей водой (90-92°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний.",7,6,,,,100,,,60,,,80,80,,,,,,60,,,,,,,,,,,,,,,,,,,,,
"Шэн Пуэр вьетнамский, тысячелетние деревья (апрель 2023)",puer,96,6960,"В сухом виде: крупные, изогнутые, бурые жгутики скрученных чайных листиков и почек с тонкими черенками. Аромат сдержанный, древесно-бальзамический с ягодной ноткой. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий, многогранный, древесно-бальзамический с цветочными, ореховыми, пряными и ягодными нотками. Аромат интенсивный, сложный, пряно-цветочный. Вкус плотный, гладкий и сладкий, маслянистый, с ягодной кислинкой, нюансами специй и сочным, лимонно-мятным послевкусием. Заваривать горячей водой (90-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 10 завариваний. Превосходный молодой шэн – яркий, многогранный, мощный, медитативный.",5,6,,,,80,,80,,,80,80,,,,,,,80,,,,,,,,,,,,,,,,,,,,,
Фэнхуан Улун Бай Ча,ulun,80,4800,"Белый чай, сделанный из побегов тайваньского культивара Улун. В сухом виде: крупные, легкие листья песочно-бурых оттенков с длинными черенками. Аромат сдержанный, травятисто-цветочный. Настой прозрачный, светло-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с нотками мяты, малинового листа и цитрусов. Аромат нежный, травянисто-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой и долгим лимонно-мятным послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Воздействие освежающее, тонизирующее.",7,6,,,80,80,,,,,,40,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
Чжоу Те Лохань,ulun,76,11460,"В сухом виде: среднего размера изогнутые жгутики темно-коричневых листиков. Аромат густой, пряный с дымной ноткой. Настой прозрачный, янтарно-желтого оттенка. Букет готового чая многогранный, хлебно-пряный, с нотками цветов, древесных смол и сухофруктов. Аромат теплый, фруктово-пряный. Вкус плотный, мягкий, маслянистый, сладковатый, минеральный, с фруктовой кислинкой и долгим послевкусием. Заваривать горячей водой (95°С) в чайнике из пористой глины с толстыми стенками или в керамической гайвани. Пропорция заварки к воде: 6-7 г на 100 мл. Для первого раза настоять 15 секунд, далее, начиная с экспозиции в 5-7 секунд и доведя время выдержки до 3 минут, можно заварить 6 раз. Отличный выбор для церемонии гунфуча.",10,6,,,,80,,80,,,,,,80,,,,,60,,,,,,,,,80,,,,,,,,,,,,
Ляоми Баовэй Лао Ча,ulun,90,12480,"Выдержанный улун «Драгоценный аромат» был сделан в чайном хозяйстве Ляоми (округ Наньтоу) в середине 2000-х. В сухом виде: среднего размера коричневые жгутики скрученных чайных листьев с длинными, тонкими черенками. Аромат густой, пряно-древесный. Настой прозрачный, оттенка махагони. Букет готового чая выдержанный, многогранный, фруктово-древесный с нотками ванили, бисквита, пряных трав и экзотических смол. Аромат сложный, пряно-древесный. Вкус плотный, сочный, с легкой древесной терпкостью, сладковатый, с ягодной кислинкой – сильно меняется на протяжении чаепития, играя разными гранями. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Отличный выбор для церемониального чаепития – долгий, многогранный и яркий. Воздействие согревающее, успокаивающее, центрирующее.",1,5,40,,,,80,40,,,80,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
Фэнхуан Даньцун Ча,ulun,72,890,"Сильно-ферментированный улун «Фэнхуан Даньцун» («Одиночные кусты с гор Феникса») урожай 2023 года. В сухом виде: крупные, лилово-коричневые жгутики скрученных чайных листьев. Аромат сдержанный, фруктово-древесный с копченой ноткой. Настой прозрачный, светлого янтарного оттенка. Букет готового чая яркий, древесно-ягодный с цветочными, цитрусовыми и пряными нотками. Аромат теплый, пряно-цветочный. Вкус плотный, терпкий, пряный, сладковатый, с цитрусовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 10 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее – отличный выбор, чтобы поддерживать бодрость и концентрацию внимания в течение дня.",3,5,,,60,60,,,80,,80,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Сюэ Ву Е Дань Цун,ulun,88,950,"Улун «Снежный темный лист» из чайного района Фэнхуаншань (округ Чаочжоу, провинция Гуандун) осеннего урожая 2018 г. (легкая ферментация, слабый огонь). В сухом виде: большие, зеленовато-фисташковые и буро-коричневые жгутики чайных листьев с тонкими черенками. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, оттенка белого винограда. Букет готового чая свежий и яркий, пряно-цветочный, с травянистыми, древесными и ягодными нотками. Аромат яркий, высокий, пряно-цветочный. Вкус сочный, плотный, многогранный, сладковатый, немного терпкий, с цитрусовой кислинкой и нюансами специй. Долгое, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 10 завариваний. Прекрасный выбор для эмоциональной перезагрузки – многогранный и яркий, освежающий и вдохновляющий. Особенно понравится всем тем, кто ценит в улунах из Чаочжоу их тонкую, цветочную составляющую.",2,4,,,60,100,,80,,,,80,,,,,,,,,,,,,,,,,60,,,,,,,,,,,
"Лао Сань Хао Цзюньшань Иньчжэнь, 2005",yellow,100,8160,"Выдержанный желтый чай «Серебряные иглы с острова Цзюньшань» из провинции Хунань. В сухом виде: тонкие, остроконечные, бурые почки. Аромат интенсивный, древесный с копченой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая выдержанный, многогранный, пряно-травянистый с древесными, копчеными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый с нотками дыма и сухофруктов. Вкус плотный, мягкий и сладкий, шелковистый, с мятной прохладой и сочным послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 30-40 секунд, после чего, начиная с экспозиции в 5-10 секунд и доведя время выдержки до 2 минут, можно заварить еще 8-9 раз. Превосходный выдержанный чай, впитавший время, но не утративший яркости красок.",5,5,,,,,,80,,,60,,,60,,,,60,,,,,,,80,,,,,,,,,,,,,,,
"Дянь Шэн Пуэр Ча Бин (2005), 350 г.",puer,94,11935,"Выдержанный шэн пуэр от компании «Дянь Пу», урожай 2005 года. 350-граммовый блинчик средней плотности, разделяется на буро-коричневые скрученные листики, почки и тонкие черенки (незначительное количество). Аромат сдержанный, фруктово-древесный. Настой прозрачный, янтарного оттенка. Букет готового чая зрелый, многогранный, фруктово-древесный, с бальзамическими, осенними и пряными нотками. Аромат глубокий, сложный, фруктово-бальзамический. Вкус мягкий, гладкий, сладковатый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 12 завариваний. Отличный образец выдержанного шэн пуэра с многогранным вкусом и медитативным воздействием.",3,6,,,,,60,60,,,60,,,,80,,,,40,,,,,,,,,,,,,,,,,,,,,
"Халькопирит, хэйча из Аньхуа (Moychay.ru, 2015), 1 кг",black,90,592,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2015 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые листики, их фрагменты и тонкие черенки. Аромат сдержанный, древесный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая зрелый, древесный с нотками осенних листьев и печеных фруктов. Аромат теплый, древесный. Вкус мягкий и гладкий, сладковатый, с кислинкой сухих ягод и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 10 завариваний. Хороший выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",5,7,,,,,40,,,,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
Лугу Дундин Бисай Улун,ulun,92,4200,"«Конкурсный» улун из высокогорного округа Наньтоу (центральная часть о.Тайвань). Участвовал в ежегодном тайваньском Чайном конкурсе. В процессе обработки пропечен на древесных углях. В сухом виде: среднего размера бурые комочки скрученных чайных побегов. Аромат интенсивный, пряно-травянистый с табачной ноткой. Настой прозрачный, оттенка белого вина. Букет готового чая многогранный, пряно-травянистый с бисквитными, цветочными, ореховыми, табачными и фруктовыми нотками. Аромат теплый, пряно-ореховый. Вкус плотный, маслянистый, сладковатый, немного терпкий, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 30 секунд, затем, начиная с экспозиции в 10 секунд и увеличив время выдержки до 2 минут, можно заварить 10 раз. Отличный выбор для церемонии гунфуча. Воздействие согревающее, тонизирующее.",10,6,60,,,60,40,80,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,
Да Юй Лин Улун,ulun,92,7300,"Сделан в районе Да Юй Лин (округ Наньтоу). Это самые высокогорные чайные плантации Тайваня (2600 м). Чистейший горный воздух, богатые минералами каменистые почвы и сильные колебания дневных и ночных температур рождают совершенно уникальный чайный лист. Чайных садов в этой местности немного, добраться до них можно лишь по узкому серпантину горной дороги, осыпающейся во время ливней. В сухом виде: крупные, тяжелые, глянцевые, голубовато-зеленые шарики с аккуратными желтыми черенками. Аромат сухого чая интенсивный, пряно-цветочный. Настой прозрачный, лимонного оттенка. Букет готового чая свежий и яркий, округлый, травянисто-цветочный, с нотками специй и ягод. Аромат восхитительно нежный, объемный, пряно-цветочный. Вкус тонкий и чистый, мягкий, маслянистый, сладковатый, чуть пряный, с легкой ягодной кислинкой – тает на языке, подобно утренней росе. Превосходное освежающее послевкусие, которое держится на протяжении нескольких часов. Заваривать горячей водой (95°С) в гайвани или в чайнике из пористой глины. Пропорция сухого чая к воде: 5 г. на 100 мл. Для первого раза настоять 8-10 секунд, а затем, начиная с экспозиции в 2-3 секунды и постепенно доведя время выдержки до 3 минут, можно заварить 15 раз. Превосходный церемониальный чай для опытного пользователя и особого, чайного настроения. Вызывает ощущение чистоты и свежести, создает атмосферу гармонии и спокойствия, открывает для восприятия красивые и легкие миры.",2,5,,,40,80,,60,,,,40,,,,,,,,,,,,,,,,,60,,,,,,,,,,,
