country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition,century
France,1936,6331,VILLEURBANNE 1936,45,103,111,45.775,4.851,Unknown originally number of aurei. Forty-five coins from Nero to Trajan were recovered. Seventeen coins were studied in detail. Nine coins were acquired in 1937 by the mayor of Villeurbanne.,Mayor of Villeurbanne (9 coins) in 1937,II century
Serbia,1882,16618,VELIKO ORAŠJE,202,117,138,44.360662,21.073992,Over 200 silver coins from Vespasian to Hadrian (Ad 117-138). No detailed information.,M. Stojanović (former); M. Vujičić; dispersed,II century
Poland,1926,13529,TUREK - SURROUNDINGS,600,180,192,52.017532,18.494011,Around 600 denarii of which only 17 provide information on issuers: Vespasian - Commodus (AD 180-192).,"Archaeological Museum, Łodz, Poland (3 coins)",II century
Poland,1903,13647,DURĄG,2,169,170,53.613983,20.026722,"Two denarii found together: Hadrian, Marcus Aurelius.",NA,II century
Algeria,1969,16909,GUELMA 1969,5,114,117,36.4681,7.432,"Unknown number of aurei and silver coins found with a ceramic vessel. Only five aurei were seen: Trajan 4, Trajan for Plotina 1.",NA,II century
France,1837,5784,LA HAYE-MALHERBE 1837,60,176,180,49.22299,1.065632,"The hoard comprised a 'vessel containing 60 aurei, of which 17 were bought by the Cabinet des Médailles and 2 by the Musée de Rouen, although neither acquisition can be found today.'",NA,II century
Austria,1980,13269,PARNDORF 1980,48,141,161,47.995,16.858,49 denarii found with a ceramic vessel: Republic - Antoninus Pius (AD 141-161).,NA,II century
Bulgaria,1978,2681,SILISTRA 1978,35,161,162,44.121,27.259,35 denarii: Mark Antony - Marcus Aurelius (AD 161-162).,"History Museum, Silistra, Bulgaria; Inv.nos. 6059-6093",II century
France,2013,13955,MANDEURE,15,190,191,47.4495,6.7964,15 sestertii as a foundation offering: Trajan - Commodus (AD 190-191).,"Musée monétaire cantonal, Lausanne, Switzerland",II century
Slovenia,1850,8963,PLANINA PRI SEVNICI 1850,150,161,180,46.104,15.405,Circa 150 bronze coins. Only 2 sestertii and 2 dupondii of Antoninus Pius and Marcus Aurelius were seen.,Dispersed,II century
"Scotland, United Kingdom",2008,18576,CLARKLY HILL,86,180,191,57.6967,-3.461,86 denarii: Mark-Antony - Commodus (Crispina) (AD 180-191).,NA,II century
Romania,1868,16268,LĂPUȘNIC,62,117,138,45.893161,21.920157,"Hoard of at least 62 denarii. Only 13 are known: 8 republican among which Julius Caesar 1, Augustus 3, Hadrian 2.",NA,II century
Sweden,1887,15522,GYLE,2,141,161,57.426478,18.613831,"Grup of two denarii: Antoninus Pius, Antoninus Pius (Diva Faustina I); silver weight: 5.32 g.","Swedish History Museum, Stockholm (inv.no. 8217)",II century
"England, United Kingdom",1888,2341,WANBOROUGH(?),22,138,192,51.536552,-1.7130393,"A concealed hoard of 22 aurei of 'Nero, Hadrian and the Antonines' found c. 1888. It is believed that the hoard was from Wanborough / Durocornovium, but this is not certain.",NA,II century
Poland,1874,13415,DOROTOWO,600,161,180,53.695833,20.4125,Around 600 denarii; Republic - Marcus Aurelius (AD 161-180).,"In 1906, there were 355 coins in the Coin Room of the Royal Academy in Königsberg, 16 copies in the Museum of Prussia, Königsberg. The fate of the rest is unknown. Approximately 250 denars were melted down. Lost",II century
Poland,2005,13683,ŁANIEWO,2,185,185,54.098294,20.446941,"Two denarii found on a field: Antoninus Pius, Commodus (AD 185).",Private collection,II century
Greece,1999,6910,DION 1999,1590,138,161,40.17724,22.49293,"1590 bronze coins (1452 Dium, 47 koinon of Thessaly, 39 koinon of Macedonia, 13 Thessalonica, 7 Philippi, 2 Edessa, 2 Corinth, 1 Amphipolis, 1 Magydus, 1 Tralleis, 10 uncertain, and 15 Roman bronzes), ranging from Claudius to Antoninus Pius, found in the foundation level besides the west wall of the first (western) room excavated at the place of the former sanctuary of Zeus Olympios, next to two other hoards (Dion 1998 and Dion 2000). All three hoards were buried in clay vases. The exact function of the area where the hoards were found is unclear, but the hellenistic sanctuary of Zeus Olympios had been transformed in Roman times, the wall of the temenos built over, and a theatre established.",NA,II century
France,1909,5684,LA FEUILLIE,100,161,180,49.462537,1.5140229,The hoard comprised 'a vessel containing 100 sestertii': Antoninus Pius - Marcus Aurelius (AD 161-180).,NA,II century
Austria,1908,6154,GUMMERN,126,166,167,46.655,13.769,"126 bronze coins:120 sestertii, 5 dupondii, 1 as: Vespasian - Marcus Aurelius (AD. Only 73 coins are kept in the museums' collections.","Landesmuseum, Klagenfurt; Stadt Museum Villach, Austria. (73 coins)",II century
Spain,1996,12885,ALORIA B,30,147,148,42.996,-2.982,30 sestertii found stuck together in a Roman edifice: Vespasian - Marcus Aurelius (AD162-163).,"Museo de Arqueología de Álava, Spain",II century
Romania,1966,2612,GÎRLA MARE,320,179,180,44.221,22.75,"320 D: Mark Antony - Commodus (AD 180): Discovered in an onion field after it had been ploughed. The finder carefully collected the coins together, but discarded fragments of the pottery container. Found whilst harvesting onions in a field in the north-western part of the village, next to the road leading to Gruia.",NA,II century
Austria,1985,2856,NEUNKIRCHEN,175,166,180,47.717,16.083,"175 silver coins: 173 denarii, 1 quinarius and 1 drachm: Republic - Marcus Aurelius (AD 161-180).","Stadtmuseum, Neunkirchen (165 coins), private collection? (10 coins), Austria; lost (unknown no.)",II century
Romania,1932,8937,PLOIEȘTI,12,114,117,44.951,26.015,12 denari: Vespasian - Trajan (AD 114-117).,"Institutul de Arheologie, Bucharest, Romania",II century
Bulgaria,1965,3011,SEIDOL,103,197,198,43.402,26.51,103 denari: Vitellius - Septimius Severus (AD 197-198); silver weight: 262.8-420.7 g.,"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 12 (103 coins).",II century
Bulgaria,1965,2680,GIGEN 1965,91,138,161,43.708,24.465,Unknown initial number of coins. 91 denarii in the Regional History Museum in Pleven: Otho - Antoninus Pius (AD 138-161).,"Regional History Museum, Pleven, Bulgaria; inv.no. 975 1-70",II century
India,1945,18599,POONJAR,6,138,161,9.674369,76.808669,Six aurei Possible part of a larger hoard.,NA,II century
Spain,1913,12891,SALVATIERRA DE MIÑO,40,138,161,42.0805,-8.5037,40 bronze coins were discovered with a ceramic vessel. Only 24 have provided some information: Nero - Antoninus Pius (AD 138-161).,Lost,II century
Bulgaria,1914,2783,MEDOVNITSA,27,161,180,43.655,22.779,27 denarii: Vespasian - Marcus Aurelius (AD 161-180).,NA,II century
Netherlands,2012,9868,CUIJK 2012,16,117,138,51.729,5.879,16 coins of Hadrian (AD 117-138). No further information.,NA,II century
Germany,1872,17270,THÜLE,10,175,192,52.963323,7.918203,"Ten denarii (Vespasian - Commodus), found in 1872 during peat digging. Two thereof arrived in the Oldenburg archive; an additional three were noted in 1905 in private possession.",NA,II century
Poland,2018,13416,DRELÓW,75,161,180,51.912778,22.871111,75 denarii: Trajan - Marcus Aurelius. No further details.,"Museum of Southern Podlasie, Biała Podlaska, Poland",II century
Spain,1614,6153,GUADARRAMA,200,161,180,40.6731798,-4.0875528,200 aurei: Galba - Marcus Aurelius (AD 161-180).,NA,II century
Ukraine,1887,18213,KYIV 1887,26,180,192,50.514704234981,30.586386369441,Hoard of circa 350 silver coins. 26 denarii: Vespasian - Commodus (AD 180-192). A tetradrachm of Thassos (intruder?) were documented.,"Museum of Divinity, Kyiv, Ukraine .",II century
Czech Republic,1893,15886,CERHENICE,2,161,169,50.069755,15.0706,"Two denarii: Antoninus Pius, Marcus Aurelius (Lucius Verus/Divus Lucius Verus) (AD 161-169). Militky considers a misidentification of this hoard with the one Dobřichov-Plaňany (PLAŇANY 1892).","National museum, Prague, Czech Republic",II century
"Scotland, United Kingdom",2016,18592,CREETOWN,14,117,138,54.9015,-4.3799,14 denarii: Domitian 3; Nerva 3; Trajan 6; uncertain (Domitian or Trajan) 1; Hadrian 1 (AD 117-138).,NA,II century
"Scotland, United Kingdom",1803,1135,STRATHAVEN,400,172,192,55.62441,-4.16187,"A hoard of about 400 Roman silver coins, found at Torfoot, 7 miles south-west of Strathaven, in a glass bottle, while cleaning a drain. Coins of Trajan, Antoninus Pius, Faustina, wife of Antoninus, Crispina, wife of Commodus, and various other Emperors and Empresses, &c., all in good preservation, are mentioned. About fifty of the coins were so much verdigreated and adhering together, that they were broken with a hammer by a rude and unskillful hand, in order to separate them. J. Lindsay, View of the Coinage of Scotland (1845), 265, added Hadrian, Marcus, Caesar, Pompey and Crassus to the list of emperors etc. represented. The three last names may have been due to a misunderstanding of the legends on some coins. True Republican den. would be unusual in a hoard as late as the reign of Commodus.",NA,II century
Spain,1997,12897,ALORIA A,16,162,163,42.996,-2.982,16 sestertii found stuck together in a Roman edifice: Vespasian - Marcus Aurelius (AD162-163).,"Museo de Arqueología de Álava, Spain",II century
Poland,1875,16201,MACIEJOWICE,32,193,193,52.046747,22.575385,Unknown original number of denarii. 32 denarii have been studied: Vespasian - Septimius Severus (AD 193).,NA,II century
Belgium,1607,8261,MESPELARE,800,172,175,50.996,4.069,(8-900) 52 aurei: Domitian - Marcus Aurelius (AD 172-175).,"Collection Rockox (37 coins), in 17th century; collection Van Gestel (1 coin), in 17th century; collection Christine de Suède (non-identifiable)",II century
Belgium,1873,3241,FONTAINE-VALMONT 1873,400,117,138,50.318,4.216,(c. 400) 3 denarii: Nero - Hadrian (AD 117-138).,"Archaeological Museum Charleroi, Belgium 13 coins, only 5 retrieved)",II century
Ukraine,1952,2998,POGORELOYE,450,194,195,48.632949622777,29.956543778457,"Hoard of 450 denarii found with a ceramic vessel covered by another pot: Vespasian - Septimius Severus (Clodius Albinus Caesar) (AD 194-195). Weight: 983 g. According to Kropotkin, the hoard ends with the coin of Clodius Albinus as all the coins of Septimius Severus are issues of AD 193-194.","Local History Museum, Uman, Ukraine (inv. nos. 1675/2760 et 2355/3440)",II century
France,1987,5240,AMIENS 1987,43,148,149,49.891,2.3,"The hoard was found in the foundation trench of a Gallo-Roman wall. It comprised 43 denarii from Vitellius to Marcus Aurelius as Caesar (AD 148/149). It may originally have been placed in a small box, as fragments of copper-alloy scrap were found in association with the coins.",NA,II century
France,1911,5618,HAILLICOURT,59,186,187,50.474691,2.5843569,"The hoard apparently comprised 68 denarii, although the catalogue gives a total of 59 coins.",Mr. Elby collection (in 1931),II century
Poland,1881,13651,GDAŃSK KRAKOWIEC,15,180,192,54.36048,18.737041,"15 sestertii of which Antoninus Pius 1, Faustina II 1, Commodus 1 were found by fishermen in a dune.",Lost,II century
Lithuania,1943,15454,NOREIŠIAI,5,138,161,55.714077,23.029578,"Circa 150 coins found with a ceramic vessel. Only 5 sestertii are known: Hadrian 1, Antoninus Pius 1, Faustina I (Diva) 1, 2 uncertain issuer.","Museum ""Ausra"" Šiauliai, Lithuania",II century
Ukraine,2015,18633,VYRIVKA,60,193,194,51.275537342248,33.138629431399,"60 denarii found, probably, with a ceramic vessel: Trajan - Septimius Severus (AD 193-194).",NA,II century
Italy,1988,17460,TINDARI,13,166,166,38.1421,15.0444,"13 bronze coins: 9 sestertii, 4 asses: Domitian - Marcus Aurelius Aurelius (AD 166).","Antiquarium, Villa Romana di Patti",II century
Romania,1919,16419,DEVA 1919,10,138,141,45.8823,22.9051,"Unknown originally number of denarii. 8 denarii, 1 drachm of Dyrrachium and 1 denarius Antoninus Pius (Faustina I/Diva Faustina I) were recovered.",NA,II century
Greece,2006,6902,PELLA WEST CEMETERY 2006 (KER. 23),2,147,161,40.763,22.526,"A hoard of two Antonine sestertii and several items of gold jewellery, found in grave 23 in the western cemetery of Pella.",NA,II century
Germany,1951,17222,JÜLICH 1951,5,164,176,50.921116,6.361762,"Five 2nd century AD bronze coins, found in the area of the town hall.",NA,II century
Romania,1960,16304,STĂNIȚA,12,173,174,47.008128,27.105199,"12 denarii, of which 10 plated, were found with a ceramic vessel in a garbage pit: Trajan 3, Antoninus Pius 2, Antoninus Pius (Diva Faustina I) 3, Antoninus Pius (Faustina II) 2, Marcus Aurelius 1, Marcus Aurelius (Lucius Verus) 1 (post AD 173-174).","History Museum, Roman, Romania",II century
Poland,1800,13565,SZYMISZÓW - SURROUNDINGS,10,161,176,50.519334,18.246699,10 denarii found within a cemetery together with other objects. The antoninianus (radiate) of Aurelian may be an intruder.,"Initially in the collection of Councilor Scotti, later in the Museum of Wroclaw, Poland; today, lost.",II century
"England, United Kingdom",2011,14862,AMBER VALLEY 2011-13,9,166,180,53.055049,-1.4643516,"6 sestertii recorded with the PAS, 3 further from excavation of the site (see Amber Valley barbarous radiate hoard). Not classed as Treasure.",NA,II century
Czech Republic,1890,15881,SV. DOBROTIVÁ,3,138,161,49.74044,13.599445,"Group of 3 denarii: Nerva, Trajan, Antoninus Pius (AD 138-161).","Regional museum, Plzeň, Czech Republic",II century
Poland,1830,13413,CZERWIĘCINO,4,141,161,54.066172,15.805078,At least 4 denarii found on a field: Hadrian - Antoninus Pius (Diva Faustina I).,"Kulturhistorisches Museum Stralsund (4 coins), Germany (inv.no. 1962:240a-d)",II century
Hungary,1920,13135,ZALAHOSSZÚJFALU 1920,350,161,180,46.761,17.103,Unknown initial number of coins found with a ceramic vessel. 350 coins were basically examined : Vespasian - Marcus Aurelius (AD 161-180).,"Balaton Museum Keszthely (312 coins); Magyar Nemzeti Muzeum, Budapest (38 coins), Hungary",II century
Germany,1897,17008,KASTELL SAALBURG 1897-1908,7,179,179,50.27146,8.56672,"6 denarii and 1 AE coin, ranging from Domitian to Commodus, found in cellar 207 between 1897 and 1908. These 7 coins of this find were not identified according to inventory number or type and could thus not be separated out from the list of single finds.",NA,II century
Israel,1952,7704,TIBERIAS 1952,218,117,119,32.7844,35.5428,The hoard comprised 218 Syrian tetradrachms from the reigns of Nero to Hadrian.,Israel Antiquities Authority (208: IAA 28249-28456),II century
Israel,2003,7726,AKKO-PTOLEMAIS 2003,46,118,118,32.924304526069,35.083627726053,The hoard comprised 46 tetradrachms dated between AD 60/1 and AD 118.,Israel Antiquities Authority (IAA 106202-106247),II century
Ukraine,2017,20706,PYSARIVKA,20,161,180,49.5213831787,28.4543991777,"A hoard of about 20-25 Roman imperial denarii: Trajan - Marcus Aurelius (AD 161-180) was discovered by treasure hunter in the late 2010s between the villages of Pysarivka and Hrushkivtsi in the Vinnytsia region. The coins were found on an area of ca. 20x20 m and all had the same traces of bronze oxides. The finder did not provide a photo of the coins, but said that among the coins were denarii of Trajan, Hadrian, Antoninus Pius, Faustina (I or II?), Marcus Aurelius (including those with the rank of Caesar). The further fate of the coins is unknown.",NA,II century
"England, United Kingdom",2005,14787,HORSEHEATH 2005-11,4,195,195,52.097916,0.3490197,Four coins on PAS database centered to village - possibly a hoard or addenda to one of the previous hoards?Other PAS records associated with this hoard: CAM-531F17,NA,II century
Poland,1887,13429,GOLE,8,152,152,52.165833,20.497222,"Around 200 denarii of which only 8 have provided information on the issuers: Vespasian 1, Trajan 3, Hadrian 2, Antoninus Pius 2.",NA,II century
France,1963,5495,BORDEAUX 1963,86,197,197,44.838,-0.579,"The hoard comprised 86 sestertii from Vespasian to Septimius Severus, although the author proposes a deposition date in the reign of Postumus.",NA,II century
Hungary,1925,5233,TISZANAGYRÉV,62,134,138,46.946,20.144,62 denarii: Nero - Hadrian (AD 134-138).,"Magyar Nemzeti Múzeum, Budapest, in 1925",II century
Bulgaria,1940,10110,MIZIA,50,161,180,43.687,23.853,50 denarii found in a ceramic vessel: Vespasian - Commodus (AD 180-192).,NA,II century
Spain,1981,12878,LA BÓVEDA,12,125,127,38.321,-6.775,12 denarii found with a ceramic vessel: Vespasian - Hadrian (AD 125-127).,NA,II century
Germany,1870,17337,NAUEN,5,164,169,52.606527,12.883068,"A hoard of 5 denarii (Vitellius - Lucilla), found while digging peat not far from Nauen. A connection with the hoard of BUCHOW-KARPZOW (ID 17335) has been postulated.",NA,II century
Germany,1836,17363,GÜNSTEDT,230,193,197,51.221634,11.081359,"A hoard of denarii, found in an earthenware container, together with three silver bracelets, during the construction of the road from Kindelbrück to Weißensee, under an area of arable land. The content of the hoard was dispersed, but it could have amounted to more than 230 denarii.",NA,II century
"England, United Kingdom",1991,14775,"ROWLER MANOR ROMAN VILLA, CROUGHTON 1991",6,164,169,52.010812,-1.2146461,"Roman settlement at Rowler Manor Estate first recorded in 1991 during archaeological watching brief, when Roman pottery & two coin hoards were recovered. Later investigation revealed stone building remains & 4th C. mosaic floor. APs suggest this just one of many buildings in much larger complex over 5ha in extent.During work in 1991, 6 sestertii found as small hoard, initially by detectorists. Coins stuck together in a column after probably being kept in a narrow textile wrapping/bag. Coins from Trajan to Lucilla.Guest, P. 2008. The Roman coins. In M. Dawson Excavation of the Roman villa and mosaic at Rowler Manor, Croughton, Northamptonshire. Northamptonshire Archaeol. 35: 45-93. Hoard identified by Curteis 2003.",NA,II century
Netherlands,1878,9886,EENUM,40,159,160,53.339,6.78,Around 40 silver coins. Only 4 denarii of Antoninus Pius are known.,NA,II century
Germany,1870,16598,BURG DELLINGEN BEI BRUGGEN,27,145,176,47.92439,8.41776,27 bronze coins (Tiberius - Marcus Aurelius) found in an ash layer covered by a stone and interpreted as a votive deposit.,NA,II century
France,1881,7344,CLERMONT-FERRAND 1881,100,138,180,45.776,3.083,"The hoard comprised an earthenware vessel containing 100 Roman coins including denarii, sestertii and dupondii, nearly all issues of Antoninus Pius, Faustina I and Faustina II.",NA,II century
Sweden,1836,15531,BRO,35,180,192,57.670695,18.481777,35 denarii found among stones: Vespasian - Commodus (AD 180-192). Only two coins are preserved,"Swedish History Museum, Stockholm (inv.no. 725), 2 coins",II century
Ukraine,2021,20718,POLTAVA REGION 2021,10,180,192,49.7208122793,33.7496120281,"A small hoard of 10 Roman imperial denarii: Hadrian – Commodus (AD 193-211) was discovered by a treasure hunter in March 2021 somewhere in Poltava region. Information about the find and photos of the coins were published on the Ukrainian treasure hunter forum Violity, March 18, 2021. The finder reported that the coins were discovered “in one pit”. The further fate of the hoard is unknown.",NA,II century
Ukraine,2013,20682,CHERNIVTSI REGION 2013,111,145,161,48.2498156192,25.7921321256,"A hoard of 111 Roman imperial denarii was found by five treasure hunters in 2013 in Chernivtsi region. Information about the find and photos of some of the coins of the hoard were published by one of the finders on January 20, 2014 on the Ukrainian treasure hunter forum Violity. According to the finder, the hoard was found late at night, but there is no more detailed information about the further circumstances of the find. Judging by the information from the treasure hunter, the bulk of the coins in the hoard were denarii of Vespasian, Trajan and Hadrian, although there was also a coin of Galba, several denarii of Nerva, and 10-12 coins of Antoninus Pius and Faustina (I or II). In the photographs posted with the hoard information, there are images of 26 whole and five fragments of denarii (Vespasian, Terva, Trajan, Hadrian, Antoninus Pius) – these were probably some of the coins that the informant found. The further fate of the coins in the hoard is unknown.",NA,II century
Germany,1932,15482,WINHÖRING,6,183,191,48.265403,12.64678,6 sestertii were found at a gravel pit close to Eisenfeld.,NA,II century
France,1983,7077,CHÂTEAUBLEAU SANCTUARY,6,153,153,48.5922,3.1091,The deposit was found under a second century occupation layer in the central part of the Gallo-Roman spring sanctuary and comprised 4 sestertii from Trajan to Antoninus Pius and two asses of Antoninus Pius with a tpq of AD 153 to 154.,NA,II century
Israel,2006,7729,SHU'AFAT 2006 C,30,113,114,31.814,35.234,The hoard comprised 26 bronze coins dated between 175-164 BC and AD 113-114 with four intruding coins.,Israel Antiquities Authority (IAA 113031-60),II century
Germany,1978,17028,PFUNGSTADT,8,103,111,49.79474,8.55554,"A Roman arm purse was found on a field, southwest of Hahn (today in the district of Pfungstadt), in the vicinity of the Hofgut Grabenbruch. The purse contained 8 Roman denarii, ranging from Galba to Trajan.",NA,II century
Romania,1933,16317,FEDELEȘENI,46,180,192,47.122581,26.974436,"Hoard of at least 46 denarii: Nero – Commodus (AD 180-192). Possible, part of the hoard from Strunga.","National History Museum, Bucharest, Romania (25 coins)",II century
Slovenia,1992,9064,CELJE - SPODNJI GRAD [LOWER CASTLE],4,176,177,46.229,15.261,"4 coins: 1 denarius, 3 sestertii: Vespasian, Hadrian Marcus Aurelius (2)","Pokrajinski muzej Celje, Slovenia",II century
France,1913,7046,COLLÉGIEN,85,180,192,48.837,2.672,"The hoard comprised a ceramic vessel containing 85 sestertii, the majority of which were rendered illegible by oxidation. However, those that could be identified range from issues of Hadrian to Commodus.",NA,II century
Romania,1975,6124,DEALUL PERJULUI,49,140,140,46.455,27.26,(52) 49 denarii found with a ceramic vessel of Carpic manufacture: Vespasian - Antoninus Pius (Diva Faustina I) (post AD 141).,History and Art Museum Bacău,II century
Netherlands,1963,18905,MAASTRICHT-STOKSTRAAT 1963,20,177,177,50.8485,5.694,"A hoard of 20 denarii (Vitellius - Marcus Aurelius), found in a Roman house, in a room next to the furnace of the hypocaust.",NA,II century
Libya,1934,5470,CYRENE AGORÀ 1934,1305,103,112,32.8188,21.8588,"The hoard originally comprised 1,305 Greek/Roman imperial/Roman provincial silver and bronze coins together with gold and silver ancient jewellery. Nowadays 1043 bronze coins and two couple gold earrings are kept in the Archaeological Museum of Shahat. According to the 1934 find report, the missing silver part featured 32 Greek silver coins (280-50 BC, including 16 coins from the Achaean League and four Rhodian drachms), 39 Roman imperial denarii and quinarii (Otho-Trajan, AD 69-116, mint of Rome) and 45 Roman provincial drachms and hemidrachms struck under Trajan (RPC III, 1-3, AD 100). These, as well as 89 sestertii, 77 dupondii, and 128 asses, were probably made in Rome for circulation in Cyrenaica.","Shahat, Archaeological Museum, Libya",II century
"Scotland, United Kingdom",1870,1673,BROCH OF LINGROW,6,177,192,58.96264,-2.984088,"An ensemble of 6 denarii (incl. Vespasian, Hadrian with Clementia on the reverse, 2 Antoninus, 2 Crispina), found during excavations at the broch of Lingro, 1870-71, in different parts of the outbuildings [i.e. of the broch], that may have come from a scattered hoard.",NA,II century
Bulgaria,1939,10112,POPITSA 1939,200,117,138,43.4285,23.9511,(200) 38 denarii: Galba - Hadrian (AD 117-138).,NA,II century
Poland,1910,16213,KOPKI,2,119,122,50.409357,22.305585,"Hoard of unknown number of denarii. Only two pieces are known: Trajan, Hadrian.",NA,II century
Sweden,1931,15529,GANDARVE 1931-1939,4,163,165,57.1953,18.3958,"4 denarii part of a hoard found on the same field like GANDARVE 1927, 1928, 1928-1931: Hadrian, Antoninus Pius, Diva Faustina I, Lucius Verus (AD 163-165).","Collection Hilding Arwidsson, Rone, Finland",II century
Sweden,1870,15587,SINDARVE,1500,193,194,57.24719,18.401563,"Originally, 1,500 denarii and a drachm found with a clay vessel. 1,391 coins preserved: Nero - Septimius Severus (AD 193-194); silver weight: 3,924.6 g. (1.391 coins).","Swedish History Museum, Stockholm (inv.nos. 4391, 4398, 4417)",II century
Belarus,1968,17433,ALIEKŠYCY (ŽUKIEVIČY),446,194,195,53.339356,23.950584,"The first 20 (?) denarii from the hoard were discovered by schoolchildren in 1968, eight of them were transferred to the Coin Room of the Belarusian State University. V. Ryabtsevich tried to establish the place where the hoard was found, but to no avail. In the first hoard's publication the village of Žukievičy was named as its location. After that, at the hoard's place, amateurs conducted further searches for it. Separate denarii were found, two of which (Trajan and Antoninus Pius) were transferred by V. Kakareka to the Coin Room of the Belarusian University. The rest of the hoard was discovered by treasure hunters in 2011 near the village of Aliekšycy: 426 denarii and 18 fragments of brooches, which were donated to the Museum of the National Bank of the Republic of Belarus. Later, 10 more coins were transferred there. In total, 446 coins are known from the hoard (Vespasian-Septimius Severus).",Coin Room of the Belarusian State University (10 coins); Museum of the National Bank of the Republic of Belarus (436 coins),II century
Georgia,1941,16036,MTSKHETA – ARMAZI  1941 1,19,180,192,41.839326,44.663181,"Five aurei found in grave no. 6: Nero, Galba, Hadrian, Antoninus Pius, Commodus (AD 180-192). Together were found 11 drachms of Gotarze and 3 denarii of Augustus.","National Museum of Georgia, Tbilisi",II century
France,1969,8673,VIENNE 1969 B,4,141,161,45.53,4.875,"Grave find of 4 coins: 1 denarius, 1 sestertius, 1 dupondius, 1 as Trajan to Antoninus Pius (AD 141-161).",NA,II century
Bulgaria,1971,12056,PLOVDIV 1971 A,4,180,192,42.135,24.745,"4 silver denarii: Hadrian (Sabina), Marcus Aurelius, Faustina II, Commodus (AD 180-192).","Museum of Archaeology, Plovdiv, Bulgaria; inv. no. 2562",II century
Romania,1932,2593,SARMIZEGETUSA 1932,7,155,156,45.513,22.786,"Seven bronze coins (asses): Trajan – Antoninus Pius (AD 140-144). The coins were placed in a cooking pot with lid together with seven clay lamps, type FORTIS.","Town museum, Sarmizegetusa, Romania",II century
Belgium,1969,5479,LIBERCHIES 1969-1970,368,166,166,50.508,4.446,368 aurei: Nero to Marcus Aurelius (AD 166).,NA,II century
Egypt,1900,7794,TELL UMM EL-BREIGAT A52,119,155,156,29.1066,30.7658,119 Alexandrian billon tetradrachms: Nero - Antoninus Pius (AD 155-156) Found during excavations.,"Museum of Anthropology of the University of California, Berkeley, USA (1935), inv.no. 445",II century
"England, United Kingdom",1956,14556,TEAN,3,194,195,49.963481,-6.3242033,"Penhallurick 2009, 269: ""The museum on St Mary's has three sestertii found in a midden layer on the southern shoreline of Tean in 1956. Accompanying pottery indicated an occupation from the first to the fourth centuries and included sherds of samian ware and a bronze brooch (Thomas 1985, p.183)"". He notes that the second sestertius of Marcus Aurelius listed here may have been turned into a brooch (bronze adhered to the bottom of the reverse), though this has not been verified.",NA,II century
Spain,2010,17592,SEGÓBRIGA 2010,32,138,161,39.8909,-2.8105,32 bronze coins found glued to each other: Domitian - Antoninus Pius (AD 138-161).,NA,II century
"England, United Kingdom",1971,14872,LINCOLN 1971-2,3,141,161,53.227196,-0.548438,"West Parade site Area III, Roman interval tower. In late Roman period, interval tower became derelict, & much of upper part prob. demolished/ robbed. Lower part of tower infilled with demolition debris, incl. ceramic tile frags. & mortar, animal bone waste from food consumption, & bird & animal skeletons, incl. ravens & dogs, frogs & toads, & remains of owl pellets. 3 silver denarii in fine condition also found amongst demolition debris, of Trajan, Hadrian & Faustina, minted in early to mid 2nd C. before tower even built; & it is likely that they were hidden & subsequently lost, poss. as part of a larger hoard, whilst tower was still in use.Gilmour, B. 1999. Excavations. In C. Colyer, B.J.J. Gilmour & B. Jones The Defences of the Lower City. Excavations at The Park and West Parade 1970-2 and a Discussion of Other Sites Excavated up to 1994. The Archaeology of Lincoln VIII-2. CBA Res. Report 114, pp. 191.",NA,II century
France,1853,7012,TRIEL-SUR-SEINE,4,138,161,48.982,2.005,"The hoard was found in a burial which contained 'two middle bronzes of ""Antoninus"" and one of Faustina II, as well as a unidentified sestertius.",NA,II century
France,1682,7232,PLESSIS-DE-ROYE,1505,161,161,49.578,2.833,"The hoard comprised between 1,400 and 1,500 'copper' coins from Nero to Antoninus Pius.",NA,II century
"England, United Kingdom",1847,14616,OLD CLEEVE,8,117,138,51.097074,-3.3866231,"""In 1847 a small pot containing 8 Roman coins - a silver denarius of Trajan and 7 bronze coins, including one of Trajan - was found in cutting through a hedge or earth bank on the boundary between the parishes of Upton and Withiel Florey. Two of the coins are in the Spencer G Perceval collection"" (Pastscape)",NA,II century
France,1983,11679,FLEURINES 1983-1984,2,152,153,49.242,2.6257,"Two aurei, Domitian (Caesar), Marcus Aurelius (Caesar) found in sequential years, in the same forest. Close chronological range.",Private collection,II century
Germany,1962,2953,HEEREN,67,193,193,52.54275,11.88652,"A hoard of denarii, found in a field from 1962 until 2001. FMRD lists 67 coins (Trajan - Pertinax).",NA,II century
"England, United Kingdom",1990,2284,DOWNTON,16,154,155,50.988123,-1.7449252,8 Roman bronze coins to Antoninus Pius plus 8 Durotrigan cast bronze coins,NA,II century
Romania,1942,16302,ONICENI,68,161,180,46.806005,27.1614,Unknown originally number of coins. 68 denarii are kept in the collection of the Library of the Romanian Academy: Republic – Marcus Aurelius (AD 161-180).,"Coin Room, Library of the Romanian Academy, Bucharest, Romania (inv.nos. 29069-29136)",II century
