title,type,rating,price,description,preparation_time,preparation_amount,Бисквитный,Мёд,Цитрусы,Цветочный,Фруктовый,Пряные травы,Специи,Ржаной хлеб,Древесный,Ягодный,Мятный,Сухофрукты,Осенний лист,Грибной,Сливочный,Ореховый,Бальзамический,Хлебный,Овощной,Землистый,Шоколадный,Горчинка,Копченый,Черносливовый,Темный солод,Минеральный,Травянистый,Табачный,Молочный,Коньячный,Шампанское,Кислинка,Терпкость,Кофейный,Жареные семечки подсолнуха,Сладость,Хвойный,Зеленое яблоко
Бань Тянь Яо,ulun,86,2940,"Бань Тянь Яо или «Небесный Пояс» – один из самых древних сортов в истории Уишань, известный со времен правления династии Цин наряду с Да Хун Пао, Шуй Цзин Гуй, Бай Цзи Гуань и Те Ло Хань. Говорят, что первое деревце Бань Тянь Яо появилось на крутом утесе Саньхуа, высоко над обрывом, куда не вела ни одна тропа, а долетали лишь птицы да пчелы. Увидеть его можно было лишь стоя на краю обрыва, глядя вверх, поэтому первое название этого места было «Красота на Пол-неба» (половину вида закрывала скала). Название содержало иероглиф яо, означающий одновременно «красота» и «умереть молодым». Деревце на вершине утеса вскоре погибло, но горный ястреб, питавшийся его семенами, посадил их неподалеку. Сон о ястребе, обронившем в расщелине скал «небесную драгоценность», видел настоятель монастыря «Тянь Синь Сы», который, пробудившись, собрал монахов и отправился в горы. В том самом месте, что привиделось ему в сновидении, росли чайные деревца. Монахи взяли несколько побегов и перенесли их в свой сад, а на скале Саньхуа высекли иероглифы Бань Тянь Яо (c иероглифом яо, означающим «ястреб»). Надпись можно увидеть и сегодня. Вот такая история у чая с названием Бань Тянь Яо, который в наши дни записывается третьим по счету иероглифом яо, означающим «пояс». Сорт в полной мере оправдывает название «утёсный», так как произрастает на ограниченной территории уишаньского заповедника и относится к категории относительно редких или, как говорят в Китае, сяо пин чжун, ориентированных на узкий круг искушенных любителей и гурманов. Несмотря на сочный вкус и прекрасный аромат готового чая, а также высокую жизнеспособность чайного деревца, оно уступает по урожайности таким популярным сегодня сортам как Жоу Гуй и Шуй Сянь, поэтому традицию производства поддерживают лишь немногочисленные чайные технологи, по-настоящему увлеченные своим делом. Это классическая процедура длительного прогрева на древесных углях, а также сильный огонь, многократная скрутка и высокая степень ферментации. В сухом виде – большие изогнутые жгутики темно-коричневых листьев. Аромат теплый, пряный. Настой прозрачный, оттенка золотистого миндаля. В букете готового чая – «твердость скал и аромат цветов», классическая «мелодия утёсов», в которой соединились пряные, хлебные, цветочные и ягодные нотки. Вкус крепкий, объемный, сладковатый, с тончайшей кислинкой и легкой «минеральностью», характерной для утёсных улунов. Аромат проникновенный, многогранный, густой и тёплый. Устойчивое, сочное послевкусие. Заваривать кипятком 95°С в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 гр. на 100 мл. Выдерживает 7-8 завариваний. Прекрасный церемониальный чай – тонкий, сильный и удивительно красивый. Видео-сюжеты, снятые во время последнего осеннего путешествия в заповедник Уишань Прогулка по горам Уишань. Часть 1, Прогулка по горам Уишань. Часть 2.",2,5,,,,40,,60,,,,40,,,,,,,,80,,,,,,,,40,,,,,,,,,,,,
"Хуан Мэйгуй Хуа Сян (Желтая Роза, цветочный аромат)",ulun,94,2005,"«Желтая Роза – Цветочный Аромат» сделан из весенних побегов чайного куста Хуан Мэйгуй. Этот относительно новый сорт был выведен в региональном НИИ чая в 1998 и в течение пяти последующих лет успешно прошел испытания, опередив по ряду показателей даже таких признанных чемпионов как Шуйсянь и Жоугуй. Желтая Роза не боится холода и раньше других выпускает первые побеги, стойко переносит засуху и нападения вредителей. Поэтому, начиная с 2002 г. его активно внедряют в чаеводстве Уишаньского заповедника. Сбор: май 2017 г. Хунбэй проводился трижды: два раза летом и третий осенью 2017 г. В процессе изготовления к листу были применены умеренная ферментация и средний огонь. Никаких дополнительных ароматизаторов не использовали. В сухом виде: изогнутые, коричневые жгутики скрученных листиков среднего размера. Аромат интенсивный, теплый, хлебно-пряный. Настой прозрачный, оттенка золотистого миндаля. Букет готового чая теплый, хлебно-пряный с цветочными и древесными нотками. Вкус сочный, плотный, маслянистый, сладковатый, с нюансами пряностей. Аромат теплый, пряно-цветочный. Приятное, освежающее послевкусие. Заваривать горячей водой (95°С) в чайнике из пористой глины для сильно-ферментированных улунов или в гайвани. Пропорция заварки к воде: 4-5 г на 100 мл. Пить проливом, постепенно увеличивая экспозицию. Выдерживает 6-7 завариваний. Отличный выбор для самых разных ситуаций и настроений – не сложный в заваривании, мягкий и легкий. Прекрасно подойдет для расслабляющего вечернего чаепития.",2,4,,,,60,,40,,,40,40,,,,,,,,60,,,,,,,,,,,,,,,,,,,,
"Шу пуэр ""Иу-Шушенский"" (2022)",puer,64,595,"В сухом виде: небольшие, коричневые, скрученные листики и их фрагменты, тонкие черенки. Аромат сдержанный, древесно-ореховый. Настой темного каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с хлебными, осенними и пряными нотками. Аромат теплый, орехово-древесный. Вкус плотный, мягкий, бархатистый, с легкой горчинкой какао-бобов и нюансами специй. Заваривать горячей водой (95°С) в чайнике из пористой глины. Пропорция сухого чая к воде: 7-8 г на 100 мл. Для первого раза настоять 15 секунд, после пить проливом с постепенным увеличением экспозиции. Держит вкус и аромат 7 завариваний. Отличный выбор для повседневных чаепитий – насыщенный и мягкий вкус, согревающее, умеренно тонизирующее воздействие.",5,7,,,,,,,40,,80,,,,60,,,60,,60,,,,,,,,,,,,,,,,,,,,
Вьетнамский копченый зеленый чай,green,100,830,"В сухом виде: крупные, изогнутые жгутики темно-коричневых чайных листочков с длинными черенками и серебристые почки. Аромат интенсивный, копченый. Настой прозрачный, оттенка белого винограда. Букет готового чая яркий, многогранный, пряно-травянистый, с копчеными, древесными, табачными, ореховыми и фруктовыми нотками. Аромат интенсивный, копченый. Вкус плотный, шелковистый, немного терпкий, сладковатый, с фруктовой кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (85-92°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 10 секунд, далее пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 7 завариваний. Оригинальный чай с многогранным вкусом, копченым ароматом и тонизирующим воздействием.",3,6,,,,,60,80,,,60,,,,,,,80,,,,,,,100,,,,,,,,,,,,,,,
Цилай Шань Улун,ulun,90,3500,"«Улун с горы Цилай» сделан в районе Жэньай (уезд Наньтоу, центральный Тайвань). Гора Цилай – одна из самых высоких на острове, ее высота составляет 3600 м, чайные сады располагаются на уровне 1800-2000 м. «Улун с горы Цилай» обработан по технологи цин сянь (многократная скрутка, неглубокая ферментация и прогрев на углях при относительно низких температурах). В сухом виде: крупные, глянцевые, темно-зеленые комочки скрученных чайных побегов с крохотными черенками. Аромат интенсивный, пряно-цветочный. Настой прозрачный, золотисто-желтого оттенка. Букет готового чая яркий, многогранный, травянисто-цветочный с нотками фруктов молочных орешков и специй. Аромат нежный, пряно-цветочный. Вкус плотный, мягкий, маслянистый, сладковатый, чуть пряный, с легкой ягодной кислинкой. Послевкусие сочное и долгое. Заваривать горячей водой (85-92°С) в гайвани или в чайнике из пористой глины. Пропорция сухого чая к воде: 6 на 100 мл. Для первого раза настоять 20 секунд, а затем, начиная с экспозиции в 5-10 секунд и постепенно доведя время выдержки до 3 минут, можно заварить 12 раз. Превосходный тайваньский улун для гурманов и искушенных любителей – одновременно яркий и утонченный, освежающий и опьяняющий.",7,6,,,,80,60,,60,,,,,,,,,80,,,,,,,,,,,80,,,,,,,,,,,
"Фошоу Дань Я Чэнь Чао Ча, 2015",ulun,94,3290,"Сделан в округе Мэйчжоу из весенних побегов сорта Фошоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат сдержанный, древесный. Настой прозрачный, янтарного оттенка. Букет готового чая выдержанный, многогранный, пряно-древесный, с нотками сушеных яблок, орехового бисквита, табака и жареных семечек подсолнуха. Аромат нежный, теплый, сложный. Вкус плотный, шелковистый, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",5,5,60,,,,60,,,,80,,,,,,,,,,,,,,,,,,,40,,,,,,,80,,,
"Юлэшань Шэн Ча, шэн пуэр с горы Юлэ (2022)",puer,96,930,"В сухом виде: очень большие, бурые скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, пряно-травянистый с цветочными и копчеными нотками. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус плотный, маслянистый, немного терпкий, с легкой цитрусовой горчинкой, кислинкой зеленых яблок, нюансами специй и сочным послевкусием. Заваривать горячей водой (90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 5 секунд и доведя время до 3 минут, можно заварить 7 раз. Воздействие освежающее, тонизирующее, очень гармоничное.",3,6,,,,40,60,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Хэй Чу Хао (май 2023),green,90,410,"Видеообзор с участием этого чая. Зеленый чай провинции Гуанси урожая 2023 г В сухом виде: небольшие спиральки серо-зеленых почек и их фрагменты. Аромат интенсивный, пряно-травянистый. Настой прозрачный, виноградно-желтого оттенка. Букет готового чая яркий, многогранный, пряно-травянистый с нотками ягод и печеных каштанов. Аромат густой, пряно-ягодный. Вкус сочный, плотный, немного терпкий, сладковатый, с ягодной кислинкой и нюансами специй. Послевкусие сочное и долгое. Заваривать горячей водой (80-90°С) в гайвани или фарфоровом чайнике. Пропорция заварки к воде: 3-4 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 6-7 завариваний. Отличный выбор для повседневных чаепитий – яркий, многогранный, тонизирующий.",1,4,,,,,,60,,,,80,,,,,,60,,,,,,,,,,,80,,,,,,,,,,,
"Бай Я Чао Ча, 2018",ulun,100,1530,"Сделан в округе Мэйчжоу по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат интенсивный, древесно-ягодный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, древесно-ягодный, с пряными, цитрусовыми и цветочными нотками. Аромат интенсивный, сложный, цветочно-ягодный. Вкус плотный, терпкий, сладковатый, с легкой горчинкой грейпфрута, ягодной кислинкой, нюансами специй и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,60,80,,,,,80,100,,,,,,,,,,,,60,,,,,,,,,,,,,,,,
"Чжун Ча Хун Инь Тэбин (1998), 360 г",puer,86,13860,"В период монополии государства на производство чая в середине ХХ века продукцию всех крупных юньнаньских чайных фабрик украшал иероглиф «Чай» в окружении кольца из восьми иероглифов «Чжун», логотип красного цвета, получивший название «Хун Инь», «Красная Печать». В 80-е годы влияние госструктур на производство ослабло и чайные фабрики обрели независимость, но продолжили выпуск лимитированных «винтажных» блинов, пользующихся спросом в среде любителей. «Тэбин» или «Железный блин» появился в 1950 г., когда Сягуаньский чайный завод был оборудован механическими прессами. Первая опытная партия блинов машинной прессовки была признанная неудачной: из-за избыточной плотности их трудно было разломать. Потом пресс модернизировали и блины стали получаться более рыхлыми. Однако с течением времени блины той первой, опытной партии приобрели выдающийся выдержанный вкус и аромат. Поэтому традиция плотной прессовки «Тэ Бин» осталась. Чайный блин 360 г, спрессован плотно, ломается с усилием (лучше воспользоваться ножом для пуэров). Аромат сдержанный, бальзамический. Настой прозрачный, красно-каштанового оттенка. Букет готового чая зрелый, сложный, пряно-бальзамический, с нотками осенних листьев, древесных смол, дубового мха, влажной земли и сухих ягод. Аромат густой и глубокий, многогранный, пряно-бальзамический. Вкус сочный и мягкий, насыщенный, чуть сладковатый, с ягодной кислинкой и нюансами специй – меняется на протяжении чаепития, увлекая игрой тонких оттенков. Послевкусие сочное и долгое. Заваривать горячей водой (95°С) в гайвани или чайнике из пористой глины для шэнов. Пропорция заварки к воде: 5-6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 15 заварок. Эксклюзивный пуэр тайваньского хранения для тех, кто хочет попробовать многогранный и сильный «вкус времени». Подробнее о лао ча читайте в статьеhttps://moychay.ru/articles/Lao-cha-aromat-stariny",2,6,,,,,,80,,,60,40,,,60,,,,80,,,,,,,,,,,,,,,,,,,,,
"Лао Сань Хао Цзюньшань Иньчжэнь, 2005",yellow,100,8160,"Выдержанный желтый чай «Серебряные иглы с острова Цзюньшань» из провинции Хунань. В сухом виде: тонкие, остроконечные, бурые почки. Аромат интенсивный, древесный с копченой ноткой. Настой прозрачный, очень светлого виноградного оттенка. Букет готового чая выдержанный, многогранный, пряно-травянистый с древесными, копчеными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый с нотками дыма и сухофруктов. Вкус плотный, мягкий и сладкий, шелковистый, с мятной прохладой и сочным послевкусием. Заваривать горячей водой (70-75°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Для первого раза настоять 30-40 секунд, после чего, начиная с экспозиции в 5-10 секунд и доведя время выдержки до 2 минут, можно заварить еще 8-9 раз. Превосходный выдержанный чай, впитавший время, но не утративший яркости красок.",5,5,,,,,,80,,,60,,,60,,,,60,,,,,,,80,,,,,,,,,,,,,,,
Хуа Ган Улун,ulun,60,5700,"В сухом виде: среднего размера, оливково-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка, в процессе заваривания желтеет. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат яркий, пряно-цветочный. Вкус плотный, мягкий и сладкий, маслянистый, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 10 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее",3,6,,,,80,60,,60,,,,,,,,,80,,,,,,,,,,,80,,,,,,,,,,,
Хэхуан Улун,ulun,100,4900,"В сухом виде: крупные, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, пряно-цветочный. Настой прозрачный, виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с пряными, ореховыми и фруктовыми нотками. Аромат интенсивный, яркий, пряно-цветочный. Вкус плотный, гладкий и сладкий, исключительно маслянистый, чуть пряный, с фруктовой кислинкой и освежающим послевкусием. Заваривать горячей водой (85-90°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция сухого чая к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Держит вкус и аромат 12 завариваний. Прекрасный выбор для церемонии гунфуча. Воздействие освежающее, умеренно тонизирующее.",3,6,,,,80,80,,20,,,,,,,,,100,,,,,,,,,,,80,,,,,,,,,,,
"Ту Шуйсянь Чао Ча, 2018",ulun,100,1680,"Сделан в округе Мэйчжоу из весенних побегов сорта Шуйсянь по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат тонкий, древесно-ягодный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, цветочно-ягодный, с пряными, цитрусовыми и ореховыми нотками. Аромат нежный, теплый, цветочно-ягодный. Вкус плотный, терпкий, сладковатый, с легкой цитрусовой горчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,40,80,,60,,,,100,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Пуэр шу 1996 Мэнхай,puer,100,15600,"Шу пуэр 1996 года из чайного региона Мэнхай. Коллекция Клуба чайной культуры. В сухом виде: небольшие темно-коричневые жгутики скрученных листиков и их фрагменты. Аромат сдержанный, орехово-древесный. Настой прозрачный, красно-каштанового оттенка. Букет готового чая зрелый, орехово-древесный, с грибными, ягодными, винными и осенними нотками. Аромат многогранный, теплый. Вкус мягкий, бархатистый, немного пряный, сладковатый, с легкой фруктовой кислинкой – сильно меняется на протяжении чаепития. Заваривать горячей водой (95°С) в чайнике из пористой глины или в гайвани. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 5-7 секунд, после чего пить проливом с постепенным увеличением экспозиции. Сохраняет вкус и аромат 9 завариваний. Прекрасный образец лао ча многолетней выдержки в условиях сухого склада.",3,6,,,,,,40,,,80,40,,,,40,,80,,,,,,,,,,,,,,,,,,,,,,
"Хуан Цзинь Гуй Чао Ча, 2019",ulun,90,890,"Сделан в округе Мэйчжоу из весенних побегов сорта Хуан цзинь гуй по аутентичной технологии чао ча. В сухом виде: лилово-коричневые фрагменты скрученных почек, тонкие черенки. Аромат тонкий, древесный. Настой прозрачный, оттенка красного дерева, в процессе заваривания желтеет. Букет готового чая яркий, многогранный, цветочно-ягодный, с пряными, цитрусовыми и ореховыми нотками. Аромат нежный, теплый, цветочно-ягодный. Вкус плотный, приятно вяжущий, сладковатый, с нежной терпчинкой, ягодной кислинкой и долгим послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 4 г на 100 мл. Залейте чай горячей водой, дайте настояться в течение 5-7 секунд, далее пейте проливом с постепенным увеличением экспозиции. Выдерживает 8 завариваний. Воздействие согревающее, тонизирующее.",2,4,,,40,80,,60,,,,100,,,,,,40,,,,,,,,,,,,,,,,,,,,,,
"Янтра Ассам Хун Габа, Таиланд (зима 2023)",gaba,92,1729,"В сухом виде: небольшие, темно-коричневые шарики скрученных чайных побегов. Аромат интенсивный, фруктовый с копченой ноткой. Настой прозрачный, красно-каштанового оттенка. Букет готового чая яркий, фруктово-древесный с цветочными, бисквитными и цитрусовыми нотками. Аромат теплый, фруктово-цветочный. Вкус плотный, сочный, сладковатый, чуть вяжущий, с легкой кислинкой и освежающим послевкусием. Заваривать горячей водой (92-95°С) в чайнике из пористой глины с толстыми стенками. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 9 завариваний.",7,6,40,,60,60,80,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Мэнхай Шэнтай Шэн Ча (2022),puer,96,760,"В сухом виде: среднего размера оливково-бурые скрученные листья с тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, орехово-древесный с копченой ноткой. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с цветочными, ореховыми и фруктовыми нотками. Аромат нежный, пряно-травянистый. Вкус чистый и гладкий, маслянистый, с легкой яблочной кислинкой, нюансами специй и освежающим послевкусием. Заваривать горячей водой (90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 5-7 секунд и доведя время до 3 минут, можно заварить 7-8 раз. Воздействие освежающее, тонизирующее.",5,6,,,,40,60,80,,,40,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Ляоми Баовэй Лао Ча,ulun,90,12480,"Выдержанный улун «Драгоценный аромат» был сделан в чайном хозяйстве Ляоми (округ Наньтоу) в середине 2000-х. В сухом виде: среднего размера коричневые жгутики скрученных чайных листьев с длинными, тонкими черенками. Аромат густой, пряно-древесный. Настой прозрачный, оттенка махагони. Букет готового чая выдержанный, многогранный, фруктово-древесный с нотками ванили, бисквита, пряных трав и экзотических смол. Аромат сложный, пряно-древесный. Вкус плотный, сочный, с легкой древесной терпкостью, сладковатый, с ягодной кислинкой – сильно меняется на протяжении чаепития, играя разными гранями. Долгое, запоминающееся послевкусие. Заваривать горячей водой (95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Отличный выбор для церемониального чаепития – долгий, многогранный и яркий. Воздействие согревающее, успокаивающее, центрирующее.",1,5,40,,,,80,40,,,80,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,
Шайцинь Юцзи Шэн (2022),puer,80,1760,"Высушенный на солнце шэн пуэр ""Органический"". В сухом виде: очень большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, пряно-травянистый с тонкой грибной ноткой. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, пряно-травянистый, с нотками молодого лесного ореха, патиссона и зеленого яблока. Аромат нежный, травянистый. Вкус плотный, маслянистый, немного терпкий, с легкой кислинкой, нюансами специй и сочным послевкусием. Заваривать горячей водой (80-90°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 15 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 7-8 завариваний. Воздействие освежающее, тонизирующее, гармоничное.",5,6,,,,,40,80,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,
Фэнхуан Улун Бай Ча,white,80,4800,"Белый чай, сделанный из побегов тайваньского культивара Улун. В сухом виде: крупные, легкие листья песочно-бурых оттенков с длинными черенками. Аромат сдержанный, травятисто-цветочный. Настой прозрачный, светло-зеленого оттенка. Букет готового чая свежий, травянисто-цветочный с нотками мяты, малинового листа и цитрусов. Аромат нежный, травянисто-цветочный. Вкус плотный, шелковистый, сладковатый, с ягодной кислинкой и долгим лимонно-мятным послевкусием. Заваривать горячей водой (90-95°С) в чайнике из пористой глины или в фарфоровой гайвани. Пропорция заварки к воде: 5-6 г на 100 мл. Для первого раза настоять 20 секунд, после чего пить проливом, постепенно увеличивая экспозицию. Выдерживает 10 завариваний. Воздействие освежающее, тонизирующее.",7,6,,,80,80,,,,,,40,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
"Малахит, хэйча из Аньхуа (Moychay.ru, 2017), 1 кг",black,80,452,"Черный чай из Аньхуа (уезд Иян, провинция Хунань) урожая 2017 года. В создании этого чая принимает участие микроб Eurotium Cristatum или Цзинь Хуа (Золотые цветы, разновидность), чрезвычайно полезный для здоровья. Его колонии выглядят как жёлтые крупинки, рассыпанные по поверхности чайного листа. 1000-граммовый брикет средней плотности, легко расслаивается на крупные темно-коричневые и бурые листики с черенками. Аромат сдержанный, пряно-древесный. Настой прозрачный, оттенка желтой охры. Букет готового чая зрелый, пряно-древесный с нотками дубового мха, прелых осенних листьев, печеных фруктов и свежих ягод. Аромат теплый, сложный, пряно-древесный. Вкус мягкий и гладкий, сладковатый, с легкой древесной терпкостью, ягодной кислинкой и освежающим послевкусием. Заваривать горячей водой (90-95°С) в гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6-8 г на 100 мл. Для первого раза настоять 8-10 секунд, после чего пить проливом с постепенным увеличением экспозиции. Выдерживает 12 завариваний. Отличный выбор для повседневных чаепитий. Воздействие согревающее, мягкое тонизирующее.",3,7,,,,,,80,,,80,60,,,80,,,,60,,,,,,,,,,,,,,,,,,,,,
Бада Лао Шэн Ча (2008),puer,60,2870,"В сухом виде: большие, бурые, скрученные листья с длинными, тонкими черенками, серебристо-бежевые почки. Аромат сдержанный, древесный с фруктовыми и цветочными нотками. Настой прозрачный, коньячно-янтарного оттенка. Букет готового чая зрелый, многогранный, пряно-древесный, с грибными, цветочными, фруктовыми, осенними и бальзамическими нотками. Аромат интенсивный, фруктово-пряный. Вкус плотный, мягкий, шелковистый, сладковатый, чуть терпкий, с фруктовой кислинкой, нюансами специй и сочным послевкусием. Заваривать горячей водой (92-95°С) в фарфоровой гайвани или чайнике из пористой глины. Пропорция заварки к воде: 6 г на 100 мл. Для первого раза настоять 15 секунд, после чего, начиная с экспозиции в 2-3 секунды и доведя время до 3 минут, можно заварить 10 раз. Отличный выдержанный шэн пуэр с многогранным вкусом и согревающим, медитативным воздействием.",3,6,,,,,80,80,,,80,,,,60,,,,60,,,,,,,,,,,,,,,,,,,,,
Аньси Хуан Цзиньгуй,ulun,94,1068,"Улун «Хуан Цзинь Гуй» («Золотой османтус») сделан поздней осенью 2021 г. в уезде Аньси по технологии цин сян (легкая ферментация, умеренный огонь). В сухом виде: среднего размера, сине-зеленые комочки скрученных чайных побегов. Аромат интенсивный, травянисто-цветочный. Настой прозрачный, светлого виноградного оттенка. Букет готового чая свежий, травянисто-цветочный с фруктовыми нотками. Аромат нежный, высокий, травянисто-цветочный. Вкус мягкий, плотный, шелковистый, сладковатый, с легкой фруктовой кислинкой и сочным послевкусием. Заваривать горячей водой (80-85°С) в фарфоровой гайвани или чайнике из пористой глины или селадона. Пропорция заварки к воде: 6 г на 100 мл. Пить проливом с постепенным увеличением экспозиции. Выдерживает 9-10 завариваний. Воздействие легкое расслабляющее, освежающее, самое позитивное.",2,6,,,,80,60,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,
