author,title,text,published,plot
"Baring, Maurice",Passing By,"_Sunday, July_ 2_nd. Oakley (near Hendon)_.",1921,
"Baring, Maurice",Passing By,"_Saturday, October_ 28_th. London, Gray's Inn_.",1921,
"Baring, Maurice",Passing By,"_Sunday, October_ 29_th._",1921,
"Baring, Maurice",Passing By,"_Monday, October_ 30_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, October_ 31_st_.",1921,
"Baring, Maurice",Passing By,"_Wednesday, November_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Thursday, November_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, November_ 3_rd_.",1921,
"Baring, Maurice",Passing By,"_Saturday, November_ 4_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 6_th._",1921,
"Baring, Maurice",Passing By,"_Saturday, November_ 25_th. Oakley_.",1921,
"Baring, Maurice",Passing By,"_Sunday, November_ 26_th._",1921,
"Baring, Maurice",Passing By,"_Monday, November_ 27_th._",1921,
"Baring, Maurice",Passing By,"_Tuesday, November_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, December_ 20_th._",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Friday, December_ 22_nd_.",1921,
"Baring, Maurice",Passing By,"_Monday, January_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Monday, January_ 1_st_, 1912.",1921,
"Baring, Maurice",Passing By,"_Wednesday, February_ 28_th._",1921,
"Baring, Maurice",Passing By,"_Thursday, March_ 1_st_.",1921,
"Baring, Maurice",Passing By,"_Friday, March_ 2_nd_.",1921,
"Baring, Maurice",Passing By,"_Sunday, March_ 4_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 7_th._",1921,
"Baring, Maurice",Passing By,"_Wednesday, March_ 7_th_.",1921,
"Baring, Maurice",Passing By,"_Monday, March_ 12_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 19_th. Rosedale_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 10_th._",1921,
"Baring, Maurice",Passing By,"_Sunday, August_ 26_th. Carbis Bay Hotel_.",1921,
"Baring, Maurice",Passing By,"_Monday, August_ 27_th_.",1921,
"Baring, Maurice",Passing By,"_Tuesday, August_ 28_th_.",1921,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Monday Evening, October 3.",,
"Brown, Charles Brockden",Jane Talbot,"Tuesday Morning, October 4.",,
"Brown, Charles Brockden",Jane Talbot,"Tuesday Morning, 11 o'clock.",,
"Brown, Charles Brockden",Jane Talbot,"Wednesday Morning, October 5.",,
"Brown, Charles Brockden",Jane Talbot,"Thursday Morning, October 6.",,
"Brown, Charles Brockden",Jane Talbot,Thursday Night.,,
"Brown, Charles Brockden",Jane Talbot,"Wilmington, Saturday, October 9.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Monday, October 11.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 13.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 15.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 17.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 19.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 24.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 27.",,
"Brown, Charles Brockden",Jane Talbot,_To the same_,,
"Brown, Charles Brockden",Jane Talbot,Tuesday Morning.,,
"Brown, Charles Brockden",Jane Talbot,"New York, October 22.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 28.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 28.",,
"Brown, Charles Brockden",Jane Talbot,"October 28, Evening.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, October 31.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 2.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Nov. 2.",,
"Brown, Charles Brockden",Jane Talbot,Nov. 3.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 4.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 5.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 6.",,
"Brown, Charles Brockden",Jane Talbot,10 o'clock at night.,,
"Brown, Charles Brockden",Jane Talbot,"Wilmington, November 7.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, Nov. 9.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 14.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 17.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 18.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, November 20.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, November 23.",,
"Brown, Charles Brockden",Jane Talbot,November 26.,,
"Brown, Charles Brockden",Jane Talbot,November 26.,,
"Brown, Charles Brockden",Jane Talbot,November 28.,,
"Brown, Charles Brockden",Jane Talbot,November 28.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 3.",,
"Brown, Charles Brockden",Jane Talbot,"Baltimore, December 5.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 7.",,
"Brown, Charles Brockden",Jane Talbot,May I not suspect that she had some hand in the forgery lately come to,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 1.",,
"Brown, Charles Brockden",Jane Talbot,December 4.,,
"Brown, Charles Brockden",Jane Talbot,December 9.,,
"Brown, Charles Brockden",Jane Talbot,December 8.,,
"Brown, Charles Brockden",Jane Talbot,December 8.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 9.",,
"Brown, Charles Brockden",Jane Talbot,December 11.,,
"Brown, Charles Brockden",Jane Talbot,December 13.,,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 16.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 17.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, December 19.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 7.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 9.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 12.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 15.",,
"Brown, Charles Brockden",Jane Talbot,"Philadelphia, October 20.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 22.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, September 5.",,
"Brown, Charles Brockden",Jane Talbot,"New York, October 1.",,
"Brown, Charles Brockden",Jane Talbot,"New York, December 12.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, October 5.",,
"Brown, Charles Brockden",Jane Talbot,"New York, November 15.",,
"Brown, Charles Brockden",Jane Talbot,"New York, November 23.",,
"Brown, Charles Brockden",Jane Talbot,"Banks of Delaware, November 26.",,
"Brown, Charles Brockden",Jane Talbot,"New Haven, February 10.",,
"Brown, Charles Brockden",Jane Talbot,"New York, February 12.",,
"Clarke, Jay",High Man,June 1954. Extensive research did not uncover any evidence that the U.S.,,
"Clarke, Jay",High Man,April 3,,
"Clarke, Jay",High Man,April 11,,
"Clarke, Jay",High Man,April 16,,
"Clarke, Jay",High Man,VIA WU CABLES LONDON APR 24,,
"Clarke, Jay",High Man,April 25,,
"Clarke, Jay",High Man,May 1,,
"Clarke, Jay",High Man,May 3,,
"Clarke, Jay",High Man,June 5,,
"Dickson, Gordon R.",Time Grabber,"_Feb. 16, 2631_--Dear Diary: Do I dare do it? It's so frustrating to",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 18, 65_: MEMO TO CAPTAIN OF THE POLICE: The emperor has expressed",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 19, 65_: MEMO TO CAPTAIN OF THE ARENA: I think I might be able to",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 19, 65_: Papirius:",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 21, 65_: Dear L:",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 22, 2631_: Dear Diary: Congratulate me! I knew my chance would",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 23, 65_: MEMO TO CAPTAIN OF POLICE: Where are my Christians?",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 23, 65_: MEMO TO CAPTAIN OF THE ARENA: You got your Christians. I",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 24, 65_: MEMO TO CAPTAIN OF POLICE: I tell you they're not there.",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 24, 65_: MEMO TO CAPTAIN OF ARENA: And I tell you they are:",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 25, 65_: MEMO TO CAPTAIN OF POLICE: I tell you THEY'RE NOT THERE.",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 25, 65_: Listen, Lictus:",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 25, 2631_: Dear Diary: What shall I do? How like that sneaky,",,
"Dickson, Gordon R.",Time Grabber,"(Feb. 27, 2631). When Croton Myers, outstanding physicist and professor",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 29, 2631_: Dear Diary: SUCCESS! Everything has been taken care",,
"Dickson, Gordon R.",Time Grabber,"_Feb. 28, 1649_ (From the Journal of John Stowe)--Today, by the will of",,
"Dickson, Gordon R.",Time Grabber,"_March 1, 65_: MEMO TO CAPTAIN OF POLICE: I notice you finally got cold",,
"Dickson, Gordon R.",Time Grabber,"_March 1, 65_: MEMO TO CAPTAIN OF ARENA: Papirius has unfortunately",,
"Dickson, Gordon R.",Time Grabber,"(_From the Journal of John Stowe_) _March 2, 1649_: Lo! Satan is upon",,
"Dickson, Gordon R.",Time Grabber,"_March 2, 2631_: Dear Diary: What a vexatious group! What on earth",,
"Dickson, Gordon R.",Time Grabber,"(_From the notebook of Croton Myers_) _March 2, 2631_:",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE CAPTAIN OF THE ARENA: Order your gladiators",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EMPEROR: Hail Caesar! I will do whatever I can",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE CAPTAIN OF THE ARENA: I thought I ordered you to",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EMPEROR: My Caesar! I know not how the sixteen",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO CAPTAIN OF POLICE: I have at hand information from",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EMPEROR: Hail, Caesar! Your command has been",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE CAPTAIN OF POLICE: Are you mad, you fool?",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE CAPTAIN OF THE ARENA: Don't call me a fool, you",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EMPEROR: Mighty Caesar! The Christians have",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE CAPTAIN OF POLICE: You imbecile! I order you to",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EMPEROR: The city is engulfed, my Caesar! I shall",,
"Dickson, Gordon R.",Time Grabber,"_March 3, 65_: TO THE EX-CAPTAIN OF POLICE: The Gods be damned--I'm",,
"Dickson, Gordon R.",Time Grabber,"_April 1, 2631_: Dear Diary: Myers has seen to it for my transfer.",,
"Doyle, Arthur Conan",The Stark Munro Letters,"I. HOME. 30th March, 1881.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"II. HOME, 10th April, 1881.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"III. HOME, 15th October, 1881.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"IV. HOME, 1st December, 1881.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"V. MERTON ON THE MOORS, 5th March, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"VI. THE PARADE, BRADFIELD, 7th March, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"VII. THE PARADE, BRADFIELD, 9th March, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"VIII. THE PARADE, BRADFIELD, 6th April, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"IX. THE PARADE, BRADFIELD, 23rd April, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"X. CADOGAN TERRACE, BIRCHESPOOL, 21st May, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XI. OAKLEY VILLAS, BIRCHESPOOL, 29th May, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XII. OAKLEY VILLAS, BIRCHESPOOL, 5th June, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XIII. OAKLEY VILLAS, BIRCHESPOOL, 12th June, 1882.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XIV. OAKLEY VILLAS, BIRCHESPOOL, 15th January, 1883.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XV. OAKLEY VILLAS, BIRCHESPOOL, 3rd August, 1883.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
"Doyle, Arthur Conan",The Stark Munro Letters,"XVI. OAKLEY VILLAS, BIRCHESPOOL, 4th November, 1884.",1894,"The novel takes the form of twelve long letters written by J. Stark Munro between March 1881 and November 1884 and sent to his friend Herbert Swanborough of Lowell, Massachusetts. Stark Munro is a recent graduate from medical school, and the letters, in part, detail his attempts to create a medical practice in partnership with the brilliant but unorthodox James Cullingworth"
