country,year_of_discovery,find_spot_id,find_spot_name,total_number_of_coins,terminal_year_earliest,terminal_year_latest,lat,long,summary,disposition
France,1866,5772,CONCHES-EN-OUCHE,134,238,244,48.973042,0.945652,134 sestertii: Nero - Gordian III (AD 238-244).,NA
UK,1984,15241,MEDEN VALE,2,20,50,53.267384,-0.95192065,"2 staters of VEP CORF which were reportedly found together, c.1984, were sold some 2 decades later.",Dispersed through trade
UK,1976,1107,SPRINGHEAD 1976,5,75,75,51.424145,0.31429901,"5 gold coins (Nero and Titus) closely packed together in the clay floor of an early structure, at Vagniacae (Springhead).",Fitzwilliam Museum
Austria,1996,13268,MAUTERN AN DER DONAU,9,251,251,48.393,15.577,"9 coins found near a broken m1y-box: 5 antoniniani, 2 denarii, 1 sestertius, 1 unidentified denomination: Septimius Severus/Caracalla - Trebonianus Gallus (AD 251-253).",NA
Spain,1982,13020,AMPURIAS - FORUM,4,117,138,42.1325,3.1174,4 asses found during the excavations. To be checked whether were found together.,NA
France,1968,7239,SAINT-SAVEUR 1968,196,259,260,49.3137,2.8105,196 antoniniani (radiates): Gordian III - Valentinian I and Gallienus/Gallienus (sole) (Salonina) (AD 253-268); silver w8: 245.0g.,NA
Sweden,1890,15543,ÖSTER RYFTES,16,183,184,57.654401,18.593807,"Originally 17 denarii, 16 preserved: Trajan - Commodus (AD 183-184); silver w8: 44.65 g. (16 coins). Together were also found: 1 gold bracteate, 1 gold finger ring, 2 neck-rings of bronze with silver mountings, 2 somewhat smaller bronze rings, 1 bronze clasp, 1 bronze strap-end, several bronze spirals, 1 amber bead, 2 coral beads.","Swedish History Museum, Stockholm (inv.no. 8793)"
Poland,1957,13502,ROŻDŻAŁÓW,45,211,217,51.068924,23.510134,40-7ound with a ceramic vessel. 45 coins provide information on issuers: Vespasian - Caracalla (Julia Domna) (AD 211-217).,"Muzeum Ziemi Chełmskiej, Chełm, Poland"
Belgium,1988,9212,TOURNAI XVIII,437,271,274,50.606,3.388,437 antoniniani (radiates) in a ceramic vessel: Valerian I - Tetricus I (AD 271-274).,Musées royauc d'Art et d'Histoire - Koninklijk Musea voor Kunst en Geschiedenis (Brussels)
Luxembourg,1843,3262,GROSBOUS,33,253,260,49.827,5.965,"""Few hundreds"" Roman coins found in a field. Only 33 coins provided some information and some of them have been entered to the level of the coin. The precision is not certain.",NA
Italy,1958,13868,SAN MARTINO,34,254,255,40.632246,9.64524,"34 bronze coins: 20 sestertii, 14 asses: Severus Alexander - Valerian I and Gallienus (Gallienus) (AD 254-255).","Museo Archeologico Nazionale, Cagliari, Italy"
Romania,1970,12023,ALBA,158,222,235,45.064,28.518,158 denarii: Antoninus Pius - Severus Alexander (AD 222-235).,"Coin Room, Institute of Archaeology, Bucharest, Romania"
France,1905,3736,JUBLAINS 1905,821,267,268,48.262668,-0.537505,"The hoard comprised a bronze vessel containing 821 antoniniani (radiates). The catalogue made by Blanchet is not accurate. Aubin published a lot of 21 radiates in 1981 which probably came from the hoard. However, it is not clear whether these are additions or whether they were included in the original numbers. The hoard was found by a farmer. Silver: 821 coins; Silver w8: 222.6-1025.3 g.","Musée d'Archéologie Nationale, Saint-Germain-en-Laye, France (copper-alloy vessel, inv.no. 50253)"
UK,1749,15112,CARN BREA 1749,200,-80,-60,50.214416,-5.2532433,"Between 50 and 200 Iron Age gold coins, found in 1749 in the middle of the ridge of Karn-brê-hill.",NA
France,1980,7163,SAINT-BOIL,522,260,268,46.655,4.683,"This hoard comprised 522 coins: 7 denarii, 515 antoniniani (radiates): Septimius Severus - Postumus (AD 260-263). Beside were discovered: 7 gold rings, 6 silver rings, 1 silvered bronze ring, 1 gold earring and 1 bronze earring.",NA
Spain,1981,12878,LA BÓVEDA,12,125,127,38.321,-6.775,12 denarii found with a ceramic vessel: Vespasian - Hadrian (AD 125-127).,NA
Bulgaria,1965,3795,MALO KONARE 1965,12,268,270,42.198,24.432,"12 antoniniani: 1 Philip, 11 Claudius II (AD 268-270); silver w8: 4.2-14 g.","Regional History Museum, Pazardzik, Bulgaria; inv.nos. 969-980"
Israel,2005,7683,HISHULE CARMEL,7,400,500,32.787,34.816,The hoard comprised 7 bronze coins of the 5th century AD and a lump of unidentified coins from a shipwreck.,Israel Antiquities Authority (IAA 109716-22)
Romania,1956,9239,TULCEA 1956-1957,87,79,81,45.186,28.816,Unknown originally number of denarii. 87 studied: Republic - Titus (AD 81).,"Coin Room, Library of the Romanian Academy, Bucharest, Romania"
UK,1978,14645,"ROSE LANE SITE E XXI, A (1) HOARD 2",19,388,395,51.27195,1.0665648,"Rose Lane Site E XXI, A (1) Hoard 2. 19 coins from Constantine II to House of Theodosius, also incl. 2 radiates. Deposit AD 388-420",NA
France,1867,7383,SAINT-JULIEN-D'ANCE,32,271,274,45.304,3.914,The hoard comprised 32 antoniniani (radiates) from Valerian I and Gallienus to Tetricus I (AD 271-274).,NA
Romania,1958,2642,VISUIA,797,244,245,46.8309,24.3011,"797 silver coins: 641 denarii, 156 antoniniani (radiates): Vitellius - Philip I (AD 244-245).","Complexul Muzeal Bistrița-Năsăud, Bistrița, Romania"
France,1973,6925,VENTENAC-EN-MINERVOIS,38,271,274,43.248744,2.860103,The hoard was discovered in a burial and comprised 38 radiates from Gallienus to Tetricus II. An as of Augustus was also recovered which may be intrusive.,NA
Slovenia,1852,8860,KORITA,107,138,161,46.044,14.075,"Circa 100 Roman coins, silver and bronze. Only, 2 denarii of Antoninus Pius and Faustina I and 5 bronze coins (Vespasian to Trajan) were known.",Destroyed.
France,1982,12647,TOURS-SUR-MARNE,161,267,267,49.05,4.118,In the vicus was found a hoard of 161 sestertii: Vespasian - Postumus (AD 267).,"Musée Saint-Rémi, Reims, France"
France,1820,5760,LES BAUX-DE-BRETEUIL,503,260,269,48.8818,0.8075,"The hoard comprised approximately 500 antoniniani (radiates) of Gordian III, Philip I and Postumus and 3 bronze coins: 1 Lucilla, 1 Maximinus I Thrax, 1 Postumus (sestertii?) (AD 260-269).",NA
Italy,1861,14373,LU MONFERRATO,20,268,270,45.003171,8.485677,"1 kilo of antoniniani (radiates). Among the coins, 20 were issues of Claudius II (AD 268-270).",NA
France,1835,7381,SAINT-GERMAIN-LAPRADE,602,293,306,45.038,3.969,"The hoard comprised a coarseware vessel containing 726 folles of the Tetrarchy, some of which showed signs of silvering. Not all the coins were identified.",NA
Romania,2004,9617,SILISTRA-OSTROV 3,5,145,161,44.113,27.317,5 denarii: Trajan - Antoninus Pius (AD 145-161) found during excavations.,"Muzeul Dunării de Jos, Călărași, Romania; inv.nos. 46511-46514, 46518"
France,1950,7364,ROUFFIAC,100,193,211,45.0175,2.1722,The hoard comprised 100 denarii from Vespasian to Septimius Severus.,"Musée d'Aurillac, France (40 coins)"
Romania,1970,16290,BREHUIEȘTI,7,166,167,47.703298,26.536087,"7 denarii: Vespasian 3, Nerva 1, Trajan 1, Marcus aurelius 2 (AD 166-167).",NA
UK,1997,15297,SEDGEFORD,39,-60,-50,52.89425,0.54054116,A hoard of Gallo-Belgic E staters found by the Sedgeford Historical and Archaeological Research Project. The hoard was partly contained within a bovine front right humerus.,Kings Lynn Museum
France,1850,8634,SAINT-ROMAN 1850-1860,2000,200,300,44.691,5.434,Thousands of coins found in an iron vessel. No further information,NA
Bulgaria,1958,3074,GOLYAM DOL,16,228,231,42.335,25.23,Few hundreds denarii found in a ceramic vessel. Only 16 pieces recovered: Marcus Aurelius - Severus Alexander (AD 228-231); silver w8: 28.8-66.0 g.,"Regional Museum of History, Stara Zagora, Bulgaria; inv.nos. 2146-2154"
Switzerland,1966,6436,AIROLO TI - MADRANO 1966 / TOMB 5,14,159,159,46.526,8.628,The hoard comprised 12 aes coins (sestertii and dupondii) ranging from Domitian to Marcus Aurelius Caesar. They were recovered during the excavation of a inhumation burial (tomb 5/1966) in the necropolis and were interpreted as the con10ts of a purse.,"Ufficio dei beni culturali, Bellinzona (12 coins)"
Poland,1937,13496,PRZĘDZEL,167,161,169,50.487217,22.222621,"Around 700 denarii found with a ceramic vessel, of which 167 provided information on the issuers: Nero - Marcus Aurelius (Lucius Verus) (AD 161-169).","Museum of History, Lwow, Poland; private collection"
UK,1904,15320,SOUTH FERRIBY 1904-07,170,20,50,53.6761,-0.50277172,"There are conventionally thought to have been at least 3 separate finds of Iron Age coinage at South Ferriby, on the south bank of the Humber, in the first decade of the twentieth century. 2 of them are described in some detail by Roth, and the third is included by Allen in his Sylloge volume on the Coritani and in a short paper for Hull Museum. In total almost 170 coins can still be securely associated with this find (de Jersey, no. 172).",British Museum (part)
Sri Lanka,1904,18477,AKURESSA,5,180,192,6.1002093523584,80.47700059735,"A potful of Roman silver coins. Only 5 coins have been poorly documented: L. Scribonius Libo, Marcus Aurelius, Faustina I, Faustina II, Commodus.",NA
France,1824,6343,COMMELLE-VERNAY,100,0,500,45.998,4.059,The hoard comprised approximately 100 Roman silver coins in a ceramic vessel. The vessel was found inside an iron box. The coins were Roman in date. Lapierre purchased 4 of them. 3 depicted Roman emperors and the last a Roman empress.,NA
France,1939,5615,ÉTAPLES 1939-1940,2000,-32,500,50.51,1.64,The hoard comprised several vessels containing 1000s of Roman coins. Labourers working on an English army camp in 1939 or 1940 discovered this hoard.,NA
Italy,1929,4609,MONASTEROLO BREMBIO 1929,12,467,472,45.2107,9.5888,"25 solidi found, 12 preserved: Honorius - Anthemius (c. AD 470); gold w8: 111.25g.","Civiche Raccolte Numismatiche di Milano, collection Brera (inv.nos. M.0.9.14234-14245)."
Bulgaria,1960,3474,TETEVEN 1960,1140,253,268,42.918,24.265,"(1500) 1140 silver coins: 463 denarii, 677 antoniniani: Vespasian - Valerian I/Gallienus (AD 253-268); silver w8: 1639.0-3601.0 g.","History Museum, Teteven, Bulgaria (1288 coins)"
Italy,1922,13939,ROME 1922 - VILLA GIULIA,680,453,453,41.8658,12.443,680 nummi found with ceramic vessel: Claudius II - Theodosius II/Valentinian III (AD 425-450). There were other circa 1000 small bronze disks (blanks?) with irregular edges.,"Soprintendenza Archeologica di Roma, Gabinetto Numismatico del Museo Nazionale Romano, Italy (inv. nos. 123711-123771)"
Italy,1951,13820,"POMPEI I, IX, 9",14,54,68,40.750497,14.490707,"Group of 14 coins of poor state of preservation: 3 denarii, 1 sestertius, 3 asses, 7 bronze coins. Among them issues of Claudius I and Nero (AD 54-68).",NA
Spain,1965,17823,CUEVA DEL PELICIEGO,42,393,395,38.529397641963,-1.3291901179294,42 nummi found in a cave: Constantine I (Divus) - Theodosius I/Honorius (AD 393-395).,"Museo Arqueológico Jerónimo Molina, Jumilla, Spain"
UK,1960,14661,RECULVER ROMAN FORT,4,260,269,51.376626,1.1885366,"During the excavation of Roman fort at Reculver, a rectangular sunken room, poss. the strong room of the principia & sacellum, was excav., 23 ft 10 in. long & 20 ft wide. It had a thin skin floor of white mortar, covered in a deposit 6-12 in. deep of loam, mortar, painted wall plaster & domestic refuse, incl. pottery. It also produced frags. of 2 st1 inscriptions from commemorative tablets, 6 iron arrowheads, & 21 coins of Antoninus Pius to Constantine II, with 14 from period AD 260-293. The rubble layer above contained mortaria, roof tile & box tile frags, & may represent collapsed roof, & this layer produced another 4 coins of Postumus of AD 268.Philp, B. 2005. The Excavation of the Roman Fort at Reculver, Kent. Kent Monographs 10. Kent Archaeol. Rescue Unit, pp. 44-45",NA
Italy,1913,13896,FORNACETTE,191,-12,-12,43.67028,10.582618,"Initially the hoard contained 202 coins and fragments found with a ceramic vessel. Nowadays, there are 191 silver coins kept i the coin collection in the Museum of archaeology in Firenze: 166 denarii, 25 quinarii: Republic - Augustus (2 BC).","Museo Archeologico di Firenze, Italy"
Sweden,1895,15590,SKOTA,3,161,180,57.308191,18.360171,"3 denarii found on a field: Trajan 1, Lucilla 1, Faustina II/Lucilla 1","Swedish History Museum, Stockholm (inv.no. 9909)"
UK,1849,15390,WHADDON CHASE,450,-60,-20,51.971723,-0.83683599,"The 1849 Whaddon Chase hoard comprised between 450 and 2000 British Iron Age gold staters. In 2006, a further 73 gold staters were found, followed by 2 more in 2008.",Buckinghamshire County Museum (part); Dispersed through trade (part)
Germany,1925,19962,SIEGEN,4,313,317,50.881793124752,8.0200558664753,"Few coins found with a ceramic vessel. Unreliable information on the circumstances of discovery. The nummus of Licinius I was found later, in 1966.","Private collection, Siegen"
UK,1806,7,BATH (TRINITY COURT),86,138,161,51.383491,-2.360627,"In 1806, on the south-west side of Trinity Court, near the Turnpike Road, a hoard of nearly 1 hundred Roman coins was found. 79 of them were listed, ranging from the Republican period to Trajan. A few days after, a medal of Nero, and 1 of Antoninus Pius were found on the same spot. The Republican coins were certainly silver, but the metal of the others is uncertain.",NA
Poland,1920,13567,WOLANY 1920-1921 1,6,202,205,50.439926,16.516597,"Unknown initial number of coins. 5 coins are known: 1 Greek coin, 3 denarii, 2 plated denarii: 2nd c. BC - Septimius Severus (Plautilla) (AD 202-205). It may be a votive offering as suggested by some scholars based on the findspot.","Museum Wrocław, Poland (5 coins)."
France,1866,3644,CUIRY-HOUSSE,1200,270,271,49.297,3.491,The hoard comprised a greyware vessel containing approximately 1200 antoniniani (radiates) from Gordian III to Aurelian. 2 catalogues exist for 181 and 178 of the coins respectively. They do not match. Hobbs estimates a silver w8 of between 325g and 1499g.,NA
Germany,2007,17216,NEUBOURHEIM,3,200,400,50.91348,6.33448,The coins (3rd - 4th c. AD) were found during sharding in 2007; they were corroded together and not identifiable.,Museum Jülich
Italy,1876,10357,"POMPEII VI, 13, ANGOLO N-E A",40,69,79,40.751,14.485,"1 Republican denarius, 1 aureus, 38 denarii of Vespasian found with jewellery in regio VI, north east corner of insula 13.",NA
UK,2009,1792,YSCIR,4,80,80,51.950472,-3.4564508,4 denarii to Titus found by a metal detectorist near the fort of Brecon Gaer,Brecknock Museum and Art Gallery
France,1881,12984,PLOURHAN 1881,2830,271,274,48.631,-2.87,Around 60-80 kilos of coins found in 2 vessels. 2830 antoniniani (radiates) are known: Trebonianus Gallus - Tetricus I (AD 271-274).,NA
Ukraine,2018,20657,KHMELNYTSKYI REGION 2018 A,5,238,244,49.3764289774,26.8503898393,"On 18 March 2018, photos of 5 Roman provincial bronze coins Prusias ad Hypion: Macrinus - Gordian III (AD 238-244) with countermarks were published on the Ukrainian forum Violity. According to the finder, they were found at the same site on the territory of Khmelnytskyi region. Given the close chronology of the coins and the fact that they were issued by 1 mint, most likely it was a hoard. Coins: Macrinus (1), Maximunus Trax (2), Maximunus Trax (Maxim) (1), Gordian III (1).",Sold
Serbia,1996,4187,ŠARKAMEN,4,317,317,44.262295231066,22.297006508673,"Hoard of gold jewellrey and votive plates. From the 9 votive plates, 4 of them have stamped on the golden foil aurei of Diocletianus (2 plates) and Constantius I (1 plate) and 1 with an uncertain portrait, still 1 of the tetrarchs.","National Museum, Belgrade"
France,1800,5656,VITRY-EN-ARTOIS,8,238,238,50.326,2.981,The hoard was found in a burial and comprised 8 coins of Balbinus and other contemporary emperors and a small gold chain with double pendant.,NA
Israel,2006,7813,NESHER-RAMLA 2006 B,65,117,138,31.932,34.873,The hoard comprised 65 bronze coins dated between 294-283 BC and AD 117-138.,NA
Poland,1864,13714,STARBIENINO,40,426,430,54.750475,17.945215,Hoard of circa 40 solidi only 2 are known today: Honorius and Valentinian III (AD 425-455).,"Münzkabinett Berlin Germany; Museum of Szczecin, Poland (until 1944)"
Egypt,1888,18794,HAWARA 5 (1938),127,400,404,29.253514,30.895832,"Found in the necropolis of Hawara during the excavations of W.M. Flinders Petrie in 1888, in a jar and interpreted as a funeral offering by Flinders Petrie. First published in 1938. The hoard contained 5 genuine coins (AD 383-404) and 122 coin shaped metal discs, that might have been local imitations, though n1 is recognisable.",NA
Belgium,1949,8231,FROIDFONTAINE,140,217,218,50.06,5,"140 bronze coins: 130 sestertii, 10 dupondii: Vespasian - Macrinus (AD 217-218).",NA
Bulgaria,1977,10244,STRAZHITSA 1977,11,244,249,43.2295,25.9601,11 antoniniani of Philip I found in a small ceramic vessel (AD 244-249),NA
Bulgaria,1962,3431,SLADAK KLADENETS 1,50,247,249,42.403,25.389,"Part of a larger hoard. 50 silver coins: 13 denarii, 37 antoniniani: Domitian - Philip I (AD 247-249); silver w8: 64.6-130.2 g.","Regional Museum of History, Stara Zagora, Bulgaria; inv.no. 3173-3186"
France,1970,3759,LAVILLEDIEU 1970,339,272,274,44.5828,4.4696,"339 antoniniani (radiates): Valerian I and Gallienus - Tetricus I (AD 271-274). Silver: 254, 85 coins; silver w8: 69.6-316.5g.",M. Avon
Bulgaria,1979,12151,SHISHMANTSI,101,244,249,42.223,24.997,"101 coins: 21 denarii, 74 antoniniani, 6 provincial bronzes: Marcus Aurelius (Lucius Verus) - Philip I (AD 244-249).","Museum of Archaeology, Plovdiv, Bulgaria; inv. no. 2780"
France,1971,12651,TAVERS,80,269,271,47.759,1.611,"Among the ruins of an ancient building were discovered 80 coins: 1 antoninianus (radiate), 9 double sestertii, 70 sestertii: Flavians - Victorinus (AD 269-271).",NA
Bulgaria,1924,3325,MAKARIOPOLSKO,195,244,249,43.338,26.674,(195) 180 silver coins: Marcus Aurelius - Philip I (AD 244-249); silver w8: 245.1-503.7 g.,NA
UK,1814,14659,CROYDON 1814,36,250,296,51.36896,-0.11949862,"This record has been created for the HER record of a hoard of 36 third century Roman coins found in the Waddon New Road, Croydon. The details of this find seem to differ from those associated with Robertson 2000, 235 no. 963: (apparently a 4th century hoard found in 1903) and the tetrarchic hoard of 34 coins found before 1914 associated with Robertson 2000, 251 no. 1047.Seaby's Coins and Medals Bulletin 1961, 234 reports 36 coins found in the Waddon New Road area during the excavation of a cutting between West Croydon and Pitlake in 1814 and in a private collection. Details are unfortunately vague: ""All were Antoninianii and the range of dates encompassed only 30 years...Several rulers were represented and all coins with the exception of 1 originated from the same mint - Rome"".",NA
Ukraine,2018,20662,FASTIV – SURROUNDINGS,70,193,197,50.0784532685,29.9126916527,"A hoard of at least 70 Roman Imperial denarii was discovered in 2018 (?) in the vicinity of Fastiv. Information about the hoard on the treasure hunting forum Violity was posted on 16 December 2018, probably by its finder, who also provided 1 general photo of the deposit. The coins were fused into 1 large ingot and had traces of heavy exposure to fire. 3 coins were found separately. A silver item in the form of a ring-bent bar measuring ca. 2.5x3 cm (possibly a clasp from the pouch in which the treasure was hidden). There were also small fragments of pottery nearby, whose relation to the hoard is not clear. Judging by the photos posted on the forum, the hoard was sold at the Violity auction. The further fate of the deposit is unknown.",Sold
Spain,1907,17598,RANDE,87,161,180,42.2865,-8.6494,"Hoard of circa 86-87 aurei found with a ceramic vessel with a graffiti ""IRENE"": Nero - Marcus Aurelius (AD 161-180).",Dispersed
Bulgaria,1954,9734,VISHOVGRAD 1954,1716,244,249,43.157,25.299,"Initial quantity of silver coins: 13 kg, Studied: 9 kg (Gerov, B.) = 1790 coins: Septimius Severus - Trajan Decius (AD 249-251); silver w8: 2238.1-4652.9 g.","Archaeological Museum, Veliko Tarnovo, Bulgaria; inv.nos. 843-856 (1716 coins, stolen 1407)"
Poland,2006,13494,PRZEZDROWICE,22,174,174,50.884,16.779,22 denarii found on a cultivated field: Vespasian - Marcus Aurelius (AD 174).,"Gabinet Numizmatyczno-Sfragistyczny, Zakład Narodowy im. Ossolińskich, Wrocław, Poland"
France,1870,7105,ÉTAVES-ET-BOCQUIAUX,1000,249,249,49.939,3.455,The hoard comprised approximately 1000 denarii and antoniniani (radiates) from Septimius Severus to Philip I.,NA
Egypt,1947,7932,GIRGA A113,1058,276,282,26.3373,31.8892,1058 billon provincial coins of Alexandria: Claudius II - Probus (AD 276-282).,Dispersed
Bulgaria,1963,2792,GRANICAK,42,251,253,43.642,22.585,"42 silver coins: 2 denarii, 40 antoniniani (radiates): Caracalla - Trebonianus Gallus (AD 251-253).","Museum of Belogradchik, Bulgaria"
Romania,1810,16418,HUNEDOARA 1810,158,96,98,45.764892,22.910009,158 denarii: Republic - Nerva (AD 96-98). Found together with 3 silver torques.,NA
Bulgaria,1973,10286,PODAYVA,349,222,228,43.672,26.916,349 denarii: Vitellius - Severus Alexander (AD 222-228),"History Museum, Razgrad, Bulgaria; inv.no. IF, hoard 9"
Israel,1973,7708,MIGDAL,188,218,222,32.8257,35.5136,The hoard comprised 188 bronze coins from a variety of provincial mints in the Levant.,Israel Antiquities Authority (IAA 10481-10518; 23993; 10519-10668)
Sweden,1928,15527,GANDARVE 1928 2,14,161,176,57.1958,18.3913,"14 denarii part of a hoard found on the same field like GANDARVE 1927, 1928, 1928-1931: Vespasian (Domitian Caesar) - Marcus Aurelius (Faustina II) (AD 161-175); silver w8: 22.67 g (8 coins).","Gotlands Fornsal, Visby, Finland (8 coins)"
Austria,1990,13277,ZILLINGTAL-STEINBRUNN,61,255,257,47.815,16.408,"61 coins found during fieldwalking and research at the place: 59 antoniniani, 2 denarii: Elagabalus - Valerian I and Gallienus (AD 255-257).",NA
UK,1991,15316,SNETTISHAM N,8,-80,-60,52.877233,0.49495961,"Found during the British Museum Snettisham excavations in 1991. De Jersey (2015) writes: ""Hoard N is described (Stead 1995, 53) as ""a collection of 6 Gallo-Belgic A and C staters almost certainly from a scattered hoard"". 2 more coins were found nearby.",British Museum
Poland,1887,13618,WROCŁAW ZAKRZÓW,4,161,179,51.162069,17.131942,"4 denarii found in the lid from a wooden box (Cassette) found in a princely grave: Hadrian 1, Marcus Aurelius/Lucius Verus 1, uncertain 2. In the same grave was found on the left side of the Skeleton an aureus of Clausiud II (see single gold find WROCŁAW ZAKRZÓW).","Museum Breslau (inv.no. 265:89) (until 1945). Today, lost."
France,1978,8550,TAIN - L'HERMITAGE 1978,43,318,318,45.0709,4.8426,"43 nummi; Licinius I - Constantine I (AD 318). Mints: 2 Londinium, 41 Arelate",NA
Sweden,1946,15546,SÄLLE,3,138,161,57.322392,18.209957,"Grup of 3 denarii: Trajan, Hadrian, Antoninus Pius. Found in a plundered grave dated in the second half of the 6th century AD.",NA
Portugal,1875,17575,PENEDONES,15,98,117,41.762462972778,-7.8086865914264,Hoard of 15 coins - no information on the denomination. Among issuers Vespasian and Trajan.,NA
France,1844,6338,SAINT-DIDIER-AU-MONT-D'OR,21,197,197,45.812,4.798,"In 1844, numerous skeletons were found, buried 1 on top of the other. 1 wearing an iron mail shirt, also possessed 'un coeur en bronze doré', 17 denarii and 4 bronze coins. Like TAF V. 33, the assemblage has been interpreted as representing the savings of a soldier killed in the battle between Septimius Severus and Clodius Albinus in AD 197.",NA
Belgium,1987,8524,POMMEROEUL 1987,37,253,259,50.462,3.713,"The hoard contains 37 silver coins (18 denarii and 19 antoniniani-radiates): Septimius Severus - Valerian I (AD 253-259). This hoard has been discovered along with some single coins from the Celts and Romans (sestertii from Antoninus Pius, Marcus Aurelius and Commodus).",NA
Georgia,1939,16066,STALINIRI,3,283,285,42.220457,43.972818,1 barbarous imitation of a Roman gold coin found in a grave together with a denarius of Augustus coin of Caius and Lucius and a plausible drachm of Gotarzes II.,"National Museum of Georgia, Tbilisi"
North Macedonia,1983,9780,STIBERA,16,253,260,41.243,21.398,"16 silver coins: 2 denarii, 14 antoniniani (radiates): Elagabalus - Valerian I (AD 253-260).",NA
UK,2013,14800,SWEFFLING,20,14,37,52.215908,1.4094138,20 AR denarii to AD 37.,NA
France,1971,5733,BOIS L'ABBÉ 1971,25,-100,0,50.0212,1.4626,"The hoard comprised 25 Iron Age coins. It was characterised as being 1 of 16 individual votive deposits found at the site of an important Gallo-Roman sanctuary during excavations. Inventory No: 1971.1.234, 241, 242a to k, 242/2 to 13",NA
Romania,1990,2667,ALBA IULIA 1990,872,259,268,46.064,23.564,"872 silver coins: 45 denarii, 10 denarii plated, 381 antoniniani, 434 antoniniani plated, 1 quinarius, 1 drachm: Commodus - Gallienus (AD 260-268)","Union Museum Alba Iulia, Romania"
France,1882,7353,BOUDES,67,271,274,45.459,3.185,The hoard was found in a st1 conduit at a mineral water source and comprised 67 Roman bronze and billon coins from Claudius I to Tetricus I.,NA
France,1901,5566,LOUVROIL,130,241,241,50.264,3.96,"Approximately 130 silver coins, the majority of which were denarii, of which only a small proportion were identified.",NA
France,1890,7403,AMIENS 1890,25,295,295,49.884,2.295,The hoard comprised 25 antoniniani (radiates) from Gordian III to Allectus and was found in a Gallo-Roman cemetery.,NA
Romania,1851,2657,BOCŞA ROMÂNĂ,119,251,251,45.37,21.71,"Unknown originally number of coins. 119 silver coins: 89 antoniniani (radiates), 27 denarii and 3 uncertain silver denomination: Vespasian - Trajan Decius (AD 251). Hobbs estimates a silver w8 of 149.4-301.7 g.",Dispersed
France,1845,4665,GOURDON,104,518,527,46.641392,4.447734,"104 gold coins: 36 solidi, 68 tremisses “mostly barbarous”: Leo I - Justin I (c. AD 525); gold w8: 262.2g. Together were found a chalice and a golden plate.","Cabinet des Médailles, Paris, France"
Poland,1975,13739,EAST MAZOVIA - UNKNOWN FINDSPOT,20,191,191,52.242064,22.321579,20 denarii: Hadrian - Commodus (AD 191).,"Regional museum, Siedlce, Poland"
France,1987,5510,PLAISIANS,50,249,251,44.23,5.318,"50 bronze coins, probably, placed in a wooden box with b1 hinges: 49 sestertii, 1 as: Trajan - Trajan Decius (AD 249-251).",NA
Bulgaria,1891,10460,ROSITSA 1891,1460,253,260,43.942,27.898,820 denarii and antoninani: Vespasian - Valerian I and Gallienus (AD 253-260); 640 provincial bronzes. 500 provincial coins were minted in Tomis (144 types described in detail) for issuers from Septimius Severus to Philip I. Other types were menti1d only if they were new in 1893 publication from the catalogue by Mionnet,NA
Luxembourg,1991,12846,DIEKIRCH 1991-1992 2,14,388,402,49.868,6.162,"14 nummi: 12 nummi, 2 imitations House of Theodosius (AD 388-402).","Cabinet des Médailles du Musée National d'Histoire et d'Art, Luxembourg, Luxembourg; inv.no. 1992-235"
Romania,1934,2592,MERA,19,139,139,45.767545,26.97394,The hoard comprised a total of 22 denarii dating from the Republic to Antoninus Pius. There are no further details about the structure of the hoard.,"National History Museum, Bucharest, Romania (22 coins)"
UK,2014,15256,NEWCHURCH,2,10,45,50.679973,-1.2087549,IARCH record for 2 silver Iron Age coins found together.,NA
Germany,1920,3322,MAINZ 1920,160,247,248,49.9908,8.259,A leather bag full of coins was found ca. 1920 on the Oberer Zahlbacher Weg. 160 coins got into private hands and could be recorded.,NA
France,1969,8672,VIENNE 1969 A,5,134,138,45.532,4.875,Grave find of 5 denarii (1 plated) Vespasian to Hadrian (AD 134-138),NA
Poland,1939,13550,GRODZISZCZE,5,192,193,50.799587,16.561679,Unknown number of bronze coins: Augustus - Commodus/Pertinax (AD 193).,Museum Breslau (Wroclaw) until 1945.
Luxembourg,1930,13319,FILSDORF,26,260,269,49.534,6.248,Unknown original number of coins. Only 1 of 25+ coins has been recorded and is known. All the coins are likely to have been denarii or antoniniani (radiates).,NA
Spain,1900,12931,LOS VILLARES,12,258,259,41.9805,-5.6685,12 antoniniani (radiates) found stuck together surrounded by some organic remaines froma leather bag: Gordian III - Valerian I and Gallienus (AD 258-259).,NA
Luxembourg,1975,12836,DUDELANGE 1975,40,388,402,49.49,6.06,"40 coins: 4 imitations of antoniniani (radiates), 36 nummi: Tetricus I - House of Theodosius (AD 388-402).","Cabinet des Médailles du Musée d'Histoire et d'Art, Luxembourg"
Turkey,1961,8195,TABURABAT,3432,450,457,40.189938081528,34.669435801979,"3432 late Roman bronze coins - nummi - ranging in date from Constantine I to Marcian. Of these only 342 were deemed in a suitable condition to be recorded in the museum inventory. The w8 of each coin in this sample varies between 1- 2.5g, with the majority being around 2g.","Museum of Anatolian Civilizations, Ankara, Turkey"
Germany,1914,17160,SEGESTE,3,324,361,52.036791,9.943072,"3 Late Roman coins (Constantine I - Constantius II), found in 1914 and now lost.",NA
